交差点番号,管理者名,交差点名,地先名,緯度,経度
6339260028,201371,,せたな町大成区都,42.2268649028938 ,139.8217964172360 
6339260029,渡島総合振興局 函館建設管理部,,せたな町大成区富磯,42.2525365991947 ,139.7830009460450 
6339260030,渡島総合振興局 函館建設管理部,,せたな町大成区富磯,42.2511389044251 ,139.7836875915530 
6339260032,渡島総合振興局 函館建設管理部,,せたな町大成区富磯,42.2351267369077 ,139.7948455810550 
6339260033,渡島総合振興局 函館建設管理部,,せたな町大成区富磯,42.2341099541558 ,139.7955322265620 
6339360005,渡島総合振興局 函館建設管理部,,せたな町大成区太田,42.2674010722715 ,139.7823143005370 
6339460003,渡島総合振興局 函館建設管理部,,せたな町北檜山区鵜泊,42.3838053249283 ,139.8312044427930 
6339460005,北海道開発局 函館開発建設部,,せたな町豊岡,42.4176272713197 ,139.8628234863280 
6339460025,渡島総合振興局 函館建設管理部,,せたな町北檜山区共和,42.3873318112283 ,139.8329544067380 
6339460033,渡島総合振興局 函館建設管理部,,せたな町北檜山区共和,42.3905014774609 ,139.8363876342770 
633946F001,渡島総合振興局 函館建設管理部,,せたな町北檜山区共和,42.3884729095103 ,139.8353576660160 
6339470005,北海道開発局 函館開発建設部,,せたな町豊岡,42.4145857101251 ,139.8756980896000 
6339470007,渡島総合振興局 函館建設管理部,,せたな町北檜山区北檜山２６７,42.4152193808725 ,139.8763847351080 
6339470009,北海道開発局 函館開発建設部,,せたな町北桧山２８９－５,42.4123044424207 ,139.8808479309080 
6339470012,北海道開発局 函館開発建設部,,せたな町二俣,42.4045728625626 ,139.8853111267090 
6339470019,北海道開発局 函館開発建設部,北檜山町左股,せたな町二俣,42.3412902243478 ,139.9165534973150 
6339470025,201371,,せたな町北檜山区北檜山９２,42.4130648742087 ,139.8738098144530 
6339470030,渡島総合振興局 函館建設管理部,,せたな町北檜山区徳島３７,42.4182609113340 ,139.8811912536620 
6339470031,北海道開発局 函館開発建設部,,せたな町北檜山区北檜山２３５,42.4152193808725 ,139.8846244812010 
6339470054,201371,,せたな町北檜山区北檜山１３５,42.4115440014129 ,139.8774147033690 
6339470055,北海道開発局 函館開発建設部,,せたな町北檜山区北檜山１５７,42.4126846594672 ,139.8781013488770 
6339470056,渡島総合振興局 函館建設管理部,,せたな町北檜山区北檜山３６６,42.4162332407506 ,139.8779296875000 
6339560004,渡島総合振興局 函館建設管理部,,せたな町瀬棚区本町１８１番３地先,42.4534812211636 ,139.8502922058110 
6339560008,北海道開発局 函館開発建設部,,せたな町瀬棚区本町,42.4537345329715 ,139.8511505126950 
6339560019,渡島総合振興局 函館建設管理部,,せたな町瀬棚区三本杉,42.4604469225549 ,139.8710632324220 
6339560024,渡島総合振興局 函館建設管理部,,せたな町瀬棚区本町,42.4555076869388 ,139.8484039306640 
6339560025,渡島総合振興局 函館建設管理部,,せたな町瀬棚区本町,42.4482881033181 ,139.8528671264650 
6339560026,渡島総合振興局 函館建設管理部,,せたな町瀬棚区西大里,42.4569008441225 ,139.8602485656740 
6339560027,201371,,せたな町瀬棚区三本杉,42.4588005539709 ,139.8617935180660 
6339560028,渡島総合振興局 函館建設管理部,,せたな町瀬棚区三本杉,42.4619666089801 ,139.8633384704590 
6339560032,渡島総合振興局 函館建設管理部,,せたな町瀬棚区本町,42.4561409440462 ,139.8592185974120 
6339560033,渡島総合振興局 函館建設管理部,,せたな町瀬棚区共和,42.4425878442098 ,139.8696899414060 
6339560038,201371,,せたな町瀬棚区本町３２０番２地先,42.4532279083312 ,139.8489189147950 
6339560040,201371,,せたな町瀬棚区三本杉,42.4644993377223 ,139.8564720153810 
6339560041,201371,,せたな町瀬棚区元浦,42.4828585568943 ,139.8626518249510 
6339560044,渡島総合振興局 函館建設管理部,,せたな町瀬棚区本町,42.4551277296007 ,139.8470306396480 
6339560045,渡島総合振興局 函館建設管理部,,せたな町瀬棚区三本杉,42.4595604217733 ,139.8612785339360 
6339570019,北海道開発局 函館開発建設部,,せたな町北檜山区西丹羽,42.4325794681471 ,139.9380111694340 
6339570036,渡島総合振興局 函館建設管理部,,今金町字鈴岡,42.4703242249969 ,139.9867630004880 
6339570039,北海道開発局 函館開発建設部,,今金町神丘,42.4361269235490 ,139.9929428100590 
6339570057,渡島総合振興局 函館建設管理部,,せたな町北檜山区小倉山,42.4704508469616 ,139.9867630004880 
6339760002,1040810031,,島牧村字茂津多,42.6142357183661 ,139.8386032073110 
6340030006,渡島総合振興局 函館建設管理部,,厚沢部町字清水,42.0487465938993 ,140.3834470559030 
6340040006,北海道開発局 函館開発建設部,,森町字白川,42.0797120107195 ,140.5968381582290 
6340040035,北海道開発局 函館開発建設部,,森町字駒ケ岳,42.0398591289427 ,140.6054306030270 
6340040049,北海道開発局 函館開発建設部,,森町字姫川２８－２番地先,42.0838277231913 ,140.5856895446780 
6340040050,201345,,森町字駒ヶ岳,42.0332293382049 ,140.5819129943850 
6340040051,201345,,森町字白川,42.0834455188191 ,140.5965042114260 
6340040055,1430108200,森インター,森町字森川町,42.0838277231913 ,140.5717849731450 
634004F001,201345,,森町字姫川１２１－１,42.0686651841068 ,140.5891227722170 
634004F002,201345,,森町字姫川１２０－２８,42.0626756203299 ,140.5825996398930 
634004F003,201345,,森町字姫川１２０－１１,42.0633128348253 ,140.5872344970700 
6340050006,北海道開発局 函館開発建設部,,森町赤井川８２,42.0072134804940 ,140.6316947937010 
6340050009,渡島総合振興局 函館建設管理部,,森町赤井川,42.0126981005257 ,140.6564140319830 
6340050055,1430108200,大沼公園インター,森町字赤井川,42.0069583703790 ,140.6225967407230 
6340060004,201343,,鹿部町字本別,42.0752912770679 ,140.7664489746090 
6340060007,渡島総合振興局 函館建設管理部,,鹿部町字本別,42.0644598048013 ,140.7719421386720 
6340060010,渡島総合振興局 函館建設管理部,,鹿部町字本別,42.0700669153032 ,140.7810401916500 
6340060011,北海道開発局 函館開発建設部,,鹿部町字本別,42.0689200466266 ,140.7875633239750 
6340060014,渡島総合振興局 函館建設管理部,,鹿部町折戸１９８－３,42.0431737649497 ,140.8124542236330 
6340060031,渡島総合振興局 函館建設管理部,,鹿部町本別２５,42.0463607518935 ,140.8088493347170 
6340060034,201343,,鹿部町本別,42.0422813799575 ,140.7963180541990 
6340060042,渡島総合振興局 函館建設管理部,,鹿部町宮浜,42.0369268068033 ,140.7892799377440 
6340060075,北海道開発局 函館開発建設部,,鹿部町字大岩５３－３地先,42.0184373127651 ,140.8462715148930 
6340060076,北海道開発局 函館開発建設部,,鹿部町字大岩４８,42.0179271815383 ,140.8469581604000 
6340060079,北海道開発局 函館開発建設部,,鹿部町宮浜３５３－９地先,42.0401141070820 ,140.8050727844240 
6340060080,渡島総合振興局 函館建設管理部,,函館市字大岩５５－１地先,42.0186923768439 ,140.8462715148930 
6340060081,北海道開発局 函館開発建設部,,鹿部町字本別５３１－６４地先,42.0644598048013 ,140.7954597473150 
6340060082,渡島総合振興局 函館建設管理部,,鹿部町字本別５３１－２３２地先,42.0633128348253 ,140.7976913452150 
6340060083,北海道開発局 函館開発建設部,,鹿部町字本別５３１－２３８地先,42.0634402769569 ,140.7968330383300 
6340060086,北海道開発局 函館開発建設部,,鹿部町宮浜,42.0445760589006 ,140.8026695251470 
6340100004,北海道開発局 函館開発建設部,,八雲町鮎川１９４,42.1214678156809 ,140.0095608871460 
6340120001,渡島総合振興局 函館建設管理部,,八雲町桜野,42.0913128315536 ,140.2680386525500 
6340130004,渡島総合振興局 函館建設管理部,,森町字濁川,42.1206600504491 ,140.4267723483000 
6340130010,北海道開発局 函館開発建設部,,森町字富士見町,42.1538596173667 ,140.4850959777830 
6340140002,北海道開発局 函館開発建設部,,森町字富士見町,42.1118497682902 ,140.5479240417480 
6340140007,北海道開発局 函館開発建設部,,森町字上台町３２６－９１,42.0968213018968 ,140.5709266662600 
6340140008,渡島総合振興局 函館建設管理部,,森町字本町,42.1085387172757 ,140.5728149414060 
6340140011,北海道開発局 函館開発建設部,,森町森川町２９２,42.0926177882828 ,140.5771064758300 
6340140012,渡島総合振興局 函館建設管理部,,森町字森川町９９－２,42.1053548512760 ,140.5783081054690 
6340140013,北海道開発局 函館開発建設部,,森町森川町２８３,42.0945285108265 ,140.5786514282230 
6340140017,北海道開発局 函館開発建設部,,森町森川町,42.0972034256831 ,140.5844879150390 
6340140018,201345,,森町字白川,42.0895605124844 ,140.5995941162110 
6340140020,渡島総合振興局 函館建設管理部,,森町字尾白内町２７１,42.1109583484925 ,140.6078338623050 
6340140021,北海道開発局 函館開発建設部,,森町字尾白内町９６７,42.1029350061742 ,140.6083488464360 
6340140038,北海道開発局 函館開発建設部,,森町字森川町２９６,42.0950380271166 ,140.5735015869140 
6340140079,201345,,森町字港町１３,42.1113403870837 ,140.5995941162110 
6340140080,渡島総合振興局 函館建設管理部,,森町字港町１３,42.1105763075985 ,140.5999374389650 
6340140098,201345,,森町字姫川１７１,42.0914713271269 ,140.5918693542480 
6340140106,201345,,森町字尾白内町２７１,42.1098122189029 ,140.6073188781740 
6340140131,201345,,森町字上台町３５７,42.0896879019181 ,140.5717849731450 
6340150004,北海道開発局 函館開発建設部,,森町字尾白内町４０,42.1147786307868 ,140.6292915344240 
6340150014,北海道開発局 函館開発建設部,,森町砂原西四丁目,42.1243283291045 ,140.6522941589360 
6340150016,201345,,森町砂原２丁目,42.1028076433473 ,140.6524658203120 
6340150018,201345,,森町砂原２丁目,42.1112130411425 ,140.6533241271970 
6340150019,201345,,森町字砂原西四丁目,42.1149059695642 ,140.6546974182130 
6340150031,北海道開発局 函館開発建設部,,森町紋兵工砂原,42.1234370848218 ,140.6804466247560 
6340150042,北海道開発局 函館開発建設部,,森町字砂原５丁目２７９番地１９６,42.1278931808635 ,140.7197570800780 
6340150043,201345,,森町字砂原６丁目,42.1299301489481 ,140.7197570800780 
6340150052,渡島総合振興局 函館建設管理部,,森町字砂原２丁目,42.1253468786473 ,140.6902313232420 
6340150070,北海道開発局 函館開発建設部,,森町字彦間,42.1272566149042 ,140.7075691223150 
6340150071,北海道開発局 函館開発建設部,,森町字砂原５丁目２７９番地１９４,42.1280204932877 ,140.7219886779780 
6340150073,201345,,森町字砂原西三丁目,42.1119771129523 ,140.6390762329100 
634015F001,201345,,森町字砂原西三丁目,42.1115950781987 ,140.6471443176270 
634015F002,201345,,森町字砂原西四丁目,42.1171980238083 ,140.6538391113280 
634015F003,201345,,森町砂原西４丁目,42.0973307997668 ,140.6601905822750 
634015F004,201345,,森町砂原西４丁目,42.1133778873484 ,140.6560707092280 
634015F005,201345,,森町砂原西４丁目,42.1131232033972 ,140.6543540954590 
634015F006,201345,,森町砂原西３丁目２９１,42.1029350061742 ,140.6492042541500 
634015F007,201345,,森町字砂原６丁目１３番地１１,42.1304393807347 ,140.7207870483400 
634015F008,201345,,森町字砂原６丁目１３番地１６,42.1299301489481 ,140.7207870483400 
634015F009,201345,,森町字砂原６丁目,42.1299301489481 ,140.7219886779780 
6340220001,201346,,八雲町大新,42.2274041845719 ,140.2540322919700 
6340220007,渡島総合振興局 函館建設管理部,,八雲町東雲町,42.2521554127838 ,140.2772140502930 
6340220012,渡島総合振興局 函館建設管理部,,八雲町内浦町２３４－３,42.2478351391206 ,140.2844238281250 
6340220015,渡島総合振興局 函館建設管理部,,八雲町内浦町１５３,42.2517742240690 ,140.2859687805180 
6340220017,北海道開発局 函館開発建設部,,八雲町内浦町２１３番３,42.2459290419654 ,140.2897453308110 
6340220033,渡島総合振興局 函館建設管理部,,八雲町栄町,42.2517742240690 ,140.2531814575200 
6340220042,渡島総合振興局 函館建設管理部,,八雲町宮園町,42.2512659688658 ,140.2655410766600 
6340220051,渡島総合振興局 函館建設管理部,,八雲町出雲町４０－９,42.2511389044251 ,140.2720642089840 
6340220052,201346,,八雲町三杉町２５,42.2496141111706 ,140.2722358703610 
6340220054,201346,,八雲町三杉町２５－１１４,42.2484704920406 ,140.2724075317380 
6340220056,201346,,八雲町三杉町２５,42.2493599753779 ,140.2773857116700 
6340220057,201346,,八雲町三杉町,42.2471997798014 ,140.2779006958010 
6340220081,201346,,八雲町大新,42.2244497010098 ,140.2605628967280 
6340220084,北海道開発局 函館開発建設部,,八雲町内浦町１６０,42.2513930330506 ,140.2849388122560 
6340220086,北海道開発局 函館開発建設部,,八雲町東雲町１８－１,42.2488517007210 ,140.2869987487790 
6340220088,渡島総合振興局 函館建設管理部,,八雲町内浦町１５３,42.2521554127838 ,140.2869987487790 
6340220093,渡島総合振興局 函館建設管理部,,八雲町栄町,42.2516471606522 ,140.2578163146970 
6340220126,北海道開発局 函館開発建設部,,八雲町東雲町１７番３７地先,42.2521554127838 ,140.2844238281250 
6340220127,201346,,八雲町三杉町,42.2510118397284 ,140.2770423889160 
6340220128,渡島総合振興局 函館建設管理部,,八雲町相生町９６－１,42.2510118397284 ,140.2749824523930 
6340220129,201346,,八雲町三杉町,42.2508847747757 ,140.2772140502930 
634022F003,201346,,八雲町浜松町,42.2397020565723 ,140.2981567382810 
634022F004,北海道開発局 函館開発建設部,,八雲町浜松２００－１,42.2403374914010 ,140.2986717224120 
6340230007,北海道開発局 函館開発建設部,,八雲町野田生,42.2184748572708 ,140.3800392150880 
6340230009,北海道開発局 函館開発建設部,落部,八雲町落部１２０－３,42.1877018184344 ,140.4232978820800 
6340230020,北海道開発局 函館開発建設部,落部,八雲町落部２５８,42.2083036103000 ,140.4008102416990 
6340230026,1430108200,落部インター,八雲町東野,42.2052519168011 ,140.3963470458980 
6340230071,北海道開発局 函館開発建設部,,八雲町落部,42.1877018184344 ,140.4347991943360 
634023F002,201346,,八雲町落部,42.1898640502888 ,140.4315376281740 
6340300007,渡島総合振興局 函館建設管理部,,八雲町上八雲国有林（今金町界）,42.2741958440692 ,140.0350874625770 
6340300014,渡島総合振興局 函館建設管理部,,八雲町日進,42.3218741587548 ,140.0003242492680 
6340310003,北海道開発局 函館開発建設部,,八雲町鉛川,42.2637859372013 ,140.2116883274500 
6340320003,渡島総合振興局 函館建設管理部,,八雲町栄町,42.2544424966934 ,140.2540397644040 
6340320004,201346,,八雲町末広町,42.2553318958162 ,140.2660560607910 
6340320005,渡島総合振興局 函館建設管理部,,八雲町本町５３,42.2572377088434 ,140.2684593200680 
6340320006,渡島総合振興局 函館建設管理部,,八雲町本町２５１－１,42.2562212823962 ,140.2703475952150 
6340320048,201346,,八雲町東雲町３番１,42.2564753905438 ,140.2818489074710 
6340320049,201346,,八雲町内浦町１１９番２９,42.2557130630292 ,140.2827072143550 
6340320061,渡島総合振興局 函館建設管理部,,八雲町栄町,42.2541883803545 ,140.2581596374510 
6340320064,北海道開発局 函館開発建設部,,八雲町字立岩,42.2665118433747 ,140.2658843994140 
6340320078,201346,,八雲町末広町１６８番,42.2553318958162 ,140.2693176269530 
6340320084,201346,,八雲町相生町７０番,42.2534260251947 ,140.2710342407230 
6340320098,北海道開発局 函館開発建設部,,八雲町花浦９４番１,42.2784518703974 ,140.2720642089840 
6340320104,1430108200,八雲インター,八雲町立岩,42.2632088833703 ,140.2521514892580 
6340320113,北海道開発局 函館開発建設部,,八雲町東雲町６番２６地先,42.2565764560470 ,140.2803407073820 
6340320117,北海道開発局 函館開発建設部,,八雲町豊河町３４－２５,42.2588893668795 ,140.2777290344240 
6340320120,北海道開発局 函館開発建設部,,八雲町豊河町２５番地,42.2614302947700 ,140.2748107910160 
6340320122,北海道開発局 函館開発建設部,,八雲町字立岩,42.2670199757088 ,140.2725791931150 
6340320140,201346,,八雲町立岩,42.2616843819275 ,140.2564430236820 
6340320141,渡島総合振興局 函館建設管理部,,八雲町立岩８４－１,42.2632088833703 ,140.2653694152830 
6340320142,北海道開発局 函館開発建設部,,八雲町山崎,42.3190818133178 ,140.2749824523930 
6340320152,北海道開発局 函館開発建設部,,八雲町山崎,42.3081650921699 ,140.2725791931150 
6340320153,201346,,八雲町山崎,42.3077842421369 ,140.2761840820310 
6340320154,201346,,八雲町花浦３５,42.2920404249162 ,140.2533531188970 
6340320155,北海道開発局 函館開発建設部,,八雲町花浦８７,42.2892467558713 ,140.2715492248530 
634032F003,北海道開発局 函館開発建設部,,八雲町字立岩,42.2656226019349 ,140.2542114257810 
634032F004,201346,,八雲町立岩８４－１,42.2630818429913 ,140.2646827697750 
634032F005,201346,,八雲町山崎,42.3208587747517 ,140.2619361877440 
6340370031,1040810033,,室蘭市海岸町１丁目５８,42.3228151616887 ,140.9706148885040 
6340370033,胆振総合振興局 室蘭建設管理部,,室蘭市幸町,42.3164162770766 ,140.9719276428220 
6340370039,胆振総合振興局 室蘭建設管理部,,室蘭市船見町２丁目,42.3103231988333 ,140.9729576110840 
6340370041,201205,本町二丁目１,室蘭市本町二丁目１,42.3143853165376 ,140.9733009338380 
6340370080,1040810033,御前水ランプ,室蘭市茶津町,42.3240317953547 ,140.9957885742190 
6340370096,201205,,室蘭市御崎町２丁目１,42.3287275721773 ,140.9945869445800 
6340370219,201205,,室蘭市海岸町１丁目８１番２,42.3274584778710 ,140.9688377380370 
6340370245,201205,入江町３号通線　終点,室蘭市入江町１番４８先,42.3208587747517 ,140.9741592407230 
6340370276,胆振総合振興局 室蘭建設管理部,,室蘭市中央町三丁目７,42.3160354769680 ,140.9731292724610 
6340370279,201205,市役所前,室蘭市中央町二丁目６,42.3154008049999 ,140.9731292724610 
6340370280,201205,幸町２,室蘭市幸町２,42.3148930628170 ,140.9733009338380 
6340370292,201205,中央町二丁目２,室蘭市中央町二丁目２,42.3155277399056 ,140.9739875793460 
6340370295,201205,入江町３号通線　中間点,室蘭市入江町１番７４先,42.3212395456731 ,140.9750175476080 
6340370299,201205,入江町３号通線　起点,室蘭市入江町１番７４先,42.3217472366505 ,140.9758758544920 
6340370321,1040810033,母恋北町２丁目,室蘭市母恋北町２丁目１番,42.3169240069703 ,140.9873771667480 
6340370371,201205,,室蘭市海岸町２丁目２番８３,42.3227626063158 ,140.9702110290530 
6340370373,1040810033,,室蘭市入江町,42.3202241514288 ,140.9731292724610 
6340370376,1040810033,母恋,室蘭市新富町１丁目,42.3169240069703 ,140.9842872619630 
6340370379,1040810033,,室蘭市山手町１丁目,42.3167970748809 ,140.9794807434080 
6340370380,胆振総合振興局 室蘭建設管理部,,室蘭市中央町４丁目,42.3166701425355 ,140.9760475158690 
6340370382,胆振総合振興局 室蘭建設管理部,中央町,室蘭市中央町３丁目,42.3165432099341 ,140.9748458862300 
6340370398,201205,,室蘭市御崎町,42.3294890164713 ,140.9885787963870 
6340370399,201205,御崎町１丁目,室蘭市御崎町,42.3292352027308 ,140.9916687011720 
6340370401,胆振総合振興局 室蘭建設管理部,,室蘭市海岸町３丁目,42.3272046559373 ,140.9679794311520 
6340370402,胆振総合振興局 室蘭建設管理部,,室蘭市海岸町１丁目,42.3233972040357 ,140.9690093994140 
6340370403,胆振総合振興局 室蘭建設管理部,,室蘭市海岸町３丁目三番地,42.3225087654357 ,140.9696960449220 
6340370406,1040810033,,室蘭市海岸町１丁目,42.3236510413314 ,140.9696960449220 
634037F001,201205,,室蘭市中央町３丁目１番地先,42.3155277399056 ,140.9750175476080 
6340400003,渡島総合振興局 函館建設管理部,,今金町八束４－２６,42.4117614165685 ,140.0033451525250 
6340400005,渡島総合振興局 函館建設管理部,,今金町田代５８－３,42.4153461142536 ,140.0099372863770 
6340400029,渡島総合振興局 函館建設管理部,,今金町字住吉,42.3930370952076 ,140.1077842712400 
6340400042,201370,,今金町白石,42.3662811678080 ,140.0325965881350 
6340420012,北海道開発局 函館開発建設部,,八雲町黒岩,42.3745082684562 ,140.2911288489950 
6340420013,201346,,八雲町黒岩,42.3774414238972 ,140.2828788757330 
6340420014,北海道開発局 函館開発建設部,,八雲町字豊津,42.4036855711351 ,140.3043365478520 
6340420015,201347,,長万部町字豊津,42.4048263720941 ,140.2981567382810 
6340470002,1040810033,伊達市南黄金町,伊達市南黄金町,42.3966750248394 ,140.9076622446370 
6340470005,1040810033,,伊達市南黄金町,42.3837815950330 ,140.9121894836430 
6340470018,1040810033,,室蘭市石川町,42.3807383927846 ,140.9327888488770 
6340470020,201205,,室蘭市石川町,42.3879657572791 ,140.9338188171390 
6340470022,胆振総合振興局 室蘭建設管理部,,室蘭市石川町,42.3854299346633 ,140.9343338012700 
6340470042,1040810033,,室蘭市陣屋町２丁目,42.3717347225105 ,140.9442901611330 
6340470044,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町二丁目２２,42.3390062924265 ,140.9475517272950 
6340470048,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町１丁目,42.3407826910901 ,140.9508132934570 
6340470056,201205,,室蘭市港北町二丁目１,42.3626029217200 ,140.9842872619630 
6340470085,201205,崎守町１５０,室蘭市崎守町１５０,42.3736370139228 ,140.9235191345220 
6340470087,201205,白鳥台中央通線　終点,室蘭市崎守町３８８番１６先,42.3733833783967 ,140.9254074096680 
6340470088,201205,白鳥台中央通線　,室蘭市崎守町１０６,42.3738906484245 ,140.9257507324220 
6340470091,201233,,伊達市南黄金町１９７,42.4005165707406 ,140.9267807006840 
6340470106,胆振総合振興局 室蘭建設管理部,,室蘭市崎守町,42.3803579821323 ,140.9319305419920 
6340470313,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町二丁目１３,42.3398944980315 ,140.9490966796870 
6340470317,201205,祝津町２丁目９,室蘭市祝津町２丁目９,42.3409095747886 ,140.9494400024410 
6340470322,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町二丁目１１,42.3404020384584 ,140.9499549865720 
6340470328,1040810033,祝津ランプ,室蘭市祝津町１丁目,42.3420515165528 ,140.9499549865720 
6340470340,201205,,室蘭市祝津町１丁目,42.3434471949883 ,140.9521865844730 
6340470344,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町１丁目,42.3396407262817 ,140.9521865844730 
6340470411,201205,本輪西町２丁目,室蘭市本輪西町,42.3626029217200 ,140.9805107116700 
6340470437,201205,,室蘭市港北町１丁目,42.3580365235327 ,140.9846305847170 
6340470439,201205,港北保育所入口,室蘭市本輪西町三丁目３９,42.3631102788113 ,140.9848022460940 
6340470443,201205,港北町１丁目,室蘭市港北町,42.3603197641085 ,140.9858322143550 
6340470475,201205,,室蘭市港北町二丁目３３,42.3661543353209 ,140.9921836853030 
6340470485,201205,港北中学校入口,室蘭市柏木町８,42.3718615437305 ,140.9935569763180 
6340470491,201205,柏木公園前,室蘭市柏木町１４,42.3731297418464 ,140.9942436218260 
6340470513,1430108200,室蘭インター,室蘭市崎守町,42.3845423725478 ,140.9640312194830 
6340470528,1040810033,本輪西町１,室蘭市本輪西町１丁目,42.3594318470763 ,140.9777641296390 
6340470530,1040810033,,室蘭市港北町１丁目５番,42.3595586931348 ,140.9854888916020 
6340470531,1040810033,,室蘭市港北町１丁目,42.3579096744015 ,140.9880638122560 
6340470547,1040810033,,室蘭市石川町,42.3816260086772 ,140.9176826477050 
6340470554,1040810033,陣屋町,室蘭市陣屋町１丁目,42.3685641087875 ,140.9466934204100 
6340470556,1040810033,,室蘭市陣屋町２丁目,42.3674226486685 ,140.9494400024410 
6340470564,1040810033,,室蘭市陣屋町３丁目,42.3612076685936 ,140.9571647644040 
6340470576,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町二丁目２,42.3414171070221 ,140.9504699707030 
6340470591,201233,,伊達市北黄金町４９,42.4066009101318 ,140.9221458435060 
6340470600,1040810033,,室蘭市陣屋町３丁目１,42.3655201690446 ,140.9516716003420 
6340470606,1040810033,,室蘭市陣屋町３丁目,42.3662811678080 ,140.9504699707030 
6340470660,1040810033,,伊達市北黄金町,42.4142055046035 ,140.9087562561030 
6340470662,201233,,伊達市北黄金町,42.4176272713197 ,140.9202575683590 
634047F003,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町１丁目,42.3379295122409 ,140.9554695747970 
634047F004,201205,祝津町１丁目２号通線,室蘭市祝津町１丁目２６０番４地先,42.3395138400227 ,140.9573364257810 
634047F005,胆振総合振興局 室蘭建設管理部,,室蘭市崎守町,42.3742710982565 ,140.9262657165530 
634047F006,胆振総合振興局 室蘭建設管理部,,室蘭市祝津町１丁目,42.3398944980315 ,140.9518432617190 
634047F010,201233,,伊達市北黄金町,42.4154191958544 ,140.9269843786140 
634047F011,201233,,伊達市北黄金町,42.4177539998347 ,140.9458351135250 
634047F012,201205,祝津町１丁目１号通線突端部,室蘭市祝津町１丁目１２８番４先,42.3423913866237 ,140.9528278932820 
634047F013,201205,香川工業団地入口,室蘭市香川町３７,42.3898675570187 ,140.9796524047850 
634047F014,201205,香川工業団地２号通線終端,室蘭市香川町３７,42.3912621735406 ,140.9787940979000 
6340500003,北海道開発局 函館開発建設部,,今金町今金,42.4285052940187 ,140.0061647749840 
6340500004,北海道開発局 函館開発建設部,,今金町今金４２－２,42.4286516940146 ,140.0078773498530 
6340500017,北海道開発局 函館開発建設部,,今金町字今金１４４,42.4292852226193 ,140.0137138366700 
6340500018,渡島総合振興局 函館建設管理部,,今金町字今金１４２,42.4281448665209 ,140.0138854980470 
6340500029,北海道開発局 函館開発建設部,,今金町種川２９６－３,42.4201617929603 ,140.0671005249020 
6340500040,北海道開発局 函館開発建設部,,今金町字住吉,42.4223160558078 ,140.1046943664550 
6340500044,北海道開発局 函館開発建設部,,今金町今金,42.4276380349291 ,140.0262451171870 
6340500045,渡島総合振興局 函館建設管理部,,今金町今金,42.4254839549475 ,140.0198936462400 
6340500048,渡島総合振興局 函館建設管理部,,今金町字今金４１２－８９,42.4244702446386 ,140.0085639953610 
6340500058,201370,,今金町今金町今金,42.4252305289069 ,140.0016975402830 
6340510015,北海道開発局 函館開発建設部,,今金町字花石,42.4441079640194 ,140.1668357849120 
6340510035,北海道開発局 函館開発建設部,,今金町美利河１３－３７,42.4644993377223 ,140.1864051818850 
6340510036,北海道開発局 函館開発建設部,,今金町宮島１５５－８,42.4598137089916 ,140.1778221130370 
6340510037,北海道開発局 函館開発建設部,,今金町美利河７－３,42.4631063495934 ,140.1841735839840 
6340510038,201370,,今金町美利河７－５４,42.4636128943172 ,140.1843452453610 
6340510039,201370,,今金町宮島１５７－１,42.4604469225549 ,140.1809120178220 
6340510041,北海道開発局 函館開発建設部,,今金町宮島１３６－２,42.4541144987622 ,140.1742172241210 
6340510042,201370,,今金町宮島２７５－２,42.4534812211636 ,140.1742172241210 
6340520003,北海道開発局 函館開発建設部,,八雲町国縫４０－９,42.4405609604240 ,140.3251075744630 
6340520012,北海道開発局 函館開発建設部,,長万部町字大浜,42.5004530281256 ,140.3666496276860 
6340520019,1430108200,国縫インター,長万部町字国縫,42.4394208094801 ,140.3144645690920 
6340520027,北海道開発局 函館開発建設部,,長万部町国縫,42.4411943686506 ,140.3074264526370 
6340520067,北海道開発局 函館開発建設部,,八雲町字国縫,42.4360002321709 ,140.3215026855470 
6340560008,1040810033,長和,伊達市長和町,42.4911029193367 ,140.8355592536610 
6340560011,1040810033,,伊達市長和町,42.4866563436193 ,140.8402633666990 
6340560012,201233,,伊達市館山下町７０,42.4794403517254 ,140.8402633666990 
6340560014,201233,,伊達市館山下町７０,42.4817191759203 ,140.8424949646000 
6340560018,1040810033,,伊達市館山下町,42.4832383459414 ,140.8467864990230 
6340560030,201233,,伊達市山下町１４７,42.4746292280950 ,140.8565711975100 
6340560031,胆振総合振興局 室蘭建設管理部,,伊達市山下町,42.4708307113188 ,140.8572578430180 
6340560032,201233,,伊達市山下町１６１,42.4737429281342 ,140.8574295043950 
6340560033,胆振総合振興局 室蘭建設管理部,,伊達市山下町,42.4696911113311 ,140.8563995361330 
6340560035,201233,,伊達市山下町１７３,42.4733630814516 ,140.8577728271480 
6340560039,201233,,伊達市山下町,42.4718436716673 ,140.8606910705570 
6340560043,1040810033,,伊達市末永町３３,42.4752622918108 ,140.8627510070800 
