city,geojson_url,source_page
苫小牧市,https://www.geospatial.jp/ckan/dataset/700f3835-f5e3-4e86-a0e8-9e07bb892ab3/resource/dd89d0be-b3b1-4da7-a88c-b0c16be022fa/download/01213__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01213
稚内市,https://www.geospatial.jp/ckan/dataset/16a91e37-8a50-4623-8e76-91b9b2150bf7/resource/babcf9be-2125-45bf-82d0-d900300a6e6a/download/01214__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01214
美唄市,https://www.geospatial.jp/ckan/dataset/0fe28ab4-6f5d-4d0d-be9f-0f81854e4240/resource/039552d1-830c-4f30-87ab-d7a9da8b6d67/download/01215__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01215
芦別市,https://www.geospatial.jp/ckan/dataset/4a1e6613-a3ba-4418-b684-78cf2ba4642a/resource/f2234df1-8c1d-4a9d-ba28-34b6f3e8dc4b/download/01216__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01216
江別市,https://www.geospatial.jp/ckan/dataset/ab947f37-702b-48d4-8c9e-73806f56c28c/resource/b04d9cda-4f45-4c28-87ff-b3882984cb43/download/01217__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01217
赤平市,https://www.geospatial.jp/ckan/dataset/4bfd662c-dbfe-429f-8f4e-af781ac973b3/resource/7e8281d9-5c3d-4657-b183-c8a6f9292f1b/download/01218__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01218
紋別市,https://www.geospatial.jp/ckan/dataset/83d4fb1a-2b59-4c41-a551-2cb6fd67c48b/resource/a5dd13ea-1253-4f09-b76a-d3414ddc1621/download/01219__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01219
士別市,https://www.geospatial.jp/ckan/dataset/cd4eb1eb-0de6-432d-a3c5-4416c939a51a/resource/6c27890b-a385-457c-adac-1217d4ad6754/download/01220__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01220
名寄市,https://www.geospatial.jp/ckan/dataset/6f353abf-20d9-47f8-a82b-70725240155f/resource/11a7e14d-ae1a-4719-ac72-8d683629a46c/download/01221__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01221
三笠市,https://www.geospatial.jp/ckan/dataset/8e9bd7e2-6f1d-40f1-88ed-b9470fa07665/resource/c20a3dd9-0a68-40e0-b42b-b724a8f3a341/download/01222__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01222
根室市,https://www.geospatial.jp/ckan/dataset/4437e67e-821c-4227-a302-a846f35205d6/resource/9db9148a-0f81-4498-82b3-e27a47e54767/download/01223__13_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01223
千歳市,https://www.geospatial.jp/ckan/dataset/acb85662-6b99-4828-9e76-b66b07ceae3d/resource/146207c8-8373-4a46-a8e2-418164161e8a/download/01224__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01224
滝川市,https://www.geospatial.jp/ckan/dataset/d8f748d1-8211-4d56-a382-22becd2f42be/resource/8b9e71b1-18b3-4f86-adaf-fd15c92fe089/download/01225__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01225
砂川市,https://www.geospatial.jp/ckan/dataset/d6809655-1482-45ca-9986-224fcd555313/resource/32d90e2f-1d34-4408-bddc-86335031c076/download/01226__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01226
歌志内市,https://www.geospatial.jp/ckan/dataset/c7f748ae-112d-4148-95ef-65b974acbaa6/resource/b50963a8-b037-4fc5-abdf-50d9f7c59ec0/download/01227__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01227
深川市,https://www.geospatial.jp/ckan/dataset/63e3bda8-ae7c-4a1b-9633-7230551f25a7/resource/e27c740f-4910-4856-ad27-3aac967f1284/download/01228__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01228
富良野市,https://www.geospatial.jp/ckan/dataset/46ae6be8-3e52-47aa-b274-4195662b5633/resource/5c64bf76-7edc-4980-85f8-d18c8295c663/download/01229__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01229
登別市,https://www.geospatial.jp/ckan/dataset/74def1b8-cce4-4030-b23d-bd12faf9e579/resource/105419ea-5ba7-451d-b96f-45592d0f4c06/download/01230__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01230
恵庭市,https://www.geospatial.jp/ckan/dataset/6c472759-ea3f-4910-a4d3-6f421961cbb9/resource/4c671bdf-3719-4d59-9d5c-c4e7a8317f6a/download/01231__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01231
伊達市,https://www.geospatial.jp/ckan/dataset/11cff6af-ab8f-468f-9fca-76e9d543daf9/resource/89420085-bbe5-4f29-ad80-3f10f9d446b2/download/01233__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01233
北広島市,https://www.geospatial.jp/ckan/dataset/5d6fab66-ee4a-468c-af28-1381bdda0b39/resource/5c0e1f5e-0a91-4d82-8e9c-8170db5dbdec/download/01234__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01234
石狩市,https://www.geospatial.jp/ckan/dataset/d0f47cc6-acc8-4213-bf87-9f7424b6ab74/resource/8aceacc6-c2f8-48ae-b527-113a6360fec0/download/01235__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01235
北斗市,https://www.geospatial.jp/ckan/dataset/311b959f-25c4-4158-bf32-c3508713cb8a/resource/3194be1f-30f7-4b9d-aff2-216682072dd3/download/01236__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01236
石狩郡当別町,https://www.geospatial.jp/ckan/dataset/dcfc783b-ea0a-496d-ae18-0da93acbda5a/resource/66a20685-c472-4516-9862-a04e625d6a68/download/01303__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01303
石狩郡新篠津村,https://www.geospatial.jp/ckan/dataset/2b64fcda-60b2-471d-ac44-99b88530cc69/resource/e39eabb6-7b78-4891-aaee-a9ad6f7c8f21/download/01304__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01304
松前郡松前町,https://www.geospatial.jp/ckan/dataset/ed668892-67d8-4adf-aee1-e68ba2a89d82/resource/2416d01d-72da-41e6-8bbb-0afd6e435b40/download/01331__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01331
松前郡福島町,https://www.geospatial.jp/ckan/dataset/ae8bbbea-6c6b-4bac-9006-00bf330a97e0/resource/6cf3a833-da02-4696-b32f-73cf62fbe876/download/01332__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01332
上磯郡知内町,https://www.geospatial.jp/ckan/dataset/752b2fe0-2831-4436-9904-d7e1ebc260ad/resource/cb764fa3-4cf6-4b96-9947-549bff1f5141/download/01333__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01333
上磯郡木古内町,https://www.geospatial.jp/ckan/dataset/de03b58d-a70c-4418-be30-dd3ce11f865d/resource/943aca09-bf3e-44e3-a6f3-311cea530ff0/download/01334__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01334
亀田郡七飯町,https://www.geospatial.jp/ckan/dataset/f25d8046-8e96-4554-97cc-67c4a5173355/resource/5ba0eedf-0cf2-4938-bc78-7cb75deb645c/download/01337__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01337
茅部郡鹿部町,https://www.geospatial.jp/ckan/dataset/8545caa4-c809-43b9-b300-994bc2113ad3/resource/6fec6cda-b804-4bc9-8bcb-45fd00bbeb09/download/01343__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01343
茅部郡森町,https://www.geospatial.jp/ckan/dataset/50a022bf-8ac2-4d8c-a5ea-0f4955a5303d/resource/38fcdff7-c882-411f-830c-d08c0cda0dbc/download/01345__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01345
二海郡八雲町,https://www.geospatial.jp/ckan/dataset/8f76a599-9ff0-425c-bfce-faf9a25cd3c4/resource/9217cc74-aed1-4732-b1e0-2195f802b195/download/01346__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01346
山越郡長万部町,https://www.geospatial.jp/ckan/dataset/9e12fbd2-d230-4f75-a64d-187aaa440b43/resource/9cda4bd7-1e6c-4a11-b7aa-0152aa09ea8e/download/01347__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01347
檜山郡江差町,https://www.geospatial.jp/ckan/dataset/c892f7b4-363b-48d0-ae23-52159af2c68d/resource/f198ce8c-d1b8-4043-b0b1-b53c7dac60cf/download/01361__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01361
檜山郡上ノ国町,https://www.geospatial.jp/ckan/dataset/948c0510-156f-4b30-a10d-00549071271e/resource/5b85a75a-3ecc-4c40-af62-2836497bb417/download/01362__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01362
檜山郡厚沢部町,https://www.geospatial.jp/ckan/dataset/08692c89-8e31-4df6-b5d7-a5ab8176c3af/resource/0043c0da-7ddd-44bf-a405-9ba106a43069/download/01363__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01363
爾志郡乙部町,https://www.geospatial.jp/ckan/dataset/08342e65-f8cf-45a6-a636-c574353dc44c/resource/ca80b3a7-f463-4add-81a0-f3239a4fe91e/download/01364__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01364
奥尻郡奥尻町,https://www.geospatial.jp/ckan/dataset/363fa019-cab2-40c8-9c55-0b5c7ea23e43/resource/06823a1c-08bd-416e-8c80-f2000071fe6d/download/01367__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01367
瀬棚郡今金町,https://www.geospatial.jp/ckan/dataset/9484053b-bdda-4216-8b8b-c2c0f6184bd8/resource/81b3f6dc-870b-479d-93be-244ad7150364/download/01370__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01370
久遠郡せたな町,https://www.geospatial.jp/ckan/dataset/06fb39a6-9cdf-46e5-a58d-0d089ac430d8/resource/9978809f-bee1-45d2-9c80-e1628c8857e7/download/01371__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01371
島牧郡島牧村,https://www.geospatial.jp/ckan/dataset/ef1b0e68-4d31-4ac1-9099-a517cf306102/resource/0785c0c2-f50c-4488-a584-2d4f6a3505be/download/01391__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01391
寿都郡寿都町,https://www.geospatial.jp/ckan/dataset/2dd9f918-1015-40a0-a4a3-2f90c3eceb1c/resource/39f4ae48-28a8-4025-ba77-f2c6f7c26d57/download/01392__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01392
寿都郡黒松内町,https://www.geospatial.jp/ckan/dataset/e3b79600-6f82-41f8-b34f-21f253accf30/resource/3d20c2aa-f414-4304-b89a-f72bd39e96aa/download/01393__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01393
磯谷郡蘭越町,https://www.geospatial.jp/ckan/dataset/6a362699-c3a2-4d00-b0c8-1adb7e130ad0/resource/22c27525-8f3e-4cef-a3c2-1d63a1e7a88a/download/01394__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01394
虻田郡ニセコ町,https://www.geospatial.jp/ckan/dataset/abbb88a6-91c1-455f-865b-59f43e45ceed/resource/4bbf47ff-4946-4d3a-ae7f-435ea8cb945e/download/01395__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01395
虻田郡真狩村,https://www.geospatial.jp/ckan/dataset/29e4ddb8-9c94-4e4f-ad99-711f2c3c82d6/resource/b3a4bac3-840f-4698-aa17-fe3fc43c310f/download/01396__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01396
虻田郡留寿都村,https://www.geospatial.jp/ckan/dataset/5576eab2-bdaa-43bb-8497-393dbcf4af02/resource/31acfd04-97d8-426b-a371-1b3f78e24298/download/01397__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01397
虻田郡喜茂別町,https://www.geospatial.jp/ckan/dataset/544c4f58-35aa-420f-96c0-c536cb40c107/resource/52093c50-bded-4544-b245-f7bf36cf7990/download/01398__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01398
虻田郡京極町,https://www.geospatial.jp/ckan/dataset/46e11632-87b6-49f8-b730-263a1d078dc2/resource/1fcd88a1-a1a7-4801-869f-5aeb91b696c8/download/01399__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01399
虻田郡倶知安町,https://www.geospatial.jp/ckan/dataset/691d94a4-8e38-4f93-bcdf-615596bbf0e1/resource/537873db-59e8-4afb-bd17-9aea8b82bdfe/download/01400__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01400
岩内郡共和町,https://www.geospatial.jp/ckan/dataset/2ef3acb9-38e6-4a37-b88e-f16043c33378/resource/48de71d7-2d43-4e22-bb32-b06ea7dc935d/download/01401__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01401
岩内郡岩内町,https://www.geospatial.jp/ckan/dataset/41565e68-3869-46bc-a988-d2614a2271d6/resource/503750fb-9e28-4f48-8bf4-dd6979bd4e58/download/01402__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01402
古宇郡泊村,https://www.geospatial.jp/ckan/dataset/6df36946-b4fe-46f0-83a3-74bb29425f91/resource/3f54a7c4-19de-42b4-bf6b-d15e82138324/download/01403__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01403
古宇郡神恵内村,https://www.geospatial.jp/ckan/dataset/015e6fdf-e48f-4516-b7e2-475b8851b96d/resource/87f7f21d-b5e1-4861-857b-6507e83292e5/download/01404__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01404
積丹郡積丹町,https://www.geospatial.jp/ckan/dataset/357b4034-97bc-40b4-8ee4-b54bc0ecbf49/resource/c58421b5-0c2d-4dda-8b5e-e854ba6e534f/download/01405__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01405
古平郡古平町,https://www.geospatial.jp/ckan/dataset/e96cf81c-2fd3-40f2-a03a-115ebfa07b90/resource/06fc4646-6c90-4bc2-b75c-733052eef2a8/download/01406__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01406
余市郡仁木町,https://www.geospatial.jp/ckan/dataset/898d1cf2-26c5-4684-8e5e-356947c4f115/resource/0e265b62-48de-4408-ad6e-fb690e5a22ec/download/01407__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01407
余市郡余市町,https://www.geospatial.jp/ckan/dataset/ce68a58d-ba7e-41ef-8222-c32d48f4b46e/resource/915dcdbc-a62b-49b1-85b9-3658952ee144/download/01408__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01408
余市郡赤井川村,https://www.geospatial.jp/ckan/dataset/f89208fd-2ea4-4121-91d3-a43784229d6c/resource/cec22037-9135-4756-8dd4-4772c408ae1c/download/01409__11_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01409
空知郡南幌町,https://www.geospatial.jp/ckan/dataset/b1f76b63-cca2-4197-b8bb-f684ecdffc33/resource/fef28e0b-3d5c-4b74-b61a-91ed573755be/download/01423__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01423
空知郡奈井江町,https://www.geospatial.jp/ckan/dataset/559683fb-d6e1-4bb7-ab40-fb6d98b098a9/resource/8c83edda-49e9-43a2-97e7-f4ccd5608c6d/download/01424__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01424
空知郡上砂川町,https://www.geospatial.jp/ckan/dataset/a76af8c1-4564-41e5-ac19-cf7fd9ee1c93/resource/ffd24c01-67c6-4898-9df4-1f7503d50da9/download/01425__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01425
夕張郡由仁町,https://www.geospatial.jp/ckan/dataset/24bf1f87-5042-4c66-bdce-da26fa4b2ae4/resource/5ad96e2c-d88d-49b6-aede-06378a6f3911/download/01427__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01427
夕張郡長沼町,https://www.geospatial.jp/ckan/dataset/ebe1128e-83b1-4b98-a97b-da4ef8b49b7f/resource/13727f37-3f3d-4306-8042-1e61e7ccc573/download/01428__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01428
夕張郡栗山町,https://www.geospatial.jp/ckan/dataset/cd58d964-458c-418a-85a4-7a647ccec362/resource/0a0cb392-acb6-4a96-adcc-726cee7cbbec/download/01429__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01429
樺戸郡月形町,https://www.geospatial.jp/ckan/dataset/72b4a783-de95-4bf8-9fc2-3e0abedc943f/resource/e416ba4b-ca27-44ec-9889-4d7308ab9198/download/01430__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01430
樺戸郡浦臼町,https://www.geospatial.jp/ckan/dataset/80f48733-6374-4386-90c4-ab3f267ba584/resource/c3293d5a-d393-45f8-a627-acc6242c00b3/download/01431__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01431
樺戸郡新十津川町,https://www.geospatial.jp/ckan/dataset/01a8a269-7ce0-4794-bfc1-c463c5af18c2/resource/9f342d4e-379b-4975-8f6d-4989d8eb9f8e/download/01432__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01432
雨竜郡妹背牛町,https://www.geospatial.jp/ckan/dataset/b1834c04-d574-4029-9e62-db93271f9fc8/resource/dcb85cf0-f289-400d-add0-1792be2e1a2b/download/01433__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01433
雨竜郡秩父別町,https://www.geospatial.jp/ckan/dataset/84a8b892-d76e-4077-8c42-c213f269d7dc/resource/9524381a-bbeb-426d-9664-ae7ac478b96c/download/01434__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01434
雨竜郡雨竜町,https://www.geospatial.jp/ckan/dataset/041ff22c-b978-4f79-b6c0-b0c7b3e27725/resource/e5b74e91-7749-46f1-b9b2-aa9d14e57033/download/01436__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01436
雨竜郡北竜町,https://www.geospatial.jp/ckan/dataset/bc3b115f-8485-4395-935a-1ee9a4b82816/resource/dfb3dbe0-d9e1-4e78-965d-933343a5dba8/download/01437__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01437
雨竜郡沼田町,https://www.geospatial.jp/ckan/dataset/f278d663-1ee0-4199-b263-1d6e26173630/resource/5fa2a1a2-35f8-4382-8abb-2d841c53ad9e/download/01438__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01438
雨竜郡幌加内町,https://www.geospatial.jp/ckan/dataset/9b7365b5-53f8-4c61-8060-7d98765abbea/resource/a7990da6-a4ec-4d74-a18c-03d2918715bb/download/01439__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01439
上川郡鷹栖町,https://www.geospatial.jp/ckan/dataset/a31abf61-bb7d-4d97-8997-46233433d466/resource/3d82ce6d-81fe-44e6-9592-c4970a352e8c/download/01452__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01452
上川郡東神楽町,https://www.geospatial.jp/ckan/dataset/4360b2ad-0d65-4335-83d9-d26034446823/resource/bfce186a-1a45-4edc-bbc2-905fc539f767/download/01453__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01453
上川郡当麻町,https://www.geospatial.jp/ckan/dataset/18242f4c-ed77-480b-b0f2-1125d9716faa/resource/db7c693a-8236-4631-b176-6437d8525561/download/01454__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01454
上川郡比布町,https://www.geospatial.jp/ckan/dataset/6799e6ca-eeb3-48c9-847f-3b44f141c691/resource/d3d8d941-d150-486e-9214-fd3572068f3d/download/01455__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01455
上川郡愛別町,https://www.geospatial.jp/ckan/dataset/0305b9b5-0b23-4d00-85cd-7d51f3b1e0ab/resource/ff326eec-0fd5-4356-9e98-41d0bc47b65c/download/01456__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01456
上川郡上川町,https://www.geospatial.jp/ckan/dataset/2a03ed55-356c-46a9-bea0-67b4399bafce/resource/281f81a5-a09b-444c-8ee1-47dd0f391a70/download/01457__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01457
上川郡東川町,https://www.geospatial.jp/ckan/dataset/254fde55-b3cd-494b-b41f-86de5d83f367/resource/e9d32066-b611-4eec-9ff4-3f1d4ad398bc/download/01458__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01458
上川郡美瑛町,https://www.geospatial.jp/ckan/dataset/69240f43-2f12-469f-a411-c78c7031d9ef/resource/fa91b83f-74e8-43b4-b390-60a650fb69ef/download/01459__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01459
空知郡上富良野町,https://www.geospatial.jp/ckan/dataset/014a57ce-82bd-430d-91cd-edcf102f96e5/resource/2c63701a-907a-4422-b710-9f4886d61a7b/download/01460__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01460
空知郡中富良野町,https://www.geospatial.jp/ckan/dataset/92be8ed5-2244-470a-836b-4c06cc063b90/resource/f7a7f49e-472c-42fb-81cf-26c86802ba36/download/01461__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01461
空知郡南富良野町,https://www.geospatial.jp/ckan/dataset/85c017d5-bd4f-4992-ae5d-8277b23d837d/resource/10ba2485-b3d5-4ede-a28a-e6e3a4db23c7/download/01462__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01462
勇払郡占冠村,https://www.geospatial.jp/ckan/dataset/3dd745af-7c70-41aa-9d90-f520f7b8ede8/resource/2c629a44-836c-4971-a54c-70717600c50e/download/01463__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01463
上川郡和寒町,https://www.geospatial.jp/ckan/dataset/57eb0b5f-6242-4848-b80e-ac12cd7f06b3/resource/218f97ec-b98a-44d5-8eb6-1457ebb88797/download/01464__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01464
上川郡剣淵町,https://www.geospatial.jp/ckan/dataset/f2451244-47de-4434-a4ea-ac90c7dbe002/resource/d718c040-03b7-477d-8e08-dcce797e3c47/download/01465__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01465
上川郡下川町,https://www.geospatial.jp/ckan/dataset/605e2c48-157c-4a0c-9952-87c3dddd5eda/resource/3c5cc5fe-03a1-412c-be01-56b9e60d3e6f/download/01468__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01468
中川郡美深町,https://www.geospatial.jp/ckan/dataset/2556af98-64cf-4281-9d37-6e8843ff7207/resource/ea6c8445-6379-40d5-b496-8f093bc4f5ca/download/01469__12_r_2025.geojson,https://www.geospatial.jp/ckan/dataset/aigid-moj-01469
