ファイル名,地番区域,緯度,経度
中川郡幕別町/01643-4601-1.topojson,中川郡幕別町字大豊,42.860149,143.376297
中川郡幕別町/01643-4601-2.topojson,中川郡幕別町字新川,42.900452,143.414749
