ファイル名,地番区域,緯度,経度
天塩郡天塩町/01487-4503-14.topojson,天塩郡天塩町字ウブシ,44.939812,141.822189
天塩郡天塩町/01487-4503-14.topojson,天塩郡天塩町,44.888172,141.745346
