市区町村名,地番,大字名,center_lng,center_lat
苫前郡苫前町,226,字三渓,141.796431,44.126216
苫前郡苫前町,225,字三渓,141.797446,44.125414
苫前郡苫前町,223,字三渓,141.797248,44.126866
苫前郡苫前町,224,字三渓,141.796501,44.127072
苫前郡苫前町,213-2,字三渓,141.796452,44.129983
苫前郡苫前町,213-3,字三渓,141.796432,44.130203
苫前郡苫前町,215-3,字三渓,141.796996,44.130391
苫前郡苫前町,215-2,字三渓,141.797167,44.13043
苫前郡苫前町,215-4,字三渓,141.796797,44.13082
苫前郡苫前町,213-1,字三渓,141.795834,44.130695
苫前郡苫前町,215-1,字三渓,141.797167,44.131118
苫前郡苫前町,211-1,字三渓,141.796446,44.133938
苫前郡苫前町,211-3,字三渓,141.797833,44.133522
苫前郡苫前町,211-2,字三渓,141.797974,44.133424
苫前郡苫前町,398,字三渓,141.798219,44.133515
苫前郡苫前町,214,字三渓,141.796966,44.132576
苫前郡苫前町,212,字三渓,141.794647,44.134505
苫前郡苫前町,308,字三渓,141.795611,44.134601
苫前郡苫前町,207-2,字三渓,141.795545,44.135498
苫前郡苫前町,207-1,字三渓,141.794691,44.135233
苫前郡苫前町,204-1,字三渓,141.79527,44.135872
苫前郡苫前町,204-5,字三渓,141.795506,44.135738
苫前郡苫前町,204-2,字三渓,141.795693,44.137165
苫前郡苫前町,204-4,字三渓,141.795646,44.136222
苫前郡苫前町,208-2,字三渓,141.795315,44.13757
苫前郡苫前町,397,字三渓,141.796445,44.136574
苫前郡苫前町,208-1,字三渓,141.794958,44.138066
苫前郡苫前町,200,字三渓,141.794303,44.136983
苫前郡苫前町,213-4,字三渓,141.79641,44.130438
苫前郡苫前町,218-4,字三渓,141.795574,44.129935
苫前郡苫前町,218-1,字三渓,141.794484,44.129148
苫前郡苫前町,217,字三渓,141.795377,44.129481
苫前郡苫前町,218-3,字三渓,141.795753,44.129862
苫前郡苫前町,218-2,字三渓,141.795082,44.129637
苫前郡苫前町,221,字三渓,141.795824,44.127784
苫前郡苫前町,301,字三渓,141.789861,44.151847
苫前郡苫前町,227-2,字三渓,141.789729,44.151314
苫前郡苫前町,228,字三渓,141.788939,44.150545
苫前郡苫前町,227-7,字三渓,141.790108,44.149729
苫前郡苫前町,227-1,字三渓,141.78924,44.150025
苫前郡苫前町,227-5,字三渓,141.790255,44.150497
苫前郡苫前町,227-3,字三渓,141.790866,44.149564
苫前郡苫前町,227-6,字三渓,141.790896,44.150031
苫前郡苫前町,227-10,字三渓,141.790486,44.149423
苫前郡苫前町,183-4,字三渓,141.790749,44.149036
苫前郡苫前町,227-9,字三渓,141.7911,44.149282
苫前郡苫前町,227-4,字三渓,141.790694,44.151208
苫前郡苫前町,370,字三渓,141.790541,44.152217
苫前郡苫前町,186-1,字三渓,141.792171,44.145729
苫前郡苫前町,184-4,字三渓,141.791569,44.146006
苫前郡苫前町,187-3,字三渓,141.791627,44.145457
苫前郡苫前町,186-3,字三渓,141.791591,44.145878
苫前郡苫前町,187-1,字三渓,141.79093,44.146256
苫前郡苫前町,181-1,字三渓,141.790611,44.147121
苫前郡苫前町,181-2,字三渓,141.791159,44.147054
苫前郡苫前町,183-2,字三渓,141.791574,44.146602
苫前郡苫前町,184-1,字三渓,141.791917,44.146332
苫前郡苫前町,303,字三渓,141.791467,44.146905
苫前郡苫前町,302,字三渓,141.79132,44.148833
苫前郡苫前町,183-7,字三渓,141.791348,44.148433
