小字名,市区町村名,地番,center_lng,center_lat
字千軒,松前郡福島町,680,140.631419,41.918994
字千軒,松前郡福島町,679-1,140.630807,41.921381
字千軒,松前郡福島町,879-1,140.630709,41.922585
字千軒,松前郡福島町,679-2,140.629571,41.920439
字千軒,松前郡福島町,677-1,140.628611,41.917507
字千軒,松前郡福島町,677-2,140.628762,41.917467
字千軒,松前郡福島町,850,140.628705,41.917385
字千軒,松前郡福島町,679-4,140.628813,41.917506
字千軒,松前郡福島町,679-3,140.628932,41.917545
字千軒,松前郡福島町,680-2,140.629371,41.917262
字千軒,松前郡福島町,849,140.630571,41.916836
字千軒,松前郡福島町,674-1,140.630004,41.916328
字千軒,松前郡福島町,851,140.626975,41.916871
字千軒,松前郡福島町,864,140.625714,41.916844
字千軒,松前郡福島町,675-2,140.624311,41.917041
字千軒,松前郡福島町,675,140.624767,41.917019
字千軒,松前郡福島町,678,140.626392,41.917869
字千軒,松前郡福島町,676,140.626654,41.916938
字千軒,松前郡福島町,888,140.628299,41.917433
字千軒,松前郡福島町,674-3,140.628274,41.916988
字千軒,松前郡福島町,674-2,140.628019,41.917029
字千軒,松前郡福島町,674-4,140.62759,41.917007
字千軒,松前郡福島町,880-1,140.627345,41.920233
字千軒,松前郡福島町,667,140.627671,41.920197
字千軒,松前郡福島町,666-1,140.62651,41.920729
字千軒,松前郡福島町,666-6,140.62612,41.921297
字千軒,松前郡福島町,666-5,140.625599,41.921212
字千軒,松前郡福島町,665-7,140.626043,41.921549
字千軒,松前郡福島町,665-1,140.624802,41.921492
字千軒,松前郡福島町,665-3,140.624991,41.92169
字千軒,松前郡福島町,665-5,140.625161,41.921404
字千軒,松前郡福島町,665-2,140.625046,41.921311
字千軒,松前郡福島町,665-8,140.625004,41.921286
字千軒,松前郡福島町,879-3,140.625154,41.921262
字千軒,松前郡福島町,666-8,140.625239,41.921164
字千軒,松前郡福島町,666-2,140.625231,41.92106
字千軒,松前郡福島町,666-11,140.625129,41.921036
字千軒,松前郡福島町,666-9,140.62518,41.921168
字千軒,松前郡福島町,666-10,140.625103,41.921074
字千軒,松前郡福島町,664-8,140.625019,41.921155
字千軒,松前郡福島町,664-6,140.624782,41.921132
字千軒,松前郡福島町,665-6,140.624981,41.921296
字千軒,松前郡福島町,665-4,140.624609,41.921385
字千軒,松前郡福島町,879-2,140.624841,41.921261
字千軒,松前郡福島町,664-5,140.62483,41.921168
字千軒,松前郡福島町,664-3,140.624874,41.920916
字千軒,松前郡福島町,664-10,140.624874,41.920656
字千軒,松前郡福島町,880-4,140.624871,41.920596
字千軒,松前郡福島町,880-3,140.624581,41.920585
字千軒,松前郡福島町,663-2,140.624515,41.920454
字千軒,松前郡福島町,668-4,140.625356,41.920379
字千軒,松前郡福島町,668-5,140.62535,41.920291
字千軒,松前郡福島町,664-4,140.625157,41.920688
字千軒,松前郡福島町,664-2,140.625062,41.920679
字千軒,松前郡福島町,664-7,140.625065,41.92085
字千軒,松前郡福島町,664-9,140.625135,41.920883
字千軒,松前郡福島町,666-4,140.62518,41.920883
字千軒,松前郡福島町,666-3,140.625513,41.920579
字千軒,松前郡福島町,666-7,140.625657,41.920573
字千軒,松前郡福島町,668-3,140.624362,41.919768
字千軒,松前郡福島町,668-9,140.624077,41.919866
字千軒,松前郡福島町,668-1,140.625332,41.919761
字千軒,松前郡福島町,881,140.622767,41.920545
字千軒,松前郡福島町,664-11,140.623888,41.920861
字千軒,松前郡福島町,668-10,140.623992,41.919907
字千軒,松前郡福島町,668-8,140.624093,41.920071
字千軒,松前郡福島町,668-7,140.624168,41.919967
字千軒,松前郡福島町,668-2,140.624435,41.920036
字千軒,松前郡福島町,668-6,140.624224,41.920172
字千軒,松前郡福島町,880-2,140.623772,41.920878
字千軒,松前郡福島町,664-1,140.624412,41.920944
