小字名,市区町村名,地番,大字名,center_lng,center_lat
字鹿沼,勇払郡厚真町,799,,141.996613,42.641073
字鹿沼,勇払郡厚真町,798,,141.992568,42.638964
字鹿沼,勇払郡厚真町,797,,141.990703,42.638995
字鹿沼,勇払郡厚真町,792,,141.981454,42.642094
字鹿沼,勇払郡厚真町,793,,141.982465,42.641942
字鹿沼,勇払郡厚真町,794,,141.98573,42.640719
字鹿沼,勇払郡厚真町,795,,141.987418,42.640093
字鹿沼,勇払郡厚真町,796,,141.988388,42.639361
字鹿沼,勇払郡厚真町,243-3,,141.922838,42.617421
字鹿沼,勇払郡厚真町,243-4,,141.922678,42.61734
字鹿沼,勇払郡厚真町,245-3,,141.922582,42.617281
字鹿沼,勇払郡厚真町,255-2,,141.920722,42.616335
字鹿沼,勇払郡厚真町,255-1,,141.920395,42.616775
字鹿沼,勇払郡厚真町,255-3,,141.921167,42.616549
字鹿沼,勇払郡厚真町,254-2,,141.921258,42.616596
字鹿沼,勇払郡厚真町,253-2,,141.921371,42.616651
字鹿沼,勇払郡厚真町,253-1,,141.921257,42.616776
字鹿沼,勇払郡厚真町,254-1,,141.920784,42.61688
字鹿沼,勇払郡厚真町,256-3,,141.920653,42.617357
字鹿沼,勇払郡厚真町,249,,141.921165,42.617533
字鹿沼,勇払郡厚真町,251-1,,141.92142,42.617139
字鹿沼,勇払郡厚真町,250-1,,141.921567,42.616877
字鹿沼,勇払郡厚真町,250-2,,141.921634,42.61678
字鹿沼,勇払郡厚真町,251-2,,141.921856,42.616891
字鹿沼,勇払郡厚真町,252-1,,141.921933,42.617033
字鹿沼,勇払郡厚真町,252-2,,141.921985,42.616957
字鹿沼,勇払郡厚真町,245-2,,141.922208,42.617073
字鹿沼,勇払郡厚真町,245-1,,141.922136,42.617462
字鹿沼,勇払郡厚真町,243-2,,141.922318,42.61778
字鹿沼,勇払郡厚真町,242-2,,141.922128,42.618221
字鹿沼,勇払郡厚真町,239-1,,141.922066,42.618352
字鹿沼,勇払郡厚真町,246,,141.921233,42.618429
字鹿沼,勇払郡厚真町,239-2,,141.921685,42.618296
字鹿沼,勇払郡厚真町,248-3,,141.921014,42.61806
字鹿沼,勇払郡厚真町,248-4,,141.921261,42.61784
字鹿沼,勇払郡厚真町,248-2,,141.920796,42.618394
字鹿沼,勇払郡厚真町,236-2,,141.921259,42.61882
字鹿沼,勇払郡厚真町,236-3,,141.921028,42.619059
字鹿沼,勇払郡厚真町,236-4,,141.921516,42.619432
字鹿沼,勇払郡厚真町,235,,141.921832,42.619159
字鹿沼,勇払郡厚真町,236-1,,141.922146,42.618712
字鹿沼,勇払郡厚真町,234,,141.922065,42.619576
字鹿沼,勇払郡厚真町,230,,141.922456,42.619749
字鹿沼,勇払郡厚真町,231,,141.922767,42.619377
字鹿沼,勇払郡厚真町,国有地-55,,141.922735,42.619868
字鹿沼,勇払郡厚真町,229-4,,141.922966,42.619066
字鹿沼,勇払郡厚真町,229-1,,141.923214,42.618707
字鹿沼,勇払郡厚真町,242-1,,141.922586,42.618238
字鹿沼,勇払郡厚真町,243-1,,141.922646,42.617828
字鹿沼,勇払郡厚真町,242-3,,141.92268,42.618143
字鹿沼,勇払郡厚真町,242-4,,141.923205,42.617753
字鹿沼,勇払郡厚真町,242-5,,141.923451,42.617718
字鹿沼,勇払郡厚真町,227,,141.923364,42.618206
字鹿沼,勇払郡厚真町,228-1,,141.923124,42.6183
字鹿沼,勇払郡厚真町,240,,141.922943,42.618218
字鹿沼,勇払郡厚真町,国有地-53,,141.923571,42.61818
字鹿沼,勇払郡厚真町,839,,141.923501,42.61795
字鹿沼,勇払郡厚真町,226-3,,141.923586,42.617964
字鹿沼,勇払郡厚真町,241,,141.923356,42.618
字鹿沼,勇払郡厚真町,国有地-45,,141.923524,42.6178
字鹿沼,勇払郡厚真町,224-1,,141.924105,42.618515
字鹿沼,勇払郡厚真町,国有地-54,,141.923798,42.61861
字鹿沼,勇払郡厚真町,222-1,,141.923967,42.619213
字鹿沼,勇払郡厚真町,水-11,,141.925742,42.634597
字鹿沼,勇払郡厚真町,221-1,,141.923554,42.619961
字鹿沼,勇払郡厚真町,210-1,,141.923625,42.620947
字鹿沼,勇払郡厚真町,216-8,,141.922618,42.621136
字鹿沼,勇払郡厚真町,217-10,,141.92244,42.621136
字鹿沼,勇払郡厚真町,217-13,,141.922489,42.621053
