小字名,市区町村名,地番,大字名,center_lng,center_lat
字富里,檜山郡厚沢部町,452-3,,140.391712,41.866489
字富里,檜山郡厚沢部町,国有地-694,,140.392716,41.868752
字富里,檜山郡厚沢部町,447,,140.392001,41.873602
字富里,檜山郡厚沢部町,448-1,,140.393329,41.871127
字富里,檜山郡厚沢部町,443,,140.391706,41.870657
字富里,檜山郡厚沢部町,449,,140.392419,41.870147
字富里,檜山郡厚沢部町,450-1,,140.393035,41.870373
字富里,檜山郡厚沢部町,道-7,,140.392691,41.870208
字富里,檜山郡厚沢部町,450-3,,140.393138,41.868335
字富里,檜山郡厚沢部町,国有地-693,,140.392548,41.86889
字富里,檜山郡厚沢部町,451,,140.392092,41.86818
字富里,檜山郡厚沢部町,水-2,,140.391558,41.867178
字富里,檜山郡厚沢部町,442,,140.390735,41.869279
字富里,檜山郡厚沢部町,444,,140.391129,41.871016
字富里,檜山郡厚沢部町,446,,140.389827,41.872243
字富里,檜山郡厚沢部町,445,,140.390244,41.871046
字富里,檜山郡厚沢部町,国有地-696,,140.390811,41.874
字富里,檜山郡厚沢部町,363,,140.384015,41.874042
字富里,檜山郡厚沢部町,364-1,,140.382856,41.873686
字富里,檜山郡厚沢部町,364-2,,140.382031,41.873876
字富里,檜山郡厚沢部町,441,,140.382306,41.866281
字富里,檜山郡厚沢部町,452-1,,140.390318,41.866434
字富里,檜山郡厚沢部町,453,,140.390999,41.865952
字富里,檜山郡厚沢部町,454-1,,140.390224,41.865186
字富里,檜山郡厚沢部町,道-6,,140.389114,41.864475
字富里,檜山郡厚沢部町,455-4,,140.389707,41.865455
字富里,檜山郡厚沢部町,456-1,,140.389309,41.865612
字富里,檜山郡厚沢部町,455-1,,140.389234,41.865018
字富里,檜山郡厚沢部町,456-3,,140.388244,41.865234
字富里,檜山郡厚沢部町,439,,140.388987,41.866326
字富里,檜山郡厚沢部町,438,,140.386837,41.864465
字富里,檜山郡厚沢部町,437-5,,140.386626,41.863273
字富里,檜山郡厚沢部町,437-4,,140.387364,41.86354
字富里,檜山郡厚沢部町,437-3,,140.387688,41.864442
字富里,檜山郡厚沢部町,437-2,,140.388006,41.863991
字富里,檜山郡厚沢部町,436-3,,140.388393,41.863727
字富里,檜山郡厚沢部町,455-3,,140.388777,41.864612
字富里,檜山郡厚沢部町,455-5,,140.38934,41.864535
字富里,檜山郡厚沢部町,458,,140.389373,41.861988
字富里,檜山郡厚沢部町,道-76,,140.389216,41.861356
字富里,檜山郡厚沢部町,水-63,,140.388708,41.862249
字富里,檜山郡厚沢部町,457-1,,140.389037,41.862419
字富里,檜山郡厚沢部町,436-1,,140.388439,41.862873
字富里,檜山郡厚沢部町,436-4,,140.388719,41.863896
字富里,檜山郡厚沢部町,436-2,,140.38801,41.863085
字富里,檜山郡厚沢部町,437-1,,140.38746,41.863186
字富里,檜山郡厚沢部町,432,,140.386057,41.86217
字富里,檜山郡厚沢部町,国有地-338,,140.386145,41.860865
字富里,檜山郡厚沢部町,433,,140.385205,41.862727
字富里,檜山郡厚沢部町,429,,140.385795,41.860233
字富里,檜山郡厚沢部町,473-1,,140.384058,41.859424
字富里,檜山郡厚沢部町,473-5,,140.383408,41.859125
字富里,檜山郡厚沢部町,473-2,,140.385097,41.858937
字富里,檜山郡厚沢部町,475-6,,140.383101,41.859023
字富里,檜山郡厚沢部町,425,,140.382305,41.859919
字富里,檜山郡厚沢部町,473-3,,140.38325,41.859144
字富里,檜山郡厚沢部町,475-3,,140.382806,41.858989
字富里,檜山郡厚沢部町,473-4,,140.381968,41.859255
字富里,檜山郡厚沢部町,475-5,,140.381956,41.859127
字富里,檜山郡厚沢部町,475-1,,140.382313,41.858476
字富里,檜山郡厚沢部町,475-7,,140.384941,41.858795
字富里,檜山郡厚沢部町,475-2,,140.383317,41.85863
字富里,檜山郡厚沢部町,475-4,,140.383057,41.85812
字富里,檜山郡厚沢部町,474-4,,140.385919,41.858631
字富里,檜山郡厚沢部町,474-2,,140.385359,41.858405
字富里,檜山郡厚沢部町,474-1,,140.385966,41.858401
字富里,檜山郡厚沢部町,474-3,,140.38605,41.858583
字富里,檜山郡厚沢部町,471-4,,140.387356,41.858543
字富里,檜山郡厚沢部町,471-2,,140.388096,41.858846
字富里,檜山郡厚沢部町,466-1,,140.391449,41.859957
字富里,檜山郡厚沢部町,470-1,,140.389985,41.85987
字富里,檜山郡厚沢部町,470-6,,140.389895,41.86037
字富里,檜山郡厚沢部町,470-2,,140.389386,41.859554
字富里,檜山郡厚沢部町,469-1,,140.390651,41.859709
字富里,檜山郡厚沢部町,471-1,,140.389126,41.859148
字富里,檜山郡厚沢部町,471-3,,140.389058,41.85931
字富里,檜山郡厚沢部町,472-1,,140.388542,41.859457
字富里,檜山郡厚沢部町,472-2,,140.388458,41.859104
字富里,檜山郡厚沢部町,430,,140.386726,41.859655
字富里,檜山郡厚沢部町,道-27,,140.39364,41.860802
字富里,檜山郡厚沢部町,431,,140.387717,41.861401
字富里,檜山郡厚沢部町,468-1,,140.390084,41.861508
字富里,檜山郡厚沢部町,470-5,,140.390161,41.860739
字富里,檜山郡厚沢部町,468-3,,140.390031,41.861123
字富里,檜山郡厚沢部町,467-1,,140.390709,41.86094
字富里,檜山郡厚沢部町,470-3,,140.390364,41.860911
字富里,檜山郡厚沢部町,470-4,,140.390328,41.860482
字富里,檜山郡厚沢部町,469-3,,140.39066,41.86057
字富里,檜山郡厚沢部町,469-2,,140.390617,41.860793
字富里,檜山郡厚沢部町,466-3,,140.391207,41.860624
字富里,檜山郡厚沢部町,466-2,,140.390983,41.860902
字富里,檜山郡厚沢部町,468-5,,140.390623,41.8612
字富里,檜山郡厚沢部町,468-4,,140.390518,41.861553
字富里,檜山郡厚沢部町,459,,140.391947,41.861704
字富里,檜山郡厚沢部町,460,,140.393874,41.861651
字富里,檜山郡厚沢部町,462-1,,140.393064,41.86097
字富里,檜山郡厚沢部町,464-2,,140.391722,41.860568
字富里,檜山郡厚沢部町,462-4,,140.392353,41.860802
字富里,檜山郡厚沢部町,464-1,,140.396589,41.860477
字富里,檜山郡厚沢部町,462-5,,140.395496,41.860998
字富里,檜山郡厚沢部町,461,,140.395041,41.861685
字富里,檜山郡厚沢部町,464-3,,140.396616,41.860959
字富里,檜山郡厚沢部町,464-4,,140.396939,41.860843
字富里,檜山郡厚沢部町,463-2,,140.397321,41.860936
字富里,檜山郡厚沢部町,道-75,,140.397032,41.86113
字富里,檜山郡厚沢部町,462-2,,140.39783,41.861163
字城丘,檜山郡厚沢部町,水-21,,140.34058,41.845839
字城丘,檜山郡厚沢部町,776,,140.34538,41.843782
字城丘,檜山郡厚沢部町,773,,140.345676,41.842627
字城丘,檜山郡厚沢部町,道-38,,140.344821,41.84227
字城丘,檜山郡厚沢部町,778-1,,140.347632,41.841759
字城丘,檜山郡厚沢部町,778-4,,140.345932,41.841883
