小字名,市区町村名,地番,大字名,center_lng,center_lat
,石狩郡当別町,116,蕨岱,141.574732,43.174926
,石狩郡当別町,128,蕨岱,141.574927,43.173614
,石狩郡当別町,130,蕨岱,141.573844,43.175315
,石狩郡当別町,129,蕨岱,141.573808,43.175306
,石狩郡当別町,115,蕨岱,141.574523,43.176334
,石狩郡当別町,109,蕨岱,141.574369,43.177377
,石狩郡当別町,6243-3,蕨岱,141.574514,43.178935
,石狩郡当別町,97,蕨岱,141.573718,43.178861
,石狩郡当別町,89,蕨岱,141.573904,43.180528
,石狩郡当別町,水-49,蕨岱,141.574858,43.180407
,石狩郡当別町,88,蕨岱,141.573692,43.181958
,石狩郡当別町,6239-3,蕨岱,141.574324,43.183666
,石狩郡当別町,6235-3,蕨岱,141.573723,43.188813
,石狩郡当別町,6250-2,蕨岱,141.573772,43.188234
,石狩郡当別町,37,蕨岱,141.572877,43.188734
,石狩郡当別町,6250-1,蕨岱,141.57207,43.1881
,石狩郡当別町,39,蕨岱,141.571757,43.190557
,石狩郡当別町,27,蕨岱,141.572711,43.189648
,石狩郡当別町,38,蕨岱,141.572818,43.18915
,石狩郡当別町,水-59,蕨岱,141.5736,43.189422
,石狩郡当別町,6233-6,蕨岱,141.57351,43.190289
,石狩郡当別町,6232-23,蕨岱,141.573221,43.192264
,石狩郡当別町,6231-24,蕨岱,141.57307,43.193148
,石狩郡当別町,15,蕨岱,141.572313,43.192616
,石狩郡当別町,16,蕨岱,141.572415,43.191925
,石狩郡当別町,26,蕨岱,141.572476,43.191502
,石狩郡当別町,25,蕨岱,141.572578,43.190803
,石狩郡当別町,24,蕨岱,141.570862,43.190694
,石狩郡当別町,6232-24,蕨岱,141.572761,43.192977
,石狩郡当別町,13,蕨岱,141.570614,43.192416
,石狩郡当別町,14,蕨岱,141.570566,43.192714
,石狩郡当別町,6231-23,蕨岱,141.568715,43.192809
,石狩郡当別町,5,蕨岱,141.57053,43.192971
,石狩郡当別町,6378,蕨岱,141.570139,43.192838
,石狩郡当別町,17,蕨岱,141.570705,43.191787
,石狩郡当別町,41,蕨岱,141.570044,43.190443
,石狩郡当別町,40,蕨岱,141.571722,43.190541
,石狩郡当別町,28,蕨岱,141.571033,43.189512
,石狩郡当別町,36,蕨岱,141.571164,43.188613
,石狩郡当別町,6381,蕨岱,141.567966,43.187526
,石狩郡当別町,35,蕨岱,141.569482,43.188432
,石狩郡当別町,42,蕨岱,141.569274,43.18986
,石狩郡当別町,29,蕨岱,141.569353,43.189319
,石狩郡当別町,44,蕨岱,141.568327,43.190228
,石狩郡当別町,43,蕨岱,141.568361,43.190247
,石狩郡当別町,6249,蕨岱,141.567459,43.187735
,石狩郡当別町,34,蕨岱,141.567806,43.188144
,石狩郡当別町,30,蕨岱,141.5679,43.189151
,石狩郡当別町,32,蕨岱,141.56727,43.18848
,石狩郡当別町,31,蕨岱,141.567585,43.188576
,石狩郡当別町,33,蕨岱,141.567398,43.188112
,石狩郡当別町,46,蕨岱,141.566767,43.189626
,石狩郡当別町,142,蕨岱,141.566498,43.189703
,石狩郡当別町,20,蕨岱,141.567385,43.190466
,石狩郡当別町,21,蕨岱,141.567339,43.190295
,石狩郡当別町,45,蕨岱,141.567575,43.189723
,石狩郡当別町,22,蕨岱,141.567898,43.190582
,石狩郡当別町,11,蕨岱,141.56772,43.191722
,石狩郡当別町,6232-25,蕨岱,141.567606,43.192525
,石狩郡当別町,道-38,蕨岱,141.567399,43.192106
,石狩郡当別町,10-2,蕨岱,141.567335,43.191548
,石狩郡当別町,10-1,蕨岱,141.566861,43.19122
,石狩郡当別町,19,蕨岱,141.566866,43.190595
