面積,管理区,小班,森林の種類６コード,森林の種類３コード,複層区分,振興局,枝番,林種,林齢,森林の種類５コード,KEYCODE,森林の種類４コード,RINSYO_ID,林班,森林の種類２コード,樹種,市町村,森林の種類１コード,center_lng,center_lat
3.79,19,0005,None,None,0,08,00,6,122,None,99190000010005,None,19001050,0001,None,None,11,1,142.717413,43.837664
11.76,19,0056,None,None,3,08,00,1,63,None,99190000010056,None,19001560,0001,None,17.0,11,11,142.727785,43.836311
3.79,19,0005,None,None,0,08,00,6,122,None,99190000010005,None,19001050,0001,None,None,11,1,142.728429,43.835954
11.76,19,0056,None,None,3,08,00,1,63,None,99190000010056,None,19001560,0001,None,17.0,11,11,142.731778,43.834304
14.37,19,0001,None,None,0,08,00,2,133,None,99190000010001,None,19001010,0001,None,98.0,11,11,142.725396,43.834675
4.47,19,0054,None,None,0,08,00,1,87,None,99190000010054,None,19001540,0001,None,23.0,11,11,142.72452,43.834616
4.47,19,0054,None,None,0,08,00,1,87,None,99190000010054,None,19001540,0001,None,23.0,11,11,142.723633,43.832317
2.95,19,0017,None,None,0,08,00,2,133,None,99190000020017,None,19002170,0002,None,99.0,11,11,142.751344,43.829625
1.93,19,0060,None,None,0,08,00,1,52,None,99190000020060,None,19002600,0002,None,26.0,11,11,142.751928,43.82818
42.49,19,0004,None,None,0,08,00,2,133,None,99190000020004,None,19002040,0002,None,99.0,11,11,142.752819,43.826212
4.44,19,0055,None,None,0,08,00,1,61,None,99190000020055,None,19002550,0002,None,23.0,11,11,142.751685,43.824929
4.58,19,0022,None,None,0,08,00,2,133,None,99190000020022,None,19002220,0002,None,99.0,11,11,142.751703,43.822688
6.09,19,0072,None,None,0,08,00,1,43,None,99190000020072,None,19002720,0002,None,26.0,11,11,142.755615,43.821084
3.66,19,0071,None,None,0,08,00,1,43,None,99190000020071,None,19002710,0002,None,23.0,11,11,142.75801,43.820702
21.62,19,0007,None,None,0,08,00,2,133,None,99190000020007,None,19002070,0002,None,99.0,11,11,142.757475,43.821535
2.39,19,0063,None,None,0,08,00,1,51,None,99190000020063,None,19002630,0002,None,23.0,11,11,142.75239,43.820569
6.09,19,0072,None,None,0,08,00,1,43,None,99190000020072,None,19002720,0002,None,26.0,11,11,142.756666,43.819559
4.58,19,0022,None,None,0,08,00,2,133,None,99190000020022,None,19002220,0002,None,99.0,11,11,142.753042,43.819134
5.04,19,0064,None,None,0,08,00,1,44,None,99190000020064,None,19002640,0002,None,23.0,11,11,142.759672,43.819249
4.87,19,0065,None,None,0,08,00,1,44,None,99190000020065,None,19002650,0002,None,26.0,11,11,142.756254,43.817033
5.04,19,0064,None,None,0,08,00,1,44,None,99190000020064,None,19002640,0002,None,23.0,11,11,142.758918,43.818103
5.67,19,0002,None,None,0,08,00,2,133,None,99190000020002,None,19002020,0002,None,99.0,11,11,142.759457,43.816997
42.49,19,0004,None,None,0,08,00,2,133,None,99190000020004,None,19002040,0002,None,99.0,11,11,142.751294,43.815001
3.9,19,0067,None,None,0,08,00,1,44,None,99190000020067,None,19002670,0002,None,23.0,11,11,142.75697,43.813864
2.31,19,0043,None,None,2,08,00,2,133,None,99190000020043,None,19002430,0002,None,99.0,11,11,142.754599,43.814335
4.23,19,0005,None,None,0,08,00,2,133,None,99190000080005,None,19008050,0008,None,98.0,11,11,142.755157,43.811954
4.85,19,0058,None,None,0,08,00,1,37,None,99190000080058,None,19008580,0008,None,26.0,11,11,142.752993,43.812792
10.16,19,0057,None,None,0,08,00,1,46,None,99190000090057,None,19009570,0009,None,26.0,11,11,142.754347,43.797046
3.16,19,0053,None,None,0,08,00,1,37,None,99190000150053,None,19015530,0015,None,26.0,11,11,142.744875,43.797313
1.36,19,0056,None,None,0,08,00,1,37,None,99190000150056,None,19015560,0015,None,26.0,11,11,142.749755,43.795358
9.55,19,0003,None,None,0,08,00,2,133,None,99190000150003,None,19015030,0015,None,99.0,11,11,142.747111,43.795507
12.44,19,0052,None,None,0,08,00,1,27,None,99190000060052,None,19006520,0006,None,26.0,11,11,142.818165,43.756761
13.11,19,0005,None,None,0,08,00,2,133,None,99190000450005,None,19045050,0045,None,99.0,11,11,142.725802,43.811078
13.11,19,0005,None,None,0,08,00,2,133,None,99190000450005,None,19045050,0045,None,99.0,11,11,142.725962,43.80795
12.46,19,0054,None,None,0,08,00,1,61,None,99190000450054,None,19045540,0045,None,23.0,11,11,142.728695,43.807209
4.69,19,0041,None,None,2,08,00,2,133,None,99190000450041,None,19045410,0045,None,99.0,11,11,142.724154,43.806312
2.24,19,0042,None,None,2,08,00,2,133,None,99190000450042,None,19045420,0045,None,99.0,11,11,142.730814,43.801494
1.02,19,0044,None,None,2,08,00,2,133,None,99190000460044,None,19046440,0046,None,99.0,11,11,142.72994,43.799744
5.58,19,0045,None,None,2,08,00,2,133,None,99190000460045,None,19046450,0046,None,99.0,11,11,142.728455,43.796872
4.69,19,0041,None,None,2,08,00,2,133,None,99190000450041,None,19045410,0045,None,99.0,11,11,142.729943,43.798073
4.86,19,0055,None,None,0,08,00,1,54,None,99190000170055,None,19017550,0017,None,23.0,11,11,142.749904,43.783786
5.15,19,0058,None,None,0,08,00,1,52,None,99190000160058,None,19016580,0016,None,26.0,11,11,142.757469,43.78328
12.74,19,0004,None,None,0,08,00,2,52,None,99190000160004,None,19016040,0016,None,98.0,11,11,142.758548,43.780439
9.64,19,0055,None,None,0,08,00,1,53,None,99190000160055,None,19016550,0016,None,26.0,11,11,142.760757,43.782379
9.64,19,0055,None,None,0,08,00,1,53,None,99190000160055,None,19016550,0016,None,26.0,11,11,142.755543,43.784403
5.74,19,0057,None,None,0,08,00,1,56,None,99190000170057,None,19017570,0017,None,26.0,11,11,142.754406,43.7793
28.99,19,0002,None,None,0,08,00,2,133,None,99190000180002,None,19018020,0018,None,39.0,11,11,142.753753,43.778529
5.69,19,0041,None,None,2,08,00,2,133,None,99190000160041,None,19016410,0016,None,98.0,11,11,142.764225,43.776926
4.41,19,0053,None,None,0,08,00,1,45,None,99190000190053,None,19019530,0019,None,23.0,11,11,142.760023,43.763823
2.88,19,0042,None,None,2,08,00,2,133,None,99190000200042,None,19020420,0020,None,99.0,11,11,142.757831,43.762811
