面積,管理区,小班,森林の種類６コード,森林の種類３コード,複層区分,振興局,枝番,林種,林齢,森林の種類５コード,KEYCODE,森林の種類４コード,RINSYO_ID,林班,森林の種類２コード,樹種,市町村,森林の種類１コード,center_lng,center_lat
3.41,26,0017,None,None,2,14,00,2,133,None,99260000030017,None,26003170,0003,None,39.0,19,11,143.766484,42.868744
46.94,26,0001,None,None,0,14,00,2,133,None,99260000040001,None,26004010,0004,None,99.0,19,11,143.752968,42.884202
11.62,26,0017,None,None,2,14,00,2,133,None,99260000110017,None,26011170,0011,None,99.0,19,11,143.742807,42.866479
14.47,26,0056,None,None,0,14,00,1,40,None,99260000030056,None,26003560,0003,None,23.0,19,11,143.76822,42.876183
10.77,26,0019,None,None,2,14,00,2,133,None,99260000110019,None,26011190,0011,None,99.0,19,11,143.756876,42.866736
4.79,26,0016,None,None,2,14,00,2,133,None,99260000110016,None,26011160,0011,None,99.0,19,11,143.754804,42.867821
11.62,26,0017,None,None,2,14,00,2,133,None,99260000110017,None,26011170,0011,None,99.0,19,11,143.744823,42.864737
1.51,26,0016,None,None,2,14,00,2,133,None,99260000040016,None,26004160,0004,None,99.0,19,11,143.755008,42.877654
2.22,26,0051,None,None,0,14,00,1,40,None,99260000040051,None,26004510,0004,None,23.0,19,11,143.757476,42.88276
0.96,26,0021,None,None,2,14,00,2,133,None,99260000030021,None,26003210,0003,None,39.0,19,11,143.769756,42.86496
32.59,26,0036,None,None,2,14,00,2,133,None,99260000040036,None,26004360,0004,None,99.0,19,11,143.761512,42.880026
2.05,26,0017,None,None,2,14,00,2,133,None,99260000040017,None,26004170,0004,None,99.0,19,11,143.755336,42.879164
2.27,26,0055,None,None,0,14,00,1,41,None,99260000030055,None,26003550,0003,None,23.0,19,11,143.777261,42.874356
71.91,26,0001,None,None,0,14,00,2,133,None,99260000280001,None,26028010,0028,None,99.0,19,11,143.733101,42.956261
2.47,26,0011,None,None,2,14,00,2,133,None,99260000040011,None,26004110,0004,None,99.0,19,11,143.75849,42.872575
1.66,26,0012,None,None,2,14,00,2,133,None,99260000040012,None,26004120,0004,None,99.0,19,11,143.756742,42.879446
0.33,26,0099,None,None,0,14,00,6,122,None,99260000040099,None,26004990,0004,None,None,19,11,143.754864,42.879688
24.92,26,0060,None,None,0,14,00,1,55,None,99260000160060,None,26016600,0016,None,23.0,19,12,143.709993,42.900504
87.58,26,0002,None,None,0,14,00,2,133,None,99260000370002,None,26037020,0037,None,99.0,19,11,143.706695,42.89606
93.45,26,0001,None,None,0,14,00,2,133,None,99260000010001,None,26001010,0001,None,99.0,19,11,143.789044,42.842089
31.96,26,0003,None,None,0,14,00,2,133,None,99260000100003,None,26010030,0010,None,98.0,19,11,143.786881,42.8405
9.26,26,0015,None,None,0,14,00,6,122,None,99260000030015,None,26003150,0003,None,None,19,11,143.767986,42.877992
22.72,26,0035,None,None,2,14,00,2,133,None,99260000030035,None,26003350,0003,None,39.0,19,11,143.766579,42.877278
18.8,26,0005,None,None,0,14,00,2,133,None,99260000410005,None,26041050,0041,None,99.0,19,11,143.690604,42.941394
45.72,26,0010,None,None,0,14,00,2,133,None,99260000300010,None,26030100,0030,None,99.0,19,11,143.736558,42.950928
10.91,26,0015,None,None,2,14,00,2,133,None,99260000270015,None,26027150,0027,None,99.0,19,11,143.734221,42.948756
