小字名,市区町村名,地番,center_lng,center_lat
字居辺東十九線,河東郡上士幌町,209,143.394995,43.195946
字居辺東十八線,河東郡上士幌町,210-1,143.394556,43.196514
字居辺東十八線,河東郡上士幌町,210-5,143.394151,43.197002
字居辺東十九線,河東郡上士幌町,207-2,143.394911,43.195392
字居辺東十八線,河東郡上士幌町,208-5,143.394186,43.195413
字居辺東十九線,河東郡上士幌町,207-1,143.394851,43.194685
字居辺東十九線,河東郡上士幌町,207-3,143.395026,43.194124
字居辺東十九線,河東郡上士幌町,長狭物不明-68,143.395326,43.193962
字居辺東十八線,河東郡上士幌町,11-4,143.395803,43.192968
字居辺東十八線,河東郡上士幌町,11-5,143.39528,43.193063
字居辺東十八線,河東郡上士幌町,12-6,143.395109,43.193177
字居辺東十九線,河東郡上士幌町,長狭物不明-6,143.395172,43.193927
字居辺東十九線,河東郡上士幌町,205-3,143.395097,43.193819
字居辺東十九線,河東郡上士幌町,205-6,143.395231,43.193829
字居辺東十九線,河東郡上士幌町,205-9,143.394962,43.193345
字居辺東十九線,河東郡上士幌町,205-2,143.394773,43.193739
字居辺東十九線,河東郡上士幌町,205-8,143.394243,43.193658
字居辺東十九線,河東郡上士幌町,205-5,143.394404,43.193535
字居辺東十九線,河東郡上士幌町,205-7,143.39484,43.193211
字居辺東十九線,河東郡上士幌町,205-1,143.39415,43.193154
字居辺東十八線,河東郡上士幌町,12-7,143.394969,43.193137
字居辺東十九線,河東郡上士幌町,205-4,143.394138,43.192642
字居辺東十九線,河東郡上士幌町,道-490,143.394022,43.192386
字居辺東十八線,河東郡上士幌町,12-5,143.395135,43.192933
字居辺東十八線,河東郡上士幌町,11-6,143.395394,43.192628
字居辺東十八線,河東郡上士幌町,11-3,143.395618,43.192707
字居辺東十九線,河東郡上士幌町,203-1,143.393866,43.192172
字居辺東十八線,河東郡上士幌町,200-1,143.39033,43.188669
字居辺東十八線,河東郡上士幌町,200-2,143.391284,43.188845
字居辺東十八線,河東郡上士幌町,200-3,143.391524,43.1891
