小字名,市区町村名,地番,大字名,丁目名,center_lng,center_lat
字杵臼,浦河郡浦河町,567,,,142.884107,42.1765
字杵臼,浦河郡浦河町,571-3,,,142.895654,42.182878
字杵臼,浦河郡浦河町,長狭物不明-1169,,,142.895598,42.183149
字杵臼,浦河郡浦河町,571-1,,,142.895037,42.183619
字杵臼,浦河郡浦河町,569,,,142.888882,42.180425
字杵臼,浦河郡浦河町,568-8,,,142.885215,42.181938
字杵臼,浦河郡浦河町,568-7,,,142.887331,42.185014
字杵臼,浦河郡浦河町,568-14,,,142.884379,42.185495
字杵臼,浦河郡浦河町,568-4,,,142.887746,42.187852
字杵臼,浦河郡浦河町,道-1055,,,142.891876,42.187164
字上杵臼,浦河郡浦河町,117,,,142.893104,42.187022
字杵臼,浦河郡浦河町,568-30,,,142.892925,42.186121
字杵臼,浦河郡浦河町,道-1054,,,142.893417,42.186121
字杵臼,浦河郡浦河町,568-33,,,142.892817,42.18555
字杵臼,浦河郡浦河町,568-34,,,142.892949,42.185425
字杵臼,浦河郡浦河町,長狭物不明-1171,,,142.893151,42.185861
字杵臼,浦河郡浦河町,568-17,,,142.893057,42.185306
字杵臼,浦河郡浦河町,568-6,,,142.891536,42.185934
字杵臼,浦河郡浦河町,570-7,,,142.893029,42.184574
字杵臼,浦河郡浦河町,568-32,,,142.892705,42.184765
字杵臼,浦河郡浦河町,568-31,,,142.892796,42.184904
字杵臼,浦河郡浦河町,570-3,,,142.893919,42.185194
字杵臼,浦河郡浦河町,572,,,142.894909,42.184605
字杵臼,浦河郡浦河町,長狭物不明-1170,,,142.894562,42.184222
字杵臼,浦河郡浦河町,570-1,,,142.89414,42.18447
字上杵臼,浦河郡浦河町,453-20,,,142.89538,42.184454
字上杵臼,浦河郡浦河町,453-21,,,142.896206,42.183764
字上杵臼,浦河郡浦河町,453-24,,,142.895713,42.183931
字上杵臼,浦河郡浦河町,453-22,,,142.896371,42.184135
字上杵臼,浦河郡浦河町,453-23,,,142.896025,42.184836
字杵臼,浦河郡浦河町,長狭物不明-1172,,,142.894962,42.185332
字杵臼,浦河郡浦河町,570-6,,,142.894911,42.185474
字杵臼,浦河郡浦河町,570-5,,,142.894504,42.185697
字上杵臼,浦河郡浦河町,118-2,,,142.892436,42.189631
字上杵臼,浦河郡浦河町,116,,,142.891423,42.18877
字杵臼,浦河郡浦河町,568-5,,,142.889701,42.187151
字上杵臼,浦河郡浦河町,115-2,,,142.889807,42.18834
字上杵臼,浦河郡浦河町,道-1082,,,142.889402,42.188632
字上杵臼,浦河郡浦河町,115-1,,,142.890716,42.188703
字上杵臼,浦河郡浦河町,水-1114,,,142.889099,42.188628
字上杵臼,浦河郡浦河町,111-2,,,142.888598,42.188927
字上杵臼,浦河郡浦河町,111-1,,,142.887995,42.188626
字上杵臼,浦河郡浦河町,109-6,,,142.887429,42.188901
字上杵臼,浦河郡浦河町,109-30,,,142.887239,42.188926
字上杵臼,浦河郡浦河町,109-4,,,142.887031,42.189064
字杵臼,浦河郡浦河町,568-19,,,142.886804,42.188051
字杵臼,浦河郡浦河町,568-3,,,142.886988,42.187819
字杵臼,浦河郡浦河町,568-27,,,142.887139,42.187486
字杵臼,浦河郡浦河町,568-18,,,142.886395,42.187845
字上杵臼,浦河郡浦河町,109-11,,,142.884531,42.188529
字上杵臼,浦河郡浦河町,109-1,,,142.884277,42.188668
字上杵臼,浦河郡浦河町,109-62,,,142.884547,42.188791
字上杵臼,浦河郡浦河町,109-27,,,142.884972,42.188823
字上杵臼,浦河郡浦河町,109-65,,,142.885933,42.188637
字上杵臼,浦河郡浦河町,109-41,,,142.884812,42.18855
字上杵臼,浦河郡浦河町,109-54,,,142.884883,42.188438
字杵臼,浦河郡浦河町,568-2,,,142.885937,42.188127
字上杵臼,浦河郡浦河町,109-47,,,142.886597,42.188331
字上杵臼,浦河郡浦河町,109-34,,,142.886534,42.18833
字上杵臼,浦河郡浦河町,109-29,,,142.886538,42.188547
字上杵臼,浦河郡浦河町,109-8,,,142.886712,42.189313
字上杵臼,浦河郡浦河町,109-66,,,142.886008,42.189319
字上杵臼,浦河郡浦河町,108-4,,,142.88629,42.189934
字上杵臼,浦河郡浦河町,109-26,,,142.885648,42.189656
字上杵臼,浦河郡浦河町,109-23,,,142.885781,42.189898
字上杵臼,浦河郡浦河町,109-45,,,142.885125,42.189781
字上杵臼,浦河郡浦河町,108-15,,,142.885685,42.189825
字上杵臼,浦河郡浦河町,109-67,,,142.884991,42.189162
字上杵臼,浦河郡浦河町,109-61,,,142.884588,42.189201
字上杵臼,浦河郡浦河町,110-2,,,142.88481,42.189833
字上杵臼,浦河郡浦河町,110-4,,,142.88477,42.18984
字上杵臼,浦河郡浦河町,107-3,,,142.883597,42.190636
字上杵臼,浦河郡浦河町,108-1,,,142.884415,42.190616
字上杵臼,浦河郡浦河町,108-13,,,142.885236,42.190329
