小字名,市区町村名,地番,大字名,center_lng,center_lat
字小泊,積丹郡積丹町,584,大字美国町,140.602307,43.278943
字小泊,積丹郡積丹町,583,大字美国町,140.60132,43.280429
字小泊,積丹郡積丹町,道-2,大字美国町,140.600721,43.281618
字美良波,積丹郡積丹町,520,大字美国町,140.595769,43.280369
字小泊,積丹郡積丹町,道-6,大字美国町,140.59754,43.267308
字小泊,積丹郡積丹町,水-2,大字美国町,140.593981,43.26699
字小泊,積丹郡積丹町,水-15,大字美国町,140.592469,43.267307
字小泊,積丹郡積丹町,515-1X(3/5),大字美国町,140.593048,43.26732
字小泊,積丹郡積丹町,515-1X(1/5),大字美国町,140.586027,43.2673
字小泊,積丹郡積丹町,515-1X(4/5),大字美国町,140.588697,43.266802
字小泊,積丹郡積丹町,水-4,大字美国町,140.583775,43.26557
字小泊,積丹郡積丹町,515-2X(2/2),大字美国町,140.583544,43.266551
字小泊,積丹郡積丹町,515-5,大字美国町,140.582165,43.264999
字小泊,積丹郡積丹町,709,大字美国町,140.580572,43.26568
字小泊,積丹郡積丹町,711,大字美国町,140.578161,43.265816
字小泊,積丹郡積丹町,498-3,大字美国町,140.580481,43.267936
字小泊,積丹郡積丹町,666-4,大字美国町,140.580623,43.266903
字小泊,積丹郡積丹町,666-3,大字美国町,140.578948,43.267482
字小泊,積丹郡積丹町,666-5,大字美国町,140.575641,43.266278
字小泊,積丹郡積丹町,515-4,大字美国町,140.580932,43.26908
字小泊,積丹郡積丹町,515-2X(1/2),大字美国町,140.583707,43.268427
字小泊,積丹郡積丹町,666-2,大字美国町,140.581241,43.270592
字小泊,積丹郡積丹町,515-3,大字美国町,140.579504,43.269547
字小泊,積丹郡積丹町,529-2,大字美国町,140.579672,43.269715
字小泊,積丹郡積丹町,479-4,大字美国町,140.57973,43.269737
字小泊,積丹郡積丹町,838,大字美国町,140.579981,43.267641
字小泊,積丹郡積丹町,498-2,大字美国町,140.579059,43.269387
字小泊,積丹郡積丹町,576,大字美国町,140.576074,43.268936
字小泊,積丹郡積丹町,498-1,大字美国町,140.576244,43.26914
字小泊,積丹郡積丹町,529-1,大字美国町,140.578361,43.269231
字小泊,積丹郡積丹町,669,大字美国町,140.576455,43.269315
字弁越,積丹郡積丹町,465,大字美国町,140.576819,43.270944
字小泊,積丹郡積丹町,498-5,大字美国町,140.577123,43.27058
字小泊,積丹郡積丹町,432,大字美国町,140.577366,43.271082
字小泊,積丹郡積丹町,503,大字美国町,140.578552,43.270135
字小泊,積丹郡積丹町,479-1,大字美国町,140.578215,43.271697
字小泊,積丹郡積丹町,458-6,大字美国町,140.579178,43.270858
字小泊,積丹郡積丹町,434-1,大字美国町,140.579635,43.270604
字小泊,積丹郡積丹町,458-1,大字美国町,140.579286,43.270631
字小泊,積丹郡積丹町,479-2,大字美国町,140.579526,43.270014
字小泊,積丹郡積丹町,434-20,大字美国町,140.57987,43.270281
字小泊,積丹郡積丹町,434-32,大字美国町,140.579729,43.270445
