小字名,市区町村名,地番,予備名,center_lng,center_lat
字陸別西一線,足寄郡陸別町,311-3,,143.73718,43.46014
字陸別西一線,足寄郡陸別町,311-14,,143.737015,43.46027
字陸別西一線,足寄郡陸別町,313-4,,143.737498,43.460313
字陸別西一線,足寄郡陸別町,長狭物不明-326,,143.736936,43.460394
字陸別西一線,足寄郡陸別町,313-22,,143.73767,43.460342
字陸別西一線,足寄郡陸別町,313-31,,143.737969,43.460507
字陸別西一線,足寄郡陸別町,313-30,,143.737908,43.460361
字陸別西一線,足寄郡陸別町,313-7,,143.737888,43.460261
字陸別西一線,足寄郡陸別町,311-17,,143.737865,43.460087
字陸別西一線,足寄郡陸別町,311-8,,143.738089,43.46008
字陸別西一線,足寄郡陸別町,311-6,,143.737818,43.46016
字陸別西一線,足寄郡陸別町,311-16,,143.737509,43.460167
字陸別基線,足寄郡陸別町,312-59,,143.73811,43.459963
字陸別西一線,足寄郡陸別町,311-9,,143.736767,43.460334
字陸別西一線,足寄郡陸別町,311-15,,143.736867,43.460298
字陸別西一線,足寄郡陸別町,311-4,,143.736867,43.460368
字陸別西一線,足寄郡陸別町,313-19,,143.736285,43.460532
字陸別西一線,足寄郡陸別町,313-20,,143.736422,43.460429
字陸別西一線,足寄郡陸別町,309-19,,143.735387,43.458392
字陸別西一線,足寄郡陸別町,309-14,,143.73619,43.457173
字陸別西一線,足寄郡陸別町,309-15,,143.736257,43.457123
字陸別西一線,足寄郡陸別町,309-10,,143.736277,43.457153
字陸別西一線,足寄郡陸別町,309-11,,143.736309,43.457087
字陸別西一線,足寄郡陸別町,309-12,,143.7363,43.457351
字陸別西一線,足寄郡陸別町,320-1,,143.736366,43.457536
字陸別西一線,足寄郡陸別町,309-6,,143.736531,43.457283
字陸別西一線,足寄郡陸別町,309-7,,143.736609,43.457132
字陸別西一線,足寄郡陸別町,309-8,,143.736926,43.457233
字陸別西一線,足寄郡陸別町,309-9,,143.736751,43.457254
字陸別西一線,足寄郡陸別町,309-18,,143.736802,43.457844
字陸別基線,足寄郡陸別町,310-5,,143.738031,43.457906
字陸別基線,足寄郡陸別町,312-81,,143.737964,43.458616
字陸別基線,足寄郡陸別町,312-80,,143.737729,43.458675
字陸別西一線,足寄郡陸別町,309-17,,143.737358,43.458476
字陸別西一線,足寄郡陸別町,311-13,,143.736988,43.459265
字陸別基線,足寄郡陸別町,312-79,,143.737906,43.459008
字陸別基線,足寄郡陸別町,312-73,,143.738013,43.459386
字陸別基線,足寄郡陸別町,312-74,,143.738645,43.459234
字陸別基線,足寄郡陸別町,312-1,,143.738377,43.458923
字陸別基線,足寄郡陸別町,312-77,,143.738739,43.458692
字陸別基線,足寄郡陸別町,312-76,,143.738696,43.458552
字陸別基線,足寄郡陸別町,312-82,,143.738943,43.458466
字陸別基線,足寄郡陸別町,312-22,,143.739,43.458281
字陸別基線,足寄郡陸別町,312-44,,143.739132,43.4583
字陸別基線,足寄郡陸別町,312-37,,143.739116,43.458683
字陸別基線,足寄郡陸別町,312-35,,143.739195,43.458874
字陸別基線,足寄郡陸別町,312-48,,143.739034,43.459057
字陸別基線,足寄郡陸別町,312-56,,143.738938,43.458843
字陸別基線,足寄郡陸別町,312-32,,143.738794,43.458831
字陸別基線,足寄郡陸別町,312-29,,143.738881,43.459039
字陸別基線,足寄郡陸別町,312-61,,143.738705,43.459382
字陸別基線,足寄郡陸別町,312-28,,143.738959,43.459218
字陸別基線,足寄郡陸別町,312-54,,143.739091,43.459185
字陸別基線,足寄郡陸別町,312-49,,143.738973,43.458794
字陸別基線,足寄郡陸別町,312-53,,143.739179,43.459387
字陸別基線,足寄郡陸別町,312-50,,143.739209,43.459226
字陸別基線,足寄郡陸別町,312-51,,143.739372,43.459299
字陸別基線,足寄郡陸別町,312-30,,143.739266,43.459042
字陸別基線,足寄郡陸別町,312-38,,143.739476,43.459004
字陸別基線,足寄郡陸別町,312-58,,143.739565,43.459221
字陸別基線,足寄郡陸別町,312-18,,143.740031,43.459181
字陸別基線,足寄郡陸別町,312-43,,143.74011,43.458898
字陸別基線,足寄郡陸別町,312-20,,143.739694,43.458735
字陸別基線,足寄郡陸別町,312-11,,143.740184,43.45872
字陸別基線,足寄郡陸別町,312-10,,143.740142,43.458249
字陸別基線,足寄郡陸別町,312-23,,143.739569,43.458365
字陸別基線,足寄郡陸別町,312-45,,143.739649,43.458491
字陸別基線,足寄郡陸別町,312-39,,143.739376,43.458797
字陸別基線,足寄郡陸別町,312-40,,143.73924,43.458505
字陸別基線,足寄郡陸別町,312-21,,143.739676,43.45813
字陸別基線,足寄郡陸別町,310-12,,143.739349,43.457946
字陸別基線,足寄郡陸別町,310-11,,143.739563,43.457929
字陸別基線,足寄郡陸別町,310-7,,143.739679,43.457691
字陸別基線,足寄郡陸別町,310-15,,143.739598,43.457764
字陸別基線,足寄郡陸別町,310-14,,143.739746,43.458
字陸別基線,足寄郡陸別町,310-10,,143.739497,43.458058
字陸別基線,足寄郡陸別町,310-19,,143.740185,43.457727
字陸別基線,足寄郡陸別町,310-6,,143.739969,43.457165
字陸別基線,足寄郡陸別町,310-16,,143.739871,43.457833
字陸別基線,足寄郡陸別町,310-8,,143.739413,43.45726
字陸別基線,足寄郡陸別町,310-18,,143.738974,43.456835
字陸別基線,足寄郡陸別町,310-13,,143.738769,43.457296
字陸別基線,足寄郡陸別町,310-1,,143.737609,43.457575
字陸別基線,足寄郡陸別町,308-10,,143.738105,43.456487
字陸別基線,足寄郡陸別町,308-31,,143.738109,43.456154
字陸別基線,足寄郡陸別町,308-8,,143.738055,43.455943
字陸別基線,足寄郡陸別町,308-30,,143.738192,43.455964
字陸別基線,足寄郡陸別町,308-20,,143.738403,43.455956
字陸別基線,足寄郡陸別町,308-18,,143.738617,43.456302
字陸別基線,足寄郡陸別町,308-6,,143.738388,43.456189
字陸別基線,足寄郡陸別町,308-25,,143.738505,43.456427
字陸別基線,足寄郡陸別町,308-7,,143.738717,43.456134
字陸別基線,足寄郡陸別町,308-15,,143.738981,43.456264
字陸別基線,足寄郡陸別町,331-1,,143.738942,43.456482
字陸別基線,足寄郡陸別町,331-4,,143.739113,43.456489
字陸別基線,足寄郡陸別町,310-9,,143.739157,43.456829
字陸別基線,足寄郡陸別町,310-17,,143.73937,43.456903
字陸別基線,足寄郡陸別町,331-3,,143.740064,43.456582
字陸別基線,足寄郡陸別町,310-20,,143.739472,43.456687
字陸別基線,足寄郡陸別町,331-5,,143.740198,43.45674
字陸別基線,足寄郡陸別町,310-2,,143.739989,43.456345
字陸別基線,足寄郡陸別町,320-8,,143.74022,43.456561
字陸別基線,足寄郡陸別町,308-1,,143.739314,43.455784
字陸別基線,足寄郡陸別町,320-6,,143.739762,43.455464
字陸別基線,足寄郡陸別町,320-7,,143.739851,43.455446
字陸別基線,足寄郡陸別町,308-5,,143.739026,43.455075
字陸別基線,足寄郡陸別町,308-17,,143.738587,43.455656
字陸別基線,足寄郡陸別町,308-13,,143.73855,43.455687
字陸別基線,足寄郡陸別町,308-16,,143.738665,43.455776
字陸別基線,足寄郡陸別町,308-11,,143.73852,43.45581
字陸別基線,足寄郡陸別町,308-35,,143.738351,43.455904
字陸別基線,足寄郡陸別町,308-19,,143.738023,43.455453
字陸別基線,足寄郡陸別町,308-9,,143.738004,43.455174
字陸別基線,足寄郡陸別町,308-14,,143.737974,43.455331
字陸別基線,足寄郡陸別町,308-12,,143.738479,43.455598
字陸別基線,足寄郡陸別町,308-21,,143.738322,43.45531
字陸別基線,足寄郡陸別町,308-26,,143.738161,43.455005
字陸別基線,足寄郡陸別町,308-3,,143.73862,43.455124
字陸別基線,足寄郡陸別町,308-24,,143.737842,43.455627
字陸別基線,足寄郡陸別町,308-23,,143.737939,43.455572
字陸別基線,足寄郡陸別町,308-22,,143.737982,43.455709
字陸別基線,足寄郡陸別町,308-2,,143.737883,43.455894
字陸別基線,足寄郡陸別町,308-27,,143.737935,43.45644
字陸別基線,足寄郡陸別町,308-32,,143.73792,43.456224
字陸別基線,足寄郡陸別町,308-28,,143.737784,43.456448
字陸別基線,足寄郡陸別町,308-34,,143.738039,43.456346
字陸別基線,足寄郡陸別町,308-33,,143.737828,43.456597
字陸別基線,足寄郡陸別町,308-4,,143.737955,43.456652
字陸別基線,足寄郡陸別町,331-2,,143.737983,43.456879
字陸別基線,足寄郡陸別町,310-4,,143.737789,43.456797
字陸別基線,足寄郡陸別町,308-29,,143.73774,43.45656
字陸別基線,足寄郡陸別町,310-24,,143.737628,43.456831
字陸別基線,足寄郡陸別町,310-23,,143.737413,43.456911
字陸別基線,足寄郡陸別町,310-22,,143.736941,43.457019
字陸別西一線,足寄郡陸別町,307-3,,143.736417,43.457008
字陸別西一線,足寄郡陸別町,307-7,,143.736342,43.457009
字陸別西一線,足寄郡陸別町,307-4,,143.736183,43.457034
字トマム北三線,足寄郡陸別町,5,,143.735107,43.455222
字トマム北三線,足寄郡陸別町,道-5,,143.733854,43.455501
字陸別西一線,足寄郡陸別町,307-2,,143.735193,43.457013
字陸別原野基線,足寄郡陸別町,水-321,,143.73335,43.457311
字陸別西一線,足寄郡陸別町,307-6,,143.735421,43.457118
字陸別西一線,足寄郡陸別町,309-13,,143.735725,43.457424
字陸別西一線,足寄郡陸別町,307-5,,143.735145,43.457278
字陸別西一線,足寄郡陸別町,320-4,,143.735484,43.457768
字陸別西一線,足寄郡陸別町,320-3,,143.735858,43.45771
字陸別西一線,足寄郡陸別町,311-10,,143.735662,43.45926
字陸別西一線,足寄郡陸別町,311-1,,143.735861,43.45911
字陸別西一線,足寄郡陸別町,309-16,,143.735288,43.458939
字陸別西一線,足寄郡陸別町,309-1,,143.734476,43.458177
字陸別西一線,足寄郡陸別町,309-4,,143.734331,43.458736
字陸別西一線,足寄郡陸別町,309-5,,143.73431,43.458784
字陸別西一線,足寄郡陸別町,309-20,,143.734605,43.458891
字陸別西一線,足寄郡陸別町,311-19,,143.734902,43.45914
字陸別西一線,足寄郡陸別町,309-21,,143.734372,43.459118
字トマム北三線,足寄郡陸別町,11-19,,143.734049,43.459264
字陸別西一線,足寄郡陸別町,320-2,,143.734514,43.457874
字陸別西一線,足寄郡陸別町,309-2,,143.734545,43.457613
字陸別西一線,足寄郡陸別町,307-1,,143.734452,43.457204
字トマム北三線,足寄郡陸別町,9-2,,143.731877,43.458446
字トマム北三線,足寄郡陸別町,水-46,,143.730155,43.459204
字トマム北三線,足寄郡陸別町,106-1,,143.732371,43.458089
字トマム北三線,足寄郡陸別町,7,,143.732622,43.455779
字トマム北三線,足寄郡陸別町,道-71,,143.728327,43.457488
字トマム北三線,足寄郡陸別町,9-1,,143.731159,43.457051
字トマム北三線,足寄郡陸別町,10-1,,143.729008,43.455327
字トマム北三線,足寄郡陸別町,10-2,,143.727076,43.454977
字トマム北三線,足寄郡陸別町,12-1,,143.727406,43.456525
字トマム北三線,足寄郡陸別町,14-11,,143.727322,43.45784
字トマム北三線,足寄郡陸別町,13-19,,143.728795,43.458751
字トマム北三線,足寄郡陸別町,106-11,,143.728157,43.458611
字トマム北三線,足寄郡陸別町,13-28,,143.727967,43.458676
字トマム北三線,足寄郡陸別町,13-25,,143.727756,43.458753
字トマム北三線,足寄郡陸別町,13-17,,143.727885,43.45828
字トマム北三線,足寄郡陸別町,13-2,,143.727527,43.458318
字トマム北三線,足寄郡陸別町,106-3,,143.727096,43.458675
字トマム北三線,足寄郡陸別町,13-22,,143.72671,43.459045
字トマム北三線,足寄郡陸別町,13-10,,143.728487,43.459324
字トマム北三線,足寄郡陸別町,13-15,,143.728673,43.45895
字トマム北三線,足寄郡陸別町,13-16,,143.728293,43.458645
字トマム北三線,足寄郡陸別町,106-10,,143.728306,43.458616
字トマム北三線,足寄郡陸別町,106-9,,143.728229,43.45863
字トマム北三線,足寄郡陸別町,106-7,,143.728245,43.458583
字トマム北三線,足寄郡陸別町,11-3,,143.729138,43.458832
字トマム北三線,足寄郡陸別町,13-26,,143.728936,43.459246
字トマム北三線,足寄郡陸別町,13-18,,143.728931,43.459228
字トマム北三線,足寄郡陸別町,13-23,,143.728862,43.459213
字トマム北三線,足寄郡陸別町,13-24,,143.728945,43.459261
字トマム北三線,足寄郡陸別町,11-4,,143.729402,43.458893
字トマム北三線,足寄郡陸別町,106-2,,143.728943,43.458478
字トマム北三線,足寄郡陸別町,11-1,,143.729308,43.457643
字トマム北三線,足寄郡陸別町,11-5,,143.73109,43.458457
字トマム北三線,足寄郡陸別町,11-2,,143.73111,43.459447
字トマム北三線,足寄郡陸別町,11-15,,143.730385,43.459957
字トマム北三線,足寄郡陸別町,11-11,,143.73082,43.460207
字トマム北三線,足寄郡陸別町,道-91,,143.730441,43.46013
字トマム北三線,足寄郡陸別町,11-6,,143.730538,43.460132
字トマム北三線,足寄郡陸別町,13-12,,143.730565,43.460312
字トマム北三線,足寄郡陸別町,13-9,,143.731229,43.461202
字トマム北三線,足寄郡陸別町,道-7,,143.731964,43.461321
字トマム北三線,足寄郡陸別町,13-11,,143.730192,43.460465
字トマム北三線,足寄郡陸別町,13-8,,143.730333,43.461193
字トマム北三線,足寄郡陸別町,13-14,,143.729366,43.461298
字トマム北三線,足寄郡陸別町,13-7,,143.729159,43.461026
字トマム北三線,足寄郡陸別町,13-13,,143.730305,43.4602
字トマム北三線,足寄郡陸別町,13-27,,143.730297,43.460129
字トマム北三線,足寄郡陸別町,無地番-37,,143.729192,43.459521
字トマム北三線,足寄郡陸別町,13-3,,143.727845,43.459794
字トマム北三線,足寄郡陸別町,13-1,,143.727239,43.459553
字トマム北三線,足寄郡陸別町,15-6,,143.726555,43.461425
字トマム北三線,足寄郡陸別町,15-9,,143.72641,43.461699
字トマム北三線,足寄郡陸別町,15-7,,143.729102,43.461665
字トマム,足寄郡陸別町,2-10,,143.728842,43.462687
字トマム北三線,足寄郡陸別町,15-14,,143.727555,43.461779
字トマム北三線,足寄郡陸別町,15-10,,143.726712,43.461848
字トマム北三線,足寄郡陸別町,15-13,,143.727255,43.461857
字トマム,足寄郡陸別町,2-195,,143.727225,43.461868
字トマム,足寄郡陸別町,2-75,,143.728653,43.463772
字トマム,足寄郡陸別町,2-163,,143.729883,43.463911
字トマム,足寄郡陸別町,2-88,,143.730359,43.462814
字トマム,足寄郡陸別町,2-72,,143.730085,43.461918
字トマム,足寄郡陸別町,2-204,,143.732563,43.463231
字トマム,足寄郡陸別町,2-329,,143.732332,43.463688
字トマム,足寄郡陸別町,2-336,,143.732124,43.463691
字トマム,足寄郡陸別町,2-205,,143.732143,43.463878
字トマム,足寄郡陸別町,2-327,,143.732772,43.463867
字トマム,足寄郡陸別町,2-330,,143.733299,43.463288
字トマム,足寄郡陸別町,2-97,,143.733599,43.463423
字トマム,足寄郡陸別町,2-287,,143.733543,43.462988
字トマム,足寄郡陸別町,2-325,,143.733491,43.462537
字トマム,足寄郡陸別町,2-288,,143.733642,43.462009
字トマム,足寄郡陸別町,2-283,,143.733202,43.461934
字トマム,足寄郡陸別町,2-206,,143.732771,43.462316
字トマム,足寄郡陸別町,2-281,,143.732466,43.463006
字トマム,足寄郡陸別町,2-73,,143.731762,43.462686
字トマム,足寄郡陸別町,2-95,,143.732521,43.461573
字トマム北三線,足寄郡陸別町,11-20,,143.731567,43.460436
字トマム北三線,足寄郡陸別町,11-8,,143.73215,43.4594
字トマム北三線,足寄郡陸別町,11-14,,143.733861,43.459446
字トマム北三線,足寄郡陸別町,11-10,,143.732649,43.460884
字トマム北三線,足寄郡陸別町,11-7,,143.732411,43.460155
字トマム北三線,足寄郡陸別町,11-9,,143.732766,43.459362
字トマム,足寄郡陸別町,2-282,,143.733403,43.460926
字トマム,足寄郡陸別町,2-290,,143.733816,43.461601
字トマム,足寄郡陸別町,2-278,,143.733634,43.461508
字トマム,足寄郡陸別町,2-289,,143.733829,43.46129
字トマム,足寄郡陸別町,2-212,,143.734086,43.460916
字トマム,足寄郡陸別町,2-215,,143.734188,43.460766
字トマム,足寄郡陸別町,2-280,,143.733976,43.460814
字トマム,足寄郡陸別町,2-338,,143.734,43.46096
字トマム,足寄郡陸別町,2-213,,143.73402,43.460884
字トマム,足寄郡陸別町,2-279,,143.733962,43.460898
字トマム,足寄郡陸別町,2-337,,143.73394,43.460944
字トマム北三線,足寄郡陸別町,11-18,,143.73394,43.459774
字陸別西一線,足寄郡陸別町,311-18,,143.734526,43.45953
字トマム,足寄郡陸別町,2-326,,143.734176,43.46044
字トマム,足寄郡陸別町,2-139,,143.735389,43.460032
字陸別西一線,足寄郡陸別町,311-2,,143.734989,43.459439
字陸別西一線,足寄郡陸別町,311-11,,143.736608,43.460367
字トマム,足寄郡陸別町,2-243,,143.736145,43.460523
字トマム,足寄郡陸別町,2-94,,143.736131,43.460697
字トマム,足寄郡陸別町,2-214,,143.734495,43.460771
字トマム,足寄郡陸別町,2-244,,143.734957,43.460652
字トマム,足寄郡陸別町,2-92,,143.735826,43.460815
字トマム,足寄郡陸別町,2-93,,143.734518,43.461244
字トマム,足寄郡陸別町,2-91,,143.735952,43.461751
字トマム,足寄郡陸別町,2-98,,143.735925,43.46264
字トマム,足寄郡陸別町,2-90,,143.735076,43.462244
字トマム,足寄郡陸別町,2-207,,143.733995,43.461971
字トマム,足寄郡陸別町,2-3,,143.733972,43.462665
字トマム,足寄郡陸別町,2-138,,143.733493,43.463974
字トマム,足寄郡陸別町,2-2,,143.735182,43.463853
字トマム,足寄郡陸別町,2-180,,143.734214,43.465141
字トマム,足寄郡陸別町,2-78,,143.733887,43.466166
字陸別原野分線,足寄郡陸別町,8-237,,143.735712,43.468855
字トマム,足寄郡陸別町,2-171,,143.734972,43.46895
字トマム,足寄郡陸別町,2-167,,143.73389,43.467906
字トマム,足寄郡陸別町,2-169,,143.734987,43.466953
字トマム,足寄郡陸別町,2-331,,143.73424,43.466982
字トマム,足寄郡陸別町,2-295,,143.732576,43.466936
字トマム,足寄郡陸別町,2-302,,143.732679,43.467237
字トマム,足寄郡陸別町,2-303,,143.733316,43.467187
字トマム,足寄郡陸別町,2-151,,143.733607,43.467124
字トマム,足寄郡陸別町,2-301,,143.733473,43.467439
字トマム,足寄郡陸別町,2-308,,143.733386,43.468749
字トマム,足寄郡陸別町,2-300,,143.732909,43.467564
字トマム,足寄郡陸別町,2-333,,143.733113,43.467739
字トマム,足寄郡陸別町,2-145,,143.732379,43.467624
字トマム,足寄郡陸別町,2-228,,143.731935,43.467472
字トマム,足寄郡陸別町,2-237,,143.732014,43.467786
字トマム,足寄郡陸別町,2-239,,143.732081,43.46791
字トマム,足寄郡陸別町,2-220,,143.73244,43.468293
字トマム,足寄郡陸別町,2-233,,143.732288,43.468238
字トマム,足寄郡陸別町,2-232,,143.731982,43.467798
字トマム,足寄郡陸別町,2-79,,143.731563,43.467315
字トマム,足寄郡陸別町,2-230,,143.73177,43.467091
字トマム,足寄郡陸別町,2-236,,143.731638,43.466869
字トマム,足寄郡陸別町,2-229,,143.731871,43.467318
字トマム,足寄郡陸別町,2-238,,143.731853,43.467546
字トマム,足寄郡陸別町,2-146,,143.732191,43.467233
字トマム,足寄郡陸別町,2-147,,143.731971,43.466662
字トマム,足寄郡陸別町,2-149,,143.731541,43.466493
字トマム,足寄郡陸別町,2-234,,143.731489,43.46629
字トマム,足寄郡陸別町,2-293,,143.731953,43.465849
字トマム,足寄郡陸別町,2-241,,143.731644,43.465974
字トマム,足寄郡陸別町,2-235,,143.731595,43.465986
字トマム,足寄郡陸別町,2-242,,143.731558,43.465889
字トマム,足寄郡陸別町,2-240,,143.731667,43.46572
字トマム,足寄郡陸別町,2-150,,143.73146,43.465644
字トマム,足寄郡陸別町,2-227,,143.731827,43.465368
字トマム,足寄郡陸別町,2-294,,143.732702,43.465736
字トマム,足寄郡陸別町,2-297,,143.732582,43.464754
字トマム,足寄郡陸別町,2-323,,143.733124,43.464548
字トマム,足寄郡陸別町,2-324,,143.733082,43.464405
字トマム,足寄郡陸別町,2-152,,143.733267,43.464266
字トマム,足寄郡陸別町,2-335,,143.733221,43.464254
字トマム,足寄郡陸別町,2-328,,143.733012,43.464409
字トマム,足寄郡陸別町,2-285,,143.732214,43.464067
字トマム,足寄郡陸別町,2-209,,143.732104,43.464049
字トマム,足寄郡陸別町,2-284,,143.732409,43.464512
字トマム,足寄郡陸別町,2-210,,143.731825,43.464747
字トマム,足寄郡陸別町,2-286,,143.731963,43.464982
字トマム,足寄郡陸別町,2-296,,143.731989,43.465152
字トマム,足寄郡陸別町,2-211,,143.731682,43.46495
字トマム,足寄郡陸別町,2-164,,143.73201,43.464735
字トマム,足寄郡陸別町,2-208,,143.731914,43.464296
字トマム,足寄郡陸別町,2-76,,143.730925,43.464608
字トマム,足寄郡陸別町,2-77,,143.730288,43.465395
字トマム,足寄郡陸別町,2-165,,143.729559,43.466165
字トマム,足寄郡陸別町,2-129,,143.727535,43.466274
字トマム,足寄郡陸別町,2-9,,143.728246,43.464984
字トマム,足寄郡陸別町,2-11,,143.727931,43.467374
字トマム,足寄郡陸別町,2-200,,143.728304,43.468474
字トマム,足寄郡陸別町,2-144,,143.729025,43.468399
字トマム,足寄郡陸別町,2-60,,143.730491,43.46873
字トマム,足寄郡陸別町,2-231,,143.731475,43.466093
字トマム,足寄郡陸別町,2-148,,143.730653,43.466802
字トマム,足寄郡陸別町,2-87,,143.730919,43.46786
字トマム,足寄郡陸別町,2-80,,143.731483,43.468541
字トマム,足寄郡陸別町,2-61,,143.731553,43.469937
字トマム,足寄郡陸別町,2-161,,143.729323,43.469567
字トマム,足寄郡陸別町,2-59,,143.728134,43.469252
字トマム,足寄郡陸別町,2-199,,143.727623,43.468553
字トマム,足寄郡陸別町,2-160,,143.728045,43.470009
字トマム,足寄郡陸別町,2-137,,143.727541,43.470684
字トマム,足寄郡陸別町,2-62,,143.728272,43.472017
字トマム,足寄郡陸別町,2-63,,143.731234,43.471635
字トマム,足寄郡陸別町,2-84,,143.731128,43.473186
字トマム,足寄郡陸別町,2-83,,143.730404,43.473257
字トマム,足寄郡陸別町,2-216,,143.732798,43.472207
字トマム,足寄郡陸別町,2-218,,143.73256,43.472623
字トマム,足寄郡陸別町,2-82,,143.733236,43.473254
字トマム,足寄郡陸別町,2-318,,143.733637,43.47289
字トマム,足寄郡陸別町,2-217,,143.733012,43.472162
字トマム,足寄郡陸別町,2-223,,143.733019,43.471891
字トマム,足寄郡陸別町,2-299,,143.733144,43.47207
字トマム,足寄郡陸別町,2-143,,143.733144,43.471648
字トマム,足寄郡陸別町,2-305,,143.733234,43.471364
字トマム,足寄郡陸別町,2-298,,143.733194,43.471198
字トマム,足寄郡陸別町,2-89W1,,143.73248,43.469483
字トマム,足寄郡陸別町,2-166,,143.732238,43.468617
字トマム,足寄郡陸別町,2-219,,143.732588,43.46888
字トマム,足寄郡陸別町,2-225,,143.733001,43.469555
字トマム,足寄郡陸別町,2-291,,143.732927,43.469379
字トマム,足寄郡陸別町,2-221,,143.732615,43.468805
字トマム,足寄郡陸別町,2-307,,143.73266,43.468383
字トマム,足寄郡陸別町,2-81,,143.733525,43.468825
字トマム,足寄郡陸別町,2-292,,143.733521,43.469272
字トマム,足寄郡陸別町,2-310,,143.733517,43.469586
字トマム,足寄郡陸別町,2-226,,143.733268,43.470778
字トマム,足寄郡陸別町,2-334,,143.733394,43.469811
字トマム,足寄郡陸別町,2-224,,143.733166,43.470345
字トマム,足寄郡陸別町,2-222,,143.733018,43.471414
字トマム,足寄郡陸別町,2-306,,143.733632,43.47138
字トマム,足寄郡陸別町,2-192,,143.734134,43.470688
字トマム,足寄郡陸別町,2-174,,143.734698,43.470543
字トマム,足寄郡陸別町,2-332,,143.734401,43.470606
字トマム,足寄郡陸別町,2-172,,143.734359,43.470002
字トマム,足寄郡陸別町,2-313,,143.733804,43.470065
字トマム,足寄郡陸別町,2-170,,143.733907,43.46963
字トマム,足寄郡陸別町,2-312,,143.734131,43.469378
字トマム,足寄郡陸別町,2-311,,143.733946,43.469105
字トマム,足寄郡陸別町,2-309,,143.734116,43.469184
字トマム,足寄郡陸別町,2-168,,143.734725,43.469913
字トマム,足寄郡陸別町,2-179,,143.735082,43.469728
字陸別原野分線,足寄郡陸別町,8-11,,143.735418,43.470435
字トマム,足寄郡陸別町,2-107,,143.735046,43.470126
字トマム,足寄郡陸別町,2-173,,143.735008,43.47081
字トマム,足寄郡陸別町,2-178,,143.735045,43.470527
字陸別原野分線,足寄郡陸別町,8-167,,143.735481,43.470848
字陸別原野分線,足寄郡陸別町,8-204,,143.735429,43.471487
字陸別原野分線,足寄郡陸別町,8-110,,143.736117,43.471049
字陸別原野分線,足寄郡陸別町,8-140,,143.735828,43.471471
字陸別原野分線,足寄郡陸別町,8-181,,143.735769,43.471686
字陸別原野分線,足寄郡陸別町,8-164,,143.735216,43.471631
字陸別原野分線,足寄郡陸別町,8-37,,143.734828,43.471445
字陸別原野分線,足寄郡陸別町,8-12,,143.735155,43.471166
字トマム,足寄郡陸別町,2-175,,143.734909,43.471109
字陸別原野分線,足寄郡陸別町,8-226,,143.734771,43.471464
字トマム,足寄郡陸別町,2-191,,143.734502,43.471183
字トマム,足寄郡陸別町,2-304,,143.734017,43.472144
字陸別原野分線,足寄郡陸別町,96,,143.734284,43.472399
字トマム,足寄郡陸別町,1700,,143.734481,43.473153
字トマム,足寄郡陸別町,2-316,,143.734116,43.47281
字陸別原野分線,足寄郡陸別町,10-25,,143.734569,43.473148
字陸別原野分線,足寄郡陸別町,道-103-2,,143.735479,43.47269
字陸別原野分線,足寄郡陸別町,8-13,,143.734985,43.472067
字陸別原野分線,足寄郡陸別町,10-6,,143.735094,43.472943
字陸別原野分線,足寄郡陸別町,水-173,,143.735425,43.473286
字陸別原野分線,足寄郡陸別町,8-173,,143.736053,43.471932
字陸別原野分線,足寄郡陸別町,8-157,,143.736181,43.471565
字陸別原野分線,足寄郡陸別町,8-175,,143.736131,43.471665
字陸別原野分線,足寄郡陸別町,8-174,,143.736083,43.471765
字陸別原野分線,足寄郡陸別町,8-139,,143.735917,43.47129
字陸別原野分線,足寄郡陸別町,8-40,,143.735976,43.471014
字陸別原野分線,足寄郡陸別町,8-180,,143.736077,43.471322
字陸別原野分線,足寄郡陸別町,8-177,,143.73621,43.471223
字陸別原野分線,足寄郡陸別町,8-179,,143.736254,43.471044
字陸別原野分線,足寄郡陸別町,8-178,,143.736421,43.471115
字陸別原野分線,足寄郡陸別町,8-137,,143.736352,43.471259
字陸別原野分線,足寄郡陸別町,8-176,,143.736213,43.471393
字陸別原野分線,足寄郡陸別町,8-111,,143.735814,43.472061
字陸別原野分線,足寄郡陸別町,8-100,,143.736851,43.471245
字陸別原野分線,足寄郡陸別町,8-171,,143.737081,43.471365
字陸別原野分線,足寄郡陸別町,8-172,,143.736676,43.471949
字陸別原野分線,足寄郡陸別町,8-184,,143.737293,43.471026
字陸別原野分線,足寄郡陸別町,8-225,,143.737628,43.470889
字陸別原野分線,足寄郡陸別町,8-191,,143.738265,43.473082
字陸別原野分線,足寄郡陸別町,8-192,,143.73826,43.473265
字陸別原野分線,足寄郡陸別町,8-78,,143.7384,43.473205
字陸別原野分線,足寄郡陸別町,8-76,,143.738398,43.472946
字陸別原野分線,足寄郡陸別町,8-77,,143.738401,43.472836
字陸別原野分線,足寄郡陸別町,8-190,,143.738325,43.47298
字陸別原野分線,足寄郡陸別町,8-22,,143.738326,43.472919
字陸別原野分線,足寄郡陸別町,8-66,,143.738258,43.472833
字陸別原野分線,足寄郡陸別町,8-3,,143.738375,43.472342
字陸別原野分線,足寄郡陸別町,8-87,,143.738614,43.472116
字陸別原野分線,足寄郡陸別町,8-83,,143.738548,43.472295
字陸別原野分線,足寄郡陸別町,8-86,,143.738686,43.472627
字陸別原野分線,足寄郡陸別町,8-21,,143.738864,43.472983
