小字名,市区町村名,地番,予備名,center_lng,center_lat
字トマム,足寄郡陸別町,88-2,,143.639059,43.48319
字トマム南二線,足寄郡陸別町,91-16,,143.639223,43.483549
字トマム南二線,足寄郡陸別町,91-15,,143.639116,43.483468
字トマム南二線,足寄郡陸別町,88-1,,143.641145,43.48065
字トマム,足寄郡陸別町,89,,143.640726,43.482255
字トマム,足寄郡陸別町,86,,143.641445,43.482164
字トマム,足寄郡陸別町,87,,143.642492,43.481973
字トマム,足寄郡陸別町,水-6,,143.643066,43.481257
字トマム南二線,足寄郡陸別町,184-5,,143.640529,43.480413
字トマム南二線,足寄郡陸別町,86-2,,143.641723,43.47931
字トマム南二線,足寄郡陸別町,86-1,,143.642823,43.479915
字トマム南二線,足寄郡陸別町,道-66,,143.643042,43.479103
字トマム南二線,足寄郡陸別町,道-36,,143.642132,43.478385
字トマム南二線,足寄郡陸別町,84-7,,143.642485,43.478539
字トマム南二線,足寄郡陸別町,86-4,,143.641324,43.478995
字トマム南二線,足寄郡陸別町,86-5,,143.641719,43.478499
字トマム南三線,足寄郡陸別町,85-3,,143.641085,43.478335
字トマム南三線,足寄郡陸別町,85-4,,143.640294,43.478862
字トマム南二線,足寄郡陸別町,水-14,,143.640114,43.479386
字トマム南二線,足寄郡陸別町,88-4,,143.640311,43.47943
字トマム南三線,足寄郡陸別町,87-5,,143.639673,43.479202
字トマム南二線,足寄郡陸別町,88-2,,143.639888,43.480042
字トマム南三線,足寄郡陸別町,85-1,,143.639797,43.478152
字トマム南三線,足寄郡陸別町,85-2,,143.639553,43.477038
字トマム南三線,足寄郡陸別町,道-30,,143.640727,43.47727
字トマム南三線,足寄郡陸別町,83-4,,143.641204,43.475318
字トマム南三線,足寄郡陸別町,83-3,,143.640434,43.475799
字トマム南三線,足寄郡陸別町,84-6,,143.640333,43.475696
字トマム南三線,足寄郡陸別町,84-7,,143.64028,43.475697
字トマム南三線,足寄郡陸別町,道-5,,143.642103,43.474613
字トマム南三線,足寄郡陸別町,84-1,,143.639468,43.475038
字トマム南三線,足寄郡陸別町,84-5,,143.639265,43.473805
字トマム南三線,足寄郡陸別町,82-2,,143.640868,43.47433
字トマム南三線,足寄郡陸別町,82-11,,143.642191,43.474374
字トマム南三線,足寄郡陸別町,82-7,,143.641754,43.474751
字トマム南三線,足寄郡陸別町,81-7,,143.642391,43.474556
字トマム南三線,足寄郡陸別町,81-5,,143.641883,43.474839
字トマム南三線,足寄郡陸別町,水-10,,143.643485,43.474789
字トマム南三線,足寄郡陸別町,82-9,,143.642494,43.474223
字トマム南三線,足寄郡陸別町,82-5,,143.642549,43.474225
字トマム南三線,足寄郡陸別町,82-8,,143.642592,43.474197
字トマム南三線,足寄郡陸別町,82-12,,143.642549,43.474184
字トマム南三線,足寄郡陸別町,82-3,,143.64194,43.474015
字トマム南三線,足寄郡陸別町,80-7,,143.642812,43.474017
字トマム南三線,足寄郡陸別町,82-10,,143.642674,43.474106
字トマム南三線,足寄郡陸別町,82-6,,143.642714,43.474114
字トマム南三線,足寄郡陸別町,81-8,,143.642714,43.474333
字トマム南三線,足寄郡陸別町,81-6,,143.642799,43.474237
字トマム南三線,足寄郡陸別町,83-1,,143.641598,43.476697
字トマム南二線,足寄郡陸別町,84-4,,143.642464,43.478129
字トマム南二線,足寄郡陸別町,84-5,,143.643937,43.477767
字トマム南二線,足寄郡陸別町,82-5,,143.644348,43.47764
字トマム南二線,足寄郡陸別町,82-6,,143.645214,43.477277
字トマム南二線,足寄郡陸別町,82-4,,143.645114,43.476436
字トマム南三線,足寄郡陸別町,79-3,,143.645215,43.475796
字トマム南三線,足寄郡陸別町,81-9,,143.643553,43.476876
字トマム南三線,足寄郡陸別町,81-1,,143.64339,43.475873
字トマム南三線,足寄郡陸別町,81-2,,143.643044,43.474376
字トマム南三線,足寄郡陸別町,80-5,,143.643161,43.473817
字トマム南三線,足寄郡陸別町,80-8,,143.643475,43.473555
字トマム南三線,足寄郡陸別町,79-5,,143.64385,43.473586
字トマム南三線,足寄郡陸別町,79-4,,143.643808,43.473561
字トマム南三線,足寄郡陸別町,80-6,,143.643517,43.473513
字トマム南三線,足寄郡陸別町,79-2,,143.644615,43.473602
字トマム南三線,足寄郡陸別町,79-1,,143.645573,43.474852
字トマム南三線,足寄郡陸別町,道-26,,143.646309,43.474327
字トマム南三線,足寄郡陸別町,77-3,,143.646871,43.47351
字トマム南二線,足寄郡陸別町,80-3,,143.646804,43.475509
字トマム南二線,足寄郡陸別町,80-6,,143.647748,43.475736
字トマム南二線,足寄郡陸別町,80-2,,143.647179,43.476559
字トマム南二線,足寄郡陸別町,80-8,,143.646729,43.476451
字トマム南二線,足寄郡陸別町,80-4,,143.645768,43.476145
字トマム南二線,足寄郡陸別町,80-7,,143.646376,43.476529
字トマム南二線,足寄郡陸別町,水-17,,143.644691,43.477291
字トマム南二線,足寄郡陸別町,82-2,,143.645586,43.477421
字トマム南二線,足寄郡陸別町,184-3,,143.645838,43.477635
字トマム南二線,足寄郡陸別町,82-1,,143.646806,43.477639
字トマム南二線,足寄郡陸別町,水-16,,143.645662,43.479638
字トマム南二線,足寄郡陸別町,84-2,,143.643076,43.478695
字トマム南二線,足寄郡陸別町,84-6,,143.643656,43.478093
字トマム南二線,足寄郡陸別町,184-4,,143.643996,43.478596
字トマム南二線,足寄郡陸別町,84-1,,143.643885,43.479127
字トマム南二線,足寄郡陸別町,道-35,,143.643236,43.479258
字トマム,足寄郡陸別町,85,,143.643055,43.481461
字トマム,足寄郡陸別町,84,,143.6436,43.481316
字トマム南二線,足寄郡陸別町,道-174,,143.643335,43.481667
字トマム南二線,足寄郡陸別町,85,,143.64484,43.481798
字トマム南二線,足寄郡陸別町,道-33,,143.645682,43.481213
字トマム南二線,足寄郡陸別町,83-2,,143.646086,43.48092
字トマム南二線,足寄郡陸別町,83-1,,143.647092,43.480776
字トマム南一線,足寄郡陸別町,84-1,,143.64833,43.482464
字トマム南一線,足寄郡陸別町,84-3,,143.648227,43.481255
字トマム南一線,足寄郡陸別町,82-3,,143.649706,43.481325
字トマム南一線,足寄郡陸別町,長狭物不明-139,,143.647718,43.484369
字トマム南一線,足寄郡陸別町,82-1,,143.650852,43.48101
字トマム南一線,足寄郡陸別町,82-2,,143.65025,43.480199
字トマム南一線,足寄郡陸別町,80-2,,143.650539,43.479957
字トマム南一線,足寄郡陸別町,80-1,,143.652181,43.480233
字トマム南二線,足寄郡陸別町,長狭物不明-179-1,,143.651211,43.478219
字トマム南二線,足寄郡陸別町,79,,143.649904,43.478955
字トマム南二線,足寄郡陸別町,81-1,,143.648238,43.479823
字トマム南二線,足寄郡陸別町,80-1,,143.64759,43.477235
字トマム南二線,足寄郡陸別町,79-2,,143.648815,43.47727
字トマム南二線,足寄郡陸別町,道-29,,143.649468,43.476839
字トマム南二線,足寄郡陸別町,道-8,,143.648735,43.476942
字トマム南二線,足寄郡陸別町,道-30,,143.649056,43.476511
字トマム南二線,足寄郡陸別町,78-6,,143.649214,43.476351
字トマム南二線,足寄郡陸別町,77-2,,143.649752,43.476647
字トマム南二線,足寄郡陸別町,78-9,,143.649484,43.47585
字トマム南二線,足寄郡陸別町,178-4,,143.649605,43.475658
字トマム南二線,足寄郡陸別町,無地番-18,,143.64925,43.475847
字トマム南二線,足寄郡陸別町,184-1,,143.648776,43.476094
字トマム南二線,足寄郡陸別町,78-10,,143.649107,43.475777
字トマム南二線,足寄郡陸別町,道-31,,143.648348,43.475951
字トマム南二線,足寄郡陸別町,道-64,,143.648608,43.476159
字トマム南二線,足寄郡陸別町,184-2,,143.647657,43.476682
字トマム南二線,足寄郡陸別町,80-9,,143.647877,43.475853
字トマム南二線,足寄郡陸別町,道-32,,143.646959,43.474845
字トマム南二線,足寄郡陸別町,78-12,,143.647832,43.475221
字トマム南二線,足寄郡陸別町,78-1,,143.648535,43.474863
字トマム南二線,足寄郡陸別町,78-3,,143.648196,43.474322
字トマム南二線,足寄郡陸別町,76-5,,143.64929,43.473807
字トマム南二線,足寄郡陸別町,76-7,,143.649604,43.474271
字トマム南二線,足寄郡陸別町,78-7,,143.649817,43.475141
字トマム南二線,足寄郡陸別町,無地番-17,,143.649925,43.475502
字トマム南二線,足寄郡陸別町,178-3,,143.650236,43.475326
字トマム南二線,足寄郡陸別町,道-7,,143.650869,43.475524
字トマム南二線,足寄郡陸別町,76-1,,143.65047,43.474664
字トマム南二線,足寄郡陸別町,76-8,,143.650268,43.474224
字トマム南二線,足寄郡陸別町,76-6,,143.65028,43.473396
字トマム南二線,足寄郡陸別町,76-9,,143.650513,43.47429
字トマム南二線,足寄郡陸別町,道-173,,143.651851,43.474873
字トマム南二線,足寄郡陸別町,178-2,,143.650635,43.475115
字トマム南二線,足寄郡陸別町,76-2,,143.65094,43.475214
字トマム南二線,足寄郡陸別町,78-2,,143.650119,43.475721
字トマム南二線,足寄郡陸別町,77,,143.65215,43.477387
字トマム南二線,足寄郡陸別町,75-3,,143.653168,43.477039
字トマム南一線,足寄郡陸別町,78-3,,143.65325,43.47772
字トマム南二線,足寄郡陸別町,75-2,,143.652247,43.475365
字トマム南二線,足寄郡陸別町,75-4,,143.652611,43.474675
字トマム南二線,足寄郡陸別町,74-1,,143.651924,43.473062
字トマム南二線,足寄郡陸別町,道-6,,143.654469,43.473125
字トマム南二線,足寄郡陸別町,73-5,,143.654265,43.473925
字トマム南二線,足寄郡陸別町,75-1,,143.653331,43.475315
字トマム南二線,足寄郡陸別町,178-1,,143.654298,43.475077
字トマム南二線,足寄郡陸別町,73-2,,143.654743,43.475276
字トマム南二線,足寄郡陸別町,73-4,,143.655777,43.474918
字トマム南二線,足寄郡陸別町,73-1,,143.655301,43.474545
字トマム南二線,足寄郡陸別町,道-28,,143.655644,43.474393
字トマム南二線,足寄郡陸別町,71-1,,143.655897,43.473605
字トマム南一線,足寄郡陸別町,74-3,,143.656273,43.475942
字トマム南二線,足寄郡陸別町,73-6,,143.654874,43.475781
字トマム南一線,足寄郡陸別町,76-2,,143.655448,43.478807
字トマム南一線,足寄郡陸別町,76-5,,143.655496,43.479109
字トマム南一線,足寄郡陸別町,75-4,,143.656129,43.478821
字トマム南一線,足寄郡陸別町,75-2,,143.656355,43.478998
字トマム南一線,足寄郡陸別町,77-4,,143.654713,43.479764
字トマム南一線,足寄郡陸別町,78-4,,143.654637,43.479682
字トマム南一線,足寄郡陸別町,78-1,,143.654254,43.479386
字トマム南一線,足寄郡陸別町,76-3,,143.654852,43.478209
字トマム南一線,足寄郡陸別町,76-1,,143.65606,43.478152
字トマム南一線,足寄郡陸別町,78-5,,143.653691,43.47894
字トマム南一線,足寄郡陸別町,78-2,,143.652659,43.478578
字トマム南一線,足寄郡陸別町,長狭物不明-178,,143.65226,43.479056
字トマム南一線,足寄郡陸別町,79-1,,143.653673,43.481435
字トマム南一線,足寄郡陸別町,79-2,,143.654813,43.482341
字トマム南一線,足寄郡陸別町,77-3,,143.654818,43.480754
字トマム南一線,足寄郡陸別町,長狭物不明-177,,143.655226,43.481409
字トマム南一線,足寄郡陸別町,77-1,,143.655713,43.480226
字トマム幹線,足寄郡陸別町,80-1,,143.656259,43.483493
字トマム幹線,足寄郡陸別町,82-1,,143.654727,43.484693
字トマム幹線,足寄郡陸別町,82-3,,143.65588,43.485581
字トマム幹線,足寄郡陸別町,道-9-1,,143.655531,43.485905
字トマム幹線,足寄郡陸別町,81-6,,143.656099,43.48591
字トマム幹線,足寄郡陸別町,81-4,,143.656334,43.485454
字トマム幹線,足寄郡陸別町,81-3,,143.655717,43.486166
字トマム幹線,足寄郡陸別町,81-5,,143.655469,43.486033
字トマム幹線,足寄郡陸別町,83-6,,143.654495,43.486688
字トマム幹線,足寄郡陸別町,84-4,,143.654578,43.486455
字トマム幹線,足寄郡陸別町,83-9,,143.653849,43.487122
字トマム幹線,足寄郡陸別町,84-5,,143.653719,43.487028
字トマム幹線,足寄郡陸別町,84-3,,143.653512,43.486827
字トマム幹線,足寄郡陸別町,道-54,,143.651991,43.486206
字トマム幹線,足寄郡陸別町,84-1,,143.65294,43.485712
字トマム南一線,足寄郡陸別町,81,,143.65247,43.482901
字トマム南一線,足寄郡陸別町,83,,143.650812,43.48401
字トマム南一線,足寄郡陸別町,長狭物不明-179,,143.649935,43.48458
字トマム南一線,足寄郡陸別町,84-2,,143.64947,43.482841
字トマム南一線,足寄郡陸別町,長狭物不明-180,,143.647594,43.482729
字トマム南一線,足寄郡陸別町,85,,143.649087,43.485165
字トマム南一線,足寄郡陸別町,87-2,,143.647929,43.486059
字トマム幹線,足寄郡陸別町,86-6,,143.651361,43.486638
字トマム幹線,足寄郡陸別町,86-1,,143.650404,43.486622
字トマム幹線,足寄郡陸別町,86-2,,143.651582,43.48795
字トマム幹線,足寄郡陸別町,88-4,,143.651501,43.488502
字トマム幹線,足寄郡陸別町,87-5,,143.65167,43.488569
字トマム幹線,足寄郡陸別町,87-8,,143.651847,43.48871
字トマム幹線,足寄郡陸別町,87-3,,143.651564,43.489106
字トマム幹線,足寄郡陸別町,87-6,,143.651243,43.488853
字トマム幹線,足寄郡陸別町,88-6,,143.651302,43.488634
字トマム幹線,足寄郡陸別町,88-3,,143.650968,43.488374
字トマム幹線,足寄郡陸別町,87-4,,143.65043,43.489392
字トマム幹線,足寄郡陸別町,88-5,,143.650585,43.489109
字トマム幹線,足寄郡陸別町,88-1,,143.649554,43.487961
字トマム幹線,足寄郡陸別町,90-1,,143.648386,43.489401
字トマム幹線,足寄郡陸別町,90-3,,143.646867,43.489397
字トマム幹線,足寄郡陸別町,92-9,,143.647836,43.490367
字トマム幹線,足寄郡陸別町,91-6,,143.648058,43.490947
字トマム幹線,足寄郡陸別町,91-8,,143.647606,43.491253
字トマム幹線,足寄郡陸別町,91-14,,143.647873,43.491104
字トマム幹線,足寄郡陸別町,91-12,,143.648283,43.490829
字トマム幹線,足寄郡陸別町,91-4,,143.647912,43.491316
字トマム幹線,足寄郡陸別町,道-56-1,,143.650386,43.492291
字トマム幹線,足寄郡陸別町,道-56,,143.649445,43.491547
字トマム幹線,足寄郡陸別町,91-10,,143.650452,43.492452
字トマム幹線,足寄郡陸別町,91-9,,143.649483,43.491646
字トマム幹線,足寄郡陸別町,91-15,,143.649998,43.492118
字トマム幹線,足寄郡陸別町,89-4,,143.649575,43.491578
字トマム幹線,足寄郡陸別町,89-5,,143.649636,43.491593
字トマム幹線,足寄郡陸別町,89-1,,143.650561,43.491112
字トマム幹線,足寄郡陸別町,89-3,,143.650038,43.489943
字トマム幹線,足寄郡陸別町,87-7,,143.651987,43.489704
字トマム北一線,足寄郡陸別町,88-2,,143.653875,43.491372
字トマム幹線,足寄郡陸別町,87-1,,143.652469,43.490586
字トマム幹線,足寄郡陸別町,85-11,,143.652929,43.489023
字トマム幹線,足寄郡陸別町,85-10,,143.652636,43.488496
字トマム幹線,足寄郡陸別町,85-4,,143.652164,43.488481
字トマム幹線,足寄郡陸別町,85-7,,143.65237,43.488107
字トマム幹線,足寄郡陸別町,85-8,,143.652113,43.488307
字トマム幹線,足寄郡陸別町,86-7,,143.652257,43.487998
字トマム幹線,足寄郡陸別町,86-9,,143.652213,43.487535
字トマム幹線,足寄郡陸別町,86-5,,143.653029,43.487372
字トマム幹線,足寄郡陸別町,86-8,,143.653108,43.487435
字トマム幹線,足寄郡陸別町,85-5,,143.652784,43.487832
字トマム幹線,足寄郡陸別町,85-12,,143.65295,43.488135
字トマム幹線,足寄郡陸別町,85-3,,143.653387,43.487538
字トマム幹線,足寄郡陸別町,85-6,,143.653283,43.487498
字トマム幹線,足寄郡陸別町,83-8,,143.653531,43.487334
字トマム幹線,足寄郡陸別町,83-4,,143.65356,43.487358
字トマム幹線,足寄郡陸別町,83-7,,143.653699,43.487222
字トマム幹線,足寄郡陸別町,83-5,,143.654132,43.487479
字トマム幹線,足寄郡陸別町,85-1,,143.654364,43.48917
字トマム幹線,足寄郡陸別町,85-9,,143.654874,43.488549
字トマム幹線,足寄郡陸別町,83-10,,143.654465,43.488113
字トマム幹線,足寄郡陸別町,道-55,,143.654596,43.488271
字トマム幹線,足寄郡陸別町,83-1,,143.655246,43.487409
字トマム北一線,足寄郡陸別町,86-6,,143.655927,43.489378
字トマム北一線,足寄郡陸別町,86-2,,143.654925,43.490299
字トマム北一線,足寄郡陸別町,86-1,,143.656306,43.490268
字トマム北一線,足寄郡陸別町,86-3,,143.657069,43.491483
字トマム北一線,足寄郡陸別町,長狭物不明-156-2,,143.656569,43.489831
字トマム北一線,足寄郡陸別町,86-5,,143.657341,43.490505
字トマム北一線,足寄郡陸別町,84-6,,143.657252,43.490314
字トマム北一線,足寄郡陸別町,84-2,,143.658158,43.490437
字トマム北一線,足寄郡陸別町,84-5,,143.658969,43.490228
字トマム北一線,足寄郡陸別町,83-5,,143.658121,43.491004
字トマム北一線,足寄郡陸別町,長狭物不明-156-1,,143.657937,43.490917
字トマム北一線,足寄郡陸別町,84-7,,143.657706,43.490672
字トマム北一線,足寄郡陸別町,86-4,,143.657606,43.490716
字トマム北一線,足寄郡陸別町,85-1,,143.657985,43.491802
字トマム北一線,足寄郡陸別町,85-7,,143.658054,43.491071
字トマム北一線,足寄郡陸別町,道-45,,143.658735,43.49155
字トマム北一線,足寄郡陸別町,83-1,,143.659718,43.490943
字トマム北一線,足寄郡陸別町,84-4,,143.659401,43.489892
字トマム北一線,足寄郡陸別町,82-3,,143.65881,43.488543
字トマム北一線,足寄郡陸別町,82-2,,143.660377,43.489263
字トマム北一線,足寄郡陸別町,82-1,,143.659741,43.488076
字トマム北一線,足寄郡陸別町,84-1,,143.657538,43.489653
字トマム北一線,足寄郡陸別町,84-3,,143.65719,43.488767
字トマム幹線,足寄郡陸別町,83-3,,143.656671,43.48794
字トマム幹線,足寄郡陸別町,81-7,,143.656887,43.48702
字トマム幹線,足寄郡陸別町,81-1,,143.657527,43.486319
字トマム幹線,足寄郡陸別町,80-5,,143.657085,43.484774
字トマム幹線,足寄郡陸別町,道-52,,143.657264,43.483027
字トマム幹線,足寄郡陸別町,78-3,,143.657907,43.483012
字トマム幹線,足寄郡陸別町,80-4,,143.658202,43.484036
字トマム幹線,足寄郡陸別町,80-3,,143.657575,43.484103
字トマム幹線,足寄郡陸別町,80-6,,143.657767,43.484322
字トマム幹線,足寄郡陸別町,79-7,,143.657667,43.484568
字トマム幹線,足寄郡陸別町,79-5,,143.658762,43.484286
字トマム幹線,足寄郡陸別町,77-5,,143.659346,43.484573
字トマム幹線,足寄郡陸別町,77-12,,143.659451,43.484594
字トマム幹線,足寄郡陸別町,77-10,,143.658661,43.483939
字トマム幹線,足寄郡陸別町,77-11,,143.658684,43.483898
字トマム幹線,足寄郡陸別町,77-8,,143.658741,43.48391
字トマム幹線,足寄郡陸別町,78-4,,143.659981,43.482849
字トマム幹線,足寄郡陸別町,77-9,,143.660007,43.483003
字トマム幹線,足寄郡陸別町,75-8,,143.660375,43.482757
字トマム幹線,足寄郡陸別町,77-1,,143.660175,43.483953
字トマム幹線,足寄郡陸別町,77-4,,143.660975,43.484873
字トマム幹線,足寄郡陸別町,77-13,,143.660385,43.485337
字トマム幹線,足寄郡陸別町,77-7,,143.660788,43.485696
字トマム幹線,足寄郡陸別町,79-6,,143.659663,43.485004
字トマム幹線,足寄郡陸別町,77-14,,143.660189,43.485181
字トマム幹線,足寄郡陸別町,77-6,,143.660137,43.485216
字トマム幹線,足寄郡陸別町,道-53,,143.659641,43.484913
字トマム幹線,足寄郡陸別町,79-3,,143.660568,43.485718
字トマム幹線,足寄郡陸別町,79-4,,143.659698,43.485332
字トマム幹線,足寄郡陸別町,79-1,,143.658109,43.485224
字トマム北一線,足寄郡陸別町,80-3,,143.659579,43.486957
字トマム北一線,足寄郡陸別町,80-2,,143.660774,43.486543
字トマム北一線,足寄郡陸別町,80-5,,143.661062,43.486111
字トマム北一線,足寄郡陸別町,78-3,,143.660946,43.48583
字トマム北一線,足寄郡陸別町,長狭物不明-152,,143.661864,43.486676
字トマム北一線,足寄郡陸別町,80-4,,143.662806,43.487497
字トマム北一線,足寄郡陸別町,78-5,,143.661364,43.486115
字トマム北一線,足寄郡陸別町,78-1,,143.66314,43.486398
字トマム北一線,足寄郡陸別町,78-2,,143.662432,43.485013
字トマム北一線,足寄郡陸別町,80-6,,143.660869,43.485958
字トマム幹線,足寄郡陸別町,77-3,,143.660874,43.485357
字トマム幹線,足寄郡陸別町,75-5,,143.661159,43.482764
字トマム幹線,足寄郡陸別町,75-3,,143.661382,43.482562
字トマム幹線,足寄郡陸別町,75-4,,143.661845,43.483586
字トマム幹線,足寄郡陸別町,75-1,,143.662601,43.482963
字トマム北一線,足寄郡陸別町,76-4,,143.663195,43.484666
字トマム幹線,足寄郡陸別町,73-3,,143.66437,43.48274
字トマム北一線,足寄郡陸別町,74-2,,143.665282,43.48329
字トマム北一線,足寄郡陸別町,76-2,,143.664033,43.483988
字トマム北一線,足寄郡陸別町,76-1,,143.665437,43.485218
字トマム北一線,足寄郡陸別町,長狭物不明-149,,143.672253,43.481565
字トマム北一線,足寄郡陸別町,76-3,,143.664305,43.485534
字トマム北一線,足寄郡陸別町,78-4,,143.663155,43.487414
字トマム北一線,足寄郡陸別町,77-4,,143.664178,43.486933
字トマム北一線,足寄郡陸別町,76-6,,143.665065,43.486132
字トマム北一線,足寄郡陸別町,77-1,,143.664897,43.487751
字トマム北一線,足寄郡陸別町,77-5,,143.663858,43.488088
字トマム北一線,足寄郡陸別町,道-43,,143.663207,43.487746
字トマム北一線,足寄郡陸別町,77-3,,143.663962,43.488228
字トマム北一線,足寄郡陸別町,79-4,,143.66404,43.488469
字トマム北一線,足寄郡陸別町,79-1,,143.663169,43.488971
字トマム北一線,足寄郡陸別町,道-55,,143.663225,43.487516
字トマム北一線,足寄郡陸別町,80-7,,143.662063,43.488145
字トマム北一線,足寄郡陸別町,80-1,,143.661342,43.487491
字トマム北一線,足寄郡陸別町,81-1,,143.66143,43.48999
字トマム北一線,足寄郡陸別町,83-4,,143.661202,43.491321
字トマム北一線,足寄郡陸別町,81-4,,143.662395,43.490739
字トマム北一線,足寄郡陸別町,81-2,,143.662105,43.491468
字トマム北一線,足寄郡陸別町,81-3,,143.663367,43.490416
字トマム北二線,足寄郡陸別町,82,,143.663658,43.490832
字トマム北一線,足寄郡陸別町,水-9,,143.660442,43.491644
字トマム北一線,足寄郡陸別町,79-2,,143.66352,43.490349
字トマム北一線,足寄郡陸別町,79-3,,143.663861,43.48999
字トマム北二線,足寄郡陸別町,80-1,,143.665233,43.489941
字トマム,足寄郡陸別町,57-92,,143.663505,43.49209
字トマム,足寄郡陸別町,57-131,,143.666779,43.49094
字トマム,足寄郡陸別町,115-2,,143.666731,43.490172
字トマム,足寄郡陸別町,115-6,,143.66694,43.489673
字トマム,足寄郡陸別町,115-7,,143.667244,43.489474
字トマム,足寄郡陸別町,115-4,,143.666441,43.490066
字トマム,足寄郡陸別町,115-10,,143.666517,43.489803
字トマム,足寄郡陸別町,115-9,,143.666306,43.489926
字トマム,足寄郡陸別町,115-11,,143.666456,43.489815
字トマム北二線,足寄郡陸別町,78-6,,143.666032,43.489789
字トマム北二線,足寄郡陸別町,78-3,,143.666036,43.489845
字トマム北二線,足寄郡陸別町,道-27,,143.665672,43.489674
字トマム,足寄郡陸別町,115-5,,143.666187,43.489896
字トマム北二線,足寄郡陸別町,80-3,,143.665507,43.4896
字トマム北二線,足寄郡陸別町,80-2,,143.665525,43.489617
字トマム北一線,足寄郡陸別町,77-2,,143.665374,43.489208
字トマム北二線,足寄郡陸別町,78-2,,143.667135,43.488428
字トマム北二線,足寄郡陸別町,78-1,,143.667094,43.488995
字トマム北二線,足寄郡陸別町,78-5,,143.667535,43.489258
字トマム北二線,足寄郡陸別町,78-4,,143.666152,43.489712
字トマム,足寄郡陸別町,115-8,,143.668022,43.48924
字トマム,足寄郡陸別町,112-6,,143.668147,43.489165
字トマム北一線,足寄郡陸別町,75-2,,143.667298,43.488115
字トマム北二線,足寄郡陸別町,76-3,,143.668697,43.487297
字トマム北二線,足寄郡陸別町,76-4,,143.668261,43.48773
字トマム北二線,足寄郡陸別町,76-2,,143.668971,43.487672
字トマム,足寄郡陸別町,112-2,,143.669571,43.488791
字トマム,足寄郡陸別町,112-9,,143.66939,43.488648
字トマム北二線,足寄郡陸別町,76-1,,143.668067,43.488674
字トマム北二線,足寄郡陸別町,76-6,,143.669,43.488624
字トマム北二線,足寄郡陸別町,76-5,,143.669672,43.488413
字トマム,足寄郡陸別町,112-7,,143.669044,43.488755
字トマム,足寄郡陸別町,112-8,,143.668552,43.489007
字トマム,足寄郡陸別町,112-3,,143.668833,43.489139
字トマム,足寄郡陸別町,115-3,,143.667893,43.48966
字トマム,足寄郡陸別町,115-1,,143.667833,43.490553
字トマム,足寄郡陸別町,114-3,,143.669337,43.490381
字トマム,足寄郡陸別町,114-2,,143.669527,43.491427
字トマム,足寄郡陸別町,111-3,,143.66994,43.490133
字トマム,足寄郡陸別町,111-2,,143.671055,43.490605
字トマム,足寄郡陸別町,1672,,143.672762,43.487955
字トマム,足寄郡陸別町,109-2,,143.672924,43.489895
字トマム,足寄郡陸別町,109-3,,143.672672,43.488615
字トマム北二線,足寄郡陸別町,72-9,,143.672586,43.487428
字トマム北二線,足寄郡陸別町,72-7,,143.672664,43.487419
字トマム,足寄郡陸別町,60-8,,143.672692,43.487598
字トマム,足寄郡陸別町,60-4,,143.672564,43.487539
字トマム,足寄郡陸別町,110-10,,143.672235,43.487737
字トマム,足寄郡陸別町,60-9,,143.672435,43.487486
字トマム,足寄郡陸別町,60-3,,143.672294,43.487509
字トマム,足寄郡陸別町,110-6,,143.672198,43.487572
字トマム,足寄郡陸別町,110-11,,143.671905,43.487646
字トマム,足寄郡陸別町,110-4,,143.672131,43.487544
字トマム北二線,足寄郡陸別町,74-1,,143.671084,43.487358
字トマム,足寄郡陸別町,110-7,,143.672207,43.487676
字トマム,足寄郡陸別町,110-9,,143.670995,43.487995
字トマム,足寄郡陸別町,110-3,,143.671006,43.48828
字トマム,足寄郡陸別町,110-5,,143.671595,43.487895
字トマム,足寄郡陸別町,110-2,,143.671513,43.488004
字トマム,足寄郡陸別町,110-1,,143.671105,43.488666
字トマム,足寄郡陸別町,112-1,,143.66936,43.489644
字トマム,足寄郡陸別町,112-5,,143.670109,43.488636
字トマム,足寄郡陸別町,110-8,,143.670191,43.488373
字トマム,足寄郡陸別町,112-4,,143.669781,43.488494
字トマム北二線,足寄郡陸別町,74-3,,143.670162,43.488224
字トマム北二線,足寄郡陸別町,74-6,,143.670659,43.488021
字トマム北二線,足寄郡陸別町,水-6,,143.670191,43.487239
字トマム北二線,足寄郡陸別町,74-4,,143.669259,43.487487
字トマム北二線,足寄郡陸別町,74-5,,143.669833,43.486914
字トマム北二線,足寄郡陸別町,74-2,,143.670257,43.48636
字トマム北二線,足寄郡陸別町,道-25,,143.670669,43.486313
字トマム北二線,足寄郡陸別町,72-2,,143.671991,43.485323
字トマム北二線,足寄郡陸別町,72-5,,143.671745,43.485913
字トマム北二線,足寄郡陸別町,道-23,,143.671712,43.487144
字トマム北二線,足寄郡陸別町,72-4,,143.67151,43.486389
字トマム北二線,足寄郡陸別町,72-3,,143.67239,43.486968
字トマム北二線,足寄郡陸別町,72-1,,143.673666,43.486662
字トマム北二線,足寄郡陸別町,72-8,,143.67334,43.487199
字トマム北二線,足寄郡陸別町,72-6,,143.67346,43.487242
字トマム北二線,足寄郡陸別町,70-5,,143.673901,43.485161
字トマム北二線,足寄郡陸別町,70-4,,143.673593,43.484958
字トマム北二線,足寄郡陸別町,70-2,,143.673634,43.484355
字トマム北一線,足寄郡陸別町,69,,143.671867,43.483583
