小字名,市区町村名,地番,大字名,丁目名,center_lng,center_lat
字浜大樹,広尾郡大樹町,78,,,143.43311,42.477811
字浜大樹,広尾郡大樹町,67-38,,,143.41714,42.462602
字浜大樹,広尾郡大樹町,67-33,,,143.423172,42.465846
字浜大樹,広尾郡大樹町,筆界未定地-100,,,143.424216,42.465716
字浜大樹,広尾郡大樹町,67-51,,,143.424085,42.466213
字浜大樹,広尾郡大樹町,無地番-3,,,143.424302,42.466547
字浜大樹,広尾郡大樹町,67-65,,,143.423796,42.466621
字浜大樹,広尾郡大樹町,67-69,,,143.424094,42.467039
字浜大樹,広尾郡大樹町,67-34,,,143.424402,42.466768
字浜大樹,広尾郡大樹町,67-67,,,143.424642,42.466503
字浜大樹,広尾郡大樹町,67-42,,,143.424879,42.466797
字浜大樹,広尾郡大樹町,67-57,,,143.424916,42.46705
字浜大樹,広尾郡大樹町,67-72,,,143.424961,42.467143
字浜大樹,広尾郡大樹町,67-73,,,143.425036,42.467138
字浜大樹,広尾郡大樹町,67-70,,,143.42451,42.467315
字浜大樹,広尾郡大樹町,67-56,,,143.424684,42.46704
字浜大樹,広尾郡大樹町,67-68,,,143.423756,42.467175
字浜大樹,広尾郡大樹町,67-71,,,143.42459,42.467836
字浜大樹,広尾郡大樹町,67-44,,,143.425167,42.467942
字浜大樹,広尾郡大樹町,67-35,,,143.424767,42.46849
字浜大樹,広尾郡大樹町,67-75,,,143.423258,42.469369
字浜大樹,広尾郡大樹町,67-31,,,143.426143,42.47007
字浜大樹,広尾郡大樹町,67-60,,,143.425812,42.470264
字浜大樹,広尾郡大樹町,67-27,,,143.427067,42.47009
字浜大樹,広尾郡大樹町,67-26,,,143.426866,42.47017
字浜大樹,広尾郡大樹町,67-24,,,143.426968,42.470313
字浜大樹,広尾郡大樹町,67-22,,,143.427072,42.470455
字浜大樹,広尾郡大樹町,67-15,,,143.426489,42.470302
字浜大樹,広尾郡大樹町,67-14,,,143.426231,42.470404
字浜大樹,広尾郡大樹町,67-13,,,143.426579,42.470424
字浜大樹,広尾郡大樹町,67-11,,,143.426668,42.470547
字浜大樹,広尾郡大樹町,67-59,,,143.42653,42.471232
字浜大樹,広尾郡大樹町,67-12,,,143.426301,42.470535
字浜大樹,広尾郡大樹町,67-10,,,143.42639,42.470658
字浜大樹,広尾郡大樹町,67-9,,,143.426758,42.47067
字浜大樹,広尾郡大樹町,67-18,,,143.427279,42.470742
字浜大樹,広尾郡大樹町,67-19,,,143.427515,42.470648
字浜大樹,広尾郡大樹町,67-20,,,143.427175,42.470599
字浜大樹,広尾郡大樹町,67-23,,,143.427307,42.470362
字浜大樹,広尾郡大樹町,67-21,,,143.427411,42.470505
字浜大樹,広尾郡大樹町,67-62,,,143.427622,42.470363
字浜大樹,広尾郡大樹町,67-25,,,143.427204,42.470219
字浜大樹,広尾郡大樹町,67-63,,,143.42709,42.469495
字浜大樹,広尾郡大樹町,67-30,,,143.426364,42.468702
字浜大樹,広尾郡大樹町,67-32,,,143.426759,42.469825
字浜大樹,広尾郡大樹町,67-55,,,143.425764,42.469182
字浜大樹,広尾郡大樹町,67-61,,,143.425302,42.468577
字浜大樹,広尾郡大樹町,67-37,,,143.425455,42.468428
字浜大樹,広尾郡大樹町,67-64,,,143.426224,42.468426
字浜大樹,広尾郡大樹町,67-43,,,143.426014,42.468334
字浜大樹,広尾郡大樹町,67-45,,,143.425894,42.468318
字浜大樹,広尾郡大樹町,67-47,,,143.425841,42.468279
字浜大樹,広尾郡大樹町,67-36,,,143.425369,42.468222
字浜大樹,広尾郡大樹町,67-49,,,143.425392,42.467837
字浜大樹,広尾郡大樹町,67-41,,,143.425388,42.467489
字浜大樹,広尾郡大樹町,135,,,143.429486,42.472257
字浜大樹,広尾郡大樹町,136,,,143.429592,42.472394
字浜大樹,広尾郡大樹町,137,,,143.429698,42.472531
字浜大樹,広尾郡大樹町,143,,,143.429348,42.472493
字浜大樹,広尾郡大樹町,330,,,143.429033,42.472386
字浜大樹,広尾郡大樹町,144,,,143.429244,42.472354
字浜大樹,広尾郡大樹町,134,,,143.429423,42.472175
字浜大樹,広尾郡大樹町,145,,,143.429184,42.472272
字浜大樹,広尾郡大樹町,146,,,143.429125,42.472192
字浜大樹,広尾郡大樹町,331,,,143.429321,42.471983
字浜大樹,広尾郡大樹町,133,,,143.429331,42.472109
字浜大樹,広尾郡大樹町,327,,,143.429274,42.471721
字浜大樹,広尾郡大樹町,126,,,143.428311,42.470788
字浜大樹,広尾郡大樹町,125,,,143.428097,42.470876
字浜大樹,広尾郡大樹町,124,,,143.42821,42.470996
字浜大樹,広尾郡大樹町,127,,,143.428418,42.470913
字浜大樹,広尾郡大樹町,128,,,143.428518,42.471042
字浜大樹,広尾郡大樹町,122,,,143.428355,42.471192
字浜大樹,広尾郡大樹町,129,,,143.428618,42.471171
字浜大樹,広尾郡大樹町,130,,,143.42872,42.471303
字浜大樹,広尾郡大樹町,131,,,143.428808,42.471451
字浜大樹,広尾郡大樹町,120,,,143.428609,42.471531
字浜大樹,広尾郡大樹町,119,,,143.428262,42.471686
字浜大樹,広尾郡大樹町,118,,,143.428193,42.471557
字浜大樹,広尾郡大樹町,117,,,143.428102,42.471435
字浜大樹,広尾郡大樹町,121,,,143.428504,42.471392
字浜大樹,広尾郡大樹町,338,,,143.428204,42.471269
字浜大樹,広尾郡大樹町,116,,,143.428017,42.47132
字浜大樹,広尾郡大樹町,110,,,143.427697,42.471308
字浜大樹,広尾郡大樹町,109,,,143.427778,42.471417
字浜大樹,広尾郡大樹町,108,,,143.427864,42.471533
字浜大樹,広尾郡大樹町,107,,,143.427954,42.471654
字浜大樹,広尾郡大樹町,325,,,143.427621,42.471507
字浜大樹,広尾郡大樹町,102,,,143.427424,42.471579
字浜大樹,広尾郡大樹町,101,,,143.427332,42.471454
字浜大樹,広尾郡大樹町,100,,,143.427243,42.471334
字浜大樹,広尾郡大樹町,99-1,,,143.427129,42.471243
字浜大樹,広尾郡大樹町,112,,,143.427515,42.471095
字浜大樹,広尾郡大樹町,111,,,143.427616,42.471198
字浜大樹,広尾郡大樹町,115,,,143.427936,42.471211
字浜大樹,広尾郡大樹町,114,,,143.427846,42.47109
字浜大樹,広尾郡大樹町,113,,,143.427815,42.470961
字浜大樹,広尾郡大樹町,326,,,143.427841,42.470845
字浜大樹,広尾郡大樹町,67-17,,,143.4276,42.470798
字浜大樹,広尾郡大樹町,67-16,,,143.427417,42.470871
字浜大樹,広尾郡大樹町,67-7,,,143.426847,42.470793
字浜大樹,広尾郡大樹町,67-5,,,143.426937,42.470916
字浜大樹,広尾郡大樹町,67-3,,,143.427006,42.471046
字浜大樹,広尾郡大樹町,67-2,,,143.426747,42.471148
字浜大樹,広尾郡大樹町,67-4,,,143.426657,42.471026
字浜大樹,広尾郡大樹町,67-6,,,143.426569,42.470903
字浜大樹,広尾郡大樹町,67-8,,,143.42648,42.470781
字浜大樹,広尾郡大樹町,67-53,,,143.425671,42.471059
字浜大樹,広尾郡大樹町,64-8,,,143.426415,42.471695
字浜大樹,広尾郡大樹町,86,,,143.426621,42.471585
字浜大樹,広尾郡大樹町,85-1,,,143.426534,42.471478
字浜大樹,広尾郡大樹町,64-9,,,143.426345,42.471564
字浜大樹,広尾郡大樹町,85-2,,,143.4264,42.471459
字浜大樹,広尾郡大樹町,324,,,143.426897,42.471209
字浜大樹,広尾郡大樹町,98-1,,,143.426889,42.47134
字浜大樹,広尾郡大樹町,98-2,,,143.426826,42.471288
字浜大樹,広尾郡大樹町,97,,,143.426966,42.471447
字浜大樹,広尾郡大樹町,96,,,143.427055,42.471567
字浜大樹,広尾郡大樹町,95,,,143.427147,42.471691
字浜大樹,広尾郡大樹町,323,,,143.426961,42.471758
字浜大樹,広尾郡大樹町,87,,,143.426705,42.471705
字浜大樹,広尾郡大樹町,88,,,143.426789,42.471824
字浜大樹,広尾郡大樹町,90,,,143.426958,42.472064
字浜大樹,広尾郡大樹町,64-3,,,143.426725,42.472104
字浜大樹,広尾郡大樹町,89,,,143.426873,42.471944
字浜大樹,広尾郡大樹町,64-6,,,143.426609,42.471975
字浜大樹,広尾郡大樹町,64-7,,,143.42651,42.471832
字浜大樹,広尾郡大樹町,64-4,,,143.426139,42.471545
字浜大樹,広尾郡大樹町,64-5,,,143.425996,42.47185
字浜大樹,広尾郡大樹町,63-8,,,143.425625,42.471754
字浜大樹,広尾郡大樹町,63-3,,,143.425461,42.471881
字浜大樹,広尾郡大樹町,50-8,,,143.426066,42.472279
字浜大樹,広尾郡大樹町,50-7,,,143.426179,42.472386
字浜大樹,広尾郡大樹町,62-2,,,143.425266,42.472132
字浜大樹,広尾郡大樹町,49-10,,,143.425617,42.472304
字浜大樹,広尾郡大樹町,50-5,,,143.426346,42.472616
字浜大樹,広尾郡大樹町,50-2,,,143.426378,42.47234
字浜大樹,広尾郡大樹町,50-6,,,143.426262,42.472501
字浜大樹,広尾郡大樹町,50-10,,,143.426557,42.472385
字浜大樹,広尾郡大樹町,91,,,143.427096,42.472161
字浜大樹,広尾郡大樹町,50-9,,,143.426711,42.472471
字浜大樹,広尾郡大樹町,50-3,,,143.42698,42.472557
字浜大樹,広尾郡大樹町,169-1,,,143.427917,42.472427
字浜大樹,広尾郡大樹町,170-1,,,143.42778,42.472416
字浜大樹,広尾郡大樹町,167-1,,,143.428067,42.472336
字浜大樹,広尾郡大樹町,166,,,143.42792,42.472239
字浜大樹,広尾郡大樹町,172,,,143.427626,42.47221
字浜大樹,広尾郡大樹町,171,,,143.427611,42.472367
字浜大樹,広尾郡大樹町,173,,,143.427449,42.472303
字浜大樹,広尾郡大樹町,92,,,143.427415,42.472049
字浜大樹,広尾郡大樹町,93,,,143.427333,42.471941
字浜大樹,広尾郡大樹町,94,,,143.42724,42.471816
字浜大樹,広尾郡大樹町,103,,,143.427517,42.471703
字浜大樹,広尾郡大樹町,104,,,143.42761,42.471829
字浜大樹,広尾郡大樹町,106,,,143.428011,42.471787
字浜大樹,広尾郡大樹町,329,,,143.42806,42.471899
字浜大樹,広尾郡大樹町,105,,,143.427778,42.471903
字浜大樹,広尾郡大樹町,165,,,143.427796,42.472136
字浜大樹,広尾郡大樹町,163,,,143.42832,42.472144
字浜大樹,広尾郡大樹町,164,,,143.428225,42.47198
字浜大樹,広尾郡大樹町,147,,,143.428442,42.471893
字浜大樹,広尾郡大樹町,132,,,143.428986,42.471829
字浜大樹,広尾郡大樹町,148,,,143.428557,42.472047
字浜大樹,広尾郡大樹町,150,,,143.428778,42.472344
字浜大樹,広尾郡大樹町,149,,,143.428668,42.472195
字浜大樹,広尾郡大樹町,328,,,143.428201,42.472287
字浜大樹,広尾郡大樹町,162,,,143.42843,42.472292
字浜大樹,広尾郡大樹町,161,,,143.42854,42.47244
字浜大樹,広尾郡大樹町,167-2,,,143.42816,42.472498
字浜大樹,広尾郡大樹町,160,,,143.428651,42.472591
字浜大樹,広尾郡大樹町,151,,,143.428889,42.472494
字浜大樹,広尾郡大樹町,152,,,143.428993,42.472635
字浜大樹,広尾郡大樹町,159,,,143.428756,42.472732
字浜大樹,広尾郡大樹町,180,,,143.428379,42.472934
字浜大樹,広尾郡大樹町,179-1,,,143.428106,42.472866
字浜大樹,広尾郡大樹町,187,,,143.428212,42.473018
字浜大樹,広尾郡大樹町,181,,,143.428471,42.473051
字浜大樹,広尾郡大樹町,158,,,143.42886,42.472872
字浜大樹,広尾郡大樹町,157,,,143.428964,42.473011
字浜大樹,広尾郡大樹町,182,,,143.428562,42.473174
