小字名,市区町村名,地番,大字名,center_lng,center_lat
字立川,磯谷郡蘭越町,328-1,,140.564042,42.71949
字立川,磯谷郡蘭越町,331,,140.563424,42.718599
字立川,磯谷郡蘭越町,333-1,,140.564239,42.712275
字立川,磯谷郡蘭越町,335-1,,140.563583,42.711221
字川上,磯谷郡蘭越町,1-85,,140.563624,42.706334
字川上,磯谷郡蘭越町,1-1,,140.565037,42.705639
字川上,磯谷郡蘭越町,6-1,,140.564186,42.705132
字川上,磯谷郡蘭越町,6-6,,140.56389,42.705303
字川上,磯谷郡蘭越町,5-1,,140.563626,42.70385
字川上,磯谷郡蘭越町,8,,140.565427,42.703599
字川上,磯谷郡蘭越町,12-1,,140.563758,42.699664
字川上,磯谷郡蘭越町,8-2,,140.564914,42.696243
字川上,磯谷郡蘭越町,9,,140.565558,42.698553
字川上,磯谷郡蘭越町,202-5,,140.567913,42.691087
字川上,磯谷郡蘭越町,202-6,,140.569485,42.687355
字川上,磯谷郡蘭越町,204,,140.564215,42.680508
字川上,磯谷郡蘭越町,203-2,,140.562321,42.680443
字川上,磯谷郡蘭越町,203,,140.567228,42.681546
字川上,磯谷郡蘭越町,69,,140.565916,42.679115
字川上,磯谷郡蘭越町,水-119,,140.567398,42.679589
字川上,磯谷郡蘭越町,66,,140.567243,42.678441
字川上,磯谷郡蘭越町,67,,140.564116,42.678347
字川上,磯谷郡蘭越町,68,,140.563735,42.678792
字川上,磯谷郡蘭越町,66-2,,140.56406,42.677745
字川上,磯谷郡蘭越町,302,,140.563458,42.674718
字川上,磯谷郡蘭越町,55-2,,140.566183,42.674393
字川上,磯谷郡蘭越町,64,,140.567292,42.674777
字川上,磯谷郡蘭越町,57-2,,140.567872,42.677652
字川上,磯谷郡蘭越町,水-120,,140.569195,42.677254
字川上,磯谷郡蘭越町,61,,140.567855,42.677095
字川上,磯谷郡蘭越町,52-3,,140.569753,42.67477
字川上,磯谷郡蘭越町,55,,140.570526,42.676658
字川上,磯谷郡蘭越町,59,,140.56882,42.676088
字川上,磯谷郡蘭越町,54,,140.570147,42.674647
字川上,磯谷郡蘭越町,58,,140.569926,42.676798
字川上,磯谷郡蘭越町,水-121,,140.569918,42.677111
字川上,磯谷郡蘭越町,57,,140.569967,42.677742
字川上,磯谷郡蘭越町,56,,140.571257,42.677241
字川上,磯谷郡蘭越町,24-1,,140.571612,42.678223
字川上,磯谷郡蘭越町,25-2,,140.571483,42.678753
字川上,磯谷郡蘭越町,25-3,,140.571705,42.678641
字川上,磯谷郡蘭越町,22-2,,140.571462,42.679497
字川上,磯谷郡蘭越町,70,,140.569202,42.679059
字川上,磯谷郡蘭越町,71,,140.569363,42.680316
字川上,磯谷郡蘭越町,18-3,,140.569947,42.681677
字川上,磯谷郡蘭越町,18,,140.570431,42.680954
字川上,磯谷郡蘭越町,18-2,,140.571046,42.678538
