市区町村名,地番,大字名,center_lng,center_lat
斜里郡斜里町,153,字富士,144.819661,43.817366
斜里郡斜里町,152-4,字富士,144.798434,43.810159
斜里郡斜里町,道-21,字富士,144.790789,43.816998
斜里郡斜里町,146-1,字富士,144.796039,43.811957
斜里郡斜里町,143-8,字富士,144.788229,43.814318
斜里郡斜里町,145-6,字富士,144.789133,43.814101
斜里郡斜里町,145-1,字富士,144.790556,43.814923
斜里郡斜里町,水-26,字富士,144.791428,43.816542
斜里郡斜里町,水-27,字富士,144.788327,43.814647
斜里郡斜里町,143-1,字富士,144.78802,43.816063
斜里郡斜里町,水-17,字富士,144.791942,43.819276
斜里郡斜里町,140-1,字富士,144.785905,43.81809
斜里郡斜里町,140-2,字富士,144.78779,43.817951
斜里郡斜里町,140-3,字富士,144.787127,43.818192
斜里郡斜里町,143-7,字富士,144.790471,43.818785
斜里郡斜里町,142-1,字富士,144.790836,43.818596
斜里郡斜里町,長狭物不明-12,字富士,144.790603,43.818534
斜里郡斜里町,143-6,字富士,144.790752,43.818227
斜里郡斜里町,長狭物不明-10,字富士,144.791455,43.818355
斜里郡斜里町,147-1,字富士,144.792277,43.817814
斜里郡斜里町,水-33,字富士,144.794165,43.820844
斜里郡斜里町,152-1,字富士,144.803065,43.819141
斜里郡斜里町,長狭物不明-9,字富士,144.791396,43.820384
斜里郡斜里町,140-7,字富士,144.790941,43.81975
斜里郡斜里町,長狭物不明-11,字富士,144.791215,43.819732
斜里郡斜里町,140-6,字富士,144.790476,43.819338
斜里郡斜里町,141,字富士,144.790794,43.81931
斜里郡斜里町,140-5,字富士,144.788261,43.820269
斜里郡斜里町,140-8,字富士,144.788673,43.821817
斜里郡斜里町,1443-7,字富士,144.786256,43.821675
斜里郡斜里町,1443-8,字富士,144.7871,43.823434
斜里郡斜里町,道-22,字富士,144.791359,43.823428
斜里郡斜里町,148-8,字富士,144.793057,43.82077
斜里郡斜里町,140-9,字富士,144.789683,43.823454
斜里郡斜里町,139-18,字富士,144.788808,43.825369
斜里郡斜里町,139-19,字富士,144.790027,43.826273
斜里郡斜里町,138-3,字富士,144.786646,43.826547
斜里郡斜里町,148-1,字富士,144.792096,43.824276
斜里郡斜里町,152-2,字富士,144.796471,43.832744
斜里郡斜里町,152-3,字富士,144.797989,43.83196
斜里郡斜里町,筆界未定地-1,字富士,144.794487,43.831761
斜里郡斜里町,139-1,字富士,144.788729,43.827474
斜里郡斜里町,137-3,字富士,144.786781,43.828876
斜里郡斜里町,137-2,字富士,144.786064,43.828465
斜里郡斜里町,長狭物不明-5,字富士,144.789048,43.830148
斜里郡斜里町,139-8,字富士,144.787441,43.829957
斜里郡斜里町,139-12,字富士,144.787893,43.830752
斜里郡斜里町,139-17,字富士,144.788269,43.83008
斜里郡斜里町,136-4,字富士,144.787048,43.830005
斜里郡斜里町,136-3,字富士,144.787041,43.830538
斜里郡斜里町,139-10,字富士,144.787848,43.831489
斜里郡斜里町,139-9,字富士,144.787708,43.832181
斜里郡斜里町,139-11,字富士,144.788412,43.831532
斜里郡斜里町,道-20,字富士,144.790055,43.833285
斜里郡斜里町,150-1,字富士,144.791603,43.834324
斜里郡斜里町,139-13,字富士,144.789826,43.83368
斜里郡斜里町,139-14,字富士,144.790468,43.835812
斜里郡斜里町,134-2,字富士,144.786072,43.83381
斜里郡斜里町,139-15,字富士,144.789622,43.834865
