小字名,市区町村名,地番,大字名,丁目名,center_lng,center_lat
字旭山,上川郡清水町,118-241,,,142.938232,42.871261
字旭山,上川郡清水町,118-242,,,142.937493,42.870304
字旭山,上川郡清水町,118-245,,,142.937085,42.870331
字旭山,上川郡清水町,118-18,,,142.937262,42.870557
字旭山,上川郡清水町,118-258,,,142.93766,42.870777
字旭山,上川郡清水町,118-19,,,142.937758,42.871593
字旭山,上川郡清水町,118-191,,,142.936314,42.872132
字旭山,上川郡清水町,118-247,,,142.936159,42.870853
字旭山,上川郡清水町,118-246,,,142.93656,42.870693
字旭山,上川郡清水町,118-20,,,142.936364,42.870443
字旭山,上川郡清水町,118-252,,,142.936276,42.870177
字旭山,上川郡清水町,118-21,,,142.936341,42.869843
字旭山,上川郡清水町,118-176,,,142.936419,42.869205
字旭山,上川郡清水町,118-264,,,142.936373,42.869386
字旭山,上川郡清水町,118-261,,,142.936532,42.869599
字旭山,上川郡清水町,118-244,,,142.936714,42.869306
字旭山,上川郡清水町,118-251,,,142.93669,42.86987
字旭山,上川郡清水町,118-250,,,142.936857,42.870078
字旭山,上川郡清水町,118-243,,,142.93714,42.869848
字旭山,上川郡清水町,118-256,,,142.936618,42.869141
字旭山,上川郡清水町,118-168,,,142.936368,42.868991
字旭山,上川郡清水町,118-173,,,142.936165,42.869073
字旭山,上川郡清水町,118-109,,,142.936054,42.869117
字旭山,上川郡清水町,118-167,,,142.936144,42.868704
字旭山,上川郡清水町,水-343,,,142.938962,42.860916
字旭山,上川郡清水町,192-35,,,142.936721,42.86007
字旭山,上川郡清水町,192-28,,,142.937703,42.859916
字旭山,上川郡清水町,191-25,,,142.93741,42.861148
字旭山,上川郡清水町,191-24,,,142.938637,42.860976
字旭山,上川郡清水町,192-34,,,142.938324,42.860902
字旭山,上川郡清水町,192-6,,,142.93979,42.859504
字旭山,上川郡清水町,191-23,,,142.939631,42.861147
字旭山,上川郡清水町,192-12,,,142.937935,42.860582
字旭山,上川郡清水町,191-2,,,142.936841,42.862299
字旭山,上川郡清水町,191-22,,,142.939865,42.861388
字旭山,上川郡清水町,192-31,,,142.940086,42.8616
字旭山,上川郡清水町,192-32,,,142.940213,42.86151
字旭山,上川郡清水町,192-33,,,142.939918,42.861174
字旭山,上川郡清水町,道-48,,,142.941246,42.861478
字旭山,上川郡清水町,192-25,,,142.944228,42.859965
字旭山,上川郡清水町,524,,,142.943655,42.858928
字旭山,上川郡清水町,523,,,142.943972,42.859163
字旭山,上川郡清水町,599-1,,,142.940113,42.853787
字旭山,上川郡清水町,道-695,,,142.941295,42.854792
字旭山,上川郡清水町,525,,,142.943277,42.858662
字旭山,上川郡清水町,192-24,,,142.942254,42.858814
字旭山,上川郡清水町,192-14,,,142.942697,42.859841
字旭山,上川郡清水町,526-1,,,142.940187,42.857606
字旭山,上川郡清水町,526-2,,,142.942768,42.85836
字旭山,上川郡清水町,192-23,,,142.941181,42.858006
字旭山,上川郡清水町,水-400,,,142.938622,42.857033
字旭山,上川郡清水町,527-2,,,142.942448,42.857186
字旭山,上川郡清水町,527-1,,,142.941611,42.856339
字旭山,上川郡清水町,193-8,,,142.938236,42.856366
字旭山,上川郡清水町,192-20,,,142.937473,42.856739
字旭山,上川郡清水町,192-11,,,142.937322,42.857984
字旭山,上川郡清水町,192-17,,,142.936399,42.858463
字旭山,上川郡清水町,559-1,,,142.936636,42.859427
字旭山,上川郡清水町,192-41,,,142.936532,42.856527
字旭山,上川郡清水町,193-4,,,142.937368,42.855685
字旭山,上川郡清水町,193-6,,,142.936474,42.856079
字旭山,上川郡清水町,192-21,,,142.936392,42.856496
