市区町村名,地番,大字名,center_lng,center_lat
紋別郡興部町,507-1,字住吉,143.223662,44.360575
紋別郡興部町,水-44,,143.211558,44.354119
紋別郡興部町,487-3,字住吉,143.197861,44.347767
紋別郡興部町,482-3,字住吉,143.198092,44.347511
紋別郡興部町,486-9,字住吉,143.197189,44.348001
紋別郡興部町,487-4,字住吉,143.197982,44.347883
紋別郡興部町,486-8,字住吉,143.197268,44.34848
紋別郡興部町,486-3,字住吉,143.197614,44.348659
紋別郡興部町,482-2,字住吉,143.198751,44.34987
紋別郡興部町,483-1,字住吉,143.199061,44.350191
紋別郡興部町,487-2,字住吉,143.198219,44.348791
紋別郡興部町,486-4,字住吉,143.197506,44.349959
紋別郡興部町,486-1,字住吉,143.197827,44.349413
紋別郡興部町,486-5,字住吉,143.197398,44.350041
紋別郡興部町,486-6,字住吉,143.197548,44.350354
紋別郡興部町,486-2,字住吉,143.198106,44.350198
紋別郡興部町,水-12,字住吉,143.198553,44.350306
紋別郡興部町,482-1,字住吉,143.198845,44.350763
紋別郡興部町,482-5,字住吉,143.198644,44.3507
紋別郡興部町,485,字住吉,143.198393,44.350529
紋別郡興部町,水-14,字住吉,143.198153,44.350621
紋別郡興部町,486-7,字住吉,143.197435,44.350386
紋別郡興部町,484-5,字住吉,143.197549,44.350644
紋別郡興部町,508-2,字住吉,143.197693,44.350904
紋別郡興部町,484-8,字住吉,143.198471,44.351351
紋別郡興部町,484-6,字住吉,143.198096,44.351068
紋別郡興部町,484-2,字住吉,143.19809,44.351839
紋別郡興部町,484-1,字住吉,143.197889,44.350718
紋別郡興部町,484-4,字住吉,143.19785,44.35112
紋別郡興部町,508-3,字住吉,143.198036,44.351555
紋別郡興部町,481-3,字住吉,143.199117,44.351615
紋別郡興部町,484-9,字住吉,143.198662,44.351277
紋別郡興部町,道-19,字住吉,143.199008,44.351514
紋別郡興部町,481-4,字住吉,143.199632,44.35163
紋別郡興部町,481-5,字住吉,143.198958,44.352301
紋別郡興部町,481-6,字住吉,143.199245,44.352175
紋別郡興部町,481-9,字住吉,143.198665,44.352225
紋別郡興部町,481-8,字住吉,143.19864,44.352104
紋別郡興部町,481-2,字住吉,143.198934,44.351948
紋別郡興部町,480-31,字住吉,143.198424,44.351925
紋別郡興部町,480-6,字住吉,143.198349,44.35198
紋別郡興部町,480-23,字住吉,143.198251,44.352066
紋別郡興部町,480-22,字住吉,143.198315,44.352201
紋別郡興部町,道-23,字住吉,143.198131,44.352016
紋別郡興部町,480-15,字住吉,143.198102,44.352173
紋別郡興部町,484-7,字住吉,143.197967,44.352047
紋別郡興部町,484-3,字住吉,143.197879,44.352019
紋別郡興部町,480-16,字住吉,143.197953,44.352232
紋別郡興部町,480-24,字住吉,143.198377,44.352803
紋別郡興部町,480-7,字住吉,143.198535,44.352874
紋別郡興部町,480-8,字住吉,143.19791,44.352394
紋別郡興部町,480-3,字住吉,143.199039,44.353098
紋別郡興部町,480-27,字住吉,143.199111,44.353074
紋別郡興部町,480-20,字住吉,143.198245,44.352297
紋別郡興部町,480-2,字住吉,143.198378,44.352336
紋別郡興部町,480-28,字住吉,143.198716,44.352691
紋別郡興部町,480-29,字住吉,143.198937,44.352849
紋別郡興部町,481-1,字住吉,143.199895,44.352545
紋別郡興部町,481-7,字住吉,143.200234,44.353393
紋別郡興部町,477-1,字住吉,143.202777,44.358475
紋別郡興部町,477-3,字住吉,143.203089,44.358341
紋別郡興部町,477-10,字住吉,143.203367,44.357612
紋別郡興部町,476-1,字住吉,143.204268,44.358301
紋別郡興部町,477-2,字住吉,143.203005,44.357678
紋別郡興部町,道-21,字住吉,143.203223,44.356861
