Rosen_Code,Rosen_Name
"22209722022000","竹下牛尾線"
"22209722054000","横岡新田５号線"
"22209722202000","横岡新田牛尾線"
"22209722303000","代官牛尾線"
"22209722304000","島竹下線"
"22209722417000","貯木場線"
"22209722507000","猪土居神谷城線"
"22209723127000","旭町元島田線"
"22209723233000","岸元島田線"
"22209725007000","菊川神谷城線"
"22209730223000","中央公園道線"
"22209731005000","本通り向谷線"
"22209731028000","本通り一丁目向島１号線"
"22209731121000","初瀬線"
"22209731267000","大井川左岸旧堤線"
"22209731510000","本通り一丁目若松町線"
"22209732097000","細島南部１号線"
"22209732238000","細島中央道線"
"22209732312000","島東町線"
"22209732372000","新谷口道線"
"22209732478000","東町東線"
"22209732481000","東町東枝線"
"22209732536000","猪土居牧之原１号線"
"22209732537000","猪土居牧之原２号線"
"22209733014000","中河西線"
"22209733022000","大井川右岸２号線"
"22209733043000","御仮屋中河町線"
"22209733110000","大井川左岸線"
"22209733124000","稲荷一丁目１号線"
"22209733128000","井口大柳線"
"22209733129000","稲荷町中央線"
"22209733146000","大津通り線"
"22209733151000","若松町１０号線"
"22209733151001","若松町１０号線"
"22209733229000","八幡島新田東線"
"22209733239000","中河側道１号線"
"22209733240000","中河側道２号線"
"22209733241000","旧初大柳北線"
"22209733249000","大井川右岸３号線"
"22209733431000","向谷旧堤線"
"22209733488000","若松町向谷線"
"22209735012000","井口岡田線"
"22209735086000","天王町中央線"
"22209735089000","清水橋線"
"22209735415000","市町村道３５４１５号"
"22209736001000","尾川千葉線"
"22209736028000","諏訪原城線"
"22209736041000","猪土居１号線"
"22209736169000","行用蔵前線"
"22209736189000","大草尾川線"
"22209737236000","尾川上伊太線"
"22209737237000","赤松上伊太線"
"22209797101001","９７１０１号複線１（路線番号は仮）"
"22209797101002","９７１０１号複線２（路線番号は仮）"
"22209797101004","９７１０１号複線４（路線番号は仮）"
"22209797101007","９７１０１号複線７（路線番号は仮"
"22209797101008","９７１０１号複線８（路線番号は仮）"
"22209797104002","９７１０４号複線２（路線番号は仮）"
"22209797105003","９７１０５号複線３（路線番号は仮）"
"22209797109000","９７１０９号複線本線（路線番号は仮）"
"22209797109003","９７１０９号複線３（路線番号は仮）"
"22209797109005","９７１０９号複線５（路線番号は仮）"
"22209797109010","９７１０９号複線１０（路線番号は仮）"
"22209797109014","９７１０９号複線１４（路線番号は仮）"
"22209797111000","９７１１１号複線本線（路線番号は仮）"
"22209797111002","９７１１１号複線２（路線番号は仮）"
"22209797111015","９７１１１号複線１５（路線番号は仮）"
"22209797111023","９７１１１号複線２３（路線番号は仮）"
"22209797111024","９７１１１号複線２４（路線番号は仮）"
"22209797111026","９７１１１号複線２６（路線番号は仮）"
"22209797115004","９７１１５号複線４（路線番号は仮）"
"22209797115006","９７１１５号複線６（路線番号は仮）"
"22209797115009","９７１１５号複線９（路線番号は仮）"
"22209797115012","９７１１５号複線１２（路線番号は仮）"
"22209797116000","９７１１６号（路線番号は仮）"
"22209797118005","９７１１８号複線５（路線番号は仮）"
"22209797118008","９７１１８号複線８（路線番号は仮）"
"22209797118010","９７１１８号複線１０（路線番号は仮）"
"22209797118011","９７１１８号複線１１（路線番号は仮）"
"22209797118012","９７１１８号複線１２（路線番号は仮）"
"22209797118013","９７１１８号複線１３（路線番号は仮）"
"22209797118014","９７１１８号複線１４（路線番号は仮）"
"22209797118015","９７１１８号複線１５（路線番号は仮）"
"22209797118016","９７１１８号複線１６（路線番号は仮）"
"22209797120005","９７１２０号複線５（路線番号は仮）"
"22209797120006","９７１２０号複線６（路線番号は仮）"
"22209797122000","９７１２２号（路線番号は仮）"
"22209797127002","９７１２７号複線２（路線番号は仮）"
"22209797128001","９７１２８号複線１（路線番号は仮）"
"22209797129000","９７１２９号（路線番号は仮）"
"22209797130000","９７１３０号（路線番号は仮）"
"22209797131000","９７１３１号（路線番号は仮）"
"22209797132000","９７１３２号（路線番号は仮）"
"22209797133000","９７１３３号（路線番号は仮）"
"22209797135000","９７１３５号複線本線（路線番号は仮）"
"22209797135001","９７１３５号複線１（路線番号は仮）"
"22209797139000","９７１３９号複線本線（路線番号は仮）"
"22209797141000","９７１４１号（路線番号は仮）"
"22209797148001","９７１４８号複線１（路線番号は仮）"
"22209797148002","９７１４８号複線２（路線番号は仮）"
"22209797156002","９７１５６号複線２（路線番号は仮）"
"22209797156004","９７１５６号複線４（路線番号は仮）"
"22209797164003","９７１６４号複線３（路線番号は仮）"
"22209797166000","９７１６６号（路線番号は仮）"
"22209797167000","９７１６７号複線本線（路線番号は仮）"
"22209797173000","９７１７３号（路線番号は仮）"
"22209797186000","９７１８６号複線本線（路線番号は仮）"
"22209797189000","９７１８９号複線本線（路線番号は仮）"
"22210700001000","臨港富士線"
"22210700001001","臨港富士線"
"22210700001002","臨港富士線"
"22210700002000","吉原沼津線"
"22210700011000","横沢八笠線"
"22210700013000","桑崎千束線"
"22210700015000","八王子富士本線"
"22210700021000","穴ヶ原次郎長線"
"22210700021001","穴ケ原次郎長線"
"22210700021002","穴ヶ原次郎長線"
"22210700021003","穴ヶ原次郎長線"
"22210700022001","広見一色線"
"22210700023001","大淵穴ヶ原線"
"22210700030000","旭町富士宮線"
"22210700033000","沖田大通り線"
"22210700035000","中島林町線"
"22210700037000","吉原大淵線"
"22210700037001","吉原大淵線"
"22210700039000","下天間水神線"
"22210700041000","弥生線"
"22210700042000","富士鷹岡線（４２－３）"
"22210700043000","田子浦鷹岡線（４３－１）"
"22210700044000","津田蓼原線"
"22210700045000","田子浦伝法線"
"22210700047000","水戸島梅屋敷線"
"22210700047001","水戸島梅屋敷線"
"22210700050000","前田宮下線"
"22210700050001","前田宮下線"
"22210700050002","前田宮下線"
"22210700053000","吉原勢子辻線"
"22210700054000","本市場大渕線（５４－１）"
"22210700055000","五味島岩本線"
"22210700057000","天間清水久保１号線（５７－１）"
"22210700058000","厚原込野１６号線"
"22210700058001","厚原込野１６号線"
"22210700058002","厚原込野１６号線"
"22210700058003","厚原込野１６号線"
"22210700058004","厚原込野１６号線"
"22210700059000","片倉若松町線"
"22210700059001","片倉若松町線"
"22210700060000","一色小沢３号線"
"22210700061000","間門上ノ山１号線"
"22210700064000","伝法原田線"
"22210700064001","伝法原田線"
"22210700065000","新富士インター城山線"
"22210700065001","新富士インター城山線"
"22210700067000","末広線"
"22210700074000","岩淵小池下線"
"22210700074001","岩淵小池下線"
"22210700076000","黒里富士川線"
"22210700079000","富士見橋線"
"22210700080000","上町小山線"
"22210700082000","市場清水線"
"22210700084000","末広東西線"
"22210700105000","花守吉永第一小学校線"
"22210700106000","西比奈比奈駅線"
"22210700107000","原田吉原停車場線"
"22210700111000","宇東川原田駅線"
"22210700114000","神戸鵜無ヶ淵線、鵜無ヶ淵岩瀬原１号線"
"22210700119000","大富町西富士本線"
"22210700125000","西片倉三ツ倉線"
"22210700137000","片宿末広町線"
"22210700138000","伝法三ツ倉線"
"22210700139000","石坂伝法線"
"22210700141000","長沢下田線"
"22210700141001","長沢下田線（１４１－２）"
"22210700150000","新橋田宿線"
"22210700152000","荒田島前田線"
"22210700160000","堀下四ツ家線"
"22210700164000","前田藤間線"
"22210700165000","蓼原柳島線"
"22210700170000","宮島五貫島線"
"22210700173000","新浜三四軒屋線"
"22210700175000","中丸柳島線"
"22210700181000","居村上下川原線"
"22210700183000","依田原国道線"
"22210700185000","荒田島日吉町線"
"22210700199000","本町四丁河原線"
"22210700204000","柏原江尾線"
"22210700207000","中野東三ツ倉１４号線"
"22210700207001","中野東三ッ倉１４号線"
"22210700208000","国道津田線"
"22210700208001","国道津田線"
"22210700208002","国道津田線"
"22210700209000","依田原津田線"
"22210700214000","桔梗橋宮下線"
"22210700221000","岩本山公園線"
"22210700229000","大渕久沢線"
"22210700245000","吉津室野線"
"22210700246000","木島室野線"
"22210700252000","原方中野線"
"22210700321000","吉原浮島線（３２－１）"
"22210700321001","吉原浮島線（３２－１）"
"22210700322000","吉原浮島線（３２－２）"
"22210700341000","左富士臨港線（３４－１）"
"22210700343000","左富士臨港線（３４－３）"
"22210700343001","左富士臨港線（３４－３）"
"22210700421000","富士鷹岡線（４２－１）"
"22210700421001","富士鷹岡線（４２－１）"
"22210700422000","富士鷹岡線（４２－２）"
"22210700422001","富士鷹岡線（４２－２）"
"22210700432000","田子浦鷹岡線"
"22210700433000","田子浦鷹岡線（４３－３）"
"22210700433001","田子浦鷹岡線（４３－３）"
"22210700441000","津田蓼原線（４４－１）"
"22210700442000","津田蓼原線（４４－２）"
"22210700442001","津田蓼原線（４４－２）"
"22210700451000","田子浦伝法線（４５－１）"
"22210700491000","富士駅南口田子浦線（４９－１）"
"22210700493000","富士駅南口田子浦線（４９－３）"
"22210700494000","富士駅南口田子浦線（４９－４）"
"22210700494001","富士駅南口田子浦線（４９－４）"
"22210700494002","富士駅南口田子浦線（４９－４）"
"22210700511000","柳島田子浦線"
"22210700546000","本市場大淵線（５４－６）"
"22210700546001","本市場大淵線（５４－６）"
"22210700632000","水戸島本町宮下線（６３－２）"
"22210701107000","大野新田中通１号線"
"22210701108000","大野新田下ウタリ１号線"
"22210701114000","中里大坪新田添１号線"
"22210701115000","中里大坪新田添２号線"
"22210701116000","中里大坪新田添３号線"
"22210701117000","中里大坪新田添４号線"
"22210701196000","中里長沢１号線"
"22210701362000","中里鬼ヶ島１２号線"
"22210701430000","中里水門前１号線"
"22210701431000","中里水門前２号線"
"22210702010000","依田橋鴨小田２号線"
"22210702019000","今泉鴨小田１号線"
"22210702023000","比奈小麦田１号線"
"22210702025000","富士岡背戸田１号線"
"22210702053000","比奈中溝２号線"
"22210702054000","比奈十六通１号線"
"22210702097000","原田柳田２号線"
"22210702110000","依田橋二本松２号線"
"22210702202000","伝法下地２号線"
"22210702220000","前田川原２号線"
"22210702226000","津田中新田１号線"
"22210702352000","島田町一丁目４号線"
"22210702356000","島田一丁目８号線"
"22210702366000","島田町二丁目９号線"
"22210702367000","島田町一丁目１２号線"
"22210703223000","伝法中桁４号線"
"22210703224000","伝法田端２号線"
"22210704090000","宮島鱸島２号線"
"22210704103000","五貫島道悦５号線"
"22210704112000","前田舞台１号線"
"22210704186000","宮島散川１号線"
"22210704191000","五貫島地神１号線"
"22210704192000","五貫島地神２号線"
"22210704193000","五貫島世帯割１号線"
"22210704195000","五貫島川成新田１号線"
"22210704201000","五貫島世帯割３号線"
"22210704202000","五貫島世帯割４号線"
"22210704203000","五貫島靖国１号線"
"22210704205000","五貫島靖国３号線"
"22210704208000","前田舞台西１号線"
"22210704214000","蓼原奥下田２号線"
"22210704275000","横割四丁目５号線"
"22210704371000","五貫島靖国４号線"
"22210704376000","五貫島天神通３号線"
"22210704377000","宮下一ノ堤下１号線"
"22210704387000","森下横道下４号線"
"22210704406000","宮下一ノ堤下２号線"
"22210704483000","横割二丁目６号線"
"22210704490000","横割本町２号線"
"22210704494000","横割本町６号線"
"22210704527000","宮島鱸島１０号線"
"22210704701000","柳島広町８号線"
"22210705076000","中島踊場１号線"
"22210705379000","本市場新田堀下５号線"
"22210705446000","青葉町３号線"
"22210706002000","伝法下原８号線、伝法中原１号線"
"22210706253000","入山瀬二丁目３号線"
"22210707224000","一色荻ノ原上１号線"
"22210707396000","大淵庚申松１号線"
"22210707453000","大淵狐窪１２号線"
"22210707770000","大淵糀窪１２号線"
"22210708181000","大淵覆盆子平５号線"
"22210708237000","大淵鳥追窪８号線"
"22210708284000","大淵元篤２号線"
"22210708285000","大淵元篤３号線"
"22210708286000","大淵元篤４号線"
"22210708288000","大渕元篤６号線"
"22210708292000","桑崎御所舟１号線"
"22210708305000","今宮坂下４号線"
"22210709033000","東町線"
"22210709390000","沖田線"
"22210797102000","市町村道　富士市９３８０号線　木島松野線"
"22210797107000","市町村道　富士市４１４６号線　川成島美土原１号線"
"22210797108000","桝形富士川線"
"22210797108003","富士川線"
"22210797109000","市町村道　富士市２１０号線　宮島助六３号線"
"22210797109001","市町村道　富士市１７０号線　宮島五貫島線"
"22210797114001","市町村道富士市２号線　吉原沼津線"
"22210797116039","永田町一丁目６号線"
"22210797116044","永田町一丁目６号線"
"22210797116052","永田町一丁目６号線"
"22210797116053","３１４２永田町１丁目５号線、３１４１同４号線"
"22210797116097","市町村道　富士市２２４号線　宝町高島線"
"22210797116100","市町村道　富士市３１９５号線　日乃出町８号線"
"22210797116146","荒田島中里線"
"22210797116148","荒田島中里線"
"22210797116149","荒田島中里線"
"22210797116152","荒田島中里線"
"22210797122000","吉原沼津線"
"22210797122002","吉原沼津線"
"22210797122004","吉原沼津線"
"22210797122005","吉原沼津線"
"22210797122006","柏原江尾線"
"22210797124000","富士岡中里線"
"22210797124001","富士見台富士岡線"
"22210797124003","富士見台富士岡線"
"22210797124005","市町村道　富士市９号線　木の宮富士岡線"
"22210797124006","富士見台８号線"
"22210797124008","市町村道　富士市９号線　木の宮富士岡線"
"22210797124009","富士見台８号線"
"22210797124014","市町村道　富士市９号線　木の宮富士岡線"
"22210797124015","富士見台８号線"
"22210797124022","市町村道　富士市９号線　木の宮富士岡線"
"22210797124028","富士見台８号線"
"22210797124030","富士見台８号線"
"22210797124031","富士見台８号線"
"22210797124032","市町村道　富士市９号線　木の宮富士岡"
"22210797124042","市町村道　富士市９号線　木の宮富士岡線"
"22210797124043","富士見台七丁目６号線"
"22210797124055","市町村道　富士市９号線　木の宮富士岡線"
"22210797124066","富士見台七丁目６号線"
"22210797124070","市町村道　富士市９号線　木の宮富士岡線"
"22210797124077","富士見台七丁目６号線"
"22210797124085","さんどまき１号線"
"22210797126001","依田橋芝添３号線"
"22210797127004","市町村道　富士市２３６１号線　島田町二丁目４号線"
"22210797127006","島田町二丁目６号線"
"22210797127007","島田町二丁目６号線"
"22210797127009","島田町二丁目６号線"
"22210797127010","市町村道　富士市２３６２号線　島田町二丁目５号線"
"22210797132000","市町村道　富士市３４２号線　左富士臨港線（３４－２"
"22210797143000","今泉高尾奈５号線"
"22210797153000","川原宿蓼原南線"
"22210797158003","木島松野線"
"22210797158004","木島松野線"
"22210797158005","市町村道　富士市９３８０号線　木島松野線"
"22210797158006","腰越線"
"22210797158007","９７１５８号複線７（路線番号は仮）"
"22210797158008","原方小車線"
"22210797158010","木島松野線"
"22210797158011","木島松野線"
"22210797158013","木島松野線"
"22210797160000","弥生線"
"22210797162000","３２６９伝法下原１号線、１９０比奈出口線"
"22210797162011","市町村道　富士市４２４号線　富士鷹岡線（４２－４）"
"22210797162014","市町村道　富士市４２４号線　富士鷹岡線（４２－４）"
"22210797162017","市町村道　富士市３８号線　厚原久沢線"
"22210797163014","第一清掃作業所入口線"
"22210797163015","第一清掃作業所入口線"
"22210797164000","一色貝沢１号線"
"22210797167001","片倉若松町線"
"22210797167002","片倉若松町線"
"22210797167003","片倉若松町線"
"22210797169008","市町村道　富士市８２５９号線　大淵長石１号線"
"22210797169012","市町村道　富士市８２５９号線　大淵長石１号線"
"22210797169013","大淵長石１号線"
"22210797169014","大淵箒沢１５号線"
"22210797169016","大淵箒沢１５号線"
"22210797170004","市町村道　富士市２９号線　久沢天間線"
"22210797170005","天間清水久保２号線"
"22210797170006","天間清水久保２号線"
"22210797170007","天間清水久保２号線"
"22210797170009","市町村道　富士市２９号線　久沢天間線"
"22210797172000","市町村道　富士市１２０号線　大峯高塚線"
"22210797172002","市町村道　富士市８１７８号線　大淵覆盆子平２号線"
"22210797172004","市町村道　富士市８１７８号線　大淵覆盆子平２号線"
"22210797177000","入山瀬駅前通線"
"22210797177001","久沢二丁目１号線"
"22210797183000","富士本線"
"22210797190005","市町村道　富士市１１号線　横沢八笠線"
"22210797190013","厚原込野２３号線"
"22210797206000","９７２０６号複線本線（路線番号は仮）　不存在路線"
"22211700001000","豊岡駒場幹線"
"22211700002000","中平松東平松幹線"
"22211700003000","東平松匂坂中幹線"
"22211700004000","御厨福田幹線"
"22211700005000","藤上原岩井幹線"
"22211700006000","下野部敷地線"
"22211700006001","下野部敷地線"
"22211700006002","下野部敷地線"
"22211700008000","富丘見付１号線"
"22211700010000","宮之一色気子島幹線"
"22211700012000","岩井鎌田幹線（東部台地線）"
"22211700016000","敷地１６号線"
"22211700019000","見付岡田線"
"22211700019001","磐田市道匂坂上１９号線"
"22211700019002","磐田市道匂坂上１９号線"
"22211700020000","匂坂新天龍幹線"
"22211700021000","中泉新貝幹線"
"22211700030000","高木蛭池幹線"
"22211700031000","大原堀之内幹線"
"22211700036000","豊島３６号線"
"22211700054000","東名５４号線"
"22211700083000","匂坂中８３号線"
"22211700092000","岩井９２号線"
"22211700104000","蛭池福田中島幹線"
"22211700105000","南田福田幹線"
"22211700138000","鎌田７３号線"
"22211700141000","西之島２２号線"
"22211700161000","刑部島１５号線"
"22211700206000","西之島岩井線"
"22211700210000","中平松飛平松線"
"22211700212000","南平松２号線"
"22211700213000","南平松３号線"
"22211700214000","南平松４号線"
"22211700217000","南平松７号線"
"22211700219000","南平松９号線"
"22211700259000","見付２５９号線"
"22211700614000","寺谷１４号線"
"22211700616000","寺谷１６号線"
"22211701001000","上野部下神増幹線"
"22211701006000","上神増三家幹線"
"22211701007000","下神増新開幹線"
"22211701010000","藤上原東西幹線"
"22211701014000","匂坂中下神増幹線"
"22211701016000","向笠竹之内新出幹線（山下線）"
"22211701019000","向笠西大久保幹線"
"22211701020000","富里大久保線"
"22211701024000","大久保藤上原幹線（大藤１号線）"
"22211701027000","見付東原幹線"
"22211701030000","西貝塚明ケ島線"
"22211701032000","明ケ島西島幹線"
"22211701034000","富士見台中泉幹線"
"22211701041000","中泉新貝幹線"
"22211701044000","西貝塚稗原幹線"
"22211701047000","大立野福田幹線"
"22211701049000","高木蛭池幹線（高木大原線）"
"22211701057000","南田福田幹線"
"22211701062000","東平松匂坂中幹線"
"22211701063000","掛塚駒場幹線"
"22211701064000","豊岡堀之内幹線"
"22211701065000","豊岡駒場幹線"
"22211702012000","下野部敷地線"
"22211702024000","向笠新屋見付線"
"22211702044000","一言中泉線"
"22211702050000","新貝三ヶ野線"
"22211702071000","千手堂上岡田線"
"22211702075000","下岡田鮫島線"
"22211702082000","福田中島南北線"
"22211702083000","福田福田中島１号線"
"22211702103000","豊岡掛塚線"
"22211702109000","福田福田中島２号線"
"22211702109001","福田福田中島２号線（複線０１）"
"22211702111000","掛塚駒場線"
"22211703171000","福田１７１号線"
"22211703187000","福田１８７号線"
"22211703201000","福田２０１号線"
"22211703204000","福田２０４号線"
"22211704032000","匂坂中３２号線"
"22211704075000","匂坂中７５号線"
"22211704115000","福田福田中島１１５号線"
"22211706014000","敷地１４号線"
"22211712030000","下野部３０号線"
"22211713006000","塩新田６号線"
"22211716023000","飛平松２３号線"
"22211722001000","須恵新田１号線"
"22211724073000","明ケ島７３号線"
"22211725005000","松之木島５号線"
"22211725068000","新貝６８号線"
"22211727020000","三家２０号線"
"22211741018000","高見丘１８号線"
"22211741030000","高見丘３０号線"
"22211797101000","駒場６０号線"
"22211797101001","駒場５６号線"
"22211797101002","駒場３５号線"
"22211797101006","豊岡掛塚線"
"22211797101007","掛塚９０号線"
"22211797101008","豊岡掛塚線"
"22211797101009","掛塚９０号線"
"22211797101011","掛塚塩新田幹線"
"22211797101012","掛塚塩新田幹線"
"22211797101014","掛塚塩新田幹線"
"22211797101016","掛塚塩新田幹線"
"22211797101017","白羽掛塚１号線"
"22211797101026","掛塚塩新田幹線"
"22211797101035","掛塚駒場幹線"
"22211797101036","掛塚駒場幹線"
"22211797101037","掛塚駒場幹線"
"22211797101044","中平松飛平松線"
"22211797101047","掛塚１３５号線"
"22211797101048","掛塚駒場幹線"
"22211797101055","掛塚駒場幹線"
"22211797101057","中平松飛平松線"
"22211797101061","掛塚駒場幹線"
"22211797101065","竜洋稗原小中瀬線"
"22211797101071","掛塚塩新田幹線"
"22211797101079","飛平松２４号線"
"22211797101080","飛平松２４号線"
"22211797101084","高木豊岡線"
"22211797101085","駒場大中瀬線"
"22211797101093","南平松１１号線"
"22211797101094","駒場大中瀬線"
"22211797101096","駒場大中瀬線"
"22211797101101","駒場大中瀬線"
"22211797101104","前野高木線"
"22211797101105","前野高木線"
"22211797101106","平間竜洋中島線"
"22211797101108","９７１０１号複線１０８（路線番号は仮）"
"22211797101109","岡南平松線"
"22211797101110","南平松６号線"
"22211797101111","南平松１３号線"
"22211797101115","岡南平松線"
"22211797101117","岡南平松線"
"22211797101121","気子島赤池幹線"
"22211797101122","気子島赤池幹線"
"22211797101124","気子島赤池幹線"
"22211797101125","気子島赤池幹線"
"22211797102000","塩新田２３号線"
"22211797102001","塩新田２０号線"
"22211797102003","南田伊兵衛新田１１号線"
"22211797102004","南田伊兵衛新田１１号線"
"22211797102005","南田伊兵衛新田１１号線"
"22211797102006","塩新田２２号線"
"22211797102007","南田伊兵衛新田１１号線"
"22211797102008","９７１０２号複線８（路線番号は仮）"
"22211797102009","南田伊兵衛新田１０号線"
"22211797102012","南田伊兵衛新田３号線"
"22211797104000","福田中島南北線"
"22211797106000","掛塚駒場幹線"
"22211797107000","南田伊兵衛新田５号線"
"22211797108002","豊浜南北幹線"
"22211797108007","豊浜南北幹線"
"22211797108008","豊浜南北幹線"
"22211797108013","豊浜南北幹線"
"22211797108020","豊浜９７号線"
"22211797110000","南田福田幹線"
"22211797110001","蛭池福田中島幹線"
"22211797110002","南田福田幹線"
"22211797110003","福田福田中島２号線"
"22211797110004","南田福田幹線"
"22211797110006","蛭池福田中島幹線"
"22211797110011","蛭池福田中島幹線"
"22211797110019","御厨福田幹線"
"22211797110020","御厨福田幹線"
"22211797110023","蛭池福田中島幹線"
"22211797110025","御厨福田幹線"
"22211797110028","蛭池福田中島幹線"
"22211797110034","御厨福田幹線"
"22211797110035","御厨福田幹線"
"22211797110185","蛭池福田中島幹線"
"22211797111000","福田１８６号線"
"22211797111001","福田１８６号線"
"22211797111002","福田１７７号線"
"22211797112005","大原堀之内幹線"
"22211797112009","高木蛭池幹線"
"22211797112010","高木蛭池幹線"
"22211797112015","高木蛭池幹線"
"22211797112016","刑部島２８号線"
"22211797112017","高木蛭池幹線"
"22211797112028","刑部島２８号線"
"22211797112032","刑部島２１号線"
"22211797112033","高木蛭池幹線"
"22211797112037","中野新島線"
"22211797112044","高木蛭池幹線"
"22211797112045","下岡田鮫島線"
"22211797112050","中野新島線"
"22211797112054","上岡田２８号線"
"22211797112055","千手堂上岡田線"
"22211797112056","千手堂上岡田線"
"22211797112060","中野新島線"
"22211797112065","中野新島線"
"22211797112072","南田大原線"
"22211797112075","大原東西１号線"
"22211797112076","南田大原線"
"22211797112082","福田中野幹線"
"22211797115000","９７１１５号（路線番号は仮）"
"22211797116000","向笠西大久保幹線"
"22211797116015","天龍西貝塚幹線"
"22211797116017","天龍西貝塚幹線"
"22211797116019","天龍西貝塚幹線"
"22211797116022","天龍西貝塚幹線"
"22211797116026","天龍西貝塚幹線"
"22211797116028","天龍西貝塚幹線"
"22211797116032","天龍西貝塚幹線"
"22211797116040","富士見台中泉幹線"
"22211797116042","富士見台中泉幹線"
"22211797116044","富士見台中泉幹線"
"22211797116045","富士見台中泉幹線"
"22211797116047","富士見台中泉幹線"
"22211797116050","富士見台中泉幹線"
"22211797116060","富士見台中泉幹線"
"22211797116065","富士見台中泉幹線"
"22211797116066","今之浦二之宮線"
"22211797116076","富士見台中泉幹線"
"22211797116077","今之浦二之宮線"
"22211797116078","今之浦二之宮線"
"22211797116121","匂坂新天龍幹線"
"22211797116122","国府台中泉線"
"22211797116133","匂坂新天龍幹線"
"22211797116137","国府台中泉線"
"22211797116144","国府台中泉線"
"22211797116149","匂坂新天龍幹線"
"22211797116150","匂坂新天龍幹線"
"22211797116154","国府台中泉線"
"22211797116163","国府台中泉線"
"22211797116165","匂坂新天龍幹線"
"22211797116170","匂坂新天龍幹線"
"22211797116176","一言下万能線"
"22211797116181","一言下万能線"
"22211797116188","見付本通線"
"22211797116201","上新屋２１号線"
"22211797116204","小立野上新屋線"
"22211797116208","豊田２１号線"
"22211797116209","小立野上新屋線"
"22211797116238","加茂７４号線"
"22211797116247","一言富丘幹線"
"22211797116249","富丘見付２号線"
"22211797116253","富丘藤上原線"
"22211797116255","富丘藤上原線"
"22211797116256","富丘藤上原線"
"22211797116257","富丘藤上原線"
"22211797116263","富丘７０号線"
"22211797116265","富里大久保線Ｓ"
"22211797116268","富丘５５号線"
"22211797116276","高見丘６０号線"
"22211797116277","池田東原幹線"
"22211797116291","富里大久保線"
"22211797116293","高見丘３８号線"
"22211797116294","富丘藤上原線"
"22211797116307","富丘藤上原線"
"22211797116310","高見丘１４号線"
"22211797116321","高見丘２９号線"
"22211797116322","高見丘３０号線"
"22211797116326","富丘藤上原線"
"22211797116327","向笠新屋匂坂中幹線"
"22211797116328","高見丘３０号線"
"22211797116337","高見丘１８号線"
"22211797116345","９７１１６号複線３４５（路線番号は仮）"
"22211797116346","富丘藤上原線"
"22211797116355","匂坂中２４号線"
"22211797116361","寺谷匂坂新線"
"22211797116362","大久保藤上原幹線"
"22211797116364","大久保藤上原幹線"
"22211797116368","大久保藤上原幹線"
"22211797116374","大久保藤上原幹線"
"22211797116378","匂坂中下神増幹線"
"22211797116379","匂坂中下神増幹線"
"22211797116384","向笠西大久保幹線"
"22211797116385","９７１１６号複線３８５（路線番号は仮）"
"22211797116386","匂坂中下神増幹線"
"22211797116391","向笠新屋匂坂中幹線"
"22211797116395","匂坂中下神増幹線"
"22211797116397","向笠竹之内東西１号幹線"
"22211797116398","大久保７４号線"
"22211797116399","下神増平松幹線"
"22211797116400","下神増平松幹線"
"22211797116401","匂坂中下神増幹線"
"22211797116402","松之木島４９号線"
"22211797116403","松之木島４９号線"
"22211797116404","藤上原岩井幹線"
"22211797116405","藤上原岩井幹線"
"22211797116406","松之木島２７号線"
"22211797116408","松之木島４９号線"
"22211797116409","平松松之木島１号線"
"22211797116410","平松松之木島１号線"
"22211797116412","松之木島２６号線"
"22211797116413","向笠竹之内新出幹線"
"22211797116415","藤上原岩井幹線"
"22211797116416","松之木島４９号線"
"22211797116417","平松松之木島１号線"
"22211797116419","平松松之木島１号線"
"22211797116421","松之木島４号線"
"22211797116422","匂坂中下神増幹線"
"22211797116423","向笠竹之内東西２号幹線"
"22211797116425","向笠竹之内新出幹線"
"22211797116427","平松松之木島１号線"
"22211797116428","三家２０号線"
"22211797116429","三家１８号線"
"22211797116430","平松松之木島１号線"
"22211797116431","松之木島４号線"
"22211797116435","向笠竹之内東西２号幹線"
"22211797116436","藤上原１８号線"
"22211797116439","向笠竹之内東西２号幹線"
"22211797116442","松之木島１号線"
"22211797116445","富丘藤上原線"
"22211797117019","西貝塚稗原幹線"
"22211797118000","立野下万能線"
"22211797118002","中泉立野線"
"22211797118003","下万能南北線"
"22211797118005","下万能南北線"
"22211797118006","下万能南北線"
"22211797118008","中田３１号線"
"22211797118010","下万能２６号線"
"22211797118014","下万能南北線"
"22211797118017","９７１１８号複線１７（路線番号は仮）"
"22211797121000","富士見台中泉幹線"
"22211797121001","富士見台中泉幹線"
"22211797121003","富士見台中泉幹線"
"22211797121004","９７１２１号複線４（路線番号は仮）"
"22211797121005","見付明ケ島幹線"
"22211797121007","安久路９号線"
"22211797121009","新貝３７号線"
"22211797121010","西之島岩井線"
"22211797121015","見付明ケ島幹線"
"22211797121018","見付明ケ島幹線"
"22211797121019","明ケ島７３号線"
"22211797121020","見付明ケ島幹線"
"22211797121021","明ケ島原２号線"
"22211797121022","明ケ島７３号線"
"22211797121028","明ケ島原２号線"
"22211797121030","明ケ島３９号線"
"22211797121031","向笠竹之内新出幹線"
"22211797121032","向笠竹之内新出幹線"
"22211797121034","明ケ島原２号線"
"22211797121039","向笠竹之内新出幹線"
"22211797121042","中泉新貝幹線"
"22211797121048","向笠竹之内新出幹線"
"22211797121051","中泉新貝幹線"
