Rosen_Code,Rosen_Name
"12213700116000","市道０１１６号線"
"12213700117000","０１１７"
"12213700118000","０１１８"
"12213700135000","市道０１３５号線"
"12213700137000","０１３７号線"
"12213700144000","０１４４号線"
"12213700145000","０１４５号線"
"12213700146000","０１４６号線"
"12213700148000","０１４８号線"
"12213700164000","５１６４号線"
"12213700165000","５１６５号線"
"12213700214000","０２１４号線"
"12213700491000","４４９１号線"
"12213700492000","４４９２号線"
"12213700597000","４５９７号線"
"12213704042000","市道４０４２号線"
"12213797105004","０２２８号線、０１０３号線"
"12213797105006","０２３２号線"
"12213797116000","５０３０号線"
"12213797129007","０１２４号線"
"12213797129008","３０６１号線"
"12213797129012","０１２４号線"
"12213797129013","３０６１号線"
"12213797129016","３０５２号線"
"12213797139000","４２１１号線"
"12215701001023","市道１００１号線"
"12215701004000","旭市道１－００４号線"
"12215701009000","１－００９号線"
"12215701010000","１－０１０号線"
"12215701011000","１－０１１号線"
"12215701014000","１－０１４号線"
"12215701029000","市道１０２９号線"
"12215701033000","旭市道１－０３３号線"
"12215701034000","旭市道１－０３４号線"
"12215701042000","旭市道１－０４２号線"
"12215701047000","１－０４７号線"
"12215701049000","１－０４９号線"
"12215701057000","１－０５７号線"
"12215701058000","旭市道１－０５８号線"
"12215701059000","旭市道１－０５９号線"
"12215701061000","旭市道１－０６１号線"
"12215701066000","旭市道１－０６６号線"
"12215701067000","旭市道１－０６７号線"
"12215701068000","旭市道１－０６８号線"
"12215701069000","旭市道１－０６９号線"
"12215702017000","旭市道２－０１７号線"
"12215731047000","旭市道Ａ－１０４７号線"
"12215797101019","９７１０１号複線１９（路線番号は仮）"
"12215797101024","９７１０１号複線２４（路線番号は仮）"
"12215797102000","９７１０２号（路線番号は仮）"
"12215797102001","９７１０２号複線１（路線番号は仮）"
"12215797102002","９７１０２号複線２（路線番号は仮）"
"12215797107000","９７１０７号（路線番号は仮）"
"12215797108000","９７１０８号（路線番号は仮）"
"12215797114010","９７１１４号複線１０（路線番号は仮）"
"12215797116001","９７１１６号複線１（路線番号は仮）"
"12215797116002","９７１１６号複線２（路線番号は仮）"
"12215797116003","９７１１６号複線３（路線番号は仮）"
"12215797116004","９７１１６号複線４（路線番号は仮）"
"12215797134000","９７１３４号（路線番号は仮）"
"12215797136001","９７１３６号複線１（路線番号は仮）"
"12215797136002","９７１３６号複線２（路線番号は仮）"
"12216700001142","習志野市道００－００１号線"
"12216700001193","習志野市道００－００１号線"
"12216700001226","習志野市道００－００１号線"
"12216700002000","習志野市道００－００２号線"
"12216700002001","００－００２号（複線０１）"
"12216700002002","習志野市道００－００２号線"
"12216700002059","習志野市道００－００２号線"
"12216700002149","習志野市道００－００２号線"
"12216700002169","習志野市道００－００２号線"
"12216700002194","習志野市道００－００２号線"
"12216700003101","習志野市道００－００３号線"
"12216700003102","習志野市道００－００３号線"
"12216700004000","習志野市道００－００４号線"
"12216700005090","習志野市道００－００５号線"
"12216700006000","習志野市道００－００６号線"
"12216700006032","習志野市道００－００６号線"
"12216700007130","習志野市道００－００７号線"
"12216700008240","習志野市道００－００８号線"
"12216700009017","習志野市道００－００９号線"
"12216700009099","習志野市道００－００９号線"
"12216700009154","習志野市道００－００９号線"
"12216700010000","習志野市道００－０１０号線"
"12216700010106","習志野市道００－１１０号線"
"12216700010141","習志野市道００－０１０号線"
"12216700010160","習志野市道００－０１０号線"
"12216700011098","習志野市道００－０１１号線"
"12216700011123","習志野市道００－０１１号線"
"12216700012181","習志野市道００－０１２号線"
"12216700012206","習志野市道００－０１２号線"
"12216700012231","習志野市道００－０１２号線"
"12216700012252","習志野市道００－０１２号線"
"12216700013000","習志野市道００－０１３号線"
"12216700014000","習志野市道００－０１４号線"
"12216700016040","習志野市道００－０１６号線"
"12216700018154","習志野市道００－０１８号線"
"12216700102118","習志野市道００－１０２号線"
"12216700107039","習志野市道００－１０７号線"
"12216700107044","習志野市道００－１０７号線"
"12216700107056","習志野市道００－１０７号線"
"12216700108087","習志野市道００－１０８号線"
"12216700115233","習志野市道００－１１５号線"
"12216700115249","習志野市道００－１１５号線"
"12216700116263","習志野市道００－１１６号線"
"12216700124230","習志野市道００－１２４号線"
"12216701058159","習志野市道０１－０５８号線"
"12216701059144","習志野市道０１－０５９号線"
"12216701060144","習志野市道０１－０６０号線"
"12216702048092","習志野市道０２－０４８号線"
"12216703043084","習志野市道０３－０４３号線"
"12216704009067","習志野市道０４－００９号線"
"12216704011059","習志野市道０４－０１１号線"
"12216704018030","習志野市道０４－０１８号線"
"12216704019035","習志野市道０４－０１９号線"
"12216705008015","習志野市道０５－００８号線"
"12216705024009","習志野市道０５－０２４号線"
"12216705029010","習志野市道０５－０２９号線"
"12216706100054","習志野市道０６－１００号線"
"12216707095002","習志野市道０７－０９５号線"
"12216707125004","習志野市道０７－１２５号線"
"12216708065135","習志野市道０８－０６５号線"
"12216708067100","習志野市道０８－０６７号線"
"12216708079070","習志野市道０８－０７９号線"
"12216708079082","習志野市道０８－０７９号線"
"12216708082082","習志野市道０８－０８２号線"
"12216708084070","習志野市道０８－０８４号線"
"12216709017250","習志野市道０９－０１７号線"
"12216709018262","習志野市道０９－０１８号線"
"12216710036252","習志野市道１０－０３６号線"
"12216710041252","習志野市道１０－０４１号線"
"12216712008018","習志野市道１２－００８号線"
"12216712013018","習志野市道１２－０１３号線"
"12216712027001","習志野市道１２－０２７号線"
"12216713001077","習志野市道１３－００１号線"
"12216713002095","習志野市道１３－００２号線"
"12216713008095","習志野市道１３－００８号線"
"12216713009095","習志野市道１３－００９号線"
"12216713020095","習志野市道１３－０２０号線"
"12216713027157","習志野市道１３－０２７号線"
"12216713044016","習志野市道１３－０４４号線"
"12216713044026","習志野市道１３－０４４号線"
"12216713048031","習志野市道１３－０４８号線"
"12216713049028","習志野市道１３－０４９号線"
"12216713053012","習志野市道１３－０５３号線"
"12216713054013","習志野市道１３－０５４号線"
"12216713058000","習志野市道　１３－０５８号線"
"12216713059000","習志野市道１３－０５９号線"
"12216713062000","習志野市道１３－０６２号線"
"12216713063000","習志野市道１３－０６３号線"
"12216713064002","習志野市道１３－０６６号線"
"12216713065030","習志野市道１３－０６５号線"
"12216713066000","１３－０６６号線"
"12216713066001","習志野市道１３－０６６号線"
"12216713066003","習志野市道１３－０６６号線"
"12216713071000","習志野市道１３－０７１号線"
"12216713072000","習志野市道１３－０７２号線"
"12216713072002","習志野市道１３－０７２号線"
"12216713072004","習志野市道１３－０７２号線"
"12216714055000","習志野市道１４－０５５号線"
"12216714055001","習志野市道１４－０５５号線（複線０１）"
"12216714066000","習志野市道１４－０６６号線"
"12216714068000","習志野市道１４－０６８号線"
"12216714068001","習志野市道１４－０６８号線"
"12216714072002","習志野市道１４－０７２号線"
"12216714073003","習志野市道１４－０７３号線"
"12216714074000","習志野市道１４－０７４号線"
"12216797102000","習志野市道１４－０５６号線"
"12216797102001","習志野市道１４－０６５号線"
"12216797105013","習志野市道００－１０７号線"
"12216797105014","習志野市道００－１０７号線"
"12216797105019","習志野市道００－１０７号線"
"12216797105022","習志野市道００－１０７号線"
"12216797105028","習志野市道００－００６号線"
"12216797105052","習志野市道０６－１２４号線"
"12216797105097","習志野市道０２－０２４・０２７号線"
"12216797105108","習志野市道００－１０８号線"
"12216797105125","習志野市道０３－００１号線"
"12216797105127","習志野市道００－００７号線"
"12216797105129","習志野市道００－００３号線"
"12216797105131","習志野市道００－１１０号線"
"12216797105153","習志野市道００－００７号線"
"12216797105158","習志野市道００－００１号線"
"12216797105164","習志野市道００－００９号線"
"12216797105166","習志野市道０８－０１３号線"
"12216797105167","習志野市道００－１０９号線"
"12216797105168","習志野市道００－００７号線"
"12216797105188","習志野市道００－１０１号線"
"12216797105190","習志野市道００－００８号線"
"12216797105215","習志野市道００－１０１号線"
"12216797105224","習志野市道００－１２４号線"
"12216797105225","習志野市道００－１０５号線"
"12216797105232","習志野市道００－１１６号線"
"12216797105234","習志野市道００－１１６号線"
"12216797105237","習志野市道００－１０５号線"
"12216797105244","習志野市道００－１０１号線"
"12216797105248","習志野市道００－１１６号線"
"12216797105251","習志野市道００－１０５号線"
"12216797105253","習志野市道００－１０５号線"
"12216797107017","習志野市道１３－０４７号線"
"12216797107020","習志野市道１３－０４７号線"
"12216797109000","習志野市道１４－０６７号線"
"12216797110000","習志野市道１３－０６４号線"
"12216797112001","習志野市道１３－０７１号線"
"12216797114000","習志野市道００－０１２号線"
"12216797114002","習志野市道００－０２１号線"
"12216797114006","習志野市道００－０１２号線"
"12216797115022","習志野市道００－０１５号線"
"12216797122000","習志野市道００－００７号線"
"12216797126001","習志野市道１４－０６４号線"
"12216797127001","習志野市道００－００６号線"
"12216797127003","習志野市道００－００６号線"
"12216797130000","習志野市道１４－０６４号線"
"12216797132000","習志野市道１３－０４７号線"
"12216797138000","習志野市道００－００２号線"
"12216797139000","習志野市道００－００３号線"
"12216797141000","習志野市道００－００７号線"
"12216797141001","習志野市道００－００７号線"
"12216797143000","習志野市道００－００８号線"
"12216797148000","習志野市道００－１０１号線"
"12216797156000","習志野市道００－０１５号線"
"12216797160000","習志野市道００－０１５号線"
"12216797160001","習志野市道００－０１５号線"
"12216797160002","習志野市道００－０１５号線"
"12216797160003","習志野市道００－０１５号線"
"12216797160004","習志野市道００－０１５号線"
"12216797160005","習志野市道００－０１５号線"
"12216797160006","習志野市道００－０１５号線"
"12216797160007","習志野市道００－０１５号線"
"12217700001000","０１０８６号線"
"12217700002000","０１０７４号線"
"12217700003000","０１０５０号線"
"12217700010000","０１０８７号線"
"12217700011000","０１０５０号線"
"12217700014000","０１０１５号線"
"12217700015000","０１０２４号線"
"12217700016000","０１０４９号線"
"12217700017000","０１０２６号線"
"12217700022000","０１０２７号線"
"12217700023000","０１０４６号線"
"12217700041000","０２０９８号線"
"12217700043000","２０６４９号線"
"12217700044000","５０７２８号線"
"12217700050000","０１０４５号線"
"12217700108000","０１１２９号線"
"12217700209000","０２１００号線"
"12217701003000","柏市道０１００３号線"
"12217701004000","柏市道０１００４号線"
"12217701023000","０１０２３号線"
"12217701024000","０１０２４号線"
"12217701025000","０１０２５号線"
"12217701029000","０１０２９号線"
"12217701033000","柏市道０１０３３号線"
"12217701051000","０１０５１号線"
"12217701062000","０１０６２号線"
"12217701062001","柏市道０１０６２号線　複線０１"
"12217701062002","柏市道０１０６２号線"
"12217701064000","柏市道０１０６４号線"
"12217701065000","柏市道０１０６５号線"
"12217701071000","柏市道０１０７１号線"
"12217701089000","０１０８９号線"
"12217701090000","柏市道０１０９０号線"
"12217701091000","０１０９１号線"
"12217701097000","柏市道０１０９７号線"
"12217701099000","柏市道０１０９９号線"
"12217701100000","柏市道０１１００号線"
"12217701101000","柏市道０１１０１号線"
"12217701119000","柏市道０１１１９号線"
"12217701129000","０１１２９号線"
"12217701130000","０１１３０号線"
"12217701131000","柏市道　０１１３１号線"
"12217701134000","柏市道０１１３４号線"
"12217701135000","柏市道０１１３５号線"
"12217701136000","柏市道０１１３６号線"
"12217701136001","柏市道０１１３６号線"
"12217701138000","柏市道０１１３８号線"
"12217701150000","０１１５０号線"
"12217701209000","０１２０９号線"
"12217701213000","柏市道０１２１３号線"
"12217702018000","柏市道０２０１８号線"
"12217702034000","柏市道　０２０３４号線"
"12217702042000","０２０４２号線"
"12217702072000","柏市道０２０７２号線"
"12217702103000","０２１３号線"
"12217702105000","柏市道０２１０５号線"
"12217702106000","０２１０６号線"
"12217702133000","柏市道　０２１３３号線"
"12217702134000","０２１３４号線"
"12217702142000","柏市道　０２１４２号線"
"12217702147000","柏市道　０２１４７号線"
"12217702151000","柏市道０２１５１号線"
"12217720152000","柏市道２０１５２号線"
"12217720169000","柏市道２０１６９号線"
"12217720172000","柏市道２０１７２号線"
"12217720198000","柏市道２０１９８号線"
"12217721138000","柏市道２１１３８号線"
"12217721145000","柏市道２１１４５号線"
"12217740065000","４００６５号線"
"12217780195000","柏市道８０１９５号線"
"12217780254000","柏市道８０２５４号線"
"12217780387000","市道８０３８７号線"
"12217780456000","柏市道　８０４５６号線"
"12217790433000","柏市道　９０４３３号線"
"12217797101002","柏市道０１１１０号線"
"12217797101005","柏市道０１１１０号線"
"12217797101008","柏市道０１１１０号線"
"12217797101010","柏市道０１１１０号線"
"12217797101011","柏市道０１１０３号線"
"12217797101012","柏市道０１１０３号線"
"12217797102000","柏市道６０２９０号線"
"12217797102005","柏市道０１０９８号線"
"12217797102008","柏市道０１１０２号線"
"12217797102009","柏市道０１０９８号線"
"12217797102011","９７１０２号複線１１（路線番号は仮）"
"12217797102012","柏市道０２０７３号線"
"12217797102013","柏市道０１１０２号線"
"12217797102014","柏市道０１０９８号線"
"12217797102015","柏市道０１０９９号線"
"12217797102016","柏市道６０２９０号線"
"12217797102018","柏市道０１０９７号線"
"12217797102019","柏市道０１０９６号線"
"12217797102020","柏市道０１０９７号線"
"12217797102021","柏市道０２０６９号線"
"12217797102024","柏市道０２０６９号線"
"12217797102025","柏市道０１０９６号線"
"12217797102030","柏市道０１０９２号線"
"12217797102031","柏市道０２０６５号線"
"12217797102032","柏市道０２０６５号線"
"12217797102037","柏市道０１０７３号線"
"12217797102038","柏市道０１０７３号線"
"12217797102039","柏市道０１０７３号線"
"12217797102040","柏市道０１０９４号線"
"12217797102041","９７１０２号複線４１（路線番号は仮）"
"12217797102042","柏市道０１０９３号線"
"12217797102044","柏市道０１０９３号線"
"12217797102048","柏市道０１０９３号線"
"12217797102049","９７１０２号複線４９（路線番号は仮）"
"12217797102051","柏市道０１１５０号線"
"12217797102055","柏市道０１１５３号線"
"12217797102064","９７１０２号複線６４（路線番号は仮）"
"12217797102076","柏市道０１１５６号線"
"12217797102078","９７１０２号複線７８（路線番号は仮）"
"12217797102089","９７１０２号複線８９（路線番号は仮）"
"12217797102091","柏市道０１０７３号線"
"12217797103021","９７１０３号複線２１（路線番号は仮）"
"12217797103025","９７１０３号複線２５（路線番号は仮）"
"12217797111004","柏市道０２１１２号線"
"12217797112000","９７１１２号（路線番号は仮）"
"12217797115000","柏市道０１１０１号線"
"12217797115006","９７１１５号複線６（路線番号は仮）"
"12217797115009","９７１１５号複線９（路線番号は仮）"
"12217797117000","柏市道０１０６６号線"
"12217797119000","柏市道０２０６５号線"
"12217797119001","柏市道０２０６５号線"
"12217797120000","柏市道０１０８８号線"
"12217797120002","柏市道０１０８８号線"
"12217797120003","柏市道５０４３６号線"
"12217797120004","柏市道０１０８８号線"
"12217797120005","柏市道０１０８６号線"
"12217797120006","柏市道０１０８５号線"
"12217797120008","柏市道０１０８４号線"
"12217797120009","柏市道０１０８０号線"
"12217797120010","柏市道０１０９７号線"
"12217797120011","柏市道０１０８０号線"
"12217797120012","柏市道０１０８０号線"
"12217797120013","柏市道０１０８１号線"
"12217797120015","柏市道０１０９７号線"
"12217797120018","柏市道０１０８０号線"
"12217797120019","柏市道０１０８２号線"
"12217797120020","柏市道０１０８１号線"
"12217797120021","柏市道０１０８２号線"
"12217797120022","柏市道０１０７７号線"
"12217797120023","柏市道０１０７８号線"
"12217797120024","９７１２０号複線２４（路線番号は仮）"
"12217797120026","柏市道０１０７７号線"
"12217797120028","柏市道０１０７８号線"
"12217797120029","柏市道０１０５６号線"
"12217797120034","柏市道０１０５６号線"
"12217797120035","柏市道０２０３８号線"
"12217797120037","９７１２０号複線３７（路線番号は仮）"
"12217797120041","柏市道０２０４５号線"
"12217797120042","柏市道０２０３８号線"
"12217797120043","柏市道０１０５６号線"
"12217797120044","柏市道０２０３９号線"
"12217797120045","柏市道０２０４５号線"
"12217797121000","柏市道０１０６１号線"
"12217797121003","柏市道０１０６０号線"
"12217797122000","柏市道０２０４８号線"
"12217797123001","柏市道０２０４２号線"
"12217797124000","柏市道０１０７５，０２０４７号線"
"12217797124001","柏市道０１０７５，０１０７６号線"
"12217797127000","柏市道０１０４７号線"
"12217797127002","柏市道３０６８６号線"
"12217797127005","柏市道３０６０８号線"
"12217797127006","柏市道３０６３０号線"
"12217797129005","柏市道０１０３６号線"
"12217797129008","柏市道０１０３６号線"
"12217797129009","柏市道１０４８２号線"
"12217797129012","柏市道０１０３６号線"
"12217797129016","柏市道０１０３６号線"
"12217797129019","柏市道０１０３６号線"
"12217797130000","９７１３０号複線本線（路線番号は仮）"
"12217797131000","柏市道０２０３２号線"
"12217797132000","柏市道０１０４４号線"
"12217797132002","柏市道０１０４４号線"
"12217797133002","柏市道０１０３４号線"
"12217797133003","９７１３３号複線３（路線番号は仮）"
"12217797133004","柏市道０１０３４号線"
"12217797133005","柏市道０１１３５号線"
"12217797134000","柏市道０１２０９，０１０１７号線"
"12217797134001","柏市道０１０１４号線"
"12217797134003","柏市道０１０１４号線"
"12217797134007","柏市道０１０１４号線"
"12217797134008","柏市道０１０１４号線"
"12217797134009","柏市道０２０１６号線"
"12217797134010","柏市道０２０１５号線"
"12217797134015","柏市道２００４９号線"
"12217797134016","柏市道０１０１４号線"
"12217797134017","柏市道０２０１５号線"
"12217797134019","柏市道０１０１３号線"
"12217797134022","柏市道２０１６８，２１１１３号線"
"12217797134023","柏市道０２０１８号線"
"12217797134024","柏市道０１０１３号線"
"12217797134029","柏市道０２０１８号線"
"12217797134030","柏市道２０００１号線"
"12217797134032","柏市道２０００１号線"
"12217797135000","柏市道０１０２３，２１１４２号線"
"12217797135001","柏市道２１１４２号線"
"12217797135002","柏市道０２１５１号線"
"12217797136000","柏市道２０１６９号線"
"12217797136001","柏市道２０２１１号線"
"12217797138005","柏市道０２０３３号線"
"12217797139000","柏市道０１０１９号線"
"12217797139001","柏市道０１０１９号線"
"12217797139002","柏市道０１０１７号線"
"12217797139004","柏市道０１０１７号線"
"12217797139006","柏市道０１０１７号線"
"12217797147004","９７１４７号複線４（路線番号は仮）"
"12217797147005","柏市道０１２１３，０１２１４号線"
"12217797147006","柏市道０１２１４号線"
"12217797147008","柏市道０１２１６号線"
"12217797147009","柏市道０１２１２号線"
"12217797147010","柏市道０１２１２号線"
"12217797147012","柏市道０１２１３号線"
"12217797149000","柏市道０２０２７号線"
"12217797149002","柏市道０２０２８号線"
"12217797150000","柏市道０１０２８号線"
"12217797150001","柏市道０１０２８号線"
"12217797151006","９７１５１号複線６（路線番号は仮）"
"12217797151008","９７１５１号複線８（路線番号は仮）"
"12217797151010","９７１５１号複線１０（路線番号は仮）"
"12217797154000","９７１５４号（路線番号は仮）"
"12217797154001","９７１５４号複線１（路線番号は仮）"
"12217797154002","９７１５４号複線２（路線番号は仮）"
"12217797154003","９７１５４号複線３（路線番号は仮）"
"12217797154005","柏市道０１０３０号線"
"12217797155000","柏市道０１０６０号線"
"12217797165002","柏市道５０４４７号線"
"12217797165003","柏市道５０４４７号線"
"12217797176000","９７１７６号複線本線（路線番号は仮）"
"12217797180004","９７１８０号複線４（路線番号は仮）"
"12217797181000","柏市道０１１３８号線"
"12217797182000","柏市道０１１３５号線"
"12217797182001","柏市道０１１３５号線"
"12217797182003","柏市道０１１３５号線"
"12217797182004","柏市道０２１０２"
"12217797182005","柏市道８０２５８号線"
"12217797182008","９７１８２号複線８（路線番号は仮）"
"12217797182009","９７１８２号複線９（路線番号は仮）"
"12217797182010","柏市道０２１０５号線"
"12217797182011","柏市道０２１０４号線"
"12217797182013","柏市道０２１０４号線"
"12217797183000","柏市道０１１３２号線"
"12217797184000","９７１８４号（路線番号は仮）"
"12217797187001","９７１８７号複線１（路線番号は仮）"
"12217797187002","柏市道０２１２８号線"
"12217797189000","柏市道０２１４９号線"
"12217797189002","柏市道０１２０６号線"
"12217797189003","柏市道０１２０６号線"
"12217797189004","柏市道０１２０６号線"
"12217797189007","柏市道０１２０６号線"
"12217797189022","柏市道８１１８０号線"
"12217797189027","柏市道０２１００号線"
"12217797189028","柏市道０２１００号線"
"12217797191000","柏市道８０２６０号線"
"12217797193000","柏市道０１１５２号線"
"12217797234000","９７２３４号複線本線（路線番号は仮）"
"12217797246001","９７２４６号複線１（路線番号は仮）"
"12217797247000","９７２４７号複線本線（路線番号は仮）"
"12218700110000","１１０"
"12218701027000","中島場二号線"
"12218797102002","９７１０２号複線２（路線番号は仮）"
"12218797104000","９７１０４号（路線番号は仮）"
"12218797106000","９７１０６号（路線番号は仮）"
"12218797110000","９７１１０号（路線番号は仮）"
"12218797112000","芳賀市野川線"
"12219700001000","１号線"
"12219700001001","１号線"
"12219700002000","２号線"
"12219700002001","市原市　市道２号線"
"12219700002002","市原市　市道２号線"
"12219700002004","市原市　市道２号線"
"12219700002007","市原市　市道２号線"
"12219700005000","５号線"
"12219700005001","市道５号線"
"12219700006000","市原市道６号線"
"12219700008000","市町村道　市原市道８号線"
"12219700008001","市町村道　市原市道８号線"
"12219700008002","８号線（複線０２）"
"12219700011000","１１号線"
"12219700012000","１２号線"
"12219700012002","１２号線"
"12219700014000","１４号線"
"12219700016000","１６号線"
"12219700017000","市町村道　市原市１７号線"
"12219700020001","市原市道２０号線"
"12219700022000","市原市道２２号線"
"12219700024000","２４号線"
"12219700027000","２７号線"
"12219700040013","市原市　市道４０号線"
"12219700040015","市原市　市道４０号線"
"12219700041010","市原市　市道４１号線"
"12219700041011","市原市　市道４１号線"
"12219700041012","市原市　市道４１号線"
"12219700045000","４５号線"
"12219700048007","市原市　市道４８号線"
"12219700048009","市原市　市道４８号線"
"12219700080000","８０号線"
"12219700081000","８１号線"
"12219700089000","市原市道８９号線"
"12219700090000","市原市道９０号線"
"12219700091000","市原市道９１号線"
"12219700091001","市原市道９１号線"
"12219700103000","１０３号線"
"12219700103001","市原市道１０３号線"
"12219700106000","１０６号線"
"12219700108000","１００８号線"
"12219700110000","市原市道１１０号線"
"12219700115000","四辻通り"
"12219700116000","１１６号線"
"12219700118000","０１１８号線"
"12219700214000","ア－２１４号線"
"12219700254000","２５４号線"
"12219700260000","２６０号線"
"12219700260001","市原市道２６０号線"
"12219700261000","市原市道２６１号線"
"12219700274000","市道２７４号線"
"12219700277000","市道２７７号線"
"12219700305000","３００５号線"
"12219700309000","３００９号線"
"12219700311000","１３１１号線"
"12219700312000","１３１２号線"
"12219700675000","６７５５号線"
"12219701001000","市道１００１号線"
"12219701004000","１００４号線"
"12219701007000","１００７号線"
"12219701010000","１０１０号線"
"12219701012000","１０１２号線"
"12219701727000","１７２７"
"12219702001000","市町村道　市原市２００１号線"
"12219702006000","２００６号線"
"12219702007000","市道２００７号線"
"12219702010000","２０１０号線"
"12219702177000","２１７７号線"
"12219702178000","２１７８号線"
"12219702179000","市町村道　市原市２１７９号線"
"12219702180000","２１８０号線"
"12219702183000","２１８３号線"
"12219702185000","市原市道２１８５号線"
"12219702185001","２１８５号線（複線０１）"
"12219702189000","２１８９号線"
"12219702191000","市道２１９１号線"
"12219702192000","市道２１９２号線"
"12219702193000","市町村道　市原市２１９３号線"
"12219702194000","市道２１９４号線"
"12219702195000","市原市道２１９５号線"
"12219702197000","市道２１９７号線"
"12219702199000","２１９９号線"
"12219702200000","２２００号線"
"12219702202000","市原市道２２０２号線"
"12219702458000","市原市道２４５８号線"
"12219703005000","３００５号線"
"12219703006000","３００６号線"
"12219703008000","市原市道３００８号線"
"12219703024000","市原市道３０２４号線"
"12219703053000","３０５３号線"
"12219703054000","３０５４号線"
"12219703055000","３０５５号線"
"12219703371000","３３７１号線"
"12219703372000","３３７２号線"
"12219703380000","市原市道３３８０号線"
"12219704042000","市道４０４２号線"
"12219704071000","４０７１号線"
"12219704071001","４０７１号線（複線０１）"
"12219705237012","市原市　市道５２３７号線"
"12219706379000","市原市道６３７９号線"
"12219706771000","６７７１号線"
"12219709127000","９１２７号線"
"12219709132000","９１３２号線"
"12219709142000","９１４２号線"
"12219709383000","市原市道９３８３号線"
"12219712038000","市原市道１２０３８号線"
"12219797101000","市原市道８５６４号線、市原市道７２０２号線"
"12219797105000","９７１０５号本線（路線番号は仮）"
"12219797111002","９７１１１号複線２（路線番号は仮）"
"12219797111003","９７１１１号複線３（路線番号は仮）"
"12219797124006","市原市道７２５３号線"
"12219797124007","９７１２４号複線７（路線番号は仮）"
"12219797127000","９７１２７号（路線番号は仮）"
"12219797127002","市原市道３２号線"
"12219797130001","９７１３０号複線１（路線番号は仮）"
"12219797130005","９７１３０号複線５（路線番号は仮）"
"12219797130006","９７１３０号複線６（路線番号は仮）"
"12219797130008","９７１３０号複線８（路線番号は仮）"
"12219797130010","９７１３０号複線１０（路線番号は仮）"
"12219797130011","市原市道１２６号線"
"12219797140000","９７１４０号（路線番号は仮）"
"12219797144000","９７１４４号（路線番号は仮）"
"12219797144002","９７１４４号複線２（路線番号は仮）"
"12219797144004","市原市道１３号線"
"12219797144005","市原市道１３号線"
"12219797144008","市原市道１３号線"
"12219797144011","市原市道１３号線"
"12219797144014","市原市道１３号線"
"12219797145001","市原市道８２号線"
"12219797145003","市原市道８２号線"
"12219797147000","市原市道１１２号線"
"12219797147001","９７１４７号複線１（路線番号は仮）"
"12219797147002","９７１４７号複線２（路線番号は仮）"
"12219797149005","９７１４９号複線５（路線番号は仮）"
"12219797149006","９７１４９号複線６（路線番号は仮）"
"12219797149011","９７１４９号複線１１（路線番号は仮）"
"12219797150001","９７１５０号複線１（路線番号は仮）"
"12219797153040","９７１５３号複線４０（路線番号は仮）"
"12219797153059","９７１５３号複線５９（路線番号は仮）"
"12219797153061","９７１５３号複線６１（路線番号は仮）"
"12219797153072","９７１５３号複線７２（路線番号は仮）"
"12219797153086","９７１５３号複線８６（路線番号は仮）"
"12219797153089","９７１５３号複線８９（路線番号は仮）"
"12219797153091","９７１５３号複線９１（路線番号は仮）"
"12219797153093","９７１５３号複線９３（路線番号は仮）"
"12219797154000","９７１５４号（路線番号は仮）"
"12219797155000","９７１５５号（路線番号は仮）"
"12219797155001","９７１５５号複線１（路線番号は仮）"
"12219797155002","９７１５５号複線２（路線番号は仮）"
"12219797155003","９７１５５号複線３（路線番号は仮）"
"12219797164001","９７１６４号複線１（路線番号は仮）"
"12219797164004","９７１６４号複線４（路線番号は仮）"
"12219797164007","９７１６４号複線７（路線番号は仮）"
"12219797164011","９７１６４号複線１１（路線番号は仮）"
"12219797164018","９７１６４号複線１８（路線番号は仮）"
"12219797164022","９７１６４号複線２２（路線番号は仮）"
"12219797164023","９７１６４号複線２３（路線番号は仮）"
"12219797164025","９７１６４号複線２５（路線番号は仮）"
"12219797164026","９７１６４号複線２６（路線番号は仮）"
"12219797164027","９７１６４号複線２７（路線番号は仮）"
"12219797164029","９７１６４号複線２９（路線番号は仮）"
"12219797164032","９７１６４号複線３２（路線番号は仮）"
"12219797164034","９７１６４号複線３４（路線番号は仮）"
"12219797164035","９７１６４号複線３５（路線番号は仮）"
"12219797164037","市原市道９１４６号線"
"12219797164044","９７１６４号複線４４（路線番号は仮）"
"12219797166003","市原市道１号線"
"12219797166005","市原市道１号線"
"12219797166008","９７１６６号複線８（路線番号は仮）"
"12219797166010","９７１６６号複線１０（路線番号は仮）"
"12219797166013","市原市道１号線"
"12219797166014","９７１６６号複線１４（路線番号は仮）"
"12219797166015","９７１６６号複線１５（路線番号は仮）"
"12219797166023","９７１６６号複線２３（路線番号は仮）"
"12219797166026","９７１６６号複線２６（路線番号は仮）"
"12219797166028","９７１６６号複線２８（路線番号は仮）"
"12219797166036","９７１６６号複線３６（路線番号は仮）"
"12219797166042","９７１６６号複線４２（路線番号は仮）"
"12219797166051","９７１６６号複線５１（路線番号は仮）"
"12219797166068","９７１６６号複線６８（路線番号は仮）"
"12219797166069","９７１６６号複線６９（路線番号は仮）"
"12219797166072","９７１６６号複線７２（路線番号は仮）"
"12219797166074","９７１６６号複線７４（路線番号は仮）"
"12219797166075","９７１６６号複線７５（路線番号は仮）"
"12219797166079","９７１６６号複線７９（路線番号は仮）"
"12219797166082","９７１６６号複線８２（路線番号は仮）"
"12219797167000","９７１６７号（路線番号は仮）"
