Rosen,Kyori,S_Kosaten,E_Kosaten,Kiten_Kyori,Bunri,Encho,Hankei,Kudari,Nobori,Kudari_Nobori,Mawari,Kudari_J11,Nobori_J11,Kudari_J12,Nobori_J12,Kudari_J13,Nobori_J13,Kudari_J21,Nobori_J21,Kudari_J22,Nobori_J22,Kudari_J23,Nobori_J23,Kudari_J31,Nobori_J31,Kudari_J32,Nobori_J32,Kudari_J33,Nobori_J33,Kudari_J4,Nobori_J4,Chisaki_Knj
1000500779000,557,6340570062,6340560044,0.55699998,2,0.082999997,150.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,伊達市旭町
1000500779000,1091,6340570262,6340570019,1.091,2,0.109,70.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,伊達市北稀府町
1000500779000,1272,6340560031,6340560087,1.272,2,0.124,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,伊達市舘山下町
1000500780000,871,6445740250,6445740248,0.87099999,2,0.2,160.0,3.25,3.25,0.0,0,2,2,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,根室市東和田
1000500780000,2821,6445740248,6445740002,2.8210001,2,0.086000003,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,根室市温根沼
1000500782000,827,6341500012,6341400499,0.82700002,2,0.011,8.0,2.75,2.75,0.0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,登別市常盤町三丁目４３
1000500789000,5378,6441661160,6441661120,5.3779998,2,0.030999999,80.0,3.25,3.25,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,岩見沢市１３条西１丁目
1000500790000,670,6441332397,644133F002,0.67000002,1,0.046999998,50.0,3.5,99.989998,0.0,0,5,1,5,1,5,1,5,1,5,1,5,1,3,1,5,1,5,1,3,1,北広島市大曲（Ａランプ）
1000500790001,670,6441332397,6441332401,0.67000002,1,0.138,90.0,3.5,99.989998,0.0,0,5,1,5,1,5,1,3,1,5,1,5,1,3,1,5,1,5,1,3,1,北広島市大曲（Ｃランプ）
1000500790001,670,6441332397,6441332401,0.67000002,1,0.048999999,50.0,99.989998,3.5,0.0,0,1,5,1,5,1,5,1,5,1,5,1,5,1,3,1,5,1,5,1,3,北広島市大曲（Ｂランプ）
1000500796000,296,6342340013,6342340014,0.296,2,0.097999997,150.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,新ひだか町三石西端
1000500796000,698,6342340041,6342340040,0.69800001,2,0.02,40.0,2.75,2.75,0.0,0,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,新ひだか町静内春立
1000500796000,3286,6342340014,6342340041,3.286,2,0.13,150.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,新ひだか町静内東別
1000500802000,31,6544650019,6544650133,0.030999999,2,0.018999999,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,斜里町文光町
1000500802000,108,6544650019,6544650133,0.108,2,0.021,50.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,斜里町文光町
1000500805000,0,6544540044,6544540003,0.0,2,0.024,40.0,2.75,2.75,0.0,0,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,清里町字青葉
1000500917000,0,6441661133,6441660129,0.0,2,0.088,140.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,三笠市５条東１５丁目３３番地の２
1000500917000,0,6441660129,6441660170,0.0,2,0.088,140.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,三笠市五条東十七丁目７１
1000500917000,0,6441670017,6441770034,0.0,2,0.146,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,三笠市本町９２６
1000500917000,4160,6441660170,6441670017,4.1599998,2,0.146,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,三笠市本町
1000500919000,0,6340370276,6340370033,0.0,2,0.07,175.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,室蘭市中央町三丁目７
1000500919000,102,6340370382,6340370276,0.102,2,0.055,175.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,室蘭市中央町３丁目
1000500919000,798,6340370039,6341300016,0.79799998,2,0.034000002,16.0,3.0,3.0,0.0,1,5,5,5,5,5,5,3,3,5,5,5,5,3,3,3,3,3,3,3,3,室蘭市山手町１丁目
1000500919000,2906,6340370039,6341300016,2.9059999,2,0.028000001,22.0,0.0,0.0,4.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,室蘭市母恋南町４丁目
1000500919000,5745,6341300016,6341300053,5.7449999,2,0.029999999,15.0,3.0,3.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,室蘭市大沢町２丁目
1000500922000,2,6340670099,6340670038,0.0020000001,2,0.164,150.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,壮瞥町字立香
1000500922000,4129,6340670038,6340670023,4.1290002,2,0.056000002,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,壮瞥町字南久保内
1000500923000,0,6741560092,6741560067,0.0,2,0.041000001,200.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,豊富町字徳満
1000500923000,1081,6741560036,6741560092,1.081,2,0.041000001,200.0,3.0,3.0,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,豊富町字メナシベツ
1000500924000,2917,6341760035,6341770009,2.9170001,2,0.12899999,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,厚真町字鯉沼
1000500928000,2696,6445700016,6545000008,2.6960001,2,0.34200001,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,別海町中西別
1000500928000,7528,6445600005,6445700016,7.5279999,2,0.111,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,別海町中西別
1000500933000,339,6441160139,6441170016,0.33899999,2,0.089000002,200.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,安平町早来守田
1000500933000,1508,6441160036,6441160139,1.508,2,0.101,200.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,安平町早来北進
1000500935000,726,6240710025,6240710023,0.72600001,2,0.048999999,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,江差町大字小黒部村
1000500936000,583,6340400029,6340500040,0.583,2,0.17200001,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,今金町字住吉３２５
1000500936000,2073,6340510015,6340400029,2.073,2,0.12899999,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,今金町字花石２３５
1000500936001,386,6340500045,6340500044,0.38600001,2,0.208,153.8,2.79,2.79,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,今金町今金
1000500940000,58,6542431017,6542431078,0.057999998,2,0.028999999,50.0,3.1199999,3.1199999,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,旭川市東旭川町日ノ出４０６－８
1000500943000,0,6543571797,6543570259,0.0,2,0.021,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市緑ケ丘
1000500943000,1882,6543570259,6543561190,1.882,2,0.021,30.0,2.75,2.75,0.0,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市大正３０５番地
1000500945000,0,6544650062,6544650060,0.0,2,0.079000004,132.0,2.9000001,2.9000001,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,斜里町字三井
1000500952000,32,6444410032,6444410067,0.032000002,2,0.199,160.0,3.25,3.25,0.0,0,2,2,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,釧路市山花
1000500953000,49,6445630002,6445730002,0.048999999,2,0.0099999998,150.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,根室市別当賀
1000500956000,0,6441500145,6441500014,0.0,2,0.19400001,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,小樽市望洋台３丁目
1000500956000,220,6440670223,6440670073,0.22,2,0.054000001,28.0,4.0,4.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,小樽市緑５丁目
1000500956000,220,6440670223,6440670661,0.22,1,0.054000001,28.0,4.0,4.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,小樽市緑５丁目
1000500956000,960,6441500006,6441500145,0.95999998,2,0.093999997,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,小樽市朝里川温泉１丁目
1000500961000,0,6643060039,6643060007,0.0,2,0.050000001,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,佐呂間町字北
1000500961000,443,6643160007,6643060039,0.44299999,2,0.050000001,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,佐呂間町字富武士
1000500966000,713,6542240028,6542330215,0.713,2,0.034000002,80.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,美瑛町美瑛原野
1000500966000,4355,6542150015,6542240028,4.355,2,0.07,53.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,美瑛町字白金
1000500966000,4746,6542050002,6542150015,4.7459998,2,0.068000004,40.0,0.0,0.0,4.0,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,美瑛町白金
1000500967000,174,6441250055,6441250053,0.17399999,2,0.090000004,160.2,2.8299999,2.8299999,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,千歳市長都
1000500967000,5006,6441350032,6441250055,5.006,2,0.118,160.2,2.8499999,2.8499999,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,千歳市根志越
1000500969000,33,6240650190,6240650402,0.033,2,0.0089999996,10.0,0.0,0.0,4.5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,七飯町字中島２００－１
1000500969000,293,6240650402,6240650040,0.29300001,2,0.025,15.0,0.0,0.0,4.5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,七飯町字中島３－１３
1000500969000,392,6240650583,6240650190,0.39199999,2,0.017999999,150.0,0.0,0.0,3.5,0,3,3,5,5,5,5,3,3,3,3,5,5,3,3,3,3,5,5,3,3,七飯町字中島３５０
1000500981000,1250,6340660179,6340670051,1.25,2,0.154,120.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,伊達市上長和町
1000500982000,35,6340560048,6340560053,0.035,2,0.028000001,150.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,伊達市鹿島町
1000500984000,1874,6642120027,6642130018,1.874,2,0.030999999,60.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,剣淵町字剣淵原野
1000500986000,57,6543440020,6543440069,0.057,2,0.032000002,20.0,2.75,2.75,0.0,1,5,5,5,5,5,5,3,3,5,5,5,5,3,3,3,3,5,5,3,3,置戸町字置戸
1000500986000,4601,6543440069,6543450060,4.6009998,2,0.0089999996,10.0,0.0,0.0,4.5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,置戸町字置戸
1000500986001,0,6543460013,6543460078,0.0,2,0.081,50.0,0.0,0.0,5.4000001,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,訓子府町字大谷
1000500986001,723,6543460078,6543560030,0.72299999,2,0.081,50.0,0.0,0.0,5.4000001,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市常川７４９
1000500998000,7253,6440750054,6440640004,7.2529998,2,0.085000001,65.0,3.5,3.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,古平町字六志内
1000501003000,0,6444430864,6444331655,0.0,2,0.17299999,50.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,釧路町オビラシケ４４番８
1000501003000,260,6444440003,6444440016,0.25999999,2,0.303,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,釧路町字達古武
1000501003000,5274,6444440003,6444440016,5.2740002,1,0.055,50.0,2.75,2.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,釧路町字達古武～字東野
1000501007000,0,6541670005,6541670008,0.0,2,0.046,85.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,沼田町字恵比島
1000501007000,213,6541570033,6541570034,0.213,2,0.035999998,95.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,沼田町緑町
1000501007000,1493,6541670008,6541570033,1.493,2,0.046,85.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,沼田町字沼田
1000501022000,5299,6440450011,6440460004,5.2989998,2,0.030999999,50.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,仁木町銀山３丁目
1000501024000,24,6543670109,6543670110,0.024,2,0.041999999,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市端野町端野
1000501024000,84,6543670109,6543670110,0.083999999,2,0.056000002,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市端野町端野
1000501024000,118,6543670110,6543670308,0.118,2,0.029999999,70.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市端野町端野
1000501025000,3,6342350016,6342350019,0.003,2,0.0049999999,30.0,0.0,0.0,5.0,0,5,5,5,5,5,5,3,3,3,3,5,5,3,3,3,3,3,3,3,3,新ひだか町三石本桐
1000501025000,32,6342350020,6342250023,0.032000002,2,0.044,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,新ひだか町三石美野和
1000501025000,47,6342260010,6342260105,0.046999998,2,0.124,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,浦河町字向別
1000501025000,410,6342260105,6342260025,0.41,2,0.171,80.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,浦河町西舎
1000500805000,18,6544540013,6544540044,0.017999999,2,0.024,40.0,2.75,2.75,0.0,1,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,清里町札弦町
1000500806000,107,6443620035,6443620039,0.107,2,0.059999999,56.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,上士幌町字上士幌東３線
1000500811000,4621,6741750029,6741750011,4.6209998,2,0.36000001,20.0,2.75,2.75,0.0,1,5,5,5,5,5,5,3,3,5,5,5,5,3,3,3,3,5,5,3,3,稚内市大字抜海村字上ユウチ
1000500821000,0,644027F001,6440270010,0.0,2,0.07,55.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,京極町字京極
1000500821000,61,6440270010,6440270009,0.061000001,2,0.07,55.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,京極町字京極
1000500828000,36,6643200012,6643200010,0.035999998,2,0.024,30.0,2.95,2.95,0.0,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,滝上町字滝上市街地
1000500833000,0,6544270095,6544270014,0.0,2,0.041999999,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,中標津町川西七丁目
1000500833000,221,6544270014,6544270031,0.221,2,0.07,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,中標津町西四条
1000500833000,945,6544270004,6544270095,0.94499999,2,0.041999999,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,中標津町俣落
1000500845000,10,6442030021,6442030010,0.0099999998,2,0.145,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,平取町芽生
1000500845000,764,6442030019,6442030021,0.764,2,0.124,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,平取町字芽生
1000500845000,5428,6442020024,6442020036,5.428,2,0.12899999,150.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,平取町貫気別
1000500847000,223,6442230021,6442230030,0.223,2,0.13500001,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,日高町字富岡
1000500847000,321,6442230030,6442230009,0.32100001,2,0.20299999,200.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,日高町本町
1000500847000,599,6442230002,6442230021,0.59899998,2,0.26499999,80.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,日高町字富岡
1000500858000,507,6643170021,6643070027,0.50700003,2,0.054000001,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,佐呂間町字浜佐呂間
1000500861000,42,6642130121,6642130120,0.041999999,2,0.037999999,60.0,3.5,4.5,0.0,1,3,3,3,3,3,3,1,1,2,2,3,3,1,1,2,2,3,3,1,1,士別市南町東４区
1000500866000,20,6641530003,6641530004,0.02,2,0.029999999,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,羽幌町焼尻字東浜
1000500867000,0,6541670085,6541670004,0.0,2,0.14300001,60.099998,2.8599999,2.8599999,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,沼田町字恵比島
1000500867000,15173,6641070030,6541670085,15.173,2,0.14300001,60.099998,2.8599999,2.8599999,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,沼田町字浅野
1000500879000,1090,6240562224,6240562775,1.09,2,0.097999997,90.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,函館市米原町
1000500882000,0,6443230065,6443230066,0.0,2,0.116,63.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,池田町北栄
1000500882000,0,6443230066,6443140008,0.0,2,0.116,63.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,池田町十弗宝町
1000500882000,2120,6443230051,6443230065,2.1199999,2,0.116,63.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,池田町字川合
1000500883000,384,664360F006,6643600009,0.384,2,0.086999997,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,雄武町字上沢木
1000500913000,346,6540030005,6440740004,0.34599999,2,0.041999999,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,積丹町野塚
1000500914000,2494,6340750049,6340750013,2.494,2,0.152,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊浦町字上泉
1000500914000,3302,6340740009,6340750049,3.302,2,0.182,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊浦町字新富
1000500914000,7672,6340750013,6440050028,7.6719999,2,0.039999999,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊浦町字山梨
1000500915000,374,6542520006,6542524432,0.37400001,2,0.21699999,130.0,3.25,3.25,0.0,0,3,3,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,旭川市江丹別町嵐山
1000500915000,3932,6542620006,6542520006,3.9319999,2,0.029999999,50.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,旭川市江丹別町共和
1000500916000,5278,6542500022,6542410011,5.2779999,2,0.243,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,深川市西尚武山
1000501025000,548,6342340029,6342340058,0.54799998,2,0.014,10.0,2.75,2.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,新ひだか町三石福畑
1000501025000,675,6342340058,6342350014,0.67500001,2,0.126,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,新ひだか町三石福畑
1000501025000,705,6342350019,6342350020,0.70499998,2,0.141,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,新ひだか町三石歌笛
1000501025000,1190,6342430042,6342430045,1.1900001,2,0.035999998,15.0,3.0,3.0,0.0,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,新ひだか町静内豊畑
1000501025000,1792,6342250028,6342260008,1.7920001,2,0.22499999,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,浦河町向が丘
1000501025000,2744,6342340022,6342340029,2.744,2,0.043000001,30.0,0.0,0.0,3.5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,新ひだか町三石豊岡
1000501025000,2991,6342430047,6342340014,2.9909999,2,0.147,70.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,新ひだか町静内川合
1000501025000,3548,6342250018,6342250028,3.5480001,2,0.083999999,60.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,浦河町字絵笛
1000501025000,3786,6342340014,6342340022,3.786,2,0.012,5.0,0.0,0.0,4.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,新ひだか町三石豊岡
1000501025000,4988,6342430042,6342430045,4.9879999,2,0.15000001,150.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,新ひだか町静内豊畑
1000501027000,9721,6541271276,6542200106,9.7209997,2,0.059999999,35.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,歌志内市神威
1000501028000,0,6340140012,6340140080,0.0,2,0.052999999,130.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,森町字森川町９９－２
1000501028000,0,6340140080,6340140020,0.0,2,0.052999999,130.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,森町字港町１３
1000501028000,431,6340140020,6340150052,0.43099999,2,0.052999999,130.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,森町字尾白内町２７１
1000501029000,275,6340320064,6340320141,0.27500001,2,0.088,150.0,3.25,3.25,0.0,1,2,2,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,八雲町立岩８１－１
1000501030000,206,6442540006,6442540025,0.206,2,0.035999998,90.199997,0.0,0.0,5.1999998,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,南富良野町字幾寅
1000501031000,1079,6541750103,6541750122,1.079,2,0.046,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,留萌市留萌原野４線４９７－３
1000501038000,0,6443150024,6443150045,0.0,2,0.109,90.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浦幌町字下浦幌
1000501038000,0,6443150045,6443140021,0.0,2,0.109,90.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浦幌町字下浦幌
1000501038000,14,6443260007,6443160014,0.014,2,0.021,15.0,3.25,3.25,0.0,0,5,5,5,5,5,5,3,3,3,3,5,5,3,3,3,3,3,3,3,3,浦幌町字直別
1000501038000,338,6443160014,6443150066,0.338,2,0.1,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浦幌町字オコッペ　（興部川橋）
1000501038000,9470,6443150066,6443150024,9.4700003,2,0.109,90.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浦幌町字下浦幌
1000501039000,0,6445400024,6445400011,0.0,2,0.046,105.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,浜中町霧多布西一条二丁目
1000501039000,0,6445410016,6445410013,0.0,2,0.046,105.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,浜中町霧多布東二条一丁目
1000501039000,0,6445410022,6445410021,0.0,2,0.15099999,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浜中町字湯沸
1000501039000,0,6445410019,644541F001,0.0,2,0.046,105.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,浜中町霧多布東二条二丁目
