Rosen,Kyori,S_Kosaten,E_Kosaten,Kiten_Kyori,Bunri,Encho,Hankei,Kudari,Nobori,Kudari_Nobori,Mawari,Kudari_J11,Nobori_J11,Kudari_J12,Nobori_J12,Kudari_J13,Nobori_J13,Kudari_J21,Nobori_J21,Kudari_J22,Nobori_J22,Kudari_J23,Nobori_J23,Kudari_J31,Nobori_J31,Kudari_J32,Nobori_J32,Kudari_J33,Nobori_J33,Kudari_J4,Nobori_J4,Chisaki_Knj
1000400053000,644,6444730011,6544030006,0.64399999,2,0.197,150.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,標茶町字ヌマオロ
1000400053000,15317,6544030006,6544130005,15.317,2,0.155,150.0,3.0,3.0,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,弟子屈町桜丘２丁目
1000400054000,0,6443400011,6443400048,0.0,2,0.092,80.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,鹿追町美蔓
1000400054000,792,6443400010,6443400011,0.792,2,0.092,80.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,鹿追町美蔓
1000400055000,0,6442170054,6442170018,0.0,2,0.131,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,芽室町上美生三線
1000400055000,0,6442270041,6442270042,0.0,2,0.41100001,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芽室町渋山８線
1000400055000,0,6442270006,6442270041,0.0,2,0.30000001,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芽室町字旭山南十線
1000400055000,0,6443200009,6443200585,0.0,2,0.131,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,芽室町美生３線
1000400055000,0,6442170050,6442170006,0.0,2,0.131,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,芽室町伏美十五線
1000400055000,0,6443200585,6442170008,0.0,2,0.131,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,芽室町中美生三線
1000400055000,0,6443200007,6443200009,0.0,2,0.30000001,30.0,2.75,2.75,0.0,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芽室町美生六線
1000400055000,0,6442370039,6442270006,0.0,2,0.30000001,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芽室町羽帯２０号
1000400055000,0,6343520084,6343520022,0.0,2,0.037,45.5,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,大樹町新通四丁目３
1000400055000,0,6442270042,6443200007,0.0,2,0.30000001,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,芽室町渋山九線
1000400055000,0,6442170008,6442170054,0.0,2,0.131,160.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,芽室町坂の上十三線
1000400055000,58,6442170018,6442170050,0.057999998,2,0.131,160.0,3.0,3.0,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,芽室町上美生
1000400055000,446,6343700012,6343700010,0.44600001,2,0.030999999,40.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,中札内村字上札内
1000400056000,0,6443150020,644315F007,0.0,2,0.176,120.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浦幌町字帯富
1000400056000,602,6443150022,6443150020,0.602,2,0.176,120.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浦幌町字帯富
1000400056000,20372,6443540111,6443350003,20.372,2,0.090000004,105.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,浦幌町字留真
1000400058000,30,6440250009,6440240009,0.029999999,2,0.061000001,80.0,0.0,0.0,4.5,1,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,蘭越町字湯里
1000400058000,377,6440250012,6440250009,0.377,2,0.050999999,80.0,0.0,0.0,4.5,0,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,倶知安町国有林
1000400058000,971,6440260181,6440250012,0.97100002,2,0.064000003,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,倶知安町字旭３２－１
1000400059000,2911,6342610008,6342700017,2.911,2,0.119,150.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,むかわ町生田
1000400059000,5439,6342700017,6342700014,5.4390001,2,0.066,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,むかわ町穂別仁和
1000400059000,19276,6342700014,6441070037,19.275999,2,0.13,60.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,厚真町新町
1000400060000,2896,6642450002,6642550002,2.8959999,2,0.057999998,80.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,下川町字サンル原野
1000400060000,4368,6642350125,6642450002,4.368,2,0.048,150.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,下川町字サンル原野
1000400061000,0,6642140007,6642140018,0.0,2,0.048999999,50.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,士別市上士別町
1000400074000,1220,6342700017,6341670018,1.22,2,0.122,200.0,3.0,3.0,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,むかわ町生田
1000400074000,1501,6442210002,6442110005,1.501,2,0.082999997,96.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,むかわ町穂別稲里
1000400074000,2985,6341670018,6341670012,2.9849999,2,0.16599999,110.0,3.25,3.25,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,むかわ町宮戸
1000400075000,0,6443300013,6443300009,0.0,1,0.142,200.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,5,5,5,5,3,3,5,5,5,5,3,3,芽室町毛根北４線
1000400075000,0,6442560019,6442560010,0.0,2,0.31600001,200.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,新得町字上佐幌西二線
1000400075000,1660,6442570016,6442560019,1.66,2,0.259,200.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,新得町字屈足
1000400075000,2236,6442570016,6442560019,2.2360001,2,0.31600001,200.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,新得町字上佐幌
1000400076000,19165,6644010008,6644020347,19.165001,2,0.030999999,20.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,網走市字二ツ岩
1000400078000,0,6441020005,6441120020,0.0,2,0.0080000004,100.0,0.0,0.0,3.0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,千歳市美苗
1000400079000,0,6542410079,6542310006,0.0,2,0.02,30.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,深川市神居町西丘
1000400079000,0,6542400167,6542410042,0.0,2,0.02,30.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,深川市音江町二丁目８
1000400079000,0,6542410042,6542410079,0.0,2,0.02,30.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,深川市納内町二丁目
1000400079000,0,6542400124,6542400167,0.0,2,0.02,30.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,深川市音江町字音江
1000400079000,593,6542400466,6542400124,0.59299999,2,0.044,100.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,深川市音江町
1000400079000,884,6542400466,6542400124,0.884,2,0.052000001,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,深川市音江町
1000400080000,337,6342710005,6342710004,0.33700001,2,0.121,140.0,3.25,3.25,0.0,0,3,3,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,平取町小平
1000400081000,0,6441650046,6441650315,0.0,2,0.050000001,30.0,4.9000001,4.9000001,0.0,0,3,3,3,3,3,3,1,1,2,2,3,3,1,1,1,1,2,2,1,1,岩見沢市上幌向町１００５
1000400081000,0,6441650260,6441650046,0.0,2,0.050000001,30.0,4.9000001,4.9000001,0.0,0,3,3,3,3,3,3,1,1,2,2,3,3,1,1,1,1,2,2,1,1,岩見沢市上幌向南二条七丁目５８０
1000400081000,430,6441650263,6441650260,0.43000001,2,0.050000001,30.0,4.9000001,4.9000001,0.0,0,3,3,3,3,3,3,1,1,2,2,3,3,1,1,1,1,2,2,1,1,岩見沢市上幌向
1000400083000,0,6240562949,6240562952,0.0,2,0.022,35.0,3.75,3.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,函館市柏木町１番３
1000400083000,706,6240551673,6240560384,0.70599997,1,0.039000001,70.0,6.5,6.5,0.0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,函館市千代台町
1000400083000,1428,6240562952,6240563146,1.428,2,0.022,35.0,3.75,3.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,函館市湯川町２丁目２３番１
1000400083000,2926,6240562224,6240570006,2.9260001,2,0.082000002,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,函館市東畑町
1000400083000,13093,6240570006,6240670009,13.093,2,0.057999998,50.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,函館市字川汲
1000400084000,0,6741560054,6741560072,0.0,2,0.050000001,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊富町字豊富東四条四丁目
1000400084000,76,6741560013,6741560054,0.075999998,2,0.050000001,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊富町字上サロベツ２５４４番５５
1000400084000,5401,6742500002,6742520089,5.401,2,0.139,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,猿払村字猿払２８１番６
1000400084000,9879,6741470006,6742500002,9.8789997,2,0.030999999,95.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,猿払村字上猿払国有林１０４林班
1000400085000,0,644350F003,6443600003,0.0,2,0.045000002,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,鹿追町瓜幕西３０線
1000400085000,0,6443600003,6443600006,0.0,2,0.17299999,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,鹿追町瓜幕西三十線
1000400085000,308,6443700011,6543010007,0.308,2,0.023,15.0,0.0,0.0,3.5999999,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,鹿追町然別湖畔
1000400102000,3300,6544430004,6544330006,3.3,2,0.112,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,弟子屈町字川湯国有林
1000400102000,12169,6544520053,6544430004,12.169,2,0.14,65.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,小清水町国有林
1000400103000,0,6543550007,6543550009,0.0,2,0.094999999,75.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市字旭中央
1000400103000,207,6643060013,6643070029,0.207,2,0.025,25.0,2.75,2.75,0.0,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,佐呂間町永代町
1000400103000,461,6543550009,6543750004,0.461,2,0.094999999,75.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市字宮下町
1000400103000,6377,6543750006,6643060012,6.3769999,2,0.108,103.7,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,佐呂間町字西富
1000400103000,10420,6643060013,6643070029,10.42,2,0.048,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,佐呂間町字仁倉
1000400104000,9435,6544710006,6544600006,9.4350004,2,0.086999997,200.0,3.25,3.25,0.0,1,2,2,3,3,3,3,1,1,3,3,3,3,1,1,2,2,3,3,1,1,北見市端野町緋牛内
1000400105000,125,6741610076,6741610018,0.125,2,0.082000002,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,利尻富士町鴛泊字港町
1000400106000,572,6841050136,6841050110,0.57200003,2,0.075999998,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,稚内市緑６丁目
1000400106000,618,674135F001,6741250005,0.61799997,1,0.44800001,170.0,3.0,3.0,0.0,0,5,5,5,5,5,5,3,3,5,5,5,5,3,3,5,5,5,5,3,3,天塩町字川口
1000400107000,1416,6341400040,6341401321,1.416,2,0.21600001,78.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,室蘭市中島本町３丁目７１－５
1000400107000,2524,6341401321,6341400006,2.5239999,2,0.111,180.0,3.0,3.0,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,室蘭市神代町
1000400108000,0,6741610085,6741610018,0.0,2,0.057999998,70.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,利尻富士町鴛泊
1000400108000,97,6741520003,6741610085,0.097000003,2,0.057999998,70.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,利尻富士町鬼脇字鬼脇
1000400108000,461,6741610004,6741520003,0.461,2,0.028999999,40.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,利尻町沓形字泉町
1000400111000,163,634277F002,634277F001,0.163,2,0.118,160.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,中札内村字上札内
1000400111000,167,634277F003,634277F002,0.167,2,0.18799999,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,中札内村字南札内
1000400111000,4890,634277F001,6343700010,4.8899999,2,0.94300002,200.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,中札内村字上札内
1000400111000,7394,6342430042,6342540002,7.3940001,2,0.1,80.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,新ひだか町静内農屋
1000400111000,8342,6342760003,634277F003,8.342,2,0.023,90.0,0.0,0.0,3.5,1,5,5,5,5,5,5,3,3,5,5,5,5,3,3,5,5,5,5,3,3,中札内村字上札内
1000400111000,28025,6342540002,6342760001,28.025,2,0.013,10.0,0.0,0.0,3.5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,新ひだか町静内御園
1000400113000,45,6444331519,6444331451,0.045000002,2,0.115,80.0,3.25,3.25,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,釧路市桜ヶ岡３丁目
1000400114000,0,6542200106,6541170065,0.0,2,0.048999999,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,歌志内市神威
1000400114000,47,6541170467,6541170563,0.046999998,2,0.17,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,上砂川町字上砂川
1000400114000,305,6542200358,6542200024,0.30500001,2,0.028999999,100.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,赤平市茂尻
1000400114000,405,6541170065,6541170068,0.405,2,0.12,85.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,歌志内市文珠
1000400114000,850,6541170068,6541170449,0.85000002,2,0.079999998,75.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,上砂川町字上砂川
1000400114000,960,6541170563,6541170085,0.95999998,2,0.075000003,29.0,3.25,3.25,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,上砂川町道有林
1000400115000,85,6541170467,6541170614,0.085000001,2,0.032000002,90.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,上砂川町字上砂川
1000400115000,197,6541170467,6541170614,0.197,2,0.114,70.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,上砂川町字上砂川
1000400115000,1172,6542110005,6541170079,1.1720001,2,0.018999999,12.0,2.75,2.75,0.0,1,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,3,3,芦別市西芦別国有林
1000400116000,0,6441770221,6441770034,0.0,2,0.063000001,60.0,3.5,3.5,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,三笠市東清住町２０９
1000400116000,0,6441661166,6441770219,0.0,2,0.063000001,60.0,3.5,3.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,三笠市いちきしり７１２
1000400116000,0,6441770219,6441770221,0.0,2,0.063000001,60.0,3.5,3.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,三笠市東清住町２３１
1000400116000,0,6441660174,6441661166,0.0,2,0.063000001,60.0,3.5,3.5,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,1,1,三笠市岡山
1000400116000,614,6441670229,6442600002,0.61400002,2,0.077,50.0,2.9000001,2.9000001,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,三笠市弥生町
1000400117000,0,6441220021,6441230006,0.0,2,0.057999998,50.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,恵庭市奥漁地先
1000400117000,0,6441230006,6441240026,0.0,2,0.057999998,50.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,恵庭市盤尻２６６
1000400118000,113,6742000005,6742000006,0.113,2,0.041000001,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,中川町字安川ペンケシップ川河川敷地
1000400118000,9852,6642720015,6642700003,9.8520002,2,0.022,20.0,0.0,0.0,3.5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,美深町字小車道有林２２９林班
1000400118000,15767,6642700003,6742000005,15.767,2,0.027000001,35.0,3.5,3.5,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,中川町字安川２５４番１
1000400119000,797,6741070004,6741170004,0.79699999,2,0.138,120.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,遠別町字清川８７８
1000400119000,810,6741170004,6741170018,0.81,2,0.197,100.0,3.25,3.25,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,1,1,遠別町清川８３９番１
1000400119000,7302,6741160009,6741070003,7.302,2,0.089000002,83.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,遠別町字清川２２９－２
1000400120000,4220,6642640003,6642740003,4.2199998,2,0.12800001,100.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,美深町字仁宇部道有林
1000400120000,6986,6742220005,6742320006,6.9860001,2,0.025,50.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,中頓別町中頓別２２７
1000400120000,9023,6742230004,6742220005,9.0229998,2,0.146,50.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,枝幸町歌登オムロシベツ国有林
1000400121000,0,6741460036,6741460021,0.0,2,0.059999999,65.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,幌延町六条南一丁目
1000400121000,0,6741360072,6741360064,0.0,2,0.2,200.0,3.25,3.25,0.0,0,2,2,3,3,3,3,1,1,3,3,3,3,1,1,2,2,3,3,1,1,幌延町元町
1000400121000,0,6741660018,6741660037,0.0,2,0.1,85.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊富町字下エベコロベツ
1000400121000,0,6741460027,6741460036,0.0,2,0.059999999,65.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,幌延町宮園町１０番７（５２０）
1000400121000,0,6741460021,6741460022,0.0,2,0.059999999,65.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,幌延町三条北一丁目
1000400121000,0,6741660037,6741570012,0.0,2,0.1,85.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊富町字下エベコロベツ
1000400121000,0,6741660025,6741660018,0.0,2,0.155,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,稚内市大字声問村字沼川
1000400121000,4,6741460070,674146F001,0.0040000002,2,0.104,105.0,3.25,3.25,0.0,1,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,幌延町字元町２１番９（５２０）
1000400121000,119,6741460022,6741460018,0.119,2,0.059999999,65.0,3.25,3.25,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,幌延町三条南一丁目
1000400121000,367,6841060018,6741760011,0.36700001,2,0.1,60.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,稚内市恵北７５４番４０
1000400121000,436,6741760011,6741660017,0.43599999,2,0.169,100.0,3.0,3.0,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,稚内市沼川２４９６番
1000400121000,1541,674146F001,6741360072,1.541,2,0.2,200.0,3.25,3.25,0.0,0,2,2,3,3,3,3,1,1,3,3,3,3,1,1,2,2,3,3,1,1,幌延町幌延
1000400121000,6059,6741460031,6741460027,6.059,2,0.138,100.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,幌延町幌延１１０番４（５２０）
1000400121000,8630,6741570012,6741470006,8.6300001,2,0.1,85.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,豊富町字下エベコロベツ
1000400122000,0,6543570160,6543570155,0.0,2,0.082999997,70.0,2.75,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,北見市川東９３０
1000400134000,0,6443610027,6443610025,0.0,2,0.028000001,15.0,3.0,2.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,士幌町字士幌
1000400134000,0,6443520102,6443520082,0.0,2,0.093999997,100.0,3.0,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,士幌町字下居辺東一線
1000400134000,0,6443610057,6443510015,0.0,2,0.028000001,15.0,3.0,2.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,士幌町字士幌幹西二線
1000400134000,0,6443520015,6443520071,0.0,2,0.093999997,100.0,3.0,2.75,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,士幌町字下居辺
1000400134000,1026,6443610025,6443610057,1.026,2,0.028000001,15.0,3.0,2.75,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,士幌町士幌幹西２線１６７番地
1000400135000,3823,6441770021,6441770038,3.823,2,0.052000001,4.0,3.0,3.0,0.0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,美唄市我路
1000400135001,2191,6542020063,6542020093,2.191,2,0.131,150.0,3.25,3.25,0.0,0,2,2,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,芦別市尻岸馬内
1000400135001,4542,6542010003,6542020063,4.5419998,2,0.23100001,160.0,3.25,3.25,0.0,1,2,2,3,3,3,3,1,1,3,3,3,3,1,1,3,3,3,3,1,1,芦別市芦別
1000400136000,456,6442400009,6442400020,0.456,2,0.057999998,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,夕張市南部菊水町
1000400136001,0,6442430002,6442440008,0.0,2,23.158001,200.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,占冠村占冠
1000400136001,0,6442440008,6442450026,0.0,2,4.3280001,200.0,3.0,3.0,0.0,0,3,3,3,3,3,3,2,2,3,3,3,3,1,1,3,3,3,3,1,1,占冠村中トマム
1000400136002,3600,6442330022,6442330002,3.5999999,2,0.2,100.0,3.0,3.0,0.0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,占冠村字ニニウ
1000400137000,1624,6642370005,6642370009,1.624,2,0.156,150.0,2.75,2.75,0.0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,西興部村字西興部
1000400137000,2954,6643200003,6642370021,2.954,2,0.055,28.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,滝上町字上藻
1000400137000,3159,6642370005,6642370009,3.1589999,2,0.057,30.0,2.75,2.75,0.0,0,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,西興部村字西興部
