Rosen,Kyori,S_Kosaten,E_Kosaten,Kiten_Kyori,Bunri,Encho,Kudari,Nobori,Kudari_Nobori,Seigen_Left,Seigen_Right,Chisaki_Knj
200005000,0,6441520631,6441528251,0.0,1,0.47999999,6.5,6.5,0.0,0,0,札幌市西区宮の沢１条３丁目
200005000,0,6441520897,6441520935,0.0,1,0.17,6.5,6.5,0.0,0,0,札幌市西区発寒
200005000,0,6441520935,6441520981,0.0,1,0.2,6.5,6.5,0.0,0,0,札幌市西区発寒
200005000,0,6441520981,6441521152,0.0,1,0.82499999,6.5,6.5,0.0,0,0,札幌市西区発寒８条７丁目
200005000,0,6441521152,6441521243,0.0,1,0.43399999,6.5,6.5,0.0,0,0,札幌市西区発寒８条７丁目
200005000,0,6441521332,6441521411,0.0,1,0.27500001,6.5,6.5,0.0,0,0,札幌市八軒九条西十丁目２
200005000,0,6441521411,6441525193,0.0,1,0.071999997,6.5,6.5,0.0,0,0,札幌市西区発寒８８６－１８
200005000,0,6441521459,6441526179,0.0,1,0.050000001,6.5,6.5,0.0,0,0,札幌市北区新川
200005000,0,6441521574,6441522253,0.0,1,1.291,6.5,6.5,0.0,0,0,札幌市北区新川
200005000,0,6441522253,6441522316,0.0,1,0.17399999,6.5,6.5,0.0,0,0,札幌市北区新琴似１条１丁目
200005000,0,6441522316,6441522546,0.0,1,0.76200002,7.0,7.0,0.0,0,0,札幌市北三十三条西十丁目１
200005000,0,6441522546,6441522685,0.0,1,0.37400001,6.5,6.5,0.0,0,0,札幌市北区北３４条西４丁目
200005000,0,6441522685,6441522729,0.0,1,0.35100001,9.75,9.75,0.0,0,0,札幌市北区３４条西２丁目
200005000,0,6441522729,6441522775,0.0,1,0.53600001,9.75,9.75,0.0,0,0,札幌市北三十条西二丁目２
200005000,0,6441522775,6441526121,0.0,1,0.26300001,9.75,9.75,0.0,0,0,札幌市北三十条西二丁目２
200005000,0,6441522815,6441423128,0.0,1,0.64999998,9.75,9.75,0.0,0,0,札幌市北区北２２条東１丁目
200005000,0,6441525193,6441521459,0.0,1,0.050000001,6.5,6.5,0.0,0,0,札幌市北区新川
200005000,0,6441526015,6441526018,0.0,2,0.26800001,6.5,6.5,0.0,0,0,札幌市富丘三条五丁目８
200005000,0,6441526018,6441526024,0.0,2,0.54900002,6.5,6.5,0.0,0,0,札幌市手稲区富丘
200005000,0,6441526024,6441526026,0.0,2,0.50400001,6.5,6.5,0.0,0,0,札幌市手稲区富丘
200005000,0,6441526026,6441527366,0.0,2,0.412,6.5,6.5,0.0,0,0,札幌市手稲区富丘
200005000,0,6441526030,6441526212,0.0,2,0.51800001,6.5,6.5,0.0,0,0,札幌市西区宮の沢４条２丁目
200005000,0,6441526038,6441520631,0.0,2,0.092,6.5,6.5,0.0,0,0,札幌市西区宮の沢１条４丁目
200005000,0,6441526121,6441522815,0.0,1,0.34999999,9.75,9.75,0.0,0,0,札幌市東区北２４条東１丁目
200005000,0,6441526179,6441521574,0.0,1,0.25999999,6.5,6.5,0.0,0,0,札幌市北区新川２条７丁目
200005000,0,6441526212,6441526038,0.0,2,0.31999999,6.5,6.5,0.0,0,0,札幌市西区西野３条９丁目
200005000,0,6441527366,6441526030,0.0,2,0.189,6.5,6.5,0.0,0,0,札幌市西区西宮の沢
200005000,0,6441528251,6441520897,0.0,1,0.40599999,6.5,6.5,0.0,0,0,札幌市西区宮の沢
200005000,0,6441600855,6441600858,0.0,2,0.26199999,6.5,6.5,0.0,0,0,小樽市若松１丁目
200005000,0,6441600858,6441600860,0.0,2,0.257,6.5,6.5,0.0,0,0,小樽市新富町
200005000,0,6441600871,6441600872,0.0,1,0.40099999,6.5,6.5,0.0,0,0,小樽市築港
200005000,0,6441600882,6441601052,0.0,2,0.94800001,6.5,6.5,0.0,0,0,小樽市新光三丁目
200005000,0,6441601052,6441510013,0.0,2,7.934,6.5,6.5,0.0,0,0,小樽市新光町４０６
200005000,63,6441600852,6441600855,0.063000001,2,0.16,6.5,6.5,0.0,0,0,小樽市若松１丁目
200005000,75,6440450011,6440560046,0.075000003,2,4.6399999,3.25,3.25,0.0,0,0,仁木町大江
200005000,76,6440670572,6440670716,0.075999998,1,0.20100001,7.0,7.0,0.0,0,0,小樽市塩谷２丁目３７９
200005000,80,6440660191,6440660084,0.079999998,2,0.44100001,3.75,3.75,0.0,0,0,余市町黒川町
200005000,81,6440670642,6440670625,0.081,1,0.99199998,6.5,6.5,0.0,0,0,小樽市長橋
200005000,83,6340520003,6340520012,0.082999997,2,1.4,3.25,3.25,0.0,0,0,長万部町字国縫
200005000,87,6440670660,6440670654,0.086999997,2,0.30199999,6.5,6.5,0.0,0,0,小樽市稲穂４丁目
200005000,87,6441600879,6441600882,0.086999997,2,0.35100001,6.5,6.5,0.0,0,0,小樽市朝里４丁目
200005000,108,6441510014,6441511184,0.108,2,0.991,6.0,6.0,0.0,0,0,小樽市銭函町
200005000,110,6440260042,6440260176,0.11,2,0.221,3.25,3.25,0.0,0,0,倶知安町字高砂
200005000,112,6440670624,6440670607,0.112,1,0.87,6.5,6.5,0.0,0,0,小樽市長橋２丁目
200005000,114,6240552516,6240553265,0.114,1,0.103,6.5,6.5,0.0,0,0,函館市亀田本町５２
200005000,130,6441521243,6441521332,0.13,1,0.094999999,6.5,6.5,0.0,0,0,札幌市西区発寒８８６－１８
200005000,139,6441600870,6441600871,0.139,1,0.252,6.5,6.5,0.0,0,0,小樽市築港
200005000,150,6440250076,6440260039,0.15000001,2,1.388,3.25,3.25,0.0,0,0,倶知安町字比羅夫
200005000,177,6440660084,6440660103,0.177,2,0.18099999,3.25,3.25,0.0,0,0,余市町大川町４丁目
200005000,180,6441600866,6441600870,0.18000001,2,0.338,6.5,6.5,0.0,0,0,小樽市築港
200005000,189,6440670654,6440670651,0.189,2,0.078000002,6.5,6.5,0.0,0,0,小樽市稲穂２丁目
200005000,226,6440660247,6440670572,0.226,2,0.046,3.25,3.25,0.0,0,0,余市町栄町
200005000,232,6441600872,6441600879,0.23199999,2,0.77399999,6.5,6.5,0.0,0,0,小樽市舟浜町
200005000,300,6240552696,6240552705,0.30000001,2,0.64999998,6.0,6.0,0.0,0,0,函館市若松町
200005000,308,6441511046,6441510213,0.308,2,0.69700003,6.5,6.5,0.0,0,0,小樽市銭函３丁目
200005000,644,6240750105,6240750082,0.64399999,2,1.904,3.25,3.25,0.0,0,0,七飯町西大沼
200005000,650,6440030003,6440030013,0.64999998,2,0.47099999,2.75,2.75,0.0,0,0,黒松内町字熱郛
200005000,660,6441600860,6441600866,0.66000003,2,0.108,6.5,6.5,0.0,0,0,小樽市新富町
200005000,663,6440670651,6441600852,0.66299999,2,0.105,6.5,6.5,0.0,0,0,小樽市稲穂１丁目
200005000,1082,6441600872,6441600879,1.082,1,0.183,6.5,6.5,0.0,0,0,小樽市船浜町
200005000,1096,6340140002,6340130010,1.096,2,0.41499999,3.25,3.25,0.0,0,0,森町字富士見町
200005000,1188,6240650192,6240650034,1.188,2,0.96200001,3.25,3.25,0.0,0,0,七飯町大中山２丁目２２３－１番地
200005000,1406,6340630033,634062F001,1.406,2,0.043000001,2.75,2.75,0.0,0,0,長万部町字長万部
200005000,1436,6440350010,6440450011,1.436,1,1.126,3.5,3.5,0.0,0,0,共和町国富１５番３
200005000,1469,6440260061,6440350010,1.469,2,0.42699999,3.25,3.25,0.0,0,0,倶知安町内
200005000,2283,6240750098,6240750105,2.283,2,1.156,3.5,3.5,0.0,0,0,七飯町字峠下
200005000,2353,644003F001,6440030007,2.3529999,2,0.61199999,2.75,2.75,0.0,0,0,黒松内町字白井川
200005000,2542,6340720008,6340720013,2.5420001,2,0.81699997,2.75,2.75,0.0,0,0,黒松内町字歌戈
200005000,4353,644003F001,6440030007,4.3530002,1,0.255,6.25,3.5,0.0,0,0,黒松内町字白井川
200005000,4729,6440450011,6440560046,4.7290001,1,0.176,3.25,3.25,0.0,0,0,仁木町大江１丁目
200005000,5293,6440140020,6440140027,5.2930002,2,0.061000001,3.0,3.0,0.0,0,0,蘭越町字蘭越
200005000,6550,6440350010,6440450011,6.5500002,1,0.99900001,6.25,3.5,0.0,0,0,共和町字国富
200005001,0,634073F001,6340730036,0.0,1,0.40000001,3.5,3.5,0.0,0,0,黒松内町字東川
200005001,3961,6340730036,644003F001,3.961,1,0.86299998,3.25,3.25,0.0,0,0,黒松内町字白井川
200005001,4712,6340730036,644003F001,4.7119999,1,0.050000001,3.25,3.25,0.0,0,0,黒松内町字白井川
200005002,0,6240552584,6240552598,0.0,1,0.81199998,3.5,3.5,0.0,0,0,函館市昭和３丁目
200005002,0,6240552598,6240552602,0.0,1,0.60000002,7.0,7.0,0.0,0,0,函館市石川町
200005002,0,6240552602,6240650516,0.0,1,0.80400002,7.0,7.0,0.0,0,0,函館市石川町
200005002,0,6240650264,6240650418,0.0,1,5.0900002,3.5,3.5,0.0,0,0,函館市桔梗町
200005002,0,6240650332,6240650398,0.0,1,0.098999999,7.0,7.0,0.0,0,0,函館市桔梗町４３５番１９地先
200005002,0,6240650335,6240650264,0.0,1,0.278,7.0,7.0,0.0,0,0,函館市石川町
200005002,0,6240650398,6240650335,0.0,1,0.25,7.0,7.0,0.0,0,0,函館市石川町
200005002,0,6240650428,6240650480,0.0,1,0.17200001,7.0,7.0,0.0,0,0,函館市石川町
200005002,0,6240650480,6240650332,0.0,1,0.056000002,7.0,7.0,0.0,0,0,函館市桔梗町
200005002,0,6240650516,6240650428,0.0,1,0.421,7.0,7.0,0.0,0,0,函館市桔梗町４１８番４１４地先
200005003,0,6240650271,6240650418,0.0,1,3.661,3.5,3.5,0.0,0,0,七飯町字大中山
200005003,0,6240750123,6240750125,0.0,1,0.30000001,7.0,7.0,0.0,0,0,七飯町藤城
200005003,804,6240650264,6240650271,0.80400002,1,2.0,3.5,3.5,0.0,0,0,函館市桔梗町
200005003,2269,6240650418,6240750123,2.2690001,1,2.529,3.25,3.25,0.0,0,0,七飯町字桜町
200005004,0,6240552593,6240552598,0.0,1,0.208,7.0,7.0,0.0,0,0,函館市石川町
200005004,212,6240552584,6240552593,0.212,1,0.382,3.5,3.5,0.0,0,0,函館市昭和３丁目
200005005,0,624065F017,6240750123,0.0,1,3.48,0.0,3.25,0.0,0,0,七飯町桜町
200005006,0,6240650531,6240750123,0.0,1,3.4400001,3.25,0.0,0.0,0,0,七飯町桜町
200005007,0,644056F001,644066F002,0.0,1,3.256,3.5,3.5,0.0,0,0,余市町東町
200005007,0,644066F002,6440660123,0.0,1,1.178,3.5,3.5,0.0,0,0,余市町登町
200012000,0,6441438692,6441438697,0.0,2,0.48800001,6.5,6.5,0.0,0,0,札幌市厚別区厚別中央３条４丁目
200012000,0,6441438697,6441438727,0.0,2,0.189,6.5,6.5,0.0,0,0,札幌市厚別区厚別中央３条４丁目
200012000,0,6441438727,6441438729,0.0,2,0.35299999,6.5,6.5,0.0,0,0,札幌市厚別区厚別東４条１丁目
200012000,0,6441438729,6441438735,0.0,2,0.85399997,6.5,6.5,0.0,0,0,札幌市厚別区厚別町小野幌
200012000,0,6441438735,6441438754,0.0,2,2.0,6.5,6.5,0.0,0,0,札幌市厚別区厚別町小野幌
200012000,0,6441438754,6441440635,0.0,2,0.55000001,6.5,6.5,0.0,0,0,江別市大麻
200012000,0,6441439098,6441438677,0.0,2,0.565,6.5,6.5,0.0,0,0,札幌市白石区本通１８丁目北
200012000,0,6441439246,6441438599,0.0,1,0.13600001,6.5,9.75,0.0,0,0,札幌市中央区北１条東１３丁目
200012000,0,644143E010,6441438604,0.0,1,0.13,6.5,6.5,0.0,0,0,札幌市白石区菊水上町１条３丁目
200012000,0,6441440635,6441440638,0.0,2,2.0,6.5,6.5,0.0,0,0,江別市大麻
200012000,0,6441541083,6441541616,0.0,1,3.316,7.0,7.0,0.0,0,0,江別市江別太
200012000,0,6441541131,6441541137,0.0,1,0.58099997,6.5,6.5,0.0,0,0,江別市野幌末広町
200012000,0,6441541137,6441541141,0.0,1,0.30000001,6.5,6.5,0.0,0,0,江別市野幌末広町
200012000,0,6441541141,6441541147,0.0,2,0.63200003,6.5,6.5,0.0,0,0,江別市野幌町５６
200012000,0,6441541147,6441541148,0.0,2,0.23,6.5,6.5,0.0,0,0,江別市野幌町
200012000,0,6441541148,6441541149,0.0,2,0.345,6.5,6.5,0.0,0,0,江別市野幌町５６
200012000,0,6441541149,6441541153,0.0,2,0.62199998,6.5,6.5,0.0,0,0,江別市高砂町
200012000,0,6441541153,6441541155,0.0,2,0.461,6.5,6.5,0.0,0,0,江別市弥生町
200012000,0,6441541155,6441541157,0.0,2,0.48699999,6.5,6.5,0.0,0,0,江別市弥生町
200012000,0,6441541157,6441541161,0.0,2,0.146,6.5,6.5,0.0,0,0,江別市緑町１丁目
200012000,0,6441541161,6441541164,0.0,2,0.214,6.5,6.5,0.0,0,0,江別市王子
200012000,0,6441541164,6441541166,0.0,2,0.76099998,6.5,6.5,0.0,0,0,江別市東光町
200012000,0,6441541166,6441541083,0.0,2,0.62300003,3.5,3.5,0.0,0,0,江別市東光町
200012000,0,6441541616,6441550498,0.0,1,4.6040001,7.0,7.0,0.0,0,0,江別市豊幌花園町２
200012000,0,6441550498,6441650374,0.0,2,3.378,4.5,4.5,0.0,0,0,岩見沢市幌向町
200012000,0,6441650263,6441650269,0.0,2,0.95300001,7.0,7.0,0.0,0,0,岩見沢市上幌向
200012000,0,6441650269,6441650335,0.0,2,1.414,7.0,7.0,0.0,0,0,岩見沢市上幌向
200012000,0,6441650306,6441661406,0.0,2,0.87699997,6.5,6.5,0.0,0,0,岩見沢市大和３条８丁目
200012000,0,6441650335,6441650306,0.0,2,0.60600001,6.5,7.0,0.0,0,0,岩見沢市大和町
200012000,0,6441650367,6441650263,0.0,2,0.73100001,7.0,7.0,0.0,0,0,岩見沢市上幌向町５５９
200012000,0,6441650374,6441650367,0.0,2,0.551,7.0,7.0,0.0,0,0,岩見沢市中幌向町
200012000,0,6441660146,6441760045,0.0,1,1.4220001,7.0,7.0,0.0,0,0,三笠市岡山町１０５７番１
200012000,0,6441660934,6441660936,0.0,1,0.37900001,7.0,7.0,0.0,0,0,岩見沢市岡山町１１６
200012000,0,6441660936,6441660146,0.0,2,0.55699998,4.5,4.5,0.0,0,0,岩見沢市岡山町
200012000,0,6441661071,6441661073,0.0,1,0.32499999,7.0,7.0,0.0,0,0,岩見沢市東町２条６丁目
200012000,0,6441661073,6441661080,0.0,1,0.97000003,7.0,7.0,0.0,0,0,岩見沢市岡山町
200012000,0,6441661080,6441661149,0.0,1,0.34900001,7.0,7.0,0.0,0,0,岩見沢市岡山町
