S_Kosaten,E_Kosaten,Shitei,Kubun,Fukuin,Jyoukuu,Kyokusen,Kyoryo,Spncho,KanrishaCode,Yuryo_No,TsukoKiseiCount,TsukoKisei,Kosoku_Santei_K,Yudo,Fuyo,Line
6441525945,6441530057,0,3,1,0,0,0,0.36700001,201100,0,0,,0.0,0,0,"[{'Lat': 43.1426031362526, 'Lon': 141.367287992307}, {'Lat': 43.142465733511, 'Lon': 141.369754438653}, {'Lat': 43.1424615737417, 'Lon': 141.369950254084}, {'Lat': 43.1424074456333, 'Lon': 141.37092933327}, {'Lat': 43.1423907920125, 'Lon': 141.371266802996}, {'Lat': 43.1423616454915, 'Lon': 141.371775090977}]"
6441525946,6441523849,0,3,1,0,0,0,0.28600001,201100,0,0,,0.0,0,0,"[{'Lat': 43.1386578538501, 'Lon': 141.369404702747}, {'Lat': 43.1389119813225, 'Lon': 141.369154710464}, {'Lat': 43.1390827897157, 'Lon': 141.369029711662}, {'Lat': 43.1392952592794, 'Lon': 141.368892211484}, {'Lat': 43.1395868863852, 'Lon': 141.368771371614}, {'Lat': 43.1402909609401, 'Lon': 141.368583846166}, {'Lat': 43.1405159311514, 'Lon': 141.368513005714}, {'Lat': 43.1406742425659, 'Lon': 141.368433836757}, {'Lat': 43.141028359048, 'Lon': 141.368221334915}]"
6441525950,6441524588,0,3,1,0,0,0,0.178,201235,0,0,,0.0,0,0,"[{'Lat': 43.1500380132168, 'Lon': 141.314700751148}, {'Lat': 43.1496922357093, 'Lon': 141.315117400172}, {'Lat': 43.1493547895667, 'Lon': 141.31550488473}, {'Lat': 43.1490506705129, 'Lon': 141.315825706782}, {'Lat': 43.148909025226, 'Lon': 141.315950703794}, {'Lat': 43.1487798780047, 'Lon': 141.316063201206}]"
6441525950,644152A122,0,3,1,0,0,0,0.79799998,201235,0,0,,0.0,0,0,"[{'Lat': 43.1487798780047, 'Lon': 141.316063201206}, {'Lat': 43.1488840451146, 'Lon': 141.316467324043}, {'Lat': 43.1494132142036, 'Lon': 141.31852543425}, {'Lat': 43.149513213256, 'Lon': 141.31887122942}, {'Lat': 43.1496257102384, 'Lon': 141.31920035871}, {'Lat': 43.1497923699856, 'Lon': 141.31961281031}, {'Lat': 43.149934028714, 'Lon': 141.319900275026}, {'Lat': 43.1501965109022, 'Lon': 141.320337718482}, {'Lat': 43.15046732527, 'Lon': 141.32077099515}, {'Lat': 43.150650646933, 'Lon': 141.321100120134}, {'Lat': 43.150775643068, 'Lon': 141.321450080064}, {'Lat': 43.150871476507, 'Lon': 141.321812540608}, {'Lat': 43.1509131500326, 'Lon': 141.322179170724}, {'Lat': 43.1509131621177, 'Lon': 141.322549969653}, {'Lat': 43.1508965113375, 'Lon': 141.322974931237}, {'Lat': 43.1507341007151, 'Lon': 141.325108076533}]"
6441525955,6441525990,0,3,1,0,0,1,0.296,201235,0,0,,0.0,0,0,"[{'Lat': 43.1545132316513, 'Lon': 141.338173301246}, {'Lat': 43.1546048846746, 'Lon': 141.338098302627}, {'Lat': 43.154638212985, 'Lon': 141.338069136639}, {'Lat': 43.1567795593332, 'Lon': 141.336269173351}]"
6441525960,644151F001,3,3,1,0,0,0,0.80000001,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.1555516526285, 'Lon': 141.242423792693}, {'Lat': 43.1573556772652, 'Lon': 141.244835959151}, {'Lat': 43.1574098396158, 'Lon': 141.244906782619}, {'Lat': 43.1584680881936, 'Lon': 141.246277424405}, {'Lat': 43.1591722016, 'Lon': 141.247285621351}, {'Lat': 43.1596138332634, 'Lon': 141.247868873699}, {'Lat': 43.1598846452888, 'Lon': 141.248231323593}, {'Lat': 43.1600804668875, 'Lon': 141.248606276878}, {'Lat': 43.1602387911718, 'Lon': 141.248922904523}, {'Lat': 43.1603804542157, 'Lon': 141.249343690173}, {'Lat': 43.1604929580893, 'Lon': 141.249885299704}]"
6441525960,6441525969,3,3,1,0,0,0,0.072999999,201051,0,0,,0.0,0,1,"[{'Lat': 43.1604929580893, 'Lon': 141.249885299704}, {'Lat': 43.1607720914494, 'Lon': 141.249910280434}, {'Lat': 43.1610595583442, 'Lon': 141.249972757176}, {'Lat': 43.1613511945144, 'Lon': 141.250131058098}]"
6441525965,644151F020,0,3,1,0,0,0,0.505,201203,0,0,,0.0,0,0,"[{'Lat': 43.1647297933454, 'Lon': 141.245372961553}, {'Lat': 43.165288083649, 'Lon': 141.246147855669}, {'Lat': 43.1653839094713, 'Lon': 141.24627700452}, {'Lat': 43.1666671412562, 'Lon': 141.247976768693}, {'Lat': 43.1679795368237, 'Lon': 141.249697362485}]"
6441525967,6441511557,0,3,1,0,0,0,0.199,201203,0,0,,0.0,0,0,"[{'Lat': 43.1619843066077, 'Lon': 141.245710596904}, {'Lat': 43.1624092730977, 'Lon': 141.246277185139}, {'Lat': 43.1625884255925, 'Lon': 141.246514652204}, {'Lat': 43.1632883702649, 'Lon': 141.247443690073}]"
6441525967,6441525969,0,3,1,0,0,0,0.271,201203,0,0,,0.0,0,0,"[{'Lat': 43.1632883702649, 'Lon': 141.247443690073}, {'Lat': 43.1613511945144, 'Lon': 141.250131058098}]"
6441525968,6441525965,0,3,1,0,0,0,0.23199999,201203,0,0,,0.0,0,0,"[{'Lat': 43.1679795368237, 'Lon': 141.249697362485}, {'Lat': 43.167796234441, 'Lon': 141.249959849237}, {'Lat': 43.1666589263549, 'Lon': 141.251584767386}, {'Lat': 43.1665131168122, 'Lon': 141.251768092549}]"
6441525968,6441525967,0,3,1,0,0,0,0.5,201203,0,0,,0.0,0,0,"[{'Lat': 43.1632883702649, 'Lon': 141.247443690073}, {'Lat': 43.1651507245035, 'Lon': 141.249960009909}, {'Lat': 43.1663547967301, 'Lon': 141.251580619579}, {'Lat': 43.1665131168122, 'Lon': 141.251768092549}]"
6441525969,6441525971,3,3,1,0,0,0,0.5,201051,0,0,,0.0,0,1,"[{'Lat': 43.1613511945144, 'Lon': 141.250131058098}, {'Lat': 43.1621886303848, 'Lon': 141.251305898126}, {'Lat': 43.1646301028881, 'Lon': 141.254509618951}]"
6441525971,6441525968,0,3,1,0,0,0,0.30700001,201203,0,0,,0.0,0,0,"[{'Lat': 43.1665131168122, 'Lon': 141.251768092549}, {'Lat': 43.1646301028881, 'Lon': 141.254509618951}]"
6441525971,6441525977,3,3,1,0,0,0,0.465,201051,0,0,,0.0,0,1,"[{'Lat': 43.1646301028881, 'Lon': 141.254509618951}, {'Lat': 43.1661049879661, 'Lon': 141.256517676188}, {'Lat': 43.1665591212262, 'Lon': 141.257196752193}, {'Lat': 43.1667466090221, 'Lon': 141.257525876901}, {'Lat': 43.166896604385, 'Lon': 141.25794666204}, {'Lat': 43.1669882730019, 'Lon': 141.258350785603}, {'Lat': 43.167050777568, 'Lon': 141.25872574698}]"
6441525977,6441526000,3,3,2,0,0,0,0.43000001,201051,0,0,,0.0,0,1,"[{'Lat': 43.167050777568, 'Lon': 141.25872574698}, {'Lat': 43.1670674529111, 'Lon': 141.259054882064}, {'Lat': 43.1669842896611, 'Lon': 141.26396693091}]"
6441525982,6441525696,3,3,1,0,0,0,0.759,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.1600432683827, 'Lon': 141.257730431739}, {'Lat': 43.1594977843592, 'Lon': 141.26641299191}, {'Lat': 43.1594769693038, 'Lon': 141.26689628163}, {'Lat': 43.15945198565, 'Lon': 141.267304578569}]"
6441525982,6441526228,0,3,1,0,0,0,0.47099999,201235,0,0,,0.0,0,0,"[{'Lat': 43.15945198565, 'Lon': 141.267304578569}, {'Lat': 43.1614434102705, 'Lon': 141.267346120405}, {'Lat': 43.1636598071166, 'Lon': 141.267379316003}]"
6441525987,6441525988,0,3,1,0,0,0,0.20100001,201235,0,0,,0.0,0,0,"[{'Lat': 43.1590041882082, 'Lon': 141.333223487243}, {'Lat': 43.1596124722177, 'Lon': 141.333990045776}, {'Lat': 43.1603040854936, 'Lon': 141.334944081843}]"
6441525988,6441525989,0,3,1,0,0,0,0.115,201235,0,0,,0.0,0,0,"[{'Lat': 43.1603040854936, 'Lon': 141.334944081843}, {'Lat': 43.1610331956835, 'Lon': 141.335943944708}]"
6441525989,6441525995,0,3,1,0,0,0,0.294,201235,0,0,,0.0,0,0,"[{'Lat': 43.1610331956835, 'Lon': 141.335943944708}, {'Lat': 43.1612998417272, 'Lon': 141.336310561133}, {'Lat': 43.1629038826547, 'Lon': 141.338464430342}]"
6441525990,6441525987,0,3,1,0,0,0,0.34999999,201235,0,0,,0.0,0,0,"[{'Lat': 43.1590041882082, 'Lon': 141.333223487243}, {'Lat': 43.1567795593332, 'Lon': 141.336269173351}]"
6441525990,6441525991,0,3,1,0,0,0,0.205,201235,0,0,,0.0,0,0,"[{'Lat': 43.1567795593332, 'Lon': 141.336269173351}, {'Lat': 43.1581002872788, 'Lon': 141.33798560042}]"
6441525991,6441525992,0,3,1,0,0,0,0.113,201235,0,0,,0.0,0,0,"[{'Lat': 43.1581002872788, 'Lon': 141.33798560042}, {'Lat': 43.1588502270387, 'Lon': 141.338947965504}]"
6441525992,6441525993,0,3,1,0,0,0,0.043000001,201235,0,0,,0.0,0,0,"[{'Lat': 43.1588502270387, 'Lon': 141.338947965504}, {'Lat': 43.1591293714209, 'Lon': 141.339310414891}]"
6441525993,6441525994,0,3,1,0,0,0,0.257,201235,0,0,,0.0,0,0,"[{'Lat': 43.1591293714209, 'Lon': 141.339310414891}, {'Lat': 43.1599251421771, 'Lon': 141.340372767906}, {'Lat': 43.1601584595051, 'Lon': 141.340756051481}, {'Lat': 43.1603084516425, 'Lon': 141.341076845925}, {'Lat': 43.160408447986, 'Lon': 141.341339315489}, {'Lat': 43.1605376139552, 'Lon': 141.341801764724}]"
6441525993,6441525996,0,3,2,0,0,0,0.41800001,201235,0,0,,0.0,0,0,"[{'Lat': 43.1591293714209, 'Lon': 141.339310414891}, {'Lat': 43.1593251718631, 'Lon': 141.339035428489}, {'Lat': 43.1596126236973, 'Lon': 141.338635448105}, {'Lat': 43.159904241689, 'Lon': 141.338235467468}, {'Lat': 43.1600750462721, 'Lon': 141.337993812828}, {'Lat': 43.1601583658923, 'Lon': 141.337885484475}, {'Lat': 43.1609624681462, 'Lon': 141.338922839298}, {'Lat': 43.1612374454195, 'Lon': 141.339256124975}, {'Lat': 43.161308274447, 'Lon': 141.339389441628}, {'Lat': 43.1614332670566, 'Lon': 141.33963107827}, {'Lat': 43.1617124171456, 'Lon': 141.340168511419}]"
6441525994,644152C076,0,3,1,0,0,0,0.32699999,201235,0,0,,0.0,0,0,"[{'Lat': 43.1605376139552, 'Lon': 141.341801764724}, {'Lat': 43.1606376147828, 'Lon': 141.342201721533}, {'Lat': 43.1608834494722, 'Lon': 141.343164117286}, {'Lat': 43.1609751145881, 'Lon': 141.343459917599}, {'Lat': 43.1611042758022, 'Lon': 141.343776547029}, {'Lat': 43.161300096626, 'Lon': 141.344126502644}, {'Lat': 43.1620667026535, 'Lon': 141.345138862063}]"
6441526000,6441526001,0,3,1,0,0,0,0.18000001,201235,0,0,,0.0,0,0,"[{'Lat': 43.1669842896611, 'Lon': 141.26396693091}, {'Lat': 43.1686049251648, 'Lon': 141.263975165001}]"
6441526000,6441526232,3,3,2,0,0,0,0.25999999,201051,0,0,,0.0,0,1,"[{'Lat': 43.1669842896611, 'Lon': 141.26396693091}, {'Lat': 43.166951073522, 'Lon': 141.267441610234}]"
6441526001,6441620324,0,3,1,0,0,0,0.235,201235,0,0,,0.0,0,0,"[{'Lat': 43.1686049251648, 'Lon': 141.263975165001}, {'Lat': 43.1689548658394, 'Lon': 141.263466857612}, {'Lat': 43.1690965086808, 'Lon': 141.263266867579}, {'Lat': 43.1698963753656, 'Lon': 141.262175253692}, {'Lat': 43.1701130060558, 'Lon': 141.261883600949}]"
6441526008,6441526009,0,3,1,0,0,0,0.081,201235,0,0,,0.0,0,0,"[{'Lat': 43.165183043333, 'Lon': 141.34681768327}, {'Lat': 43.1657954886189, 'Lon': 141.347434255446}]"
6441526009,6441525714,0,3,1,0,0,0,0.213,201051,0,0,,0.0,0,0,"[{'Lat': 43.1652956290759, 'Lon': 141.349867393482}, {'Lat': 43.1652331176833, 'Lon': 141.349284118067}, {'Lat': 43.1652206094246, 'Lon': 141.348984146658}, {'Lat': 43.1652455967206, 'Lon': 141.348688339245}, {'Lat': 43.1653247436582, 'Lon': 141.348380029696}, {'Lat': 43.1655247069926, 'Lon': 141.34800505231}, {'Lat': 43.1657954886189, 'Lon': 141.347434255446}]"
6441526015,6441526018,3,3,1,0,0,0,0.26800001,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.1098782916697, 'Lon': 141.249321754686}, {'Lat': 43.1095491699537, 'Lon': 141.249467594416}, {'Lat': 43.1090575697133, 'Lon': 141.249663439346}, {'Lat': 43.1085034781908, 'Lon': 141.249892618301}, {'Lat': 43.1080743701795, 'Lon': 141.250084293166}, {'Lat': 43.1075827708859, 'Lon': 141.250309302055}]"
6441526018,6441526024,3,3,1,0,0,1,0.54900002,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.1075827708859, 'Lon': 141.250309302055}, {'Lat': 43.107420292903, 'Lon': 141.250375972374}, {'Lat': 43.1070411772935, 'Lon': 141.250521815131}, {'Lat': 43.1068578687928, 'Lon': 141.250596819271}, {'Lat': 43.106216289582, 'Lon': 141.25087599888}, {'Lat': 43.105945492582, 'Lon': 141.250976005998}, {'Lat': 43.1053372419547, 'Lon': 141.251234352189}, {'Lat': 43.1046998283582, 'Lon': 141.251496866425}, {'Lat': 43.1044915234524, 'Lon': 141.251588537197}, {'Lat': 43.1038416111111, 'Lon': 141.251842719629}, {'Lat': 43.1034416653879, 'Lon': 141.252009395045}, {'Lat': 43.1032541905931, 'Lon': 141.252080233156}]"
6441526018,644152A181,0,3,1,0,0,0,0.294,201100,0,0,,0.0,0,0,"[{'Lat': 43.1075827708859, 'Lon': 141.250309302055}, {'Lat': 43.1077619508803, 'Lon': 141.251392524017}, {'Lat': 43.1078577922815, 'Lon': 141.252000795101}, {'Lat': 43.1079202922316, 'Lon': 141.252234103}, {'Lat': 43.1079536247438, 'Lon': 141.252334091703}, {'Lat': 43.1080577881671, 'Lon': 141.252625724998}, {'Lat': 43.108136952071, 'Lon': 141.252838200487}, {'Lat': 43.1082119484627, 'Lon': 141.253009013428}, {'Lat': 43.1082869435, 'Lon': 141.253138163568}, {'Lat': 43.1085744227381, 'Lon': 141.253579771845}]"
6441526024,6441520149,0,3,1,0,0,0,0.083999999,201100,0,0,,0.0,0,0,"[{'Lat': 43.1034625313889, 'Lon': 141.253092626603}, {'Lat': 43.1032541905931, 'Lon': 141.252080233156}]"
6441526024,6441526026,3,3,1,0,0,0,0.50400001,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.1032541905931, 'Lon': 141.252080233156}, {'Lat': 43.1027209294477, 'Lon': 141.252296912004}, {'Lat': 43.101654407562, 'Lon': 141.252742768537}, {'Lat': 43.1012752937094, 'Lon': 141.252942772932}, {'Lat': 43.1006128869544, 'Lon': 141.253321944519}, {'Lat': 43.1000254702253, 'Lon': 141.253676113886}, {'Lat': 43.0994297265973, 'Lon': 141.254196934961}]"
6441526026,6441527366,3,3,1,0,0,0,0.412,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.0994297265973, 'Lon': 141.254196934961}, {'Lat': 43.0993089127627, 'Lon': 141.254342762078}, {'Lat': 43.0991214429775, 'Lon': 141.254567752552}, {'Lat': 43.0988298250721, 'Lon': 141.254971899376}, {'Lat': 43.0987423410411, 'Lon': 141.255134389596}, {'Lat': 43.0985507087546, 'Lon': 141.255471869886}, {'Lat': 43.0984632251299, 'Lon': 141.255646858946}, {'Lat': 43.0979799776463, 'Lon': 141.256471811663}, {'Lat': 43.0976008780117, 'Lon': 141.257109275471}, {'Lat': 43.0974758995089, 'Lon': 141.257300931922}, {'Lat': 43.0972551072329, 'Lon': 141.257734238422}]"
6441526026,644152B696,0,3,1,0,1,0,0.41100001,201100,0,0,,0.0,0,0,"[{'Lat': 43.0994297265973, 'Lon': 141.254196934961}, {'Lat': 43.0997047096659, 'Lon': 141.25470937077}, {'Lat': 43.0997797041618, 'Lon': 141.254821855794}, {'Lat': 43.0998296988673, 'Lon': 141.254846850448}, {'Lat': 43.1019127873505, 'Lon': 141.255142530232}, {'Lat': 43.102883507383, 'Lon': 141.255304956387}]"
6441526030,6441520361,0,3,1,0,0,0,0.36199999,201100,0,0,,0.0,0,0,"[{'Lat': 43.0975385164804, 'Lon': 141.26113390587}, {'Lat': 43.0973010357355, 'Lon': 141.260833948074}, {'Lat': 43.0967427471629, 'Lon': 141.260113215401}, {'Lat': 43.0962344549218, 'Lon': 141.259467472744}]"
6441526030,6441526212,3,3,1,0,0,0,0.51800001,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.0962344549218, 'Lon': 141.259467472744}, {'Lat': 43.0956262289341, 'Lon': 141.260484081919}, {'Lat': 43.0945972474211, 'Lon': 141.262313141199}]"
6441526038,6441520631,3,3,1,0,0,0,0.092,1040810030,0,0,,0.0,1,1,"[{'Lat': 43.0902938464259, 'Lon': 141.269696050211}, {'Lat': 43.090772926807, 'Lon': 141.268841933764}]"
6441526038,6441525750,0,3,1,0,0,0,0.35800001,201100,0,0,,0.0,0,0,"[{'Lat': 43.0932268843875, 'Lon': 141.271629026699}, {'Lat': 43.0929102458267, 'Lon': 141.271304076009}, {'Lat': 43.0924811153154, 'Lon': 141.270804148359}, {'Lat': 43.0917436780177, 'Lon': 141.269962604389}, {'Lat': 43.090772926807, 'Lon': 141.268841933764}]"
6441526052,6441526162,0,3,1,0,0,0,0.56999999,201100,0,0,,0.0,0,0,"[{'Lat': 43.1363680166985, 'Lon': 141.289116455584}, {'Lat': 43.1356931307649, 'Lon': 141.2900872398}, {'Lat': 43.1353681897297, 'Lon': 141.290678871292}, {'Lat': 43.1322979137082, 'Lon': 141.296274371802}]"
6441526053,6441521441,0,3,1,0,0,0,0.15000001,201100,0,0,,0.0,0,0,"[{'Lat': 43.1272530882634, 'Lon': 141.308298562528}, {'Lat': 43.1261031896542, 'Lon': 141.307098743627}]"
6441526053,6441528479,0,3,1,0,0,0,0.66500002,201100,0,0,,0.0,0,0,"[{'Lat': 43.1261031896542, 'Lon': 141.307098743627}, {'Lat': 43.1257615780159, 'Lon': 141.307507059819}, {'Lat': 43.1255366132315, 'Lon': 141.307744551445}, {'Lat': 43.1253491440023, 'Lon': 141.307986207075}, {'Lat': 43.1252200005744, 'Lon': 141.308215360325}, {'Lat': 43.1250408671883, 'Lon': 141.308565338735}, {'Lat': 43.1247617517146, 'Lon': 141.309090306982}, {'Lat': 43.124649272375, 'Lon': 141.309302794099}, {'Lat': 43.1243618244501, 'Lon': 141.309823596572}, {'Lat': 43.1241618608177, 'Lon': 141.310190241368}, {'Lat': 43.1237910958433, 'Lon': 141.310898531509}, {'Lat': 43.123703612229, 'Lon': 141.311073520588}, {'Lat': 43.1236244599804, 'Lon': 141.3112193452}, {'Lat': 43.1233953346005, 'Lon': 141.31162765457}, {'Lat': 43.123187039738, 'Lon': 141.312027630114}, {'Lat': 43.1230204037394, 'Lon': 141.312344277525}, {'Lat': 43.1224038510602, 'Lon': 141.313531704815}]"
6441526068,6441521975,0,3,1,0,0,0,0.38299999,201100,0,0,,0.0,0,0,"[{'Lat': 43.1216667456453, 'Lon': 141.322880882492}, {'Lat': 43.1209793070802, 'Lon': 141.322189321692}, {'Lat': 43.1206501698929, 'Lon': 141.321860205527}, {'Lat': 43.1203002017811, 'Lon': 141.321526924346}, {'Lat': 43.1188794961027, 'Lon': 141.320118807832}]"
6441526068,6441526072,0,3,1,0,0,0,0.44400001,201100,0,0,,0.0,0,0,"[{'Lat': 43.1188794961027, 'Lon': 141.320118807832}, {'Lat': 43.1185712188803, 'Lon': 141.320685440664}, {'Lat': 43.1182712741091, 'Lon': 141.32125623927}, {'Lat': 43.1180796427916, 'Lon': 141.321622883568}, {'Lat': 43.1178838451805, 'Lon': 141.321985361839}, {'Lat': 43.1176880477051, 'Lon': 141.32235200639}, {'Lat': 43.1173047847985, 'Lon': 141.323076962427}, {'Lat': 43.1167298904384, 'Lon': 141.324164396484}, {'Lat': 43.1165340925557, 'Lon': 141.324518542196}]"
6441526072,6441522098,0,3,1,0,0,0,0.19400001,201100,0,0,,0.0,0,0,"[{'Lat': 43.117942300043, 'Lon': 141.325934992041}, {'Lat': 43.1175964976791, 'Lon': 141.325589211763}, {'Lat': 43.117254861609, 'Lon': 141.32524759751}, {'Lat': 43.1169257242838, 'Lon': 141.32491431506}, {'Lat': 43.1165340925557, 'Lon': 141.324518542196}]"
6441526072,6441526073,0,3,1,0,0,0,0.15099999,201100,0,0,,0.0,0,0,"[{'Lat': 43.1165340925557, 'Lon': 141.324518542196}, {'Lat': 43.1161466640338, 'Lon': 141.32526016361}, {'Lat': 43.1157425718305, 'Lon': 141.326030949999}]"
6441526073,6441522206,0,3,1,0,0,0,0.37,201100,0,0,,0.0,0,0,"[{'Lat': 43.1185173225212, 'Lon': 141.328780526611}, {'Lat': 43.1181631883834, 'Lon': 141.328451411961}, {'Lat': 43.1171382801694, 'Lon': 141.327426569206}, {'Lat': 43.1157425718305, 'Lon': 141.326030949999}]"
6441526073,6441522405,0,3,1,0,0,0,0.97600001,201100,0,0,,0.0,0,0,"[{'Lat': 43.1105601874109, 'Lon': 141.335730365264}, {'Lat': 43.110918455815, 'Lon': 141.335080403774}, {'Lat': 43.1112059033355, 'Lon': 141.334547102436}, {'Lat': 43.111505848108, 'Lon': 141.333976303815}, {'Lat': 43.1115725021549, 'Lon': 141.333838812517}, {'Lat': 43.1116058292464, 'Lon': 141.333772150007}, {'Lat': 43.1117558015647, 'Lon': 141.333484667557}, {'Lat': 43.1119724291516, 'Lon': 141.333097190332}, {'Lat': 43.1122932043062, 'Lon': 141.332513891608}, {'Lat': 43.1123723564195, 'Lon': 141.33236390071}, {'Lat': 43.1125764849898, 'Lon': 141.331959759122}, {'Lat': 43.1126806326932, 'Lon': 141.331768103903}, {'Lat': 43.112993074989, 'Lon': 141.331168140564}, {'Lat': 43.1134055003231, 'Lon': 141.330422351344}, {'Lat': 43.1137804322721, 'Lon': 141.329739058607}, {'Lat': 43.1141553627282, 'Lon': 141.329009936786}, {'Lat': 43.1142761731628, 'Lon': 141.328759952632}, {'Lat': 43.1145302926413, 'Lon': 141.328264149846}, {'Lat': 43.1147260906599, 'Lon': 141.327914170412}, {'Lat': 43.1149343863377, 'Lon': 141.327539192537}, {'Lat': 43.1153093169292, 'Lon': 141.326814237}, {'Lat': 43.1157425718305, 'Lon': 141.326030949999}]"
6441526085,6441526088,3,3,1,0,0,0,0.17399999,201100,0,0,,0.0,0,0,"[{'Lat': 43.0918740273541, 'Lon': 141.306805013398}, {'Lat': 43.0917657134855, 'Lon': 141.306996668858}, {'Lat': 43.0915699150462, 'Lon': 141.307334149435}, {'Lat': 43.0913949454982, 'Lon': 141.307613300824}, {'Lat': 43.0912866317649, 'Lon': 141.307809122565}, {'Lat': 43.0908991999593, 'Lon': 141.308450753224}]"
6441526088,6441526092,3,3,1,0,0,0,0.28099999,201100,0,0,,0.0,0,0,"[{'Lat': 43.0908991999593, 'Lon': 141.308450753224}, {'Lat': 43.0904909392621, 'Lon': 141.309150713071}, {'Lat': 43.0901909927049, 'Lon': 141.309667350017}, {'Lat': 43.0898118944349, 'Lon': 141.310346476696}, {'Lat': 43.0893328119001, 'Lon': 141.311133932725}]"
6441526092,6441526099,3,3,1,0,0,0,0.41,201100,0,0,,0.0,0,0,"[{'Lat': 43.0893328119001, 'Lon': 141.311133932725}, {'Lat': 43.0891286818224, 'Lon': 141.311492245212}, {'Lat': 43.0889287165467, 'Lon': 141.31180889464}, {'Lat': 43.0887079221084, 'Lon': 141.312175540697}, {'Lat': 43.0884163073241, 'Lon': 141.31267551202}, {'Lat': 43.0882954964728, 'Lon': 141.312912997325}, {'Lat': 43.088116361173, 'Lon': 141.313204647811}, {'Lat': 43.0880288771445, 'Lon': 141.313367138049}, {'Lat': 43.0879497247538, 'Lon': 141.31350879638}, {'Lat': 43.0875331317397, 'Lon': 141.314208756738}, {'Lat': 43.0874164852835, 'Lon': 141.314392080146}, {'Lat': 43.0870207227876, 'Lon': 141.315083706682}]"
6441526099,6441426160,3,3,1,0,0,0,0.75,201100,0,0,,0.0,0,0,"[{'Lat': 43.0827798078931, 'Lon': 141.32227079749}, {'Lat': 43.0831089167448, 'Lon': 141.321729161082}, {'Lat': 43.083263056318, 'Lon': 141.321475008631}, {'Lat': 43.0835879986046, 'Lon': 141.320920873635}, {'Lat': 43.0841628972158, 'Lon': 141.319962594285}, {'Lat': 43.0844045210889, 'Lon': 141.319554284157}, {'Lat': 43.0849127641555, 'Lon': 141.318687667018}, {'Lat': 43.085154387486, 'Lon': 141.318262691768}, {'Lat': 43.085446002678, 'Lon': 141.317775219282}, {'Lat': 43.0857751108506, 'Lon': 141.317212751476}, {'Lat': 43.0859709087487, 'Lon': 141.316858605772}, {'Lat': 43.0861917035943, 'Lon': 141.316504458554}, {'Lat': 43.0864374929468, 'Lon': 141.316075316772}, {'Lat': 43.0867291073249, 'Lon': 141.315562846605}, {'Lat': 43.0870207227876, 'Lon': 141.315083706682}]"
6441526099,6441521835,0,3,1,0,0,0,0.565,201100,0,0,,0.0,0,0,"[{'Lat': 43.0911161814968, 'Lon': 141.318937267964}, {'Lat': 43.0906078963937, 'Lon': 141.318512338159}, {'Lat': 43.0905537348485, 'Lon': 141.318466512356}, {'Lat': 43.0902995920257, 'Lon': 141.318245714891}, {'Lat': 43.0902037675449, 'Lon': 141.318158228808}, {'Lat': 43.0896079904127, 'Lon': 141.317649978693}, {'Lat': 43.0892455244997, 'Lon': 141.317337529621}, {'Lat': 43.0889205552289, 'Lon': 141.317062574801}, {'Lat': 43.0886997426191, 'Lon': 141.316870939278}, {'Lat': 43.0885039268216, 'Lon': 141.316675135961}, {'Lat': 43.0884081024765, 'Lon': 141.316591816158}, {'Lat': 43.0882831133983, 'Lon': 141.316458502755}, {'Lat': 43.0880331353777, 'Lon': 141.316196042231}, {'Lat': 43.0877456604438, 'Lon': 141.315887754894}, {'Lat': 43.087633170382, 'Lon': 141.315771105855}, {'Lat': 43.0873873578413, 'Lon': 141.315487813676}, {'Lat': 43.0870207227876, 'Lon': 141.315083706682}]"
6441526105,6441525772,2,1,1,0,0,0,0.79000002,201100,0,0,,0.0,0,0,"[{'Lat': 43.0920535933462, 'Lon': 141.319745469563}, {'Lat': 43.0893207185113, 'Lon': 141.323578613241}, {'Lat': 43.0880375996378, 'Lon': 141.325353526501}, {'Lat': 43.0876168365359, 'Lon': 141.325932664993}, {'Lat': 43.0873210528833, 'Lon': 141.326349310971}, {'Lat': 43.0869502808283, 'Lon': 141.326840954544}]"
6441526105,6441526106,2,3,1,0,0,1,0.064000003,201100,0,0,,0.0,0,0,"[{'Lat': 43.0869502808283, 'Lon': 141.326840954544}, {'Lat': 43.0874252388446, 'Lon': 141.327332546863}]"
