KANRI_OFFICE_CD,KJ_NM,地整コード,管理都道府県コード
"207446","昭和村",2,7
"207447","会津美里町",2,7
"207461","西郷村",2,7
"207464","泉崎村",2,7
"207465","中島村",2,7
"207466","矢吹町",2,7
"207481","棚倉町",2,7
"207482","矢祭町",2,7
"207483","塙町",2,7
"207484","鮫川村",2,7
"207501","石川町",2,7
"207502","玉川村",2,7
"207503","平田村",2,7
"207504","浅川町",2,7
"207505","古殿町",2,7
"207521","三春町",2,7
"207522","小野町",2,7
"207541","広野町",2,7
"207542","楢葉町",2,7
"207543","富岡町",2,7
"207544","川内村",2,7
"207545","大熊町",2,7
"207546","双葉町",2,7
"207547","浪江町",2,7
"207548","葛尾村",2,7
"207561","新地町",2,7
"207564","飯舘村",2,7
"207800","福島県道路公社",2,7
"208","茨城県庁",3,8
"208051","茨城県　水戸土木事務所",3,8
"208052","茨城県　常陸大宮土木事務所",3,8
"208053","茨城県　常陸大宮土木事務所大子工務所",3,8
"208054","茨城県　常陸太田工事事務所",3,8
"208055","茨城県　高萩工事事務所",3,8
"208056","茨城県　鉾田工事事務所",3,8
"208057","茨城県　潮来土木事務所",3,8
"208058","茨城県　竜ケ崎工事事務所",3,8
"208059","茨城県　土浦土木事務所",3,8
"208060","茨城県　筑西土木事務所",3,8
"208061","茨城県　常総工事事務所",3,8
"208062","茨城県　境工事事務所",3,8
"208201","水戸市",3,8
"208202","日立市",3,8
"208203","土浦市",3,8
"208204","古河市",3,8
"208205","石岡市",3,8
"208207","結城市",3,8
"208208","龍ケ崎市",3,8
"208210","下妻市",3,8
"208211","常総市",3,8
"208212","常陸太田市",3,8
"208214","高萩市",3,8
"208215","北茨城市",3,8
"208216","笠間市",3,8
"208217","取手市",3,8
"208219","牛久市",3,8
"208220","つくば市",3,8
"208221","ひたちなか市",3,8
"208222","鹿嶋市",3,8
"208223","潮来市",3,8
"208224","守谷市",3,8
"208225","常陸大宮市",3,8
"208226","那珂市",3,8
"208227","筑西市",3,8
"208228","坂東市",3,8
"208229","稲敷市",3,8
"208230","かすみがうら市",3,8
"208231","桜川市",3,8
"208232","神栖市",3,8
"208233","行方市",3,8
"208234","鉾田市",3,8
"208235","つくばみらい市",3,8
"208236","小美玉市",3,8
"208302","茨城町",3,8
"208309","大洗町",3,8
"208310","城里町",3,8
"208341","東海村",3,8
"208345","山方町",3,8
"208364","大子町",3,8
"208442","美浦村",3,8
"208443","阿見町",3,8
"208447","河内町",3,8
"208521","八千代町",3,8
"208542","五霞町",3,8
"208546","境町",3,8
"208564","利根町",3,8
"208800","茨城県道路公社",3,8
"209","栃木県庁",3,9
"209051","栃木県　宇都宮土木事務所",3,9
"209052","栃木県　鹿沼土木事務所",3,9
"209053","栃木県　日光土木事務所",3,9
"209054","栃木県　真岡土木事務所",3,9
"209055","栃木県　栃木土木事務所",3,9
"209056","栃木県　矢板土木事務所",3,9
"209057","栃木県　大田原土木事務所",3,9
"209058","栃木県　烏山土木事務所",3,9
"209059","栃木県　安足土木事務所　保全第二部",3,9
"209060","栃木県　安足土木事務所　保全第一部",3,9
"209201","宇都宮市",3,9
"209202","足利市",3,9
"209203","栃木市",3,9
"209204","佐野市",3,9
"209205","鹿沼市",3,9
"209206","日光市",3,9
"209208","小山市",3,9
"209209","真岡市",3,9
"209210","大田原市",3,9
"209211","矢板市",3,9
"209213","那須塩原市",3,9
"209214","さくら市",3,9
"209215","那須烏山市",3,9
"209216","下野市",3,9
"209301","上三川町",3,9
"209321","西方町",3,9
"209341","二宮町",3,9
"209342","益子町",3,9
"209343","茂木町",3,9
"209344","市貝町",3,9
"209345","芳賀町",3,9
"209361","壬生町",3,9
"209364","野木町",3,9
"209365","大平町",3,9
"209366","藤岡町",3,9
"209367","岩舟町",3,9
"209368","都賀町",3,9
"209384","塩谷町",3,9
"209386","高根沢町",3,9
"209407","那須町",3,9
"209411","那珂川町",3,9
"209800","栃木県道路公社",3,9
"210","群馬県庁",3,10
"210051","群馬県　前橋土木事務所",3,10
"210052","群馬県　高崎土木事務所",3,10
"210053","群馬県　渋川土木事務所",3,10
"210054","群馬県　藤岡土木事務所",3,10
"210055","群馬県　富岡土木事務所",3,10
"210056","群馬県　安中土木事務所",3,10
"210057","群馬県　中之条土木事務所",3,10
"210058","群馬県　沼田土木事務所",3,10
"210059","群馬県　伊勢崎土木事務所",3,10
"210060","群馬県　太田土木事務所",3,10
"210061","群馬県　桐生土木事務所",3,10
"210062","群馬県　館林土木事務所",3,10
"210201","前橋市",3,10
"210202","高崎市",3,10
"210203","桐生市",3,10
"210204","伊勢崎市",3,10
"210205","太田市",3,10
"210206","沼田市",3,10
"210207","館林市",3,10
"210208","渋川市",3,10
"210209","藤岡市",3,10
"210210","富岡市",3,10
"210211","安中市",3,10
"210212","みどり市",3,10
"210344","榛東村",3,10
"210345","吉岡町",3,10
"210366","上野村",3,10
"210367","神流町",3,10
"210382","下仁田町",3,10
"210383","南牧村",3,10
"210384","甘楽町",3,10
"210421","中之条町",3,10
"210424","長野原町",3,10
"210425","嬬恋村",3,10
"210426","草津町",3,10
"210428","高山村",3,10
"210429","東吾妻町",3,10
"210443","片品村",3,10
"210444","川場村",3,10
"210448","昭和村",3,10
"210449","みなかみ町",3,10
"210464","玉村町",3,10
"210521","板倉町",3,10
"210522","明和町",3,10
"210523","千代田町",3,10
"210524","大泉町",3,10
"210525","邑楽町",3,10
"211","埼玉県庁",3,11
"211051","埼玉県　さいたま県土整備事務所",3,11
"211052","埼玉県　北本県土整備事務所",3,11
"211053","埼玉県　川越県土整備事務所",3,11
"211054","埼玉県　飯能県土整備事務所",3,11
"211055","埼玉県　東松山県土整備事務所",3,11
"211056","埼玉県　秩父県土整備事務所",3,11
"211057","埼玉県　本庄県土整備事務所",3,11
"211058","埼玉県　熊谷県土整備事務所",3,11
"211059","埼玉県　行田県土整備事務所",3,11
"211060","埼玉県　越谷県土整備事務所",3,11
"211061","埼玉県　杉戸県土整備事務所",3,11
"211062","埼玉県　朝霞県土整備事務所",3,11
"211100","さいたま市",3,11
"211201","川越市",3,11
"211202","熊谷市",3,11
"211203","川口市",3,11
"211206","行田市",3,11
"211207","秩父市",3,11
"211208","所沢市",3,11
"211209","飯能市",3,11
"211210","加須市",3,11
"211211","本庄市",3,11
"211212","東松山市",3,11
"211214","春日部市",3,11
"211215","狭山市",3,11
"211216","羽生市",3,11
"211217","鴻巣市",3,11
"211218","深谷市",3,11
"211219","上尾市",3,11
"211221","草加市",3,11
"211222","越谷市",3,11
"211223","蕨市",3,11
"211224","戸田市",3,11
"211225","入間市",3,11
"211226","鳩ヶ谷市",3,11
"211227","朝霞市",3,11
"211228","志木市",3,11
"211229","和光市",3,11
"211230","新座市",3,11
"211231","桶川市",3,11
"211232","久喜市",3,11
"211233","北本市",3,11
"211234","八潮市",3,11
"211235","富士見市",3,11
"211237","三郷市",3,11
"211238","蓮田市",3,11
"211239","坂戸市",3,11
"211240","幸手市",3,11
"211241","鶴ヶ島市",3,11
"211242","日高市",3,11
"211243","吉川市",3,11
"211245","ふじみ野市",3,11
"211246","白岡市",3,11
"211301","伊奈町",3,11
"211324","三芳町",3,11
"211326","毛呂山町",3,11
"211327","越生町",3,11
"211341","滑川町",3,11
"211342","嵐山町",3,11
"211343","小川町",3,11
"211346","川島町",3,11
"211347","吉見町",3,11
"211348","鳩山町",3,11
"211349","ときがわ町",3,11
"211361","横瀬町",3,11
"211362","皆野町",3,11
"211363","長瀞町",3,11
"211365","小鹿野町",3,11
"211369","東秩父村",3,11
"211381","美里町",3,11
"211383","神川町",3,11
"211384","神泉村",3,11
"211385","上里町",3,11
"211408","寄居町",3,11
"211424","加須市（北川辺総合支所）",3,11
"211425","加須市（大利根総合支所）",3,11
"211442","宮代町",3,11
"211464","杉戸町",3,11
"211465","松伏町",3,11
"211800","埼玉県道路公社",3,11
"212","千葉県庁",3,12
"212051","千葉県　千葉土木事務所",3,12
"212052","千葉県　葛南土木事務所",3,12
"212053","千葉県　市原土木事務所",3,12
"212054","千葉県　東葛飾土木事務所",3,12
"212055","千葉県　印旛土木事務所",3,12
"212056","千葉県　成田土木事務所",3,12
"212057","千葉県　香取土木事務所",3,12
"212058","千葉県　銚子土木事務所",3,12
"212059","千葉県　海匝土木事務所",3,12
"212060","千葉県　山武土木事務所",3,12
"212061","千葉県　長生土木事務所",3,12
"212062","千葉県　夷隅土木事務所",3,12
"212063","千葉県　夷隅地域整備センター大多喜整備事務所",3,12
"212064","千葉県　鴨川整備事務所",3,12
"212065","千葉県　安房土木事務所",3,12
"212066","千葉県　君津土木事務所",3,12
"212067","千葉県　柏土木事務所",3,12
"212100","千葉市",3,12
"212202","銚子市",3,12
"212203","市川市",3,12
"212204","船橋市",3,12
"212205","館山市",3,12
"212206","木更津市",3,12
"212207","松戸市",3,12
"212208","野田市",3,12
"212210","茂原市",3,12
"212211","成田市",3,12
"212212","佐倉市",3,12
"212213","東金市",3,12
"212215","旭市",3,12
"212216","習志野市",3,12
"212217","柏市",3,12
"212218","勝浦市",3,12
"212219","市原市",3,12
"212220","流山市",3,12
"212221","八千代市",3,12
"212222","我孫子市",3,12
"212223","鴨川市",3,12
"212224","鎌ケ谷市",3,12
"212225","君津市",3,12
"212226","富津市",3,12
"212227","浦安市",3,12
"212228","四街道市",3,12
"212229","袖ケ浦市",3,12
"212230","八街市",3,12
"212231","印西市",3,12
"212232","白井市",3,12
"212233","富里市",3,12
"212234","南房総市",3,12
"212235","匝瑳市",3,12
"212236","香取市",3,12
"212237","山武市",3,12
"212238","いすみ市",3,12
"212239","大網白里市",3,12
"212322","酒々井町",3,12
"212329","栄町",3,12
"212342","神崎町",3,12
"212347","多古町",3,12
"212349","東庄町",3,12
"212402","大網白里町",3,12
"212403","九十九里町",3,12
"212409","芝山町",3,12
"212410","横芝光町",3,12
"212421","一宮町",3,12
"212422","睦沢町",3,12
"212423","長生村",3,12
"212424","白子町",3,12
"212426","長柄町",3,12
"212427","長南町",3,12
"212441","大多喜町",3,12
"212443","御宿町",3,12
"212463","鋸南町",3,12
"212800","千葉県道路公社",3,12
"213","東京都庁",3,13
"21301000900001","東京都　第一建設事務所",3,13
"21301000900002","東京都　第二建設事務所",3,13
"21301000900003","東京都　第三建設事務所",3,13
"21301000900004","東京都　第四建設事務所",3,13
"21301000900005","東京都　第五建設事務所",3,13
"21301000900006","東京都　第六建設事務所",3,13
"21301000900011","東京都　西多摩建設事務所",3,13
"21301000900012","東京都　南多摩東部建設事務所",3,13
"21301000900013","東京都　南多摩西部建設事務所",3,13
"21301000900014","東京都　北多摩南部建設事務所",3,13
"21301000900015","東京都　北多摩北部建設事務所",3,13
"21301000900091","東京都　大島支庁",3,13
"21301000900092","東京都　三宅支庁",3,13
"21301000900093","東京都　八丈支庁",3,13
"21301000900094","東京都　小笠原支庁",3,13
"213101","千代田区",3,13
"213102","中央区",3,13
"213103","港区",3,13
"213104","新宿区",3,13
"213105","文京区",3,13
"213106","台東区",3,13
"213107","墨田区",3,13
"213108","江東区",3,13
"213109","品川区",3,13
"213110","目黒区",3,13
"213111","大田区",3,13
"213112","世田谷区",3,13
"213113","渋谷区",3,13
"213114","中野区",3,13
"213115","杉並区",3,13
"213116","豊島区",3,13
"213117","北区",3,13
"213118","荒川区",3,13
"213119","板橋区",3,13
"213120","練馬区",3,13
"213121","足立区",3,13
"213122","葛飾区",3,13
"213123","江戸川区",3,13
"213201","八王子市",3,13
"213202","立川市",3,13
"213203","武蔵野市",3,13
"213204","三鷹市",3,13
"213205","青梅市",3,13
"213206","府中市",3,13
"213207","昭島市",3,13
"213208","調布市",3,13
"213209","町田市",3,13
"213210","小金井市",3,13
"213211","小平市",3,13
"213212","日野市",3,13
"213213","東村山市",3,13
"213214","国分寺市",3,13
"213215","国立市",3,13
"213218","福生市",3,13
"213219","狛江市",3,13
"213220","東大和市",3,13
"213221","清瀬市",3,13
"213222","東久留米市",3,13
"213223","武蔵村山市",3,13
"213224","多摩市",3,13
"213225","稲城市",3,13
"213227","羽村市",3,13
"213228","あきる野市",3,13
"213229","西東京市",3,13
"213303","瑞穂町",3,13
"213305","日の出町",3,13
"213307","桧原村",3,13
"213308","奥多摩町",3,13
"213361","大島町",3,13
"213362","利島村",3,13
"213363","新島村",3,13
"213364","神津島村",3,13
"213381","三宅村",3,13
"213382","御蔵島村",3,13
"213401","八丈町",3,13
"213402","青ヶ島村",3,13
"213421","小笠原村",3,13
"213800","東京都道路公社",3,13
"214","神奈川県庁",3,14
"214051","神奈川県　横須賀土木事務所",3,14
"214052","神奈川県　平塚土木事務所",3,14
"214053","神奈川県　藤沢土木事務所",3,14
"214054","神奈川県　県西土木事務所小田原土木センター",3,14
"214055","神奈川県　厚木土木事務所東部センター",3,14
"214056","神奈川県　厚木土木事務所",3,14
"214057","神奈川県　県西土木事務所",3,14
"214058","神奈川県　津久井土木事務所",3,14
"214100","横浜市",3,14
"214130","川崎市",3,14
"214150","相模原市",3,14
"214201","横須賀市",3,14
"214203","平塚市",3,14
"214204","鎌倉市",3,14
"214205","藤沢市",3,14
"214206","小田原市",3,14
"214207","茅ヶ崎市",3,14
"214208","逗子市",3,14
"214209","相模原市",3,14
"214210","三浦市",3,14
"214211","秦野市",3,14
"214212","厚木市",3,14
"214213","大和市",3,14
"214214","伊勢原市",3,14
"214215","海老名市",3,14
"214216","座間市",3,14
"214217","南足柄市",3,14
"214218","綾瀬市",3,14
"214301","葉山町",3,14
"214321","寒川町",3,14
"214341","大磯町",3,14
"214342","二宮町",3,14
"214361","中井町",3,14
"214362","大井町",3,14
"214363","松田町",3,14
"214364","山北町",3,14
"214366","開成町",3,14
"214382","箱根町",3,14
"214383","真鶴町",3,14
"214384","湯河原町",3,14
"214401","愛川町",3,14
"214402","清川村",3,14
"214800","神奈川県道路公社",3,14
"215","新潟県庁",4,15
"215051","新潟県　村上地域整備部",4,15
"215052","新潟県　新発田地域整備部",4,15
"215053","新潟県　新潟地域振興局　新津地域整備部",4,15
"215054","新潟県　新潟地域振興局　津川地区振興事務所",4,15
"215055","新潟県　新潟地域振興局　地域整備部",4,15
"215056","新潟県　新潟地域振興局巻支局",4,15
"215057","新潟県　三条地域振興局　地域整備部",4,15
"215058","新潟県　長岡地域振興局　地域整備部",4,15
"215060","新潟県　魚沼地域振興局　地域整備部",4,15
"215061","新潟県　十日町地域振興局　地域整備部",4,15
"215062","新潟県　南魚沼地域振興局　地域整備部",4,15
"215063","新潟県　柏崎地域振興局　地域整備部",4,15
"215065","新潟県　上越地域振興局　地域整備部",4,15
"215066","新潟県　糸魚川地域振興局　地域整備部",4,15
"215067","新潟県　佐渡地域振興局",4,15
"215100","新潟市",4,15
"215201","新潟市",4,15
"215202","長岡市",4,15
"215204","三条市",4,15
"215205","柏崎市",4,15
"215206","新発田市",4,15
"215208","小千谷市",4,15
"215209","加茂市",4,15
"215210","十日町市",4,15
"215211","見附市",4,15
"215212","村上市",4,15
"215213","燕市",4,15
"215216","糸魚川市",4,15
"215217","妙高市",4,15
"215218","五泉市",4,15
"215222","上越市",4,15
"215223","阿賀野市",4,15
"215224","佐渡市",4,15
"215225","魚沼市",4,15
"215226","南魚沼市",4,15
"215227","胎内市",4,15
"215307","聖籠町",4,15
"215342","弥彦村",4,15
"215361","田上町",4,15
"215385","阿賀町",4,15
"215405","出雲崎町",4,15
"215441","川口町",4,15
"215461","湯沢町",4,15
"215482","津南町",4,15
"215504","刈羽村",4,15
"215581","関川村",4,15
"215584","朝日村",4,15
"215585","山北町",4,15
"215586","粟島浦村",4,15
"216","富山県庁",4,16
"216051","富山県　富山土木センター",4,16
"216052","富山県　高岡土木センター",4,16
"216053","富山県　立山土木事務所",4,16
"216054","富山県　新川土木センター",4,16
"216055","富山県　入善土木事務所",4,16
"216056","富山県　氷見土木事務所",4,16
"216057","富山県　砺波土木センター",4,16
"216058","富山県　小矢部土木事務所",4,16
"216201","富山市",4,16
"216202","高岡市",4,16
"216204","魚津市",4,16
"216205","氷見市",4,16
"216206","滑川市",4,16
"216207","黒部市",4,16
"216208","砺波市",4,16
"216209","小矢部市",4,16
"216210","南砺市",4,16
"216211","射水市",4,16
"216321","舟橋村",4,16
"216322","上市町",4,16
"216323","立山町",4,16
"216342","入善町",4,16
"216343","朝日町",4,16
"216800","富山県道路公社",4,16
"217","石川県庁",4,17
"217051","石川県　大聖寺土木事務所",4,17
"217052","石川県　南加賀土木総合事務所",4,17
"217053","石川県　石川土木総合事務所",4,17
"217054","石川県　県央土木総合事務所",4,17
"217055","石川県　津幡土木事務所",4,17
"217056","石川県　羽咋土木事務所",4,17
"217057","石川県　中能登土木総合事務所",4,17
"217058","石川県　奥能登土木総合事務所",4,17
"217059","石川県　珠洲土木事務所",4,17
"217201","金沢市",4,17
"217202","七尾市",4,17
"217203","小松市",4,17
"217204","輪島市",4,17
"217205","珠洲市",4,17
"217206","加賀市",4,17
"217207","羽咋市",4,17
"217209","かほく市",4,17
"217210","白山市",4,17
"217211","能美市",4,17
"217212","野々市市",4,17
"217324","川北町",4,17
"217344","野々市町",4,17
"217361","津幡町",4,17
"217365","内灘町",4,17
"217384","志賀町",4,17
"217386","宝達志水町",4,17
"217407","中能登町",4,17
"217461","穴水町",4,17
"217463","能登町",4,17
"217800","石川県道路公社",4,17
"218","福井県庁",6,18
"218051","福井県　福井土木事務所",6,18
"218052","福井県　三国土木事務所",6,18
"218053","福井県　奥越土木事務所",6,18
"218054","福井県　奥越土木事務所勝山維持管理課",6,18
"218057","福井県　丹南土木事務所",6,18
"218058","福井県　今立土木事務所",6,18
"218059","福井県　丹南土木事務所鯖江丹生土木部",6,18
"218060","福井県　嶺南振興局敦賀土木事務所",6,18
"218061","福井県　嶺南振興局小浜土木事務所",6,18
"218201","福井市",6,18
"218202","敦賀市",6,18
"218204","小浜市",6,18
"218205","大野市",6,18
"218206","勝山市",6,18
"218207","鯖江市",6,18
"218208","あわら市",6,18
"218209","越前市",6,18
"218210","坂井市",6,18
"218322","永平寺町",6,18
"218382","池田町",6,18
"218404","南越前町",6,18
"218423","越前町",6,18
"218442","美浜町",6,18
"218481","高浜町",6,18
"218483","おおい町",6,18
"218501","若狭町",6,18
"218800","福井県道路公社",6,18
"219","山梨県庁",3,19
"219051","山梨県　中北建設事務所",3,19
"219052","山梨県　峡東建設事務所",3,19
"219053","山梨県　峡東地域振興局　石和建設部",3,19
"219054","山梨県　峡南建設事務所",3,19
"219055","山梨県　峡南建設事務所身延管理課",3,19
"219056","山梨県　中北建設事務所峡北支所",3,19
"219057","山梨県　富士・東部建設事務所吉田支所",3,19
"219058","山梨県　富士・東部建設事務所",3,19
"219201","甲府市",3,19
"219202","富士吉田市",3,19
"219204","都留市",3,19
"219205","山梨市",3,19
"219206","大月市",3,19
"219207","韮崎市",3,19
"219208","南アルプス市",3,19
"219209","北杜市",3,19
"219210","甲斐市",3,19
"219211","笛吹市",3,19
"219212","上野原市",3,19
"219213","甲州市",3,19
"219214","中央市",3,19
"219346","市川三郷町",3,19
"219361","増穂町",3,19
"219362","鰍沢町",3,19
"219364","早川町",3,19
"219365","身延町",3,19
"219366","南部町",3,19
"219368","富士川町",3,19
"219383","玉穂町",3,19
"219384","昭和町",3,19
"219422","道志村",3,19
"219423","西桂町",3,19
"219424","忍野村",3,19
"219425","山中湖村",3,19
"219429","鳴沢村",3,19
"219430","富士河口湖町",3,19
"219442","小菅村",3,19
"219443","丹波山村",3,19
"219800","山梨県道路公社",3,19
"220","長野県庁",0,20
"220051","長野県　佐久建設事務所",3,20
"220052","長野県　佐久建設事務所佐久北部事務所",3,20
"220053","長野県　上田建設事務所",3,20
"220054","長野県　諏訪建設事務所",3,20
"220055","長野県　伊那建設事務所",5,20
"220057","長野県　飯田建設事務所",5,20
"220058","長野県　木曽建設事務所",5,20
"220059","長野県　松本建設事務所",3,20
"220061","長野県　安曇野建設事務所",3,20
"220062","長野県　大町建設事務所",3,20
"220063","長野県　千曲建設事務所",3,20
"220064","長野県　須坂建設事務所",3,20
"220065","長野県　北信建設事務所中野事務所",3,20
"220066","長野県　長野建設事務所",3,20
"220069","長野県　北信建設事務所飯山事務所",3,20
"220201","長野市",3,20
"220202","松本市",3,20
"220203","上田市",3,20
"220204","岡谷市",3,20
"220205","飯田市",5,20
"220206","諏訪市",3,20
"220207","須坂市",3,20
"220208","小諸市",3,20
"220209","伊那市",5,20
"220210","駒ヶ根市",5,20
"220211","中野市",3,20
"220212","大町市",3,20
"220213","飯山市",3,20
"220214","茅野市",3,20
"220215","塩尻市",3,20
"220217","佐久市",3,20
"220218","千曲市",3,20
"220219","東御市",3,20
"220220","安曇野市",3,20
"220303","小海町",3,20
"220304","川上村",3,20
"220305","南牧村",3,20
"220306","南相木村",3,20
"220307","北相木村",3,20
"220309","佐久穂町",3,20
"220321","軽井沢町",3,20
"220323","御代田町",3,20
"220324","立科町",3,20
"220349","青木村",3,20
"220350","長和町",3,20
"220361","下諏訪町",3,20
"220362","富士見町",3,20
"220363","原村",3,20
"220382","辰野町",5,20
"220383","箕輪町",5,20
"220384","飯島町",5,20
"220385","南箕輪村",5,20
"220386","中川村",5,20
"220388","宮田村",5,20
"220402","松川町",5,20
"220403","高森町",5,20
"220404","阿南町",5,20
"220407","阿智村",5,20
"220409","平谷村",5,20
"220410","根羽村",5,20
"220411","下條村",5,20
"220412","売木村",5,20
"220413","天龍村",5,20
"220414","泰阜村",5,20
"220415","喬木村",5,20
"220416","豊丘村",5,20
"220417","大鹿村",5,20
"220422","上松町",5,20
"220423","南木曽町",5,20
"220425","木祖村",5,20
"220429","王滝村",5,20
"220430","大桑村",5,20
"220432","木曽町",5,20
"220446","麻績村",3,20
"220448","生坂村",3,20
"220450","山形村",3,20
"220451","朝日村",3,20
"220452","筑北村",3,20
"220481","池田町",3,20
"220482","松川村",3,20
"220485","白馬村",3,20
"220486","小谷村",3,20
"220521","坂城町",3,20
"220541","小布施町",3,20
"220543","高山村",3,20
"220561","山ノ内町",3,20
"220562","木島平村",3,20
"220563","野沢温泉村",3,20
"220581","信州新町",3,20
"220583","信濃町",3,20
"220588","小川村",3,20
"220590","飯綱町",3,20
"220602","栄村",3,20
"220800","長野県道路公社",3,20
"221","岐阜県庁",5,21
"221051","岐阜県　岐阜土木事務所",5,21
"221052","岐阜県　大垣土木事務所",5,21
"221053","岐阜県　揖斐土木事務所",5,21
"221054","岐阜県　美濃土木事務所",5,21
"221055","岐阜県　郡上土木事務所",5,21
"221056","岐阜県　可茂土木事務所",5,21
"221057","岐阜県　多治見土木事務所",5,21
"221058","岐阜県　恵那土木事務所",5,21
"221059","岐阜県　下呂土木事務所",5,21
"221060","岐阜県　高山土木事務所",5,21
"221061","岐阜県　古川土木事務所",5,21
"221201","岐阜市",5,21
"221202","大垣市",5,21
"221203","高山市",5,21
"221204","多治見市",5,21
"221205","関市",5,21
"221206","中津川市",5,21
"221207","美濃市",5,21
"221208","瑞浪市",5,21
"221209","羽島市",5,21
"221210","恵那市",5,21
"221211","美濃加茂市",5,21
"221212","土岐市",5,21
"221213","各務原市",5,21
"221214","可児市",5,21
"221215","山県市",5,21
"221216","瑞穂市",5,21
"221217","飛騨市",5,21
"221218","本巣市",5,21
"221219","郡上市",5,21
"221220","下呂市",5,21
"221221","海津市",5,21
"221302","岐南町",5,21
"221303","笠松町",5,21
"221341","養老町",5,21
"221361","垂井町",5,21
"221362","関ケ原町",5,21
"221381","神戸町",5,21
"221382","輪之内町",5,21
"221383","安八町",5,21
"221401","揖斐川町",5,21
"221403","大野町",5,21
"221404","池田町",5,21
"221421","北方町",5,21
"221501","坂祝町",5,21
"221502","富加町",5,21
"221503","川辺町",5,21
"221504","七宗町",5,21
"221505","八百津町",5,21
"221506","白川町",5,21
"221507","東白川村",5,21
"221521","御嵩町",5,21
"221604","白川村",5,21
"221800","岐阜県道路公社",5,21
"222","静岡県庁",5,22
"222051","静岡県　下田土木事務所",5,22
"222052","静岡県　熱海土木事務所",5,22
"222053","静岡県　沼津土木事務所",5,22
"222054","静岡県　富士土木事務所",5,22
"222055","静岡県　静岡土木事務所",5,22
"222057","静岡県　島田土木事務所",5,22
"222058","静岡県　御前崎土木事務所",5,22
"222059","静岡県　袋井土木事務所",5,22
"222060","静岡県　天竜土木事務所",5,22
"222061","静岡県　浜松土木事務所",5,22
"222100","静岡市",5,22
"222130","浜松市",5,22
"222203","沼津市",5,22
"222205","熱海市",5,22
"222206","三島市",5,22
"222207","富士宮市",5,22
"222208","伊東市",5,22
"222209","島田市",5,22
"222210","富士市",5,22
"222211","磐田市",5,22
"222212","焼津市",5,22
"222213","掛川市",5,22
"222214","藤枝市",5,22
"222215","御殿場市",5,22
"222216","袋井市",5,22
"222219","下田市",5,22
"222220","裾野市",5,22
"222221","湖西市",5,22
"222222","伊豆市",5,22
"222223","御前崎市",5,22
"222224","菊川市",5,22
"222225","伊豆の国市",5,22
"222226","牧之原市",5,22
"222301","東伊豆町",5,22
"222302","河津町",5,22
"222304","南伊豆町",5,22
"222305","松崎町",5,22
"222306","西伊豆町",5,22
"222325","函南町",5,22
"222341","清水町",5,22
"222342","長泉町",5,22
"222344","小山町",5,22
"222361","芝川町",5,22
"222381","富士川町",5,22
"222383","由比町",5,22
"222401","岡部町",5,22
"222402","大井川町",5,22
"222424","吉田町",5,22
"222426","川根町",5,22
"222429","川根本町",5,22
"222461","森町",5,22
"222503","新居町",5,22
"222800","静岡県道路公社",5,22
"223","愛知県庁",5,23
"223051","愛知県　尾張建設事務所",5,23
"223052","愛知県　一宮建設事務所",5,23
"223053","愛知県　海部建設事務所",5,23
"223054","愛知県　知多建設事務所",5,23
"223055","愛知県　西三河建設事務所",5,23
"223056","愛知県　知立建設事務所",5,23
"223057","愛知県　豊田加茂建設事務所",5,23
"223058","愛知県　東三河建設事務所",5,23
"223059","愛知県　新城設楽建設事務所",5,23
"223060","愛知県　西三河建設事務所西尾支所",5,23
"223061","愛知県　豊田加茂建設事務所足助支所",5,23
"223062","愛知県　新城設楽建設事務所設楽支所",5,23
"223100","名古屋市",5,23
"2231300050","浜松市中区役所",5,22
"2231300051","浜松市東区役所",5,22
"2231300052","浜松市西区役所",5,22
"2231300053","浜松市南区役所",5,22
"2231300054","浜松市北区役所",5,22
"2231300055","浜松市浜北区役所",5,22
"2231300056","浜松市天竜区役所",5,22
"223201","豊橋市",5,23
"223202","岡崎市",5,23
"223203","一宮市",5,23
"223204","瀬戸市",5,23
"223205","半田市",5,23
"223206","春日井市",5,23
"223207","豊川市",5,23
"223208","津島市",5,23
"223209","碧南市",5,23
"223210","刈谷市",5,23
"223211","豊田市",5,23
"223212","安城市",5,23
"223213","西尾市",5,23
"223214","蒲郡市",5,23
"223215","犬山市",5,23
"223216","常滑市",5,23
"223217","江南市",5,23
"223219","小牧市",5,23
"223220","稲沢市",5,23
"223221","新城市",5,23
"223222","東海市",5,23
"223223","大府市",5,23
"223224","知多市",5,23
"223225","知立市",5,23
"223226","尾張旭市",5,23
"223227","高浜市",5,23
"223228","岩倉市",5,23
"223229","豊明市",5,23
"223230","日進市",5,23
"223231","田原市",5,23
"223232","愛西市",5,23
"223233","清須市",5,23
"223234","北名古屋市",5,23
"223235","弥富市",5,23
"223236","みよし市",5,23
"223237","あま市",5,23
"223238","みよし市",5,23
"223302","東郷町",5,23
"223304","長久手町",5,23
"223342","豊山町",5,23
"223345","春日町",5,23
"223361","大口町",5,23
"223362","扶桑町",5,23
"223386","長久手市",5,23
"223421","七宝町",5,23
"223422","美和町",5,23
"223423","甚目寺町",5,23
"223424","大治町",5,23
"223425","蟹江町",5,23
"223427","飛島村",5,23
"223441","阿久比町",5,23
"223442","東浦町",5,23
"223445","南知多町",5,23
"223446","美浜町",5,23
"223447","武豊町",5,23
"223481","一色町",5,23
