KANRI_OFFICE_CD,KJ_NM,地整コード,管理都道府県コード
"223482","吉良町",5,23
"223483","幡豆町",5,23
"223501","幸田町",5,23
"223521","三好町",5,23
"223561","設楽町",5,23
"223562","東栄町",5,23
"223563","豊根村",5,23
"223601","音羽町",5,23
"223603","小坂井町",5,23
"223604","御津町",5,23
"223800","愛知県道路公社",5,23
"223801","名古屋高速道路公社",5,23
"224","三重県庁",5,24
"224051","三重県　桑名建設事務所",5,24
"224052","三重県　四日市建設事務所",5,24
"224053","三重県　鈴鹿建設事務所",5,24
"224054","三重県　津建設事務所",5,24
"224056","三重県　松阪建設事務所",5,24
"224057","三重県　伊勢建設事務所",5,24
"224058","三重県　志摩建設事務所",5,24
"224059","三重県　伊賀建設事務所",5,24
"224060","三重県　尾鷲建設事務所",5,24
"224061","三重県　熊野建設事務所",5,24
"224201","津市",5,24
"224202","四日市市",5,24
"224203","伊勢市",5,24
"224204","松阪市",5,24
"224205","桑名市",5,24
"224207","鈴鹿市",5,24
"224208","名張市",5,24
"224209","尾鷲市",5,24
"224210","亀山市",5,24
"224211","鳥羽市",5,24
"224212","熊野市",5,24
"224214","いなべ市",5,24
"224215","志摩市",5,24
"224216","伊賀市",5,24
"224303","木曽岬町",5,24
"224324","東員町",5,24
"224341","菰野町",5,24
"224343","朝日町",5,24
"224344","川越町",5,24
"224441","多気町",5,24
"224442","明和町",5,24
"224443","大台町",5,24
"224461","玉城町",5,24
"224470","度会町",5,24
"224471","大紀町",5,24
"224472","南伊勢町",5,24
"224543","紀北町",5,24
"224561","御浜町",5,24
"224562","紀宝町",5,24
"224800","三重県道路公社",5,24
"225","滋賀県庁",6,25
"225051","滋賀県　大津土木事務所",6,25
"225052","滋賀県　南部土木事務所",6,25
"225053","滋賀県　甲賀土木事務所",6,25
"225054","滋賀県　東近江土木事務所",6,25
"225055","滋賀県　湖東土木事務所",6,25
"225056","滋賀県　長浜土木事務所",6,25
"225057","滋賀県　長浜土木事務所木之本支所",6,25
"225058","滋賀県　高島土木事務所",6,25
"225201","大津市",6,25
"225202","彦根市",6,25
"225203","長浜市",6,25
"225204","近江八幡市",6,25
"225206","草津市",6,25
"225207","守山市",6,25
"225208","栗東市",6,25
"225209","甲賀市",6,25
"225210","野洲市",6,25
"225211","湖南市",6,25
"225212","高島市",6,25
"225213","東近江市",6,25
"225214","米原市",6,25
"225381","安土町",6,25
"225383","日野町",6,25
"225384","竜王町",6,25
"225425","愛荘町",6,25
"225441","豊郷町",6,25
"225442","甲良町",6,25
"225443","多賀町",6,25
"225482","虎姫町",6,25
"225483","湖北町",6,25
"225501","高月町",6,25
"225502","木之本町",6,25
"225503","余呉町",6,25
"225504","西浅井町",6,25
"225800","滋賀県道路公社",6,25
"226","京都府庁",6,26
"226052","京都府　乙訓土木事務所",6,26
"226054","京都府　山城北土木事務所",6,26
"226055","京都府　山城南土木事務所",6,26
"226058","京都府　南丹土木事務所",6,26
"226059","京都府　中丹東土木事務所",6,26
"226060","京都府　中丹西土木事務所",6,26
"226062","京都府　丹後土木事務所",6,26
"226100","京都市",6,26
"226201","福知山市",6,26
"226202","舞鶴市",6,26
"226203","綾部市",6,26
"226204","宇治市",6,26
"226205","宮津市",6,26
"226206","亀岡市",6,26
"226207","城陽市",6,26
"226208","向日市",6,26
"226209","長岡京市",6,26
"226210","八幡市",6,26
"226211","京田辺市",6,26
"226212","京丹後市",6,26
"226213","南丹市",6,26
"226214","木津川市",6,26
"226303","大山崎町",6,26
"226322","久御山町",6,26
"226343","井手町",6,26
"226344","宇治田原町",6,26
"226364","笠置町",6,26
"226365","和束町",6,26
"226366","精華町",6,26
"226367","南山城村",6,26
"226407","京丹波町",6,26
"226463","伊根町",6,26
"226465","与謝野町",6,26
"226800","京都府道路公社",6,26
"227","大阪府庁",6,27
"227051","大阪府　池田土木事務所",6,27
"227052","大阪府　茨木土木事務所",6,27
"227053","大阪府　枚方土木事務所",6,27
"227054","大阪府　八尾土木事務所",6,27
"227055","大阪府　富田林土木事務所",6,27
"227056","大阪府　鳳土木事務所",6,27
"227057","大阪府　岸和田土木事務所",6,27
"227100","大阪市",6,27
"2271008000","大阪市道路公社",6,27
"227140","堺市",6,27
"227202","岸和田市",6,27
"227203","豊中市",6,27
"227204","池田市",6,27
"227205","吹田市",6,27
"227206","泉大津市",6,27
"227207","高槻市",6,27
"227208","貝塚市",6,27
"227209","守口市",6,27
"227210","枚方市",6,27
"227211","茨木市",6,27
"227212","八尾市",6,27
"227213","泉佐野市",6,27
"227214","富田林市",6,27
"227215","寝屋川市",6,27
"227216","河内長野市",6,27
"227217","松原市",6,27
"227218","大東市",6,27
"227219","和泉市",6,27
"227220","箕面市",6,27
"227221","柏原市",6,27
"227222","羽曳野市",6,27
"227223","門真市",6,27
"227224","摂津市",6,27
"227225","高石市",6,27
"227226","藤井寺市",6,27
"227227","東大阪市",6,27
"227228","泉南市",6,27
"227229","四條畷市",6,27
"227230","交野市",6,27
"227231","大阪狭山市",6,27
"227232","阪南市",6,27
"227301","島本町",6,27
"227321","豊能町",6,27
"227322","能勢町",6,27
"227341","忠岡町",6,27
"227361","熊取町",6,27
"227362","田尻町",6,27
"227366","岬町",6,27
"227381","太子町",6,27
"227382","河南町",6,27
"227383","千早赤阪村",6,27
"227800","大阪府道路公社",6,27
"228","兵庫県庁",6,28
"228052","兵庫県　西宮土木事務所",6,28
"228053","兵庫県　加東土木事務所",6,28
"228054","兵庫県　加古川土木事務所",6,28
"228055","兵庫県　姫路土木事務所",6,28
"228056","兵庫県　龍野土木事務所",6,28
"228057","兵庫県　光都土木事務所",6,28
"228058","兵庫県　養父土木事務所",6,28
"228059","兵庫県　豊岡土木事務所",6,28
"228060","兵庫県　新温泉土木事務所",6,28
"228061","兵庫県　丹波土木事務所",6,28
"228062","兵庫県　洲本土木事務所",6,28
"228064","兵庫県　宝塚土木事務所",6,28
"228066","兵庫県　但馬空港管理事務所",6,28
"228067","兵庫県　三田土木事務所",6,28
"228100","神戸市",6,28
"2281008000","神戸市道路公社",6,28
"228201","姫路市",6,28
"228202","尼崎市",6,28
"228203","明石市",6,28
"228204","西宮市",6,28
"228205","洲本市",6,28
"228206","芦屋市",6,28
"228207","伊丹市",6,28
"228208","相生市",6,28
"228209","豊岡市",6,28
"228210","加古川市",6,28
"228212","赤穂市",6,28
"228213","西脇市",6,28
"228214","宝塚市",6,28
"228215","三木市",6,28
"228216","高砂市",6,28
"228217","川西市",6,28
"228218","小野市",6,28
"228219","三田市",6,28
"228220","加西市",6,28
"228221","丹波篠山市",6,28
"228222","養父市",6,28
"228223","丹波市",6,28
"228224","南あわじ市",6,28
"228225","朝来市",6,28
"228226","淡路市",6,28
"228227","宍粟市",6,28
"228228","加東市",6,28
"228229","たつの市",6,28
"228301","猪名川町",6,28
"228365","多可町",6,28
"228381","稲美町",6,28
"228382","播磨町",6,28
"228442","市川町",6,28
"228443","福崎町",6,28
"228446","神河町",6,28
"228464","太子町",6,28
"228481","上郡町",6,28
"228501","佐用町",6,28
"228585","香美町",6,28
"228586","新温泉町",6,28
"228800","兵庫県道路公社",6,28
"229","奈良県庁",6,29
"229051","奈良県　奈良土木事務所",6,29
"229052","奈良県　郡山土木事務所",6,29
"229053","奈良県　高田土木事務所",6,29
"229054","奈良県　中和土木事務所",6,29
"229055","奈良県　宇陀土木事務所",6,29
"229056","奈良県　吉野土木事務所",6,29
"229057","奈良県　五條土木事務所",6,29
"229201","奈良市",6,29
"229202","大和高田市",6,29
"229203","大和郡山市",6,29
"229204","天理市",6,29
"229205","橿原市",6,29
"229206","桜井市",6,29
"229207","五條市",6,29
"229208","御所市",6,29
"229209","生駒市",6,29
"229210","香芝市",6,29
"229211","葛城市",6,29
"229212","宇陀市",6,29
"229322","山添村",6,29
"229342","平群町",6,29
"229343","三郷町",6,29
"229344","斑鳩町",6,29
"229345","安堵町",6,29
"229361","川西町",6,29
"229362","三宅町",6,29
"229363","田原本町",6,29
"229385","曽爾村",6,29
"229386","御杖村",6,29
"229401","高取町",6,29
"229402","明日香村",6,29
"229424","上牧町",6,29
"229425","王寺町",6,29
"229426","広陵町",6,29
"229427","河合町",6,29
"229441","吉野町",6,29
"229442","大淀町",6,29
"229443","下市町",6,29
"229444","黒滝村",6,29
"229446","天川村",6,29
"229447","野迫川村",6,29
"229449","十津川村",6,29
"229450","下北山村",6,29
"229451","上北山村",6,29
"229452","川上村",6,29
"229453","東吉野村",6,29
"229800","奈良県道路公社",6,29
"230","和歌山県庁",6,30
"230051","和歌山県　海草振興局",6,30
"230052","和歌山県　那賀振興局",6,30
"230053","和歌山県　伊都振興局",6,30
"230054","和歌山県　有田振興局",6,30
"230055","和歌山県　日高振興局",6,30
"230056","和歌山県　西牟婁振興局",6,30
"230057","和歌山県　東牟婁振興局串本建設部",6,30
"230058","和歌山県　東牟婁振興局新宮建設部",6,30
"230201","和歌山市",6,30
"230202","海南市",6,30
"230203","橋本市",6,30
"230204","有田市",6,30
"230205","御坊市",6,30
"230206","田辺市",6,30
"230207","新宮市",6,30
"230208","紀の川市",6,30
"230209","岩出市",6,30
"230304","紀美野町",6,30
"230341","かつらぎ町",6,30
"230343","九度山町",6,30
"230344","高野町",6,30
"230361","湯浅町",6,30
"230362","広川町",6,30
"230366","有田川町",6,30
"230381","美浜町",6,30
"230382","日高町",6,30
"230383","由良町",6,30
"230390","印南町",6,30
"230391","みなべ町",6,30
"230392","日高川町",6,30
"230401","白浜町",6,30
"230404","上富田町",6,30
"230406","すさみ町",6,30
"230421","那智勝浦町",6,30
"230422","太地町",6,30
"230424","古座川町",6,30
"230427","北山村",6,30
"230428","串本町",6,30
"230800","和歌山県道路公社",6,30
"231","鳥取県庁",7,31
"231051","鳥取県　鳥取県土整備事務所",7,31
"231052","鳥取県　八頭県土整備事務所",7,31
"231053","鳥取県　中部総合事務所県土整備局",7,31
"231054","鳥取県　西部総合事務所米子県土整備局",7,31
"231055","鳥取県　西部総合事務所日野振興センター日野県土整備局",7,31
"231201","鳥取市",7,31
"231202","米子市",7,31
"231203","倉吉市",7,31
"231204","境港市",7,31
"231302","岩美町",7,31
"231325","若桜町",7,31
"231328","智頭町",7,31
"231329","八頭町",7,31
"231364","三朝町",7,31
"231370","湯梨浜町",7,31
"231371","琴浦町",7,31
"231372","北栄町",7,31
"231382","会見町",7,31
"231384","日吉津村",7,31
"231386","大山町",7,31
"231389","南部町",7,31
"231390","伯耆町",7,31
"231401","日南町",7,31
"231402","日野町",7,31
"231403","江府町",7,31
"232","島根県庁",7,32
"232051","島根県　松江県土整備事務所",7,32
"232052","島根県　松江県土整備事務所広瀬土木事業所",7,32
"232053","島根県　雲南県土整備事務所",7,32
"232054","島根県　雲南県土整備事務所仁多土木事業所",7,32
"232055","島根県　出雲県土整備事務所",7,32
"232056","島根県　県央県土整備事務所大田事業所",7,32
"232057","島根県　県央県土整備事務所",7,32
"232058","島根県　浜田県土整備事務所",7,32
"232059","島根県　益田県土整備事務所",7,32
"232060","島根県　益田県土整備事務所津和野土木事業所",7,32
"232061","島根県　隠岐支庁県土整備局",7,32
"232062","島根県　隠岐支庁県土整備局島前事業部",7,32
"232201","松江市",7,32
"232202","浜田市",7,32
"232203","出雲市",7,32
"232204","益田市",7,32
"232205","大田市",7,32
"232206","安来市",7,32
"232207","江津市",7,32
"232209","雲南市",7,32
"232304","東出雲町",7,32
"232343","奥出雲町",7,32
"232386","飯南町",7,32
"232401","斐川町",7,32
"232441","川本町",7,32
"232448","美郷町",7,32
"232449","邑南町",7,32
"232501","津和野町",7,32
"232505","吉賀町",7,32
"232525","海士町",7,32
"232526","西ノ島町",7,32
"232527","知夫村",7,32
"232528","隠岐の島町",7,32
"233","岡山県庁",7,33
"233049","岡山県　備前県民局",7,33
"233055","岡山県　備前県民局東備地域事務所",7,33
"233056","岡山県　備中県民局",7,33
"233059","岡山県　備中県民局井笠地域事務所",7,33
"233060","岡山県　備中県民局高梁地域事務所",7,33
"233061","岡山県　備中県民局新見地域事務所",7,33
"233063","岡山県　美作県民局真庭地域事務所",7,33
"233064","岡山県　美作県民局",7,33
"233066","岡山県　美作県民局勝英地域事務所",7,33
"233100","岡山市",7,33
"233201","岡山市",7,33
"233202","倉敷市",7,33
"233203","津山市",7,33
"233204","玉野市",7,33
"233205","笠岡市",7,33
"233207","井原市",7,33
"233208","総社市",7,33
"233209","高梁市",7,33
"233210","新見市",7,33
"233211","備前市",7,33
"233212","瀬戸内市",7,33
"233213","赤磐市",7,33
"233214","真庭市",7,33
"233215","美作市",7,33
"233216","浅口市",7,33
"233346","和気町",7,33
"233363","長船町",7,33
"233423","早島町",7,33
"233445","里庄町",7,33
"233461","矢掛町",7,33
"233586","新庄村",7,33
"233606","鏡野町",7,33
"233622","勝央町",7,33
"233623","奈義町",7,33
"233643","西粟倉村",7,33
"233663","久米南町",7,33
"233666","美咲町",7,33
"233681","吉備中央町",7,33
"234","広島県庁",7,34
"234051","広島県　西部建設事務所",7,34
"234052","広島県　西部建設事務所呉支所",7,34
"234053","広島県　西部建設事務所廿日市支所",7,34
"234055","広島県　西部建設事務所安芸太田支所",7,34
"234057","広島県　西部建設事務所東広島支所",7,34
"234059","広島県　東部建設事務所三原支所",7,34
"234060","広島県　東部建設事務所",7,34
"234062","広島県　北部建設事務所",7,34
"234063","広島県　北部建設事務所庄原支所",7,34
"234100","広島市",7,34
"2341008000","広島市道路公社",7,34
"234202","呉市",7,34
"234203","竹原市",7,34
"234204","三原市",7,34
"234205","尾道市",7,34
"234207","福山市",7,34
"234208","府中市",7,34
"234209","三次市",7,34
"234210","庄原市",7,34
"234211","大竹市",7,34
"234212","東広島市",7,34
"234213","廿日市市",7,34
"234214","安芸高田市",7,34
"234215","江田島市",7,34
"234302","府中町",7,34
"234304","海田町",7,34
"234307","熊野町",7,34
"234309","坂町",7,34
"234368","安芸太田町",7,34
"234369","北広島町",7,34
"234431","大崎上島町",7,34
"234462","世羅町",7,34
"234545","神石高原町",7,34
"234800","広島県道路公社",7,34
"234801","広島高速道路公社",7,34
"235","山口県庁",7,35
"235051","山口県　岩国土木建築事務所",7,35
"235053","山口県　柳井土木建築事務所",7,35
"235055","山口県　周南土木建築事務所",7,35
"235056","山口県　防府土木建築事務所",7,35
"235057","山口県　防府土木建築事務所山口支所",7,35
"235059","山口県　宇部土木建築事務所",7,35
"235060","山口県　宇部土木建築事務所美祢支所",7,35
"235061","山口県　下関土木建築事務所",7,35
"235063","山口県　長門土木建築事務所",7,35
"235064","山口県　萩土木建築事務所",7,35
"235201","下関市",7,35
"235202","宇部市",7,35
"235203","山口市",7,35
"235204","萩市",7,35
"235206","防府市",7,35
"235207","下松市",7,35
"235208","岩国市",7,35
"235210","光市",7,35
"235211","長門市",7,35
"235212","柳井市",7,35
"235213","美祢市",7,35
"235215","周南市",7,35
"235216","山陽小野田市",7,35
"235305","周防大島町",7,35
"235321","和木町",7,35
"235341","上関町",7,35
"235343","田布施町",7,35
"235344","平生町",7,35
"235502","阿武町",7,35
"235800","山口県道路公社",7,35
"236","徳島県庁",8,36
"236051","徳島県　東部県土整備局徳島庁舎",8,36
"236052","徳島県　東部県土整備局徳島庁舎鳴門総合サービスセンター",8,36
"236053","徳島県　南部総合県民局阿南庁舎",8,36
"236054","徳島県　南部総合県民局那賀庁舎",8,36
"236055","徳島県　南部総合県民局美波庁舎",8,36
"236056","徳島県　東部県土整備局吉野川庁舎",8,36
"236057","徳島県　西部総合県民局美馬庁舎",8,36
"236058","徳島県　西部総合県民局三好庁舎",8,36
"236201","徳島市",8,36
"236202","鳴門市",8,36
"236203","小松島市",8,36
"236204","阿南市",8,36
"236205","吉野川市",8,36
"236206","阿波市",8,36
"236207","美馬市",8,36
"236208","三好市",8,36
"236301","勝浦町",8,36
"236302","上勝町",8,36
"236321","佐那河内村",8,36
"236341","石井町",8,36
"236342","神山町",8,36
"236368","那賀町",8,36
"236383","牟岐町",8,36
"236387","美波町",8,36
"236388","海陽町",8,36
"236401","松茂町",8,36
"236402","北島町",8,36
"236403","藍住町",8,36
"236404","板野町",8,36
"236405","上板町",8,36
"236468","つるぎ町",8,36
"236489","東みよし町",8,36
"237","香川県庁",8,37
"237051","香川県　長尾土木事務所",8,37
"237052","香川県　高松土木事務所",8,37
"237053","香川県　小豆総合事務所",8,37
"237054","香川県　中讃土木事務所",8,37
"237056","香川県　西讃土木事務所",8,37
"237201","高松市",8,37
"237202","丸亀市",8,37
"237203","坂出市",8,37
"237204","善通寺市",8,37
"237205","観音寺市",8,37
"237206","さぬき市",8,37
"237207","東かがわ市",8,37
"237208","三豊市",8,37
"237322","土庄町",8,37
"237324","小豆島町",8,37
"237341","三木町",8,37
"237364","直島町",8,37
"237386","宇多津町",8,37
"237387","綾川町",8,37
"237402","満濃町",8,37
"237403","琴平町",8,37
"237404","多度津町",8,37
"237406","まんのう町",8,37
"237421","高瀬町",8,37
"237426","詫間町",8,37
"237800","香川県道路公社",8,37
"238","愛媛県庁",8,38
"238051","愛媛県　東予地方局四国中央土木事務所",8,38
"238052","愛媛県　東予地方局建設部",8,38
"238056","愛媛県　東予地方局今治土木事務所",8,38
"238060","愛媛県　中予地方局建設部",8,38
"238061","愛媛県　中予地方局久万高原土木事務所",8,38
"238064","愛媛県　南予地方局大洲土木事務所",8,38
"238065","愛媛県　南予地方局八幡浜土木事務所",8,38
"238066","愛媛県　南予地方局西予土木事務所",8,38
"238068","愛媛県　南予地方局建設部",8,38
"238069","愛媛県　南予地方局愛南土木事務所",8,38
"238201","松山市",8,38
"238202","今治市",8,38
"238203","宇和島市",8,38
"238204","八幡浜市",8,38
"238205","新居浜市",8,38
"238206","西条市",8,38
"238207","大洲市",8,38
"238210","伊予市",8,38
"238213","四国中央市",8,38
"238214","西予市",8,38
"238215","東温市",8,38
"238356","上島町",8,38
"238381","久万高原町",8,38
"238386","久万高原町",8,38
"238401","松前町",8,38
"238402","砥部町",8,38
"238422","内子町",8,38
"238442","伊方町",8,38
"238484","松野町",8,38
"238488","鬼北町",8,38
"238506","愛南町",8,38
"239","高知県庁",8,39
"239051","高知県　室戸土木事務所",8,39
"239052","高知県　安芸土木事務所",8,39
"239053","高知県　中央東土木事務所",8,39
"239054","高知県　本山土木事務所",8,39
"239055","高知県　高知土木事務所",8,39
"239056","高知県　中央西土木事務所",8,39
"239057","高知県　越知土木事務所",8,39
"239058","高知県　須崎土木事務所",8,39
"239059","高知県　窪川土木事務所",8,39
"239060","高知県　幡多土木事務所",8,39
"239061","高知県　宿毛土木事務所",8,39
"239062","高知県　土佐清水土木事務所",8,39
"239201","高知市",8,39
"239202","室戸市",8,39
"239203","安芸市",8,39
"239204","南国市",8,39
"239205","土佐市",8,39
"239206","須崎市",8,39
"239208","宿毛市",8,39
"239209","土佐清水市",8,39
"239210","四万十市",8,39
"239211","香南市",8,39
"239212","香美市",8,39
"239301","東洋町",8,39
"239302","奈半利町",8,39
"239303","田野町",8,39
"239304","安田町",8,39
"239305","北川村",8,39
"239306","馬路村",8,39
"239307","芸西村",8,39
"239341","本山町",8,39
"239344","大豊町",8,39
"239363","土佐町",8,39
"239364","大川村",8,39
"239383","春野町",8,39
"239386","いの町",8,39
"239387","仁淀川町",8,39
"239401","中土佐町",8,39
"239402","佐川町",8,39
"239403","越知町",8,39
"239405","檮原町",8,39
"239410","日高村",8,39
"239411","津野町",8,39
"239412","四万十町",8,39
"239424","大月町",8,39
"239427","三原村",8,39
"239428","黒潮町",8,39
"239800","高知県道路公社",8,39
"240","福岡県庁",9,40
"240051","福岡県　福岡県土整備事務所",9,40
"240052","福岡県　久留米県土整備事務所",9,40
"240053","福岡県　南筑後県土整備事務所　柳川支所",9,40
"240054","福岡県　直方県土整備事務所",9,40
"240055","福岡県　京築県土整備事務所　行橋支所",9,40
"240056","福岡県　福岡県土整備事務所　前原支所",9,40
"240057","福岡県　朝倉県土整備事務所",9,40
"240058","福岡県　八女県土整備事務所",9,40
"240059","福岡県　北九州県土整備事務所",9,40
"240060","福岡県　田川県土整備事務所",9,40
"240061","福岡県　飯塚県土整備事務所",9,40
"240062","福岡県　那珂県土整備事務所",9,40
"240063","福岡県　南筑後県土整備事務所",9,40
"240064","福岡県　京築県土整備事務所",9,40
"240065","福岡県　北九州県土整備事務所　宗像支所",9,40
"240100","北九州市",9,40
"2401008000","北九州市道路公社",9,40
"240130","福岡市",9,40
"240202","大牟田市",9,40
"240203","久留米市",9,40
"240204","直方市",9,40
"240205","飯塚市",9,40
"240206","田川市",9,40
"240207","柳川市",9,40
"240210","八女市",9,40
"240211","筑後市",9,40
"240212","大川市",9,40
"240213","行橋市",9,40
"240214","豊前市",9,40
"240215","中間市",9,40
"240216","小郡市",9,40
"240217","筑紫野市",9,40
"240218","春日市",9,40
"240219","大野城市",9,40
"240220","宗像市",9,40
"240221","太宰府市",9,40
"240222","前原市",9,40
"240223","古賀市",9,40
"240224","福津市",9,40
"240225","うきは市",9,40
"240226","宮若市",9,40
"240227","嘉麻市",9,40
"240228","朝倉市",9,40
"240229","みやま市",9,40
"240230","糸島市",9,40
"240231","那珂川市",9,40
"240305","那珂川町",9,40
"240341","宇美町",9,40
"240342","篠栗町",9,40
"240343","志免町",9,40
"240344","須恵町",9,40
"240345","新宮町",9,40
"240348","久山町",9,40
"240349","粕屋町",9,40
"240381","芦屋町",9,40
"240382","水巻町",9,40
"240383","岡垣町",9,40
"240384","遠賀町",9,40
"240401","小竹町",9,40
"240402","鞍手町",9,40
"240421","桂川町",9,40
"240447","筑前町",9,40
"240448","東峰村",9,40
"240503","大刀洗町",9,40
"240522","大木町",9,40
"240544","広川町",9,40
"240561","瀬高町",9,40
"240601","香春町",9,40
"240602","添田町",9,40
"240604","糸田町",9,40
"240605","川崎町",9,40
"240608","大任町",9,40
"240609","赤村",9,40
"240610","福智町",9,40
"240621","苅田町",9,40
"240625","みやこ町",9,40
"240642","吉富町",9,40
"240646","上毛町",9,40
"240647","築上町",9,40
"240800","福岡県道路公社",9,40
"240801","福岡北九州高速道路公社",9,40
"241","佐賀県庁",9,41
"241051","佐賀県　佐賀土木事務所",9,41
"241052","佐賀県　神埼土木事務所",9,41
"241053","佐賀県　東部土木事務所",9,41
"241055","佐賀県　唐津土木事務所",9,41
"241056","佐賀県　伊万里土木事務所",9,41
"241057","佐賀県　杵藤土木事務所",9,41
"241058","佐賀県　鹿島土木事務所",9,41
"241201","佐賀市",9,41
"241202","唐津市",9,41
"241203","鳥栖市",9,41
"241204","多久市",9,41
"241205","伊万里市",9,41
"241206","武雄市",9,41
"241207","鹿島市",9,41
"241208","小城市",9,41
"241209","嬉野市",9,41
"241210","神埼市",9,41
"241327","吉野ヶ里町",9,41
"241341","基山町",9,41
"241345","上峰町",9,41
"241346","みやき町",9,41
"241387","玄海町",9,41
"241401","有田町",9,41
"241423","大町町",9,41
"241424","江北町",9,41
"241425","白石町",9,41
"241441","太良町",9,41
"241800","佐賀県道路公社",9,41
"242","長崎県庁",9,42
"242050","長崎県　長崎振興局",9,42
"242051","長崎県　大瀬戸土木維持管理事務所",9,42
"242052","長崎県　県央振興局",9,42
"242057","長崎県　県北振興局",9,42
"242058","長崎県　田平土木維持管理事務所",9,42
"242059","長崎県　島原振興局",9,42
"242061","長崎県　五島振興局",9,42
"242062","長崎県　五島振興局上五島支所",9,42
"242063","長崎県　壱岐振興局",9,42
"242064","長崎県　対馬振興局",9,42
"242201","長崎市",9,42
"242202","佐世保市",9,42
"242203","島原市",9,42
"242204","諫早市",9,42
"242205","大村市",9,42
"242207","平戸市",9,42
"242208","松浦市",9,42
"242209","対馬市",9,42
"242210","壱岐市",9,42
"242211","五島市",9,42
"242212","西海市",9,42
"242213","雲仙市",9,42
"242214","南島原市",9,42
"242307","長与町",9,42
"242308","時津町",9,42
"242321","東彼杵町",9,42
"242322","川棚町",9,42
"242323","波佐見町",9,42
"242383","小値賀町",9,42
"242391","佐々町",9,42
"242411","新上五島町",9,42
"242800","長崎県道路公社",9,42
"243","熊本県庁",9,43
"243050","熊本県　熊本土木事務所",9,43
"243052","熊本県　県央広域本部宇城地域振興局",9,43
"243053","熊本県　県北広域本部玉名地域振興局",9,43
"243054","熊本県　県北広域本部鹿本地域振興局",9,43
"243055","熊本県　県北広域本部",9,43
"243056","熊本県　県北広域本部阿蘇地域振興局",9,43
"243057","熊本県　県央広域本部上益城地域振興局",9,43
"243058","熊本県　県南広域本部",9,43
"243059","熊本県　県南広域本部芦北地域振興局",9,43
"243060","熊本県　県南広域本部球磨地域振興局",9,43
"243061","熊本県　天草広域本部",9,43
"243100","熊本市",9,43
"243201","熊本市",9,43
"243202","八代市",9,43
"243203","人吉市",9,43
"243204","荒尾市",9,43
"243205","水俣市",9,43
"243206","玉名市",9,43
"243208","山鹿市",9,43
"243210","菊池市",9,43
"243211","宇土市",9,43
"243212","上天草市",9,43
"243213","宇城市",9,43
"243214","阿蘇市",9,43
"243215","天草市",9,43
"243216","合志市",9,43
"243341","城南町",9,43
"243342","富合町",9,43
"243348","美里町",9,43
"243364","玉東町",9,43
"243367","南関町",9,43
"243368","長洲町",9,43
"243369","和水町",9,43
"243385","植木町",9,43
"243403","大津町",9,43
"243404","菊陽町",9,43
"243423","南小国町",9,43
"243424","小国町",9,43
"243425","産山村",9,43
"243428","高森町",9,43
"243432","西原村",9,43
"243433","南阿蘇村",9,43
"243441","御船町",9,43
"243442","嘉島町",9,43
"243443","益城町",9,43
"243444","甲佐町",9,43
"243447","山都町",9,43
"243468","氷川町",9,43
"243482","芦北町",9,43
"243484","津奈木町",9,43
"243501","錦町",9,43
"243505","多良木町",9,43
"243506","湯前町",9,43
"243507","水上村",9,43
"243510","相良村",9,43
"243511","五木村",9,43
"243512","山江村",9,43
"243513","球磨村",9,43
"243514","あさぎり町",9,43
"243531","苓北町",9,43
"243533","河浦町",9,43
"243800","熊本県道路公社",9,43
"244","大分県庁",9,44
"244051","大分県　豊後高田土木事務所",9,44
"244052","大分県　国東土木事務所",9,44
"244053","大分県　別府土木事務所",9,44
"244054","大分県　大分土木事務所",9,44
"244055","大分県　臼杵土木事務所",9,44
"244056","大分県　佐伯土木事務所",9,44
"244057","大分県　豊後大野土木事務所",9,44
"244058","大分県　竹田土木事務所",9,44
"244059","大分県　玖珠土木事務所",9,44
"244060","大分県　日田土木事務所",9,44
"244061","大分県　中津土木事務所",9,44
"244062","大分県　宇佐土木事務所",9,44
"244201","大分市",9,44
"244202","別府市",9,44
"244203","中津市",9,44
"244204","日田市",9,44
"244205","佐伯市",9,44
"244206","臼杵市",9,44
"244207","津久見市",9,44
"244208","竹田市",9,44
"244209","豊後高田市",9,44
"244210","杵築市",9,44
"244211","宇佐市",9,44
"244212","豊後大野市",9,44
"244213","由布市",9,44
"244214","国東市",9,44
"244322","姫島村",9,44
"244341","日出町",9,44
"244461","九重町",9,44
"244462","玖珠町",9,44
"244800","大分県道路公社",9,44
"245","宮崎県庁",9,45
"245051","宮崎県　宮崎土木事務所",9,45
"245052","宮崎県　日南土木事務所",9,45
"245053","宮崎県　串間土木事務所",9,45
"245054","宮崎県　都城土木事務所",9,45
"245055","宮崎県　小林土木事務所",9,45
"245056","宮崎県　高岡土木事務所",9,45
"245057","宮崎県　西都土木事務所",9,45
"245058","宮崎県　高鍋土木事務所",9,45
"245059","宮崎県　日向土木事務所",9,45
"245060","宮崎県　延岡土木事務所",9,45
"245061","宮崎県　西臼杵支庁",9,45
"245201","宮崎市",9,45
"245202","都城市",9,45
"245203","延岡市",9,45
"245204","日南市",9,45
"245205","小林市",9,45
"245206","日向市",9,45
"245207","串間市",9,45
"245208","西都市",9,45
"245209","えびの市",9,45
"245301","清武町",9,45
"245321","北郷町",9,45
"245322","南郷町",9,45
"245341","三股町",9,45
"245361","高原町",9,45
