Rosen,Kyori,S_Kosaten,E_Kosaten,Kiten_Kyori,Bunri,Encho,L_Fukuin,L_T,L_T350,L_T300,L_T175,L_T150,C_T,R_T150,R_T175,R_T300,R_T350,R_T,R_Fukuin,Seigen,Chisaki_Knj,Kouzou_Knj
"22203700105001",95,"5238560895","5238560124",0.094999999,3,0.061000001,3.1099999,4.4899998,0,4.4899998,4.5,4.5,4.5300002,4.5500002,4.5799999,4.5799999,0,4.5799999,3.1099999,0,"沼津市静岡県沼津市宮本","高速道路下ボックス"
"22203700221000",467,"5238570112","5238571135",0.46700001,3,0.034000002,3.1900001,4.23,0,4.23,4.25,4.2600002,4.23,4.29,4.3299999,4.9299998,0,4.9299998,3.1900001,0,"沼津市静岡県沼津市岡一色","国道１号下ボックス"
"22203700221000",747,"5238570112","5238571135",0.74699998,3,0.013,2.2,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,2.2,4.3000002,"沼津市大岡","東海道新幹線高架"
"22206700133000",135,"5238570156","5238570162",0.13500001,2,0.018999999,1.6,4.04,0,0,0,4.04,4.04,4.04,0,0,0,4.04,1.6,3.9000001,"三島市大宮町三丁目","ボックスカルバート"
"22206700133000",135,"5238570156","5238570162",0.13500001,1,0.018999999,1.5,4.2399998,0,0,0,4.2399998,4.2399998,4.2399998,0,0,0,4.2399998,1.5,4.0999999,"三島市一番町","ボックスカルバート"
"22210700035000",2,"523855F066","523855F065",0.0020000001,3,0.014,2.75,4.0999999,0,0,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,0,4.0999999,2.75,4.0999999,"富士市松岡","ＪＲ身延線高架下"
"22210700041000",288,"5238650026","5238650047",0.28799999,3,0.015,3.5999999,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.5,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.5999999,4.4000001,"富士市厚原","身延線高架下"
"22210700043000",321,"5238550435","5238650688",0.32100001,3,0.045000002,5.6399999,4.48,4.4400001,4.4099998,4.3499999,4.3200002,4.3000002,4.2199998,4.1999998,4.27,4.29,4.4200001,5.6399999,4.1999998,"富士市静岡県富士市松岡","東名高速高架"
"22210700055000",5,"523855F064","5238550435",0.0049999999,3,0.0099999998,3.5,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.5,4.4000001,"富士市松岡","ＪＲ身延線高架下"
"22210700164000",229,"523855F023","523855F058",0.229,3,0.013,2.6500001,4.3000002,0,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,0,4.3000002,2.6500001,4.3000002,"富士市前田","東海道新幹線高架下"
"22211700003000",200,"5237060210","5237060233",0.2,3,0.011,3.55,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,3.55,4.1999998,"磐田市前野","前野橋りょう"
"22211700016000",701,"5237160509","5237170271",0.70099998,3,0.025,1.7,3,0,0,0,3.2,3.8,3.2,0,0,0,3,1.7,3,"磐田市敷地","黒立トンネル"
"22211701062000",10,"5237061359","5237160715",0.0099999998,3,0.041999999,3.1500001,4.4499998,0,4.4499998,4.4200001,4.3800001,4.3400002,4.3499999,4.3699999,4.3899999,0,4.3899999,3.1500001,0,"磐田市静岡県磐田市東名","東名高速ボックス"
"22212710120000",84,"5238220502","5238222253",0.083999999,3,0.041000001,2.7,4.1700001,0,0,4.1599998,4.1599998,4.1399999,4.1700001,4.1599998,0,0,4.1799998,2.7,0,"焼津市静岡県焼津市","東名高速高架"
"22213700122000",623,"5237170101","523717F006",0.62300003,3,0.027000001,2.8499999,4.5500002,4.5500002,4.5500002,4.5500002,4.5500002,4.4899998,4.5500002,4.5500002,4.5500002,4.5500002,4.5500002,3.05,4.1999998,"掛川市各和","東名高架"
"22214702035000",142,"5238220059","5238222378",0.142,3,0.029999999,3,4.0999999,0,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,4.0999999,3,3.9000001,"藤枝市高柳","第四高洲架道橋"
"22214702043000",900,"5238210020","5238110234",0.89999998,3,0.012,5,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,5,4.0999999,"藤枝市大洲２丁目","第６大洲架道橋"
"22214720297000",193,"523822F038","5238222378",0.193,3,0.011,3.26,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3.26,4.3000002,"藤枝市高柳","高洲架道橋"
"22216700007000",562,"5237070193","5237070222",0.56199998,3,0.032000002,4.5,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.5,4.1999998,"袋井市新池","新幹線新池ガード"
"22216721011000",710,"5237070510","5237070179",0.70999998,3,0.0080000004,3.2,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,3.2,3.5999999,"袋井市新池","金法寺架道橋"
"22000400060000",15063,"5238710002","523861F003",15.063,3,0.061999999,2.5,3.9000001,0,0,4.5,4.6500001,4.9499998,4.6500001,4.5,0,0,3.9000001,2.5,0,"静岡市葵区田代","第４号トンネル"
"22000400060000",15552,"5238710002","523861F003",15.552,3,0.0070000002,2.4000001,3.6500001,0,0,4.25,4.3000002,4.6999998,4.4000001,4.25,0,0,3.75,2.4000001,0,"静岡市葵区田代","第３号トンネル"
"22000400060000",16131,"5238710002","523861F003",16.131001,3,0.085000001,2.5,3.9000001,0,0,4.5,4.6999998,5,4.6999998,4.5,0,0,3.9000001,2.5,0,"静岡市葵区田代","第２号トンネル"
"22000400060000",16240,"5238710002","523861F003",16.24,3,0.49900001,2.5,3.9000001,0,0,4.5,4.6500001,5,4.6500001,4.5,0,0,3.9000001,2.5,0,"静岡市葵区田代","第１号トンネル"
"22000400072000",116,"5238650425","5238650081",0.116,3,0.045000002,3.3499999,4.4000001,0,4.4400001,4.4400001,4.4400001,4.4400001,4.4400001,4.4400001,4.4400001,0,4.4000001,3.3499999,0,"富士市伝法","東名高速道路ボックスカルバート"
"22000400075000",8098,"5238430663","5238530014",8.0979996,3,0.037999999,2.3,3.4000001,0,0,4,4.1999998,4.5999999,4.1999998,4,0,0,3.4000001,2.3,0,"静岡市清水区吉原","吉原隧道"
"22000400079000",238,"523811F011","5238110062",0.23800001,3,0.086000003,2.75,3.8,0,0,4.6999998,4.8000002,5.1999998,4.8000002,4.6999998,0,0,3.7,2.75,0,"牧之原市勝間","地蔵隧道"
"22000400081003",2781,"5238310010","5238210142",2.7809999,3,0.034000002,1.9,2.1500001,0,0,2.45,2.8,3.4000001,2.8,2.45,0,0,2.1500001,1.9,2,"藤枝市瀬戸ノ谷","石仏隧道"
"22000400081006",1130,"5237170233","5237170248",1.13,3,0.017000001,1.6,2.5,0,0,0,2.5,2.5,2.5,0,0,0,2.5,1.6,2.4000001,"森町一宮","跨道橋"
"22000500142000",81,"5238570893","5238571086",0.081,3,0.001,3,4.1999998,0,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,0,4.1999998,3,0,"三島市竹倉","新幹線立体交差"
"22000500173000",297,"5237040394","5237040129",0.29699999,3,0.015,3.4000001,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3.4000001,4.4000001,"湖西市吉美","山口架道橋"
"22000500174000",395,"5238550667","5238550517",0.39500001,3,0.032000002,8,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,8,0,"富士市川成島","新幹線跨道橋"
"22000500213000",340,"5238220219","5238220232",0.34,3,0.0089999996,3,4.0500002,0,4.0500002,4.0500002,4.0500002,4.0500002,4.0500002,4.0500002,4.0500002,0,4.0500002,3,3.8,"焼津市策牛","策牛水路橋"
"22000500220002",3243,"5238210310","5238200110",3.243,3,0.090000004,3,3.9000001,3.9000001,4.5,4.5,4.5,4.5,4.5,4.5,4.5,3.9000001,3.9000001,3,0,"島田市身成","大日トンネル"
"22000500224000",48,"5238220322","5238220093",0.048,3,0.013,2.5,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,4.48,2.5,0,"焼津市西焼津","第８焼津架道橋"
"22000500224000",302,"5238220093","5238220573",0.30199999,3,0.037999999,3,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,3,0,"焼津市小土","焼津１２"
"22000500227000",566,"5238120454","5238120185",0.56599998,3,0.037,3,4.4899998,0,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,0,4.4899998,3,0,"焼津市上新田","焼津３９"
"22000500227000",737,"5238110240","5238110234",0.73699999,3,0.014,3,4.4099998,0,4.4099998,4.4099998,4.4099998,4.4099998,4.4099998,4.4099998,4.4099998,0,4.4099998,3,0,"藤枝市大西町２丁目","第十藤枝架道橋"
"22000500230000",536,"5238110587","5238110348",0.53600001,3,0.0049999999,1.75,4.1999998,0,0,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,0,0,4.1999998,1.75,0,"島田市金谷天王町","大井川鉄道橋"
"22000500234000",140,"5238100490","5238100489",0.14,3,0.013,3,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3,0,"菊川市吉沢","吉沢トンネル"
"22000500245000",453,"5238000128","5238000343",0.45300001,3,0.082000002,2.6700001,3.9000001,0,0,4.52,4.8299999,5.2399998,4.9099998,4.4200001,0,0,4.0100002,2.6700001,0,"菊川市静岡県菊川市東横地","丹野隧道"
"22000500261000",171,"5237150291","5237150299",0.171,3,0.0040000002,3.0999999,4.0999999,0,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,4.0999999,3.0999999,0,"浜松市浜名区細江町気賀","跨道橋"
"22000500262000",384,"5237061939","5237060285",0.384,3,0.015,2.5,3.5,0,0,3.5,3.5,3.5,3.5,3.5,0,0,3.5,2.5,3.4000001,"磐田市森本","跨道橋"
"22000500297000",500,"5237260071","5237260070",0.5,3,0.22,3,3.9000001,4.1999998,4.5,4.6999998,4.9000001,5.25,4.9000001,4.6999998,4.5,4.1999998,3.9000001,3,0,"浜松市天竜区両島","阿多古トンネル"
"22000500297000",987,"5237260070","5237260171",0.98699999,3,0.15000001,3,4.0999999,4.3000002,4.5,4.6999998,4.9000001,5.25,4.9000001,4.6999998,4.5,4.3000002,4.0999999,3,0,"浜松市天竜区二俣","大薗トンネル"
"22000500313000",66,"5237061055","5237060291",0.066,3,0.012,2.8,4.4000001,0,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,0,4.4000001,2.8,4.3000002,"浜松市中央区新貝町","跨道橋"
"22219797102001",1410,"5138770024","5138770014",1.41,3,0.030999999,2.9000001,4.52,0,0,5.4400001,5.5700002,5.8000002,5.5700002,5.4400001,4.3200002,0,4.4499998,3.3,0,"下田市吉佐美２７４３－１","田牛第１トンネル"
"22219797102001",1592,"5138770024","5138770014",1.592,3,0.167,3,4.9299998,0,4.9299998,5.48,5.5100002,5.8000002,5.5100002,5.48,0,0,4.4400001,2.9000001,0,"下田市吉佐美２７４８","田牛第２トンネル"
"22219797115000",183,"5138770014","5138770038",0.183,3,0.111,2.3,4.1199999,0,0,4.2800002,4.5100002,5,4.5100002,4.2800002,0,0,4.0599999,2.4000001,0,"下田市田牛７００－２","田牛第３トンネル"
"22219797115000",508,"5138770014","5138770038",0.50800002,3,0.141,2.3,3.9400001,0,0,4.4099998,4.7600002,5,4.7600002,4.4099998,0,0,3.8900001,2.3,0,"下田市田牛６９５－１","田牛第４トンネル"
"22221721012000",497,"5237040139","5237040093",0.49700001,3,0.0099999998,2.5599999,4.1199999,0,0,4.3000002,4.3000002,4.29,4.2600002,4.3200002,0,0,4.0999999,2.5599999,4.1999998,"湖西市静岡県湖西市新居町中之郷","新幹線下ボックス"
"22224702377000",19,"5238000233","5238000154",0.018999999,3,0.050000001,3.2,4.4699998,0,4.5,4.5,4.4699998,4.46,4.46,4.4899998,4.4899998,0,4.5,3.2,0,"菊川市静岡県菊川市本所","東名高速下ボックス"
"22461700001000",1696,"5237170255","5237170271",1.696,3,0.026000001,1.7,3,0,0,0,3.2,3.8,3.2,0,0,0,3,1.7,3,"森町一宮","黒立トンネル"
"22461700216000",347,"5237170244","5237170248",0.347,3,0.0049999999,1.75,3.9000001,0,0,3.9000001,3.9000001,3.9000001,3.9000001,3.9000001,0,0,3.9000001,1.75,3.8,"森町赤根","跨道橋"
"23000400001000",1983,"5237660018","5237660014",1.983,3,0.161,2.55,4.1500001,0,0,4.6999998,4.9000001,5.3000002,4.9000001,4.6999998,0,0,4.1500001,2.55,0,"豊根村字松船・苦水","佐太トンネル"
"23000400001000",3534,"5237660018","5237660014",3.5339999,3,0.033,2.5,4.0999999,0,0,4.6999998,4.9000001,5.3000002,4.9000001,4.6999998,0,0,4.0999999,2.5,0,"豊根村字細畑","細畑トンネル"
"23000400001000",3916,"5237660018","5237660014",3.9159999,3,0.057999998,2.5,4.0999999,0,0,4.6999998,4.9000001,5.3000002,4.9000001,4.6999998,0,0,4.0999999,2.5,0,"豊根村字細畑","芦沢トンネル"
"23000400001000",4302,"5237660061","5237560011",4.302,3,0.048999999,2.75,3.8,0,0,4.75,4.9000001,5.3000002,4.9000001,4.75,0,0,3.8,2.75,0,"豊根村字下山中","下山中トンネル"
"23000400001000",6991,"5237660061","5237560011",6.9910002,3,0.104,2.55,4.0999999,0,0,4.8000002,4.9499998,5.3000002,4.9499998,4.8000002,0,0,4.0999999,2.55,0,"豊根村字上山中・トネヰ","一本杉トンネル"
"23000400001000",11444,"5237660061","5237560011",11.444,3,0.061000001,2.55,3.95,0,0,4.75,4.9000001,5.3000002,4.9000001,4.75,0,0,3.95,2.55,0,"豊根村大字古真立","滝原山トンネル"
"23000400001000",11996,"5237660061","5237560011",11.996,3,0.055,2.25,4.3499999,0,0,4.6500001,4.9000001,5.3000002,4.9000001,4.6500001,0,0,4.3499999,2.25,0,"豊根村大字古真立","万丈トンネル"
"23000400001000",14589,"5237660061","5237560011",14.589,3,0.123,2.25,4.3000002,0,0,4.6999998,4.8000002,5.3000002,4.8000002,4.6999998,0,0,4.3000002,2.25,0,"豊根村大字古真立","滝原トンネル"
"23000400001000",14955,"5237660061","5237560011",14.955,3,0.107,2.55,4.0500002,0,0,4.8000002,4.9000001,5.3000002,4.9000001,4.8000002,0,0,4.0500002,2.55,0,"豊根村大字古真立","一の代トンネル"
"23000400001000",15728,"5237660061","5237560011",15.728,3,0.171,2.5,3.5,0,0,4.3499999,4.5500002,5,4.5500002,4.3499999,0,0,3.5,2.5,0,"豊根村大字古真立","分地トンネル"
"23000400001000",15934,"5237660061","5237560011",15.934,3,0.164,1.75,4,0,0,4,4.3000002,5.0500002,4.3000002,4,0,0,4,1.75,0,"豊根村大字古真立","湯ノ島トンネル"
"23000400001000",17734,"5237660061","5237560011",17.733999,3,0.36899999,1.75,4,0,0,4,4.3000002,5.0500002,4.3000002,4,0,0,4,1.75,0,"豊根村大字古真立","松ノ平トンネル"
"23000400001000",19096,"5237660061","5237560011",19.096001,3,0.59399998,1.75,4,0,0,4,4.3499999,5.0500002,4.3499999,4,0,0,4,1.75,0,"豊根村大字古真立","松島トンネル"
"23000400001000",19717,"5237660061","5237560011",19.716999,3,0.47299999,1.75,4,0,0,4,4.3000002,5.0500002,4.3000002,4,0,0,4,1.75,0,"豊根村大字古真立","丸山トンネル"
"23000400001000",20216,"5237660061","5237560011",20.216,3,0.57800001,1.85,4,0,0,4.1399999,4.4400001,4.9000001,4.4400001,4.1399999,0,0,4,1.85,0,"豊根村大字古真立","うなぎだるトンネル"
"23000400004000",1000,"5237130332","5237130087",1,3,0.52499998,3.25,3.5,0,3.9000001,4.9499998,5.0999999,5.5,5.0999999,4.9499998,3.9000001,3.5,3.5,3.5,3.5,"豊橋市多米町大字滝の谷","多米トンネル"
"23000400012000",150,"5237301396","5237300225",0.15000001,3,0.46900001,5.5,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,5.5,4.5,"安城市二本木町","東海道新幹線鉄道橋"
"23000500127000",77,"5236660690","5236660707",0.077,3,0.013,3.45,4.0999999,0,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,4.0999999,3.45,4.0999999,"清須市清洲３丁目","東海道新幹線"
"23000500127000",121,"5236660690","5236660707",0.121,3,0.023,2.75,3.7,0,0,3.7,3.7,3.7,3.7,3.7,0,0,3.7,2.75,3.8,"清須市清洲上中畦","ＪＲ東海　東海道線"
"23000500127000",205,"5236660494","5236662010",0.205,3,0.015,3.4000001,4.1999998,0,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,0,4.1999998,3.4000001,4.0999999,"清須市清洲","名鉄本線"
"23000500136001",9,"5236751174","5236750604",0.0089999996,3,0.029999999,3.25,4.25,0,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,6.5,4.1999998,"一宮市西萩原　上伴内","上伴内橋（名神高速高架橋）"
"23000500146000",295,"5236761531","5236762411",0.29499999,3,0.035,3,3.7,0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,0,3.7,3,3.5999999,"一宮市天王２丁目","名鉄本線・ＪＲ東海道本線高架"
"23000500153002",0,"5236662804","5236662805",0,3,0.001,1.75,2.78,0,0,2.78,2.78,2.78,2.78,2.78,0,0,2.78,1.75,3,"清須市朝日","清洲橋"
"23000500162000",196,"5236674776","5236675790",0.19599999,3,0.0099999998,4,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4.21,4,4.0999999,"春日井市長塚町１丁目","ＪＲ東海中央線"
"23000500182000",647,"5336060152","5336060157",0.64700001,3,0.027000001,3,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3,4.3000002,"一宮市北方町北方　新屋敷郷","ＪＲ東海道本線高架（北方町）"
"23000500193000",467,"523676F028","5236760939",0.46700001,3,0.030999999,5,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,5,4.1999998,"一宮市佐千原字天神","国道２２号ボックスカルバート"
"23000500208000",187,"5237600312","5237601039",0.18700001,3,0.050000001,3,3.2,0,3.2,3.2,3.2,3.2,3.2,3.2,3.2,0,3.2,3,3.4000001,"瀬戸市東横山町","愛知環状鉄道アンダーパス"
"23000500208003",16,"5237600165","5237600720",0.016000001,3,0.027000001,3.01,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,3.01,4.1999998,"名古屋市名東区四軒家一丁目","東名高速道路"
"23000500261000",22,"5236270572","5236270588",0.022,3,0.02,2.25,4,0,0,4,4,4,4,4,0,0,4,2.25,0,"半田市浜田町","英比川橋梁跨道橋"
"23000500265000",128,"5236271350","5236270572",0.12800001,3,0.029999999,6.3000002,3.9000001,3.9000001,3.9000001,3.9000001,3.9000001,3.9000001,3.9000001,3.9000001,3.9000001,4,3.9000001,3.3,0,"半田市本町１丁目","英比川橋梁跨道橋"
"23000500272000",795,"5236170198","5236170052",0.79500002,3,0.014,2.75,4.4499998,0,0,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,0,0,4.4499998,2.75,0,"武豊町富貴字外前田","富貴１号踏切"
"23000500282000",662,"5237400106","5237401321",0.662,3,0.012,3.4300001,4.4000001,0,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,0,4.4000001,3.4300001,4.4000001,"刈谷市新田町","小山架道橋"
"23000500286000",260,"5237301276","5237300028",0.25999999,3,0.013,2.9300001,4.3000002,0,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,0,4.3000002,2.9300001,4.1999998,"安城市古井町","東海道新幹線鉄道橋"
"23000500292000",130,"5237210088","5237210084",0.13,3,0.0099999998,5.0999999,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.0999999,0,"幸田町六栗","東海道新幹線交差"
"23000500293000",270,"5237300041","523730F105",0.27000001,3,0.014,2.8499999,4.3000002,0,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,0,4.3000002,2.8499999,4.3000002,"安城市桜井町小社","東海道新幹線"
"23000500321000",730,"5237110409","5237110007",0.73000002,3,0.0049999999,1.8,4.1999998,0,0,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,0,0,4.1999998,1.8,4.1999998,"西尾市東幡豆町","名鉄蒲郡線立体交差"
"23000500385000",525,"5237120244","5237120078",0.52499998,3,0.0099999998,2.8,4.3000002,0,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,0,4.3000002,2.8,4.0999999,"豊川市小坂井町","鉄道橋"
"23000500490000",416,"5237630030","5237630021",0.41600001,3,0.068999998,2.3499999,2.8,0,0,3.8,4.3000002,4.6999998,4.3000002,3.8,0,0,2.8,2.3499999,3.5,"豊田市田津原町","丸山トンネル"
"23000597109004",0,"5237640035","5237640037",0,3,2.97,3,1,1,1,1,1,1,1,1,1,1,1,3,0,"設楽町津具","天狗棚トンネル"
"23000597294000",0,"5237660061","5237660012",0,3,10.505,2.25,4,0,0,4,4,4.5,4,4,0,0,4,2.25,0,"豊根村三沢大草代","霧石トンネル"
"23100600003000",390,"5236579126","5236579440",0.38999999,1,0.0099999998,3.3299999,4.3000002,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,4.3000002,3.3299999,4.0999999,"名古屋市南区前浜通５丁目","笠寺架道橋"
"23100600003000",390,"5236579126","5236579440",0.38999999,2,0.0099999998,3.48,4.3000002,0,4.3000002,4.3000002,4.3499999,4.3499999,4.3699999,4.4000001,4.4000001,0,4.4000001,3.48,4.0999999,"名古屋市南区前浜通５丁目","笠寺架道橋"
"23100600048000",331,"5236578815","5236577494",0.331,2,0.015,3.3399999,4.4499998,0,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,0,4.4499998,3.3299999,4.4000001,"名古屋市中区千代田三丁目","中央本線　東郊通架道橋"
"23100600048000",331,"5236578815","5236577494",0.331,1,0.015,3.45,4.4499998,0,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,4.4499998,0,4.4499998,3.4400001,4.4000001,"名古屋市中区千代田３丁目","中央本線　東郊通架道橋"
"23100600204000",51,"5236562544","5236561357",0.050999999,3,0.050999999,3.8,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3.8,4.0999999,"名古屋市中村区烏森町八幡廻","ＪＲ西名古屋港線"
"23100600415000",676,"5236472283","5236470218",0.676,3,0.029999999,4.1999998,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.1999998,4.1999998,"名古屋市緑区桶狭間南","国道２３号緑１号線"
"23100600452000",20,"523657A784","5236575736",0.02,3,0.052999999,3.25,3.6500001,0,3.6300001,3.6099999,3.6099999,3.5999999,3.6099999,3.6300001,3.6500001,0,3.7,3.25,3.5,"名古屋市中川区柳堀町","中川運河橋梁北側"
"23100600454000",15,"523657A782","5236575677",0.015,3,0.052999999,3.25,3.6400001,0,3.6400001,3.6400001,3.6199999,3.5799999,3.6099999,3.5799999,3.5799999,0,3.5799999,3.25,3.48,"名古屋市中川区横堀町１丁目","中川運河橋梁南側"
"23100600459000",161,"5236570158","523657F009",0.161,3,0.061999999,4.1500001,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1500001,4.1999998,"名古屋市南区道全町２丁目２","ＪＲ東海道本線架道橋"
"23100600459000",305,"5236570119","5236570158",0.30500001,3,0.022,4.2199998,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.2199998,4.3000002,"名古屋市南区浜田町４丁目１２２","臨海鉄道架道橋"
"23100600462000",9,"523657B610","523657F011",0.0089999996,3,0.0060000001,3,3.8,0,3.8,3.8,3.8,3.8,3.8,3.8,3.8,0,3.8,3,0,"名古屋市南区加福町２丁目","名鉄築港線踏切"
"23100600469000",3,"5236575994","523657A786",0.003,3,0.039999999,2.4000001,3.3699999,0,0,3.3699999,3.3499999,3.3299999,3.3499999,3.3699999,0,0,3.3699999,2.4000001,3,"名古屋市中川区西日置町９丁目","西日置ガード"
"23100600654000",30,"5236578674","5236578679",0.029999999,3,0.015,4.04,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.04,4.1999998,"名古屋市荒浜町２丁目","ＪＲ東海道本線"
"23100600699000",21,"523657B142","5236575012",0.021,2,0.013,4,4.2600002,4.2600002,4.2600002,4.2600002,4.2600002,4.2600002,4.2600002,4.2600002,4.2600002,4.2600002,4.2600002,4,4.1999998,"名古屋市中区千代田４丁目","中央本線　新堀川橋梁"
"23100600837000",12,"5236678189","5236678185",0.012,1,0.090999998,4.4400001,4,4,4,4,4,4,4,4,4,4,4,4.4299998,4,"名古屋市中村区名駅一丁目","清正公ＢＶ"
"23100600837000",12,"5236678189","5236678185",0.012,2,0.090999998,3.1800001,4,4,4,4,4,4,4,4,4,4,4,3.1700001,4,"名古屋市中村区名駅一丁目","清正公ＢＶ"
"23100600919000",0,"523657D095","5236574825",0,2,0.046,2.96,2.2,0,0,2.2,2.2,2.2,2.2,2.2,0,0,2.2,2.96,2.4000001,"名古屋市中川区西古渡町","東海道本線等　他２"
"23100601113000",242,"5236573877","5236573800",0.242,3,0.014,4.0100002,4.4899998,5.0500002,5.0900002,5.1100001,5.0799999,5.0599999,5.0700002,5.0900002,5.1100001,5.1599998,4.4899998,4.0100002,4.0100002,"名古屋市愛知県名古屋市熱田区野立町１丁目","不明"
"23100601184000",53,"523666F041","5236662631",0.052999999,3,0.013,3.0799999,4.4400001,0,4.4400001,4.4699998,4.4699998,4.52,4.5799999,4.5599999,4.6199999,0,4.6199999,3.0799999,4.3000002,"名古屋市愛知県名古屋市西区枇杷島１丁目","鉄道下ボックス"
"23100601296000",24,"523657B140","5236575009",0.024,3,0.012,7.96,4.4499998,4.4299998,4.4899998,4.4400001,4.4299998,4.3200002,4.3200002,4.4899998,4.5,4.4400001,4.4299998,7.96,4.0999999,"名古屋市愛知県名古屋市中区平和２丁目","鉄道高架橋"
"23100601300000",283,"5236575097","523657B907",0.28299999,3,0.037999999,3.6199999,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3.6199999,4.5,"名古屋市中区正木３丁目","堀川橋りょう"
"23100601337000",540,"5236675778","5236672775",0.54000002,3,0.023,4.2199998,4.5300002,4.5300002,4.52,4.5300002,4.52,4.52,4.5100002,4.5,4.5,4.5,4.4899998,6.1599998,4.4000001,"名古屋市愛知県名古屋市守山区新守山","鉄道下ボックス"
