Rosen,Kyori,S_Kosaten,E_Kosaten,Kiten_Kyori,Bunri,Encho,L_Fukuin,L_T,L_T350,L_T300,L_T175,L_T150,C_T,R_T150,R_T175,R_T300,R_T350,R_T,R_Fukuin,Seigen,Chisaki_Knj,Kouzou_Knj
"00000200247000",100,"5236579074","5236471779",0.1,1,0.035,4.1500001,4.5,4.48,4.4699998,4.4400001,4.4299998,4.4000001,4.3699999,4.3400002,4.3299999,4.3200002,4.3000002,4.1500001,4.3000002,"名古屋市南区宝生町４丁目","名古屋臨海鉄道高架ガード"
"00000200247000",115,"5236579074","5236471779",0.115,2,0.035,4.1500001,4.3000002,4.3200002,4.3299999,4.3699999,4.5,4.4000001,4.4299998,4.4400001,4.4699998,4.4699998,4.5,4.1500001,4.3000002,"名古屋市南区宝生町４丁目","名古屋臨海鉄道高架ガード"
"00000200248000",310,"5237701133","5237701134",0.31,3,0.018999999,5.5,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,4.4000001,5.5,0,"多治見市音羽町","音羽鉄道橋"
"00000200249000",68,"5536550007","5536550006",0.068000004,3,0.082999997,3.25,4.5,0,5,5.8000002,5.9000001,6.25,5.8000002,5.5999999,4.6999998,0,3.8,3.25,0,"志賀町富来七海","はたご隧道"
"00000200249000",74,"5536670081","5536670026",0.074000001,3,0.079999998,3,3.5999999,0,3.5999999,4.5,4.5999999,4.8499999,4.5999999,4.5,3.5999999,0,3.5999999,3,0,"穴水町中居","七海第三隧道"
"00000200249000",83,"5536550008","5536550007",0.082999997,3,0.164,3.25,4.3000002,0,5,5.8000002,5.9000001,6.25,5.9000001,5.8000002,5.0999999,0,4.3000002,3.25,0,"志賀町富来地頭町","荒木隧道"
"00000200249000",517,"5637110059","5637110057",0.51700002,3,0.78200001,3.25,4.4000001,0,5,5.8000002,5.9000001,6.3000002,6.0999999,6,5.5,0,5.1999998,3.25,0,"珠洲市若山町宇都山","大谷トンネル"
"00000200249000",557,"5536670022","5536670062",0.55699998,3,0.11,3,3.5999999,0,3.5999999,4.5,4.5999999,4.8499999,4.5999999,4.5,3.5999999,0,3.5999999,3,0,"穴水町北七海","七海第一隧道"
"00000200249000",757,"5536670051","5536670008",0.75700003,3,0.14,3,4.4000001,0,4.4000001,5.3000002,5.4000001,5.5,5.3000002,5.1999998,4.1999998,0,4.1999998,3,0,"穴水町乙ヶ崎","乙ヶ崎隧道"
"00000200249000",1044,"5536670062","5536670081",1.044,3,0.148,3,3.5999999,0,3.5999999,4.5,4.5999999,4.8499999,4.5999999,4.5,3.5999999,0,3.5999999,3,0,"穴水町麦ヶ浦","七海第二隧道"
"00000200249000",1649,"5537710079","5537710124",1.649,3,0.156,2.75,4.3000002,0,0,4.9000001,5,5.4000001,5,4.9000001,0,0,4.3000002,2.75,0,"能登町宇出津山分","松峰隧道"
"00000200250000",258,"5234130015","5234130019",0.25799999,3,0.0060000001,3,4.3099999,0,4.3099999,4.3299999,4.3400002,4.3499999,4.3200002,4.3200002,4.3200002,4.3200002,4.3800001,5.5999999,4.3000002,"赤穂市塩屋惣門町","塩屋陸橋"
"00000200250000",1080,"5234020062","5234020006",1.08,3,0.0020000001,4.75,4.3499999,4.3200002,4.3099999,4.3000002,4.3000002,4.4099998,4.5,4.5,4.5100002,4.52,4.5500002,4.75,0,"備前市寒河","寒河橋梁"
"00000200251007",512,"4929170033","4930100005",0.51200002,3,0.07,3.25,4.4699998,0,4.8000002,5.5999999,5.6999998,5.8200002,5.6999998,5.5999999,4.8000002,0,4.4699998,3.25,0,"諫早市里名","飯盛第一トンネル"
"00000200252000",0,"5539710008","5639020013",0,3,0.78899997,2.75,3.8,0,0,4.8000002,5,5.3600001,5,4.8000002,0,0,3.8,2.75,0,"只見町大字田子倉","六十里越隧道"
"00000200252000",2548,"5639020008","5639020004",2.5480001,3,0.015,2.75,4.0999999,0,0,4.1900001,4.1799998,4.1999998,4.2199998,4.2199998,0,0,4.1799998,2.75,4.0999999,"只見町大字叶津字背戸山","叶津川橋梁（ＪＲ橋）"
"00000200252000",5793,"5539710008","5639020013",5.7930002,3,0.236,2.5,4,0,0,4.8000002,4.9000001,5.3000002,4.9000001,4.8000002,0,0,4,2.5,0,"只見町大字田子倉","入間木隧道"
"00000200252000",7030,"5539710008","5639020013",7.0300002,3,0.12,2.5,3.8,0,0,4.6999998,4.9000001,5.3000002,4.9000001,4.6999998,0,0,3.8,2.5,0,"只見町大字田子倉","芋巻岳隧道"
"00000200252000",7171,"5639000047","5639010013",7.171,3,0.0040000002,3,4.3000002,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,4.3000002,3,0,"魚沼市大白川新田","跨道橋"
"00000200252000",7640,"5539710008","5639020013",7.6399999,3,0.039999999,2.5,3.9000001,0,0,4.5,4.6500001,5,4.6500001,4.5,0,0,3.9000001,2.5,0,"只見町大字田子倉","下平隧道"
"00000200252000",7830,"5539710008","5639020013",7.8299999,3,0.07,2.5,4,0,0,4.5500002,4.6999998,5.0500002,4.6999998,4.5500002,0,0,4,2.5,0,"只見町大字田子倉","田子倉第２隧道"
"00000200252000",7985,"5539710008","5639020013",7.9850001,3,0.126,2.5,4,0,0,4.75,4.9000001,5.25,4.9000001,4.75,0,0,4,2.5,0,"只見町大字田子倉","田子倉第１隧道"
"00000200252000",10560,"5539710008","5639020013",10.56,3,0.050000001,2.5,4,0,0,4.5,4.6999998,5,4.6999998,4.5,0,0,4,2.5,0,"只見町大字田子倉","田子倉沢隧道"
"00000200254003",350,"5439020136","5439020139",0.34999999,3,0.0089999996,3.4000001,4.1999998,0,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,0,4.1999998,3.4000001,0,"小川町小川","ＪＲ東日本八高線ガード"
"00000200256000",177,"5337240048","5337240047",0.177,3,0.013,3.0999999,4.4000001,0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,4.4000001,3.0999999,0,"中津川市坂下相沢","相沢鉄道橋"
"00000200257000",11672,"5237340059","5237440012",11.672,3,0.093999997,2.3,3.9000001,0,0,4.0999999,4.1999998,4.6599998,4.25,4.0999999,0,0,3.9000001,2.3,3.7,"新城市愛郷","愛郷トンネル"
"00000200258000",887,"5336051210","5336051205",0.88700002,2,0.011,3.25,4.4299998,0,4.4299998,4.46,4.4699998,4.5,4.54,4.5500002,4.5799999,0,4.5799999,3.25,4.3000002,"大垣市田口町","東海道新幹線架道橋（上り）"
"00000200258000",887,"5336051210","5336051205",0.88700002,1,0.011,3.25,4.5799999,0,4.5799999,4.5500002,4.54,4.5,4.4699998,4.46,4.4299998,0,4.4299998,3.25,4.3000002,"大垣市田口町","東海道新幹線架道橋（下り）"
"00000200260000",95,"513634F004","5136340027",0.094999999,3,0.2,3,6.3000002,0,6.4000001,6.5999999,6.5999999,6.5,6.3000002,5.6999998,4.4000001,0,4,3,0,"南伊勢町慥柄浦","一般国道２６０号１号トンネル"
"00000200260000",2243,"5136340008","5136340007",2.243,3,0.106,2.55,4.4099998,0,0,4.9000001,5,5.1999998,5,4.9000001,0,0,4.5900002,2.55,0,"南伊勢町南島東宮","東宮坂トンネル"
"00000200260000",3294,"5136340008","5136340007",3.2939999,3,0.164,2.75,4.1999998,0,0,4.8499999,4.9499998,5.25,4.9499998,4.8499999,0,0,4.1799998,2.75,0,"南伊勢町南島東宮","中坂トンネル"
"00000200260000",4116,"5136340008","5136340007",4.1160002,3,0.213,2.75,4.1300001,0,0,4.8499999,4.9499998,5.2600002,4.9499998,4.8499999,0,0,4.2199998,2.75,0,"南伊勢町南島河内","河内トンネル"
"00000200265000",0,"4831510003","483151F002",0,3,0.068999998,2.75,3.7,0,0,4.5,4.6999998,5.3000002,4.6999998,4.5,0,0,3.7,2.75,3.5999999,"椎葉村中椎葉","佐礼隧道"
"00000200268000",5635,"4731710011","4731720034",5.6350002,3,0.213,3.25,4,0,4.4000001,5.1999998,5.4000001,5.5999999,5.4000001,5.1999998,4.4000001,0,4,3.25,3.9000001,"宮崎市梁瀬","梁瀬隧道"
"00000200269000",810,"4630650016","4630650010",0.81,3,0.0049999999,3.25,4.23,0,4.2600002,4.3600001,4.3800001,4.48,4.6999998,4.75,4.8000002,0,4.8000002,3.25,4.0999999,"指宿市十二町大渡","大渡架道橋"
"00000200269000",891,"4731510039","4731510048",0.89099997,3,0.0049999999,2.8,4.4899998,0,0,4.4899998,4.4899998,4.4899998,4.4899998,4.4899998,0,0,4.4899998,2.8,0,"都城市塚元","鉄道橋"
"00000200269000",896,"4630550013","4630660021",0.89600003,3,0.050999999,2.5,3.9000001,0,0,4.6999998,4.8400002,5.3200002,5.1300001,5,0,0,4.1900001,2.78,3.7,"南大隅町佐多伊座敷","佐多トンネル"
"00000200273000",810,"6543300002","6543400009",0.81,3,0.685,3,4.1999998,0,4.1999998,5.4000001,5.5,6,6,5.9000001,5.5,0,5.5,3,0,"上川町大学平","樹海トンネル"
"00000200273000",32412,"6543010007","6543310003",32.411999,3,1.152,3,4.3499999,0,4.3499999,5.25,5.5500002,6.3000002,5.5500002,5.25,4.3499999,0,4.3499999,3,0,"上士幌町字三股","三国トンネル"
"00000200275000",4430,"6742320006","6742420026",4.4299998,3,0.36500001,3,4.1999998,0,4.1999998,5.1999998,5.3000002,5.6500001,5.3000002,5.1999998,4.1999998,0,4.1999998,3,0,"中頓別町字寿","寿トンネル"
"00000200275000",6320,"6642210007","6642310004",6.3200002,3,0.27500001,3,4.25,0,4.25,5.1999998,5.3000002,5.6500001,5.5,5.4000001,4.5500002,0,4.5500002,3,0,"幌加内町共栄（４７２）","朱鞠内トンネル"
"00000200276000",2081,"6441020005","6441030017",2.0810001,3,0.99800003,3,5.5,0,5.5,6,6.0500002,6.0999999,5.75,5.5999999,4.4899998,0,4.4899998,3,0,"千歳市支寒内","支笏トンネル"
"00000200276000",7845,"6441010004","6441020005",7.8449998,3,0.33500001,3.25,4.4899998,0,4.5,5.4000001,5.5999999,5.8499999,5.5999999,5.4000001,4.5,0,4.4899998,3.25,0,"千歳市美笛","美笛トンネル"
"00000200277000",9768,"6340100004","6340310003",9.7679996,3,0.38999999,2.75,3.8099999,0,0,4.8000002,4.9699998,5.5,4.9699998,4.8000002,0,0,3.8099999,2.75,3.7,"八雲町字大谷","雲石トンネル"
"00000200278000",3649,"6241510004","6241600023",3.6489999,3,0.85000002,2.75,3.97,0,0,4.9699998,5.1599998,5.4400001,5.1100001,4.9899998,0,0,3.79,2.75,0,"函館市古部町","滝の沢トンネル"
"00000200278001",4666,"6240670016","6240770024",4.6659999,3,0.53799999,3.5,4.4499998,4.6999998,4.8000002,5.5,6.0999999,6.75,6.0999999,5.5,4.8000002,4.6999998,4.4499998,3.5,0,"函館市豊崎町","新豊崎トンネル"
"00000200283002",4045,"5841750028","584174F002",4.0450001,3,0.001,3.25,4.3000002,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3099999,4.3200002,4.3499999,0,4.3499999,3.25,3.7,"遠野市上郷町細越３８地割","高さ制限用ガード"
"00000200283002",8251,"5841760109","5841750028",8.2510004,3,0.252,2.75,3.8,0,0,4.6999998,4.8000002,5.0599999,4.8000002,4.5999999,0,0,3.8,2.75,3.7,"釜石市甲子町第１地割","大橋隧道"
"00000200283002",8865,"5841760109","5841750028",8.8649998,3,0.028000001,2.75,3.9000001,0,0,4.6999998,4.8000002,5.0599999,4.8000002,4.5999999,0,0,3.9000001,2.75,0,"釜石市甲子町第１地割","中出隧道"
"00000200283002",12087,"5841760109","5841750028",12.087,3,2.5,2.75,3.8499999,0,0,4.6999998,4.8400002,5.1500001,4.8400002,4.6999998,0,0,3.8499999,2.75,3.75,"釜石市甲子町第１地割","仙人トンネル"
"00000200292000",4017,"5538220029","5538220044",4.0170002,3,0.31900001,2.75,4.0999999,0,0,5,5.1500001,5.5,5.1500001,5,0,0,4.0999999,2.75,0,"飯山市旭","大川トンネル"
"00000200294000",181,"5540510207","5540510140",0.18099999,3,0.013,3,3.9000001,0,3.9000001,3.9000001,3.9000001,4,3.9000001,3.9000001,3.9000001,0,3.9000001,3,0,"白河市田町","陸羽街道跨道橋"
"00000200299000",0,"5438060010","5438070048",0,3,0.24699999,2.75,4.0999999,0,0,4.3000002,4.5,4.5,4.5,4.3000002,0,0,4.0999999,2.75,0,"小鹿野町河原沢","志賀坂トンネル"
"00000200299000",5420,"5339700040","5339710022",5.4200001,3,0.17399999,3.25,5,0,5,5,5,5,5,5,5,0,4.4899998,3.25,0,"横瀬町芦ヶ久保","赤谷トンネル"
"00000200303000",827,"5336210176","5336110160",0.82700002,3,0.787,3,4.3800001,0,4.3800001,5.6999998,5.9000001,6.3000002,5.9000001,5.6999998,4.3800001,0,4.3800001,3,0,"長浜市岩熊","岩熊トンネル"
"00000200303000",960,"5336220031","533622F005",0.95999998,3,0.30000001,4.25,4.25,4.25,5,5.6999998,5.8000002,6,5.8499999,5.75,5.0500002,4.5,4.5,4.5,0,"長浜市金居原","金居原トンネル"
"00000200303000",1370,"5336240048","5336240016",1.37,3,0.0099999998,3,4.4699998,0,4.4699998,4.5,4.5,4.5100002,4.5,4.5,4.5500002,0,4.5500002,3,4.3000002,"揖斐川町北方","新北山トンネル"
"00000200322000",758,"5030360104","5030360089",0.75800002,3,0.045000002,3.75,4.1900001,4.1999998,4.25,4.7399998,4.7800002,4.9000001,4.9000001,4.8499999,4.8200002,4.71,4.6500001,3.75,0,"田川市平松町","鷹羽橋"
"00000200322000",934,"5030260238","5030250050",0.93400002,3,0.086999997,2.75,3.75,0,0,4.5999999,4.8000002,5.1500001,4.8000002,4.5999999,0,0,3.75,2.75,3.5999999,"嘉麻市大隈","福楽隧道"
"00000200322002",72,"5030671985","5030670065",0.071999997,1,0.0089999996,2.75,3.96,0,0,3.9400001,3.9300001,3.9300001,3.9300001,3.9200001,0,0,3.9100001,2.75,3.8,"北九州市小倉南区富士見町","跨道橋"
"00000200322002",73,"5030671985","5030670065",0.072999999,2,0.0089999996,2.4000001,3.9000001,0,0,3.9000001,3.9100001,3.9300001,3.95,3.96,0,0,3.98,2.4000001,3.8,"北九州市小倉南区富士見町","跨道橋"
"00000200322003",411,"5030460312","5030460440",0.41100001,3,0.428,3.75,4.1999998,4.5,5,5.8000002,5.9000001,6.3000002,6.3000002,6.1999998,5.8000002,5.5,5.4000001,3.75,0,"香春町大字採銅所","鈴麦東山トンネル"
"00000200322003",1161,"5030460312","5030460440",1.161,3,0.66600001,3.75,4.1999998,4.5,5,5.8000002,5.9000001,6.3000002,6.3000002,6.1999998,5.8000002,5.5,5.4000001,3.75,0,"香春町大字採銅所","桜味見トンネル"
"00000200336000",13000,"6343120004","6343320051",13,3,0.035,3,4.3400002,0,4.3400002,5.1199999,5.21,5.4499998,5.21,5.1199999,4.3400002,0,4.3400002,3,0,"広尾町フンベ","フンベトンネル"
"00000200338000",20,"614153F003","614153F006",0.02,3,1.237,3,4.1999998,0,4.6999998,5.5300002,5.5999999,5.9000001,5.5999999,5.5300002,4.6999998,0,4.1999998,3,0,"東通村大字白糠","白糠トンネル"
"00000200339006",120,"6140720004","6140630054",0.12,3,0.015,2,3.5,0,0,4.3499999,4.4000001,4.8000002,4.4000001,4.3499999,0,0,3.5,2,0,"外ヶ浜町三厩鎧島","鎧島１号トンネル"
"00000200339006",1240,"6140720004","6140630054",1.24,3,0.039000001,2.7,4.3000002,0,0,5,5.0999999,5.1999998,5.0999999,5,0,0,4.8000002,2.5,4,"外ヶ浜町三厩宇鉄字鳴神","鳴神２号トンネル"
"00000200341000",592,"5940100055","5940100060",0.59200001,3,0.0049999999,2.5,3.3,0,0,3.3,3.3,3.3,3.3,3.3,0,0,3.3,2.5,3.0999999,"由利本荘市松ケ崎","羽越線立体橋下交差"
"00000200342000",1149,"584045F002","584045F005",1.149,3,1.543,3.5,4.3200002,4.3200002,4.77,5.5500002,5.6700001,5.9499998,5.6700001,5.5500002,4.77,4.3200002,4.3200002,3.5,0,"東成瀬村東成瀬村椿川","夢仙人トンネル"
"00000200344000",1847,"5840310008","5840300014",1.847,3,0.054000001,2.5,3.75,0,0,4.5500002,4.6599998,5.1199999,4.6599998,4.5500002,0,0,3.75,2.5,3.6500001,"酒田市北青沢","青沢第一隧道"
"00000200344000",19882,"5840220026","5840310008",19.882,3,0.64899999,2.75,3.9000001,0,0,4.6999998,4.8000002,5,4.8000002,4.6999998,0,0,3.9000001,2.75,0,"真室川町青沢","青沢隧道"
"00000200345000",2933,"5739530014","5739540100",2.9330001,3,0.28200001,3.5,5.5,5.5,5.6999998,6,6,6,5.5,5.4000001,4.5999999,4.3000002,4.3000002,3.5,0,"村上市鵜泊","新鵜泊トンネル"
"00000200345000",3616,"5739430008","5739530014",3.6159999,3,0.115,3,4.3000002,0,4.3000002,5,5.1999998,5.5,5.1999998,5,4.3000002,0,4.3000002,3,0,"村上市笹川","滝ノ尻隧道"
"00000200346000",11,"5841020024","5841020230",0.011,3,0.57599998,2.75,4.4000001,0,0,4.5,4.5,4.5,4.5,4.5,0,0,4.4000001,2.75,4.3000002,"登米市上沼・東和町錦織","錦桜橋"
"00000200346003",814,"5841140009","5841140101",0.81400001,3,0.001,3.25,4.4499998,0,4.4499998,4.46,4.46,4.4699998,4.4899998,4.4899998,4.5100002,0,4.5100002,3.25,0,"気仙沼市本吉町津谷長根","吸上水路橋"
"00000200349002",148,"5540440058","5540440097",0.148,3,0.193,4.3000002,4.3000002,4.3000002,4.7399998,5.5599999,5.6700001,5.9499998,5.6999998,5.5999999,4.8099999,4.4000001,4.4000001,4.4000001,0,"鮫川村大字赤坂中野字道少田","中野トンネル"
"00000200352000",110,"5638160234","5638160236",0.11,3,0.02,3,4,0,4,4,4,4,4,4,4,0,4,3,3.5999999,"長岡市旭町","跨線橋"
"00000200353000",986,"5538450048","5538450038",0.986,3,0.043000001,1.5,4.5,0,0,0,4.5,4.6999998,3.7,0,0,0,3.7,1.5,3.5999999,"十日町市宮中","鷹之巣隧道"
"00000200362000",206,"5238320125","5238320115",0.206,3,0.1,3.75,3.8,4.5500002,5,6,6.1700001,6.5,6.1700001,6,5,4.5500002,3.8,3.75,0,"静岡市葵区新間","新間トンネル"
"00000200362000",300,"5237140326","5237140156",0.30000001,3,0.0040000002,3.5,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,3.5,4,"浜松市浜名区三ヶ日町都筑","跨道橋"
"00000200362000",355,"5237150269","5237150395",0.35499999,3,0.0049999999,3,4,4,4,4,4,3.5999999,4,4,4,4,4,3,3.5999999,"浜松市浜名区細江町気賀","跨道橋"
"00000200362000",1542,"5237140075","5237150269",1.5420001,3,0.0040000002,2.8499999,4,0,0,4,4,4,4,4,0,0,4,2.8499999,0,"浜松市浜名区細江町寸座","跨道橋"
"00000200362000",3044,"5237370046","5237470010",3.0439999,3,0.114,2.75,4.4499998,0,0,5.6500001,5.75,6.1999998,5.75,5.6500001,4.75,0,4.5,3.25,0,"浜松市天竜区春野町気田","金川トンネル"
"00000200362000",5481,"5237260066","5237260173",5.4809999,3,0.338,3.3499999,4.4000001,0,4.8000002,5.8000002,6,6.5999999,6.4000001,6.3000002,5.9000001,0,5.6999998,3.3499999,0,"浜松市天竜区只来","只来トンネル"
"00000200365000",0,"5336030031","5336030026",0,3,0.050000001,3,4.3000002,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,4.3000002,3,4.3000002,"関ヶ原町関ヶ原","名神高速アンダーボックス"
"00000200366000",10,"5236371305","5236370085",0.0099999998,3,0.017999999,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,4.1999998,0,"半田市亀崎新田町","亀崎架道橋（ＪＲ武豊線）"
"00000200369002",20,"5135670047","5135670048",0.02,3,0.0060000001,2.5,3.6500001,0,0,3.6500001,3.6500001,3.6500001,3.6500001,3.6500001,0,0,3.6500001,2.5,3.5999999,"宇陀市大字萩原","近鉄大阪線跨道橋"
"00000200370000",0,"513513F007","513513F005",0,3,0.68400002,3.5,4.3600001,4.3600001,4.5500002,5.3299999,5.4200001,5.6300001,5.4200001,5.3299999,4.5500002,4.3600001,4.3600001,3.5,0,"紀美野町毛原中","国吉毛原トンネル"
"00000200370000",60,"5135130116","5135130117",0.059999999,3,0.53600001,3.25,4.3000002,0,4.4899998,5.27,5.3600001,5.5700002,5.3600001,5.27,4.4899998,0,4.3000002,3.25,0,"紀美野町桂瀬","桂瀬松ヶ峯トンネル"
"00000200370000",82,"513513F006","513513F007",0.082000002,3,0.64600003,3.5,4.3600001,4.3600001,4.5500002,5.3299999,5.4200001,5.6300001,5.4200001,5.3299999,4.5500002,4.3600001,4.3600001,3.5,0,"紀美野町毛原中","国吉毛原トンネル"
"00000200370000",1300,"5135470022","5135570036",1.3,3,0.384,2.75,3.9000001,0,0,4.5500002,4.5999999,4.8000002,4.5999999,4.5500002,0,0,3.9000001,2.75,0,"吉野町入野","入野トンネル"
"00000200371000",0,"5035740012","5035630029",0,3,0.001,3,4.0999999,0,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,4.0999999,3,4.0999999,"田辺市湯ノ又","梅津呂橋"
"00000200371000",749,"5035740013","5035740012",0.74900001,3,0.001,3,4.0999999,0,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,4.0999999,0,4.0999999,3,4.0999999,"田辺市湯ノ又","梅津呂橋"
"00000200371000",6888,"5035440014","503545F001",6.888,3,0.082000002,1.75,4.3000002,0,0,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,0,0,4.3000002,1.75,4,"田辺市合川","大峰隧道"
"00000200371000",13428,"5135340093","5135240050",13.428,3,0.061999999,1.5,3.9000001,0,0,0,3.9000001,4,3.9000001,0,0,0,3.9000001,1.5,3.5,"橋本市大字宿","河合隧道"
"00000200371003",685,"5035250056","5035250016",0.685,3,0.057999998,2.1500001,3.4000001,0,0,3.8,4,4.1999998,4,3.8,0,0,3.4000001,2.1500001,0,"古座川町一雨","飯盛隧道"
"00000200371012",62,"5035250066","5035250065",0.061999999,3,0.048999999,2.25,3.2,0,0,3.75,3.9000001,4.5999999,3.9000001,3.75,0,0,3.2,2.25,0,"古座川町蔵土","蔵土隧道"
"00000200371018",200,"5135440383","5135440112",0.2,3,0.5,3.25,4.4000001,0,4.4099998,4.4000001,4.4499998,4.5,4.54,4.5500002,4.5900002,0,4.5900002,3.25,0,"河内長野市島ノ谷","蟹江トンネル"
"00000200372101",864,"5234370055","5234370029",0.86400002,3,0.02,3.05,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,4.3000002,3.05,0,"加東市社","中国道（吉川－６４）"
"00000200375000",1968,"5132560045","5132560149",1.9680001,3,0.0020000001,3.25,4.1700001,0,4.27,4.9000001,4.9000001,4.9099998,4.8699999,4.8600001,4.27,0,4.27,3.25,0,"東広島市高屋町槙原","農道橋"
"00000200375020",2499,"5132460161","5132560299",2.4990001,3,0.98299998,3.75,4.4499998,5.1500001,5.4499998,6.0500002,6.0999999,6.3000002,6.0999999,6.0500002,5.5500002,5.1999998,4.5500002,3.75,0,"東広島市西条町田万里","田万里トンネル"
"00000200377000",151,"5134220147","5134210129",0.15099999,3,0.46799999,3.5,4.3000002,4.3000002,4.8000002,5.9000001,6,6.5,6.6999998,6.5,6.4000001,6,6,3.5,0,"東かがわ市五名","五名トンネル"
"00000200377000",4370,"5134210129","5134210011",4.3699999,3,0.322,3,4.0999999,0,4.5,5.5,5.6500001,6,5.8000002,5.75,4.9499998,0,4.5,3,0,"さぬき市兼割","大窪トンネル"
"00000200378003",618,"4932730019","4932740123",0.61799997,3,0.13500001,1.85,3.5,0,0,3.7,4,4.5,4,3.7,0,0,3.5,1.85,3.5,"西予市俵津","玉津隧道"
"00000200381000",6636,"4932670045","4932670018",6.6360002,3,0.248,2.75,4.2600002,0,0,4.2600002,4.3000002,4.4000001,4.3000002,4.2600002,0,0,4.2600002,2.75,4.1999998,"四万十町昭和","三島トンネル"
"00000200382000",429,"5129420005","5129320011",0.42899999,3,0.093999997,2.5,3.9000001,0,0,4.8000002,4.9000001,5.0999999,4.9000001,4.8000002,0,0,3.9000001,2.5,0,"対馬市美津島町濃部","濃部隧道"
"00000200382000",945,"5129730014","5229030021",0.94499999,3,0.25999999,2.75,4.4000001,0,0,5.0999999,5.3000002,5.5,5.3000002,5.0999999,0,0,4.4000001,2.75,0,"対馬市上対馬町比田勝","比田勝トンネル"
"00000200382000",1040,"5129420007","5129420005",1.04,3,0.20999999,3,4,0,3.9000001,4.6999998,4.8000002,5.0999999,4.8000002,4.6999998,3.9000001,0,4,3,0,"対馬市豊玉町仁位","豊玉隧道"
"00000200406001",4563,"5438711055","5438710271",4.5630002,3,0.35100001,2.5,3.9000001,0,0,4.5,4.5999999,4.9000001,4.5999999,4.5,0,0,3.9000001,2.5,0,"長野市字小鍋","小鍋一号隧道"
"00000200410000",215,"5240600078","5240600103",0.215,3,0.017999999,2.5,4.1999998,0,0,4.5999999,4.8000002,5.1999998,4.8000002,4.5999999,0,0,4.1999998,2.5,0,"君津市四町昨","四町昨隧道"
"00000200410000",309,"5239360005","5239260016",0.30899999,3,0.025,2.5,3.8499999,0,0,4.6999998,4.8000002,5.0999999,4.8000002,4.6999998,0,0,3.8499999,2.5,0,"館山市大神宮","大神宮隧道"
"00000200410000",350,"5240600025","5240700102",0.34999999,3,0.039000001,2.7,4,0,0,4.8000002,5,5.1999998,5,4.8000002,0,0,4,2.7,3.5999999,"君津市大戸見","大戸見隧道"
"00000200410000",603,"5240600025","5240700102",0.60299999,3,0.063000001,2.5,3.5999999,0,0,4.3000002,4.5,5,4.5,4.3000002,0,0,3.5999999,2.5,3.5999999,"君津市広岡","広岡隧道"
"00000200410000",1001,"5240600025","5240700102",1.001,3,0.090999998,2.5,3.5999999,0,0,4.5,4.6500001,5,4.6500001,4.5,0,0,3.5999999,2.5,3.5999999,"君津市名殿","松丘トンネル"
"00000200410000",1123,"5239470100","5239570068",1.123,3,0.36300001,3,3.5999999,0,3.5999999,4.8000002,5,5.1500001,5,4.8000002,3.5999999,0,3.5999999,3,3.5999999,"南房総市川谷","川谷隧道"
"00000200410000",1210,"5240600117","5240600025",1.21,3,0.132,2.75,4.0999999,0,0,4.6999998,4.9000001,5.3000002,4.9000001,4.6999998,0,0,4.0999999,2.75,0,"君津市大岩","大岩隧道"
"00000200410000",3582,"5240500095","5240600098",3.582,3,0.046,3.05,3.8,0,3.8,4.9000001,5,5.3000002,5,4.9000001,3.8,0,3.8,3.05,0,"君津市豊英","豊英隧道"
"00000200410000",8266,"5240600117","5240600025",8.2659998,3,0.039000001,2.7,4.1999998,0,0,4.8000002,4.9000001,5.3000002,4.9000001,4.8000002,0,0,4.1999998,2.7,0,"君津市大戸見","大戸見隧道"
"00000200410000",8345,"5240600117","5240600025",8.3450003,3,0.052999999,1.85,4,0,0,4.1999998,4.3000002,4.5,4.3000002,4.1999998,0,0,4,1.85,0,"君津市四町昨","四町昨第一隧道"
"00000200411000",20,"5339500019","5338570017",0.02,3,0.093999997,3,4.0900002,0,4.0900002,5,5.1399999,5.5,5.1399999,5,4.0900002,0,4.0900002,3,0,"奥多摩町留浦竹の花２２６５－２","竹の花トンネル"
"00000200411000",1781,"5339500036","5339500019",1.781,3,0.23800001,3,4.0900002,0,4.0900002,5,5.1399999,5.5,5.1399999,5,4.0900002,0,4.0900002,3,0,"奥多摩町境橋詰６５","橋詰トンネル"
