Kosaten,New_Kanri_Code,Sarosuu,Next_Kosa1,Next_Kosa2,Next_Kosa3,Next_Kosa4,Next_Kosa5,Next_Kosa6,Next_Kosa7,Next_Kosa8,枝番ＩＤ1,枝番ＩＤ2,枝番ＩＤ3,枝番ＩＤ4,枝番ＩＤ5,枝番ＩＤ6,枝番ＩＤ7,枝番ＩＤ8,Eda11,Eda12,Eda13,Eda14,Eda15,Eda16,Eda17,Eda18,Eda21,Eda22,Eda23,Eda24,Eda25,Eda26,Eda27,Eda28,Eda31,Eda32,Eda33,Eda34,Eda35,Eda36,Eda37,Eda38,Eda41,Eda42,Eda43,Eda44,Eda45,Eda46,Eda47,Eda48,Eda51,Eda52,Eda53,Eda54,Eda55,Eda56,Eda57,Eda58,Eda61,Eda62,Eda63,Eda64,Eda65,Eda66,Eda67,Eda68,Eda71,Eda72,Eda73,Eda74,Eda75,Eda76,Eda77,Eda78,Eda81,Eda82,Eda83,Eda84,Eda85,Eda86,Eda87,Eda88,Todofuken,Kosaten_Name,Chisaki_Name,進禁有無,枝番1路線,枝番2路線,枝番3路線,枝番4路線,枝番5路線,枝番6路線,枝番7路線,枝番8路線
"6441521107","201100",2,"6441521123","6441521090",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十三条四丁目２",0,"01100697442181","01100697442177",,,,,,
"6441521108","201100",2,"6441521093","6441524945",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十二条四丁目３",0,"01100697442158","01100697442147",,,,,,
"6441521116","201100",2,"6441525111","6441521132",,,,,,,2,3,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十六条四丁目２",0,"01100697470008","01100697470014",,,,,,
"6441521123","201100",2,"6441521149","6441521107",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十三条四丁目１",0,"01100697442162","01100697442181",,,,,,
"6441521124","201100",2,"6441524945","6441521146",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十二条四丁目２",0,"01100697442148","01100697442163",,,,,,
"6441521125","201100",4,"6441525843","644152F016","6441521080","644152B704",,,,,2,4,6,8,0,0,0,0,"9999","050","010","050","9999","9999","9999","9999","050","9999","050","010","9999","9999","9999","9999","010","050","9999","050","9999","9999","9999","9999","050","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"発寒第１２号線×稲荷線","札幌市西区発寒１７条４丁目",0,"01100600825000","01100600828000","01100600825000","01100600828000",,,,
"6441521128","201235",2,"644152B007","644152A975",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"石狩市花川南四条二丁目２７２",0,"01235797101614","01235797101635",,,,,,
"6441521130","201100",4,"6441525838","6441521143","6441521103","6441521137",,,,,2,5,6,1,0,0,0,0,"9999","010","010","050","9999","9999","9999","9999","010","9999","050","010","9999","9999","9999","9999","010","050","9999","040","9999","9999","9999","9999","050","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市西区発寒１５条３丁目",0,"01100600854000","01100600828000","01100600853000","01100600828000",,,,
"6441521132","201100",3,"6441521137","6441521116","644152F016",,,,,,1,2,3,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","080","9999","080","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十七条三丁目２",0,"01100600828000","01100697470014","01100600828000",,,,,
"6441521137","201100",3,"6441521130","6441521132","6441521191",,,,,,1,2,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","090","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十五条三丁目４",0,"01100600828000","01100600828000","01100697442333",,,,,
"6441521143","201100",4,"6441521149","644152B487","6441521103","6441521130",,,,,1,2,3,4,0,0,0,0,"9999","050","050","010","9999","9999","9999","9999","050","9999","010","050","9999","9999","9999","9999","050","010","9999","050","9999","9999","9999","9999","010","050","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"発寒１４－４","札幌市西区発寒１３条３丁目",0,"01100600828000","01000500452000","01000500452000","01100600828000",,,,
"6441521146","201100",3,"6441521124","6441521149","6441521152",,,,,,1,2,3,0,0,0,0,0,"9999","050","040","9999","9999","9999","9999","9999","040","9999","010","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十二条四丁目１",0,"01100697442163","01100600828000","01100600828000",,,,,
"6441521149","201100",3,"6441521143","6441521146","6441521123",,,,,,1,2,3,0,0,0,0,0,"9999","010","090","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","080","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十三条三丁目５",0,"01100600828000","01100600828000","01100697442162",,,,,
"6441521152","1040810030",4,"6441521157","6441521146","6441520981","6441521243",,,,,1,2,3,4,0,0,0,0,"9999","010","010","010","9999","9999","9999","9999","010","9999","010","010","9999","9999","9999","9999","040","010","9999","010","9999","9999","9999","9999","010","040","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"発寒１２－４","札幌市西区発寒１２条４丁目",0,"01100600828000","01100600828000","00000200005000","00000200005000",,,,
"6441521157","201100",4,"6441521152","6441525114","6441521161","6441520926",,,,,1,4,5,8,0,0,0,0,"9999","040","010","080","9999","9999","9999","9999","040","9999","100","010","9999","9999","9999","9999","010","080","9999","050","9999","9999","9999","9999","050","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市西区発寒１０条４丁目",0,"01100600828000","01100600830000","01100600828000","01100600830000",,,,
"6441521161","201100",4,"6441521165","6441521037","6441521157","6441521174",,,,,1,2,3,4,0,0,0,0,"9999","050","050","090","9999","9999","9999","9999","050","9999","080","010","9999","9999","9999","9999","050","090","9999","050","9999","9999","9999","9999","090","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市西区発寒六条四丁目１",0,"01100600828000","01100600801000","01100600828000","01100697105273",,,,
"6441521163","201100",3,"6441526427","6441521262","6441527825",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","050","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川六条二十丁目１",0,"01100600226000","01100600226000","01100697154000",,,,,
"6441521165","201100",4,"6441524944","6441521185","6441521161","6441521169",,,,,1,2,3,4,0,0,0,0,"9999","010","080","050","9999","9999","9999","9999","010","9999","050","080","9999","9999","9999","9999","050","080","9999","010","9999","9999","9999","9999","050","080","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"発寒５－４","札幌市西区発寒５条４丁目",0,"01100600890000","01100600872000","01100600828000","01100600828000",,,,
"6441521169","201100",3,"6441521165","6441420961","6441521185",,,,,,1,2,3,0,0,0,0,0,"9999","050","100","9999","9999","9999","9999","9999","050","9999","010","9999","9999","9999","9999","9999","080","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"発寒４－３","札幌市西区発寒４条３丁目",0,"01100600828000","01100600838000","01100600838000",,,,,
"6441521174","201100",2,"6441521161","6441525130",,,,,,,2,3,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十条三丁目２",0,"01100697105273","01100697105173",,,,,,
"6441521185","201100",4,"6441521165","6441524959","6441421243","6441521169",,,,,1,2,3,4,0,0,0,0,"9999","010","010","010","9999","9999","9999","9999","010","9999","040","010","9999","9999","9999","9999","010","010","9999","040","9999","9999","9999","9999","050","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"発寒５ー３","札幌市西区発寒５条３丁目",0,"01100600872000","01100600836000","01100600872000","01100600838000",,,,
"6441521190","201100",1,"6441521191",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十六条二丁目３",0,"01100697442334",,,,,,,
"6441521191","201100",2,"6441521137","6441521190",,,,,,,1,2,0,0,0,0,0,0,"9999","100","9999","9999","9999","9999","9999","9999","100","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市発寒十六条二丁目２",0,"01100697442333","01100697442334",,,,,,
"6441521221","201100",4,"6441527794","6441527786","6441521262","6441527915",,,,,1,2,3,4,0,0,0,0,"9999","050","040","050","9999","9999","9999","9999","010","9999","050","010","9999","9999","9999","9999","050","010","9999","050","9999","9999","9999","9999","050","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川五条十六丁目５",0,"01100600237000","01100600549000","01100600237000","01100697121787",,,,
"6441521229","201100",2,"6441527869","6441527920",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川五条十六丁目３",0,"01100697121451","01100697121294",,,,,,
"6441521242","201100",2,"6441527920","6441527906",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川五条十六丁目２",0,"01100697121121","01100697120925",,,,,,
"6441521243","1040810030",4,"6441525366","644152B487","6441521152","6441521332",,,,,1,2,3,4,0,0,0,0,"9999","010","050","050","9999","9999","9999","9999","010","9999","050","050","9999","9999","9999","9999","050","050","9999","010","9999","9999","9999","9999","050","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"発寒１４ー１","札幌市西区発寒８８６－１８",0,"01000500452000","01000500452000","00000200005000","00000200005000",,,,
"6441521258","201100",2,"6441527906","6441527790",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川四条十五丁目４",0,"01100697120740","01100697120541",,,,,,
"6441521262","201100",4,"6441526278","6441521331","6441521163","6441521221",,,,,1,2,3,4,0,0,0,0,"9999","040","010","050","9999","9999","9999","9999","050","9999","040","010","9999","9999","9999","9999","010","050","9999","040","9999","9999","9999","9999","040","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"新川６・７－１６","札幌市北区新川７条１６丁目",0,"01100600226000","01100600237000","01100600226000","01100600237000",,,,
"6441521306","201100",1,"6441521310",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川二条十二丁目１",0,"01100697120140",,,,,,,
"6441521310","201100",2,"6441521306","6441521314",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川二条十二丁目１",0,"01100697120140","01100697119932",,,,,,
"6441521314","201100",2,"6441521310","6441528032",,,,,,,1,2,0,0,0,0,0,0,"9999","090","9999","9999","9999","9999","9999","9999","100","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川三条十二丁目２",0,"01100697119932","01100697119934",,,,,,
"6441521316","201100",2,"6441521360","6441521332",,,,,,,1,2,0,0,0,0,0,0,"9999","090","9999","9999","9999","9999","9999","9999","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市八軒九条西十一丁目１",0,"01100697473008","01100697473007",,,,,,
"6441521331","201100",3,"6441528484","6441526053","6441521262",,,,,,1,2,3,0,0,0,0,0,"9999","080","050","9999","9999","9999","9999","9999","090","9999","010","9999","9999","9999","9999","9999","090","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"新琴似５・６－１６・１７","札幌市北区新琴似６条１７丁目",0,"01100600227000","01100600237000","01100600237000",,,,,
"6441521332","1040810030",3,"6441521243","6441521316","6441521411",,,,,,1,2,3,0,0,0,0,0,"9999","050","010","9999","9999","9999","9999","9999","010","9999","010","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市八軒九条西十丁目２",0,"00000200005000","01100697473007","00000200005000",,,,,
"6441521337","201100",2,"6441528034","6441528036",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川二条十二丁目６",0,"01100697119730","01100697119511",,,,,,
"6441521346","201235",2,"6441524374","6441524379",,,,,,,1,2,0,0,0,0,0,0,"9999","080","9999","9999","9999","9999","9999","9999","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"石狩市花川北二条三丁目７５",0,"01235797102933","01235797102891",,,,,,
"6441521360","201100",3,"6441521316","6441528156","6441521411",,,,,,1,2,3,0,0,0,0,0,"9999","090","090","9999","9999","9999","9999","9999","090","9999","010","9999","9999","9999","9999","9999","090","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市八軒十条西十二丁目６",0,"01100697473008","01100671377000","01100671377000",,,,,
"6441521363","201100",2,"6441528037","6441528040",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川三条十一丁目２",0,"01100697119120","01100697118941",,,,,,
"6441521387","201100",2,"6441528042","6441528047",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川三条十一丁目１",0,"01100697118603","01100697118432",,,,,,
"6441521390","201100",2,"6441524445","6441521403",,,,,,,1,2,0,0,0,0,0,0,"9999","080","9999","9999","9999","9999","9999","9999","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市八軒三条西四丁目１",0,"01100697105865","01100697105733",,,,,,
"6441521403","201100",2,"6441521390","6441521425",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市八軒三条西四丁目１",0,"01100697105733","01100697105609",,,,,,
"6441521411","1040810030",3,"6441525193","6441521332","6441521360",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","100","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"八軒１０条西１１丁目","札幌市八軒１０条西１１丁目",0,"00000200005000","00000200005000","01100671377000",,,,,
"6441521421","201100",2,"6441528047","6441521452",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市新川三条九丁目３",0,"01100697118261","01100697118098",,,,,,
"6441521425","201100",2,"6441521403","6441521437",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市八軒三条西四丁目２",0,"01100697105609","01100697105484",,,,,,
"6441521429","201235",2,"6441524404","6441526418",,,,,,,1,2,0,0,0,0,0,0,"9999","040","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"石狩市花川北三条一丁目２",0,"01235797102764","01235797102766",,,,,,
"6441521437","201100",2,"6441521425","6441521458",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"札幌市八軒三条西三丁目２",0,"01100697105484","01100697105371",,,,,,
