Kosaten,New_Kanri_Code,Sarosuu,Next_Kosa1,Next_Kosa2,Next_Kosa3,Next_Kosa4,Next_Kosa5,Next_Kosa6,Next_Kosa7,Next_Kosa8,枝番ＩＤ1,枝番ＩＤ2,枝番ＩＤ3,枝番ＩＤ4,枝番ＩＤ5,枝番ＩＤ6,枝番ＩＤ7,枝番ＩＤ8,Eda11,Eda12,Eda13,Eda14,Eda15,Eda16,Eda17,Eda18,Eda21,Eda22,Eda23,Eda24,Eda25,Eda26,Eda27,Eda28,Eda31,Eda32,Eda33,Eda34,Eda35,Eda36,Eda37,Eda38,Eda41,Eda42,Eda43,Eda44,Eda45,Eda46,Eda47,Eda48,Eda51,Eda52,Eda53,Eda54,Eda55,Eda56,Eda57,Eda58,Eda61,Eda62,Eda63,Eda64,Eda65,Eda66,Eda67,Eda68,Eda71,Eda72,Eda73,Eda74,Eda75,Eda76,Eda77,Eda78,Eda81,Eda82,Eda83,Eda84,Eda85,Eda86,Eda87,Eda88,Todofuken,Kosaten_Name,Chisaki_Name,進禁有無,枝番1路線,枝番2路線,枝番3路線,枝番4路線,枝番5路線,枝番6路線,枝番7路線,枝番8路線
"6240562233","201202",1,"6240650990",,,,,,,,2,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市石川町２７６",0,"01202797122740",,,,,,,
"6240562246","201202",2,"6240560502","6240560722",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市五稜郭町４２",0,"01202797119722","01202797119789",,,,,,
"6240562249","201202",4,"6240560915","6240562678","6240560929","6240561045",,,,,6,8,2,4,0,0,0,0,"9999","050","010","050","9999","9999","9999","9999","050","9999","050","010","9999","9999","9999","9999","010","050","9999","050","9999","9999","9999","9999","050","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市中道二丁目１１",0,"01202797120853","01202700706000","01202797120951","01202700605000",,,,
"6240562319","201202",3,"6240564173","624056F002","6240562676",,,,,,1,2,5,0,0,0,0,0,"9999","110","010","9999","9999","9999","9999","9999","110","9999","050","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市東山３丁目９",0,"01202742001000","01202761100000","01202760200000",,,,,
"6240562328","201202",3,"6240562158","6240562852","624056F001",,,,,,1,2,3,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","100","9999","080","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町５６８",0,"01202730212000","01202797192000","01202730212000",,,,,
"6240562358","1040810032",3,"6240562903","6240562015","6240562905",,,,,,1,2,3,0,0,0,0,0,"9999","090","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市湯川町３丁目３－１１",0,"00000200278000","01202797175003","00000200278000",,,,,
"6240562420","201053",3,"6240562430","6240562905","6240562127",,,,,,3,7,1,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","040","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町５０５",0,"01000400063000","01000400063000","01202700418000",,,,,
"6240562430","201053",3,"6240562852","6240562420","6240562161",,,,,,3,7,1,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","040","9999","9999","9999","9999","9999","040","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町５１０",0,"01000400063000","01000400063000","01000501177000",,,,,
"6240562434","201053",3,"6240561917","6240561952","6240563009",,,,,,8,3,4,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","010","040","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市湯川町３丁目",0,"01000400100000","01202720711000","01000400100000",,,,,
"6240562597","201053",4,"6240562622","6240564177","6240563146","6240561557",,,,,8,2,4,6,0,0,0,0,"9999","100","010","050","9999","9999","9999","9999","100","9999","100","010","9999","9999","9999","9999","010","050","9999","100","9999","9999","9999","9999","090","010","070","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市日吉町三丁目",0,"01000400100000","01000501132000","01000400100000","01202700425000",,,,
"6240562622","201053",3,"6240562638","6240562597","6240561342",,,,,,7,3,5,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","040","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市山の手２丁目１１",0,"01000400100000","01000400100000","01202721400000",,,,,
"6240562638","201053",3,"6240562676","6240561740","6240562622",,,,,,2,3,4,0,0,0,0,0,"9999","050","010","9999","9999","9999","9999","9999","050","9999","050","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"鍛冶２丁目","函館市本通四丁目２９",0,"01000400100000","01202700604000","01000400100000",,,,,
"6240562642","201053",3,"6240562678","6240562913","6240551647",,,,,,7,3,5,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","010","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市富岡町２丁目",0,"01000500347000","01000500347000","01202773400000",,,,,
"6240562676","201053",4,"6240564086","6240562696","6240562319","6240562638",,,,,1,2,3,4,0,0,0,0,"9999","080","100","100","9999","9999","9999","9999","080","9999","110","010","9999","9999","9999","9999","080","100","9999","050","9999","9999","9999","9999","050","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市鍛治二丁目３５",0,"01202797121722","01000400100000","01202760200000","01000400100000",,,,
"6240562678","201053",3,"6240562642","6240563013","6240562249",,,,,,5,1,3,0,0,0,0,0,"9999","010","080","9999","9999","9999","9999","9999","010","9999","080","9999","9999","9999","9999","9999","090","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市富岡町三丁目",0,"01000500347000","01000500347000","01202700706000",,,,,
"6240562696","201053",4,"6240561002","6240563013","6240561379","6240562676",,,,,1,2,3,4,0,0,0,0,"9999","090","010","080","9999","9999","9999","9999","080","9999","090","010","9999","9999","9999","9999","010","080","9999","090","9999","9999","9999","9999","090","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"神山２丁目","函館市鍛冶２丁目４６",0,"01202797121772","01000400100000","01202700308000","01000400100000",,,,
"6240562740","201053",3,"6240563768","6240552357","6240563013",,,,,,1,2,4,0,0,0,0,0,"9999","050","050","9999","9999","9999","9999","9999","050","9999","010","9999","9999","9999","9999","9999","090","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市美原一丁目４０",0,"01202797120889","01000400100000","01000400100000",,,,,
"6240562775","201053",3,"6240562224","6240563011","6240562195",,,,,,2,6,7,0,0,0,0,0,"9999","010","100","9999","9999","9999","9999","9999","010","9999","110","9999","9999","9999","9999","9999","100","100","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市豊原町",0,"01000500879000","01000500879000","01202700501000",,,,,
"6240562801","201202",1,"6240562876",,,,,,,,1,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市金堀町２番",0,"01202700146000",,,,,,,
"6240562842","201053",1,"6240564376",,,,,,,,6,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市鈴蘭丘町",0,"01000501132000",,,,,,,
"6240562852","201053",3,"6240562430","6240562328","6240562158",,,,,,1,2,3,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町５６８",0,"01000400063000","01202797192000","01000400063000",,,,,
"6240562853","201202",2,"6240562177","6240562168",,,,,,,4,1,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町",0,"01202730206000","01202730208000",,,,,,
"6240562855","201202",2,"6240562860","6240563617",,,,,,,1,3,0,0,0,0,0,0,"9999","019","9999","9999","9999","9999","9999","9999","019","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市本通一丁目５５",0,"01202797120488","01202797120575",,,,,,
"6240562856","201202",2,"6240562857","6240560969",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市本通一丁目３６",0,"01202797120137","01202797120239",,,,,,
"6240562857","201202",1,"6240562856",,,,,,,,3,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市本通一丁目３７",0,"01202797120137",,,,,,,
"6240562860","201202",2,"6240561007","6240562855",,,,,,,1,3,0,0,0,0,0,0,"9999","019","9999","9999","9999","9999","9999","9999","019","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市本通一丁目５４",0,"01202797120392","01202797120488",,,,,,
"6240562864","201202",2,"6240561089","6240563637",,,,,,,1,3,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市鍛治一丁目４８",0,"01202797120968","01202797121094",,,,,,
"6240562872","1040810032",3,"6240552557","6240560298","6240562876",,,,,,1,2,3,0,0,0,0,0,"9999","040","010","9999","9999","9999","9999","9999","010","9999","040","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市日の出町３２番１号",0,"00000200278000","01202700076000","00000200278000",,,,,
"6240562876","1040810032",3,"6240562877","6240562872","6240562801",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","050","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市金堀町",0,"00000200278000","00000200278000","01202700146000",,,,,
"6240562877","1040810032",3,"6240562878","6240562876","6240561027",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","010","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市金堀町",0,"00000200278000","00000200278000","01202700006000",,,,,
"6240562878","1040810032",3,"6240562877","6240562881","6240561199",,,,,,1,2,3,0,0,0,0,0,"9999","010","050","9999","9999","9999","9999","9999","010","9999","080","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市広野町６",0,"00000200278000","00000200278000","01202797158001",,,,,
"6240562881","1040810032",3,"6240562878","6240561279","6240562903",,,,,,1,2,3,0,0,0,0,0,"9999","050","010","9999","9999","9999","9999","9999","010","9999","050","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市広野町４",0,"00000200278000","01202797121928","00000200278000",,,,,
"6240562903","1040810032",3,"6240563009","6240562358","6240562881",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","010","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市湯川町３丁目３－１１",0,"01000400100000","00000200278000","00000200278000",,,,,
"6240562905","1040810032",3,"6240562358","6240562420","6240563148",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","010","9999","9999","9999","9999","9999","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市新湊２４１－６",0,"00000200278000","01000400063000","00000200278000",,,,,
"6240562913","201053",4,"6240560385","6240552506","6240562642","6240560378",,,,,1,2,3,4,0,0,0,0,"9999","050","010","010","9999","9999","9999","9999","020","9999","050","010","9999","9999","9999","9999","010","050","9999","050","9999","9999","9999","9999","050","010","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"富岡町２丁目","函館市富岡町二丁目１",0,"01202700010000","01000500347000","01000500347000","01202797119527",,,,
"6240562934","201053",3,"6240560384","6240560938","6240562949",,,,,,1,2,3,0,0,0,0,0,"9999","100","010","9999","9999","9999","9999","9999","010","9999","040","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市松陰町２４",0,"01000400083000","01202797120649","01000400083000",,,,,
"6240562949","201053",4,"6240562934","6240561240","6240562952","6240561074",,,,,8,2,4,6,0,0,0,0,"9999","090","010","010","9999","9999","9999","9999","010","9999","080","010","9999","9999","9999","9999","010","010","9999","080","9999","9999","9999","9999","080","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"深堀町１","函館市柏木町１番３",0,"01000400083000","01202700214000","01000400083000","01202700006000",,,,
"6240562952","201053",3,"6240562949","6240563476","6240563146",,,,,,1,2,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","010","9999","050","9999","9999","9999","9999","9999","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市深堀町４",0,"01000400083000","01202797122548","01000400083000",,,,,
"6240562988","201202",2,"6240562989","6240564086",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市鍛治二丁目１３",0,"01202797121590","01202797121662",,,,,,
"6240562989","201202",2,"6240561162","6240562988",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市鍛治二丁目１４",0,"01202797121505","01202797121590",,,,,,
"6240563002","201202",1,"6240564173",,,,,,,,6,0,0,0,0,0,0,0,"9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市陣川町９８",0,"01202700612000",,,,,,,
"6240563009","201053",3,"6240562903","6240562434","6240563163",,,,,,1,2,3,0,0,0,0,0,"9999","010","050","9999","9999","9999","9999","9999","010","9999","090","9999","9999","9999","9999","9999","050","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市湯川町三丁目１４",0,"01000400100000","01000400100000","01202797123438",,,,,
"6240563011","1040810032",3,"6240563148","6240562775","6241400016",,,,,,1,2,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","080","9999","080","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市古川町９番４号",0,"00000200278000","01000500879000","00000200278000",,,,,
"6240563013","201053",4,"6240562696","6240560850","6240562740","6240562678",,,,,1,2,3,4,0,0,0,0,"9999","010","010","040","9999","9999","9999","9999","010","9999","010","010","9999","9999","9999","9999","010","050","9999","010","9999","9999","9999","9999","010","010","050","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,"美原１丁目","函館市美原１丁目",0,"01000400100000","01000500347000","01000400100000","01000500347000",,,,
"6240563146","201053",3,"6240561917","6240562952","6240562597",,,,,,1,2,3,0,0,0,0,0,"9999","010","010","9999","9999","9999","9999","9999","010","9999","080","9999","9999","9999","9999","9999","010","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市湯川町２丁目",0,"01000400083000","01000400083000","01000400100000",,,,,
"6240563148","1040810032",3,"6240562905","6240563153","6240563011",,,,,,1,2,3,0,0,0,0,0,"9999","080","010","9999","9999","9999","9999","9999","080","9999","090","9999","9999","9999","9999","9999","010","080","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町３３９",0,"00000200278000","01202797175007","00000200278000",,,,,
"6240563153","201202",2,"6240563148","6240563159",,,,,,,1,2,0,0,0,0,0,0,"9999","080","9999","9999","9999","9999","9999","9999","090","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町３３９",0,"01202797175007","01202797175008",,,,,,
"6240563159","201202",2,"6240563153","6240563792",,,,,,,1,2,0,0,0,0,0,0,"9999","010","9999","9999","9999","9999","9999","9999","010","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999","9999",1,,"函館市高松町３３１",0,"01202797175008","01202797175010",,,,,,
