面積,管理区,小班,森林の種類６コード,森林の種類３コード,複層区分,振興局,枝番,林種,林齢,森林の種類５コード,KEYCODE,森林の種類４コード,RINSYO_ID,林班,森林の種類２コード,樹種,市町村,森林の種類１コード,center_lng,center_lat
67.67,10,0013,None,None,0,01,00,2,101,None,99100001310013,None,10131130,0131,85.0,98.0,07,11,140.778627,41.955398
175.46,10,0002,None,63.0,0,01,00,2,133,None,99100001320002,85.0,10132020,0132,26.0,98.0,07,11,140.777257,41.944894
10.71,10,0001,None,63.0,0,01,00,2,133,None,99100001320001,85.0,10132010,0132,26.0,98.0,07,11,140.77643,41.952245
6.55,10,0051,None,None,0,01,00,1,63,None,99100001310051,None,10131510,0131,85.0,17.0,07,11,140.784723,41.96998
43.04,10,0020,None,None,0,01,00,6,122,None,99100001310020,None,10131200,0131,85.0,None,07,11,140.767617,41.948266
36.84,10,0003,None,62.0,0,01,00,6,101,None,99100001320003,85.0,10132030,0132,26.0,None,07,11,140.775246,41.937242
32.13,10,0012,None,None,0,01,00,2,133,None,99100001310012,None,10131120,0131,85.0,98.0,07,11,140.783391,41.969939
10.82,10,0001,None,None,0,01,00,2,101,None,99100001310001,None,10131010,0131,85.0,98.0,07,11,140.771116,41.968216
71.27,10,0016,None,None,0,01,00,2,101,None,99100001310016,None,10131160,0131,85.0,98.0,07,11,140.781968,41.960358
28.33,10,0018,None,None,0,01,00,2,133,None,99100001310018,None,10131180,0131,85.0,98.0,07,11,140.769613,41.953011
25.75,10,0017,None,None,0,01,00,2,101,None,99100001310017,None,10131170,0131,85.0,98.0,07,11,140.769282,41.960854
71.27,10,0016,None,None,0,01,00,2,101,None,99100001310016,None,10131160,0131,85.0,98.0,07,11,140.776477,41.967483
38.43,10,0015,None,None,0,01,00,2,133,None,99100001310015,None,10131150,0131,85.0,98.0,07,11,140.773992,41.956371
15.94,10,0098,None,None,0,01,00,6,122,None,99100001300098,None,10130980,0130,85.0,None,07,11,140.766606,41.961649
54.22,10,0003,None,None,0,01,00,6,101,None,99100001300003,None,10130030,0130,85.0,None,07,11,140.765621,41.96031
127.78,10,0001,None,None,0,01,00,2,133,None,99100001300001,None,10130010,0130,85.0,98.0,07,11,140.767542,41.964771
54.22,10,0003,None,None,0,01,00,6,101,None,99100001300003,None,10130030,0130,85.0,None,07,11,140.763016,41.948846
54.22,10,0003,None,None,0,01,00,6,101,None,99100001300003,None,10130030,0130,85.0,None,07,11,140.767492,41.961839
57.85,10,0002,None,None,0,01,00,2,101,None,99100001300002,None,10130020,0130,85.0,98.0,07,11,140.749275,41.953321
127.78,10,0001,None,None,0,01,00,2,133,None,99100001300001,None,10130010,0130,85.0,98.0,07,11,140.765184,41.964111
15.94,10,0098,None,None,0,01,00,6,122,None,99100001300098,None,10130980,0130,85.0,None,07,11,140.76458,41.958265
127.78,10,0001,None,None,0,01,00,2,133,None,99100001300001,None,10130010,0130,85.0,98.0,07,11,140.76417,41.962282
1.11,10,0095,None,None,0,01,00,6,122,None,99100001300095,None,10130950,0130,85.0,None,07,11,140.762278,41.961813
1.11,10,0095,None,None,0,01,00,6,122,None,99100001300095,None,10130950,0130,85.0,None,07,11,140.764442,41.958714
127.78,10,0001,None,None,0,01,00,2,133,None,99100001300001,None,10130010,0130,85.0,98.0,07,11,140.759958,41.956351
127.78,10,0001,None,None,0,01,00,2,133,None,99100001300001,None,10130010,0130,85.0,98.0,07,11,140.764471,41.960405
39.81,10,0007,None,85.0,0,01,00,6,101,None,99100001280007,None,10128070,0128,26.0,None,07,11,140.753583,41.938701
21.65,10,0008,None,85.0,0,01,00,2,133,None,99100001280008,None,10128080,0128,26.0,98.0,07,11,140.759989,41.940722
7.56,10,0009,None,85.0,0,01,00,6,101,None,99100001280009,None,10128090,0128,26.0,None,07,11,140.763672,41.940079
108.91,10,0005,None,62.0,0,01,00,6,101,None,99100001290005,85.0,10129050,0129,26.0,None,07,11,140.767383,41.935029
19.86,10,0002,None,None,0,01,00,2,101,None,99100001280002,None,10128020,0128,85.0,98.0,07,11,140.747625,41.937787
4.24,10,0006,None,85.0,0,01,00,2,133,None,99100001280006,None,10128060,0128,26.0,98.0,07,11,140.750119,41.937521
37.71,10,0002,None,None,0,01,00,2,101,None,99100001270002,None,10127020,0127,None,98.0,07,11,140.749829,41.917404
48.38,10,0001,None,None,0,01,00,2,101,None,99100001270001,None,10127010,0127,None,98.0,07,11,140.754137,41.920671
