交差点番号,管理者名,交差点名,地先名,緯度,経度,整理番号,備考
6441331023,札幌市,,札幌市里塚二条二丁目６,42.99033439,141.4611626,,
6441331084,札幌市,,札幌市清田区里塚２条４丁目,42.98317677,141.4637375,,
6441331115,空知総合振興局 札幌建設管理部,,北広島市大曲,42.95026613,141.4651108,,
6441331157,札幌市,,札幌市里塚四条三丁目３,42.99259452,141.4669991,,
6441331187,札幌市,,札幌市里塚四条三丁目４,42.99246896,141.468544,,
6441331253,札幌市,,札幌市里塚緑ケ岡五丁目２,42.99485456,141.4726639,,
6441331265,北広島市,仁別,北広島市仁別,42.94159589,141.4730072,,
6441331359,北広島市,,北広島市大曲中央１丁目,42.97463677,141.4776421,,
6441331368,北広島市,,北広島市大曲中央１丁目,42.97476237,141.478157,,
6441331374,北広島市,,北広島市大曲工業団地６丁目１番７,42.95755321,141.4785004,,
6441331387,北広島市,,北広島市大曲工業団地６丁目３番地３,42.95705068,141.479187,,
6441331456,北広島市,,北広島市大曲７７６,42.99334788,141.4829636,,
6441331482,北広島市,,北広島市大曲工業団地３丁目６－２,42.95855826,141.4845085,,
6441331547,空知総合振興局 札幌建設管理部,大曲中央１,北広島市大曲中央,42.97438558,141.4788437,,
6441331587,札幌市,,札幌市真栄五条二丁目３,42.98455813,141.4383316,,
6441331592,札幌市,,札幌市清田区久美しが丘３条１０丁目,42.97476237,141.4649391,,
6441331596,札幌市,,札幌市清田区美しが丘３条７丁目,42.97664629,141.4615059,,
6441331621,札幌市,真栄,札幌市清田区真栄４条２丁目,42.98907873,141.4405632,,
6441331629,札幌市,,札幌市清田三条二丁目１２,43.0007554,141.4331818,,
6441331650,北海道開発局 札幌開発建設部,大曲団地４,北広島市大曲工業団地４,42.96144767,141.491375,,
6441331652,北海道開発局 札幌開発建設部,,北広島市柏葉台,42.96345762,141.4886284,,
6441331656,北海道開発局 札幌開発建設部,柏葉３,北広島市柏葉３,42.96559312,141.4857101,,
6441331729,札幌市,清田１－４・平岡２－１,札幌市清田区平岡２条１丁目,43.00113203,141.4433098,,
6441331738,札幌市,,札幌市清田区平岡２条６丁目,42.99159003,141.4536095,,
6441331754,北広島市,,北広島市大曲工業団地八丁目４,42.9605683,141.4716339,,
6441331757,北広島市,,北広島市大曲２７９,42.96345762,141.469574,,
6441331758,北広島市,,北広島市大曲工業団地八丁目２,42.96496504,141.4716339,,
6441331762,札幌市,清田区真栄,札幌市清田区真栄,42.97287839,141.4345551,,
6441331782,札幌市,平岡３－５,札幌市清田区平岡３条５丁目,42.99435234,141.4572144,,
6441331785,札幌市,,札幌市清田区平岡３条４丁目,42.99774228,141.4518929,,
6441331786,札幌市,,札幌市清田区平岡３条４丁目,42.99686342,141.4529228,,
6441331787,札幌市,,札幌市清田区平岡公園,43.00175974,141.4671707,,
6441331794,札幌市,,札幌市里塚緑ヶ丘一丁目１４,43.0016342,141.4728355,,
6441331800,札幌市,平岡公園東９・里塚緑ヶ丘２,札幌市清田区平岡公園東９丁目,43.00012768,141.4760971,,
6441331811,札幌市,,札幌市豊平区真栄１１６番地,42.98644176,141.4455414,,
6441331828,北海道開発局 札幌開発建設部,,札幌市豊平区真栄,42.99749118,141.4417648,,
6441331833,北海道開発局 札幌開発建設部,,札幌市豊平区真栄１条２丁目,42.99397567,141.4458847,,
6441331836,北海道開発局 札幌開発建設部,美しが丘,札幌市清田区美しが丘１条１丁目,42.98983213,141.4508629,,
6441331843,北海道開発局 札幌開発建設部,里塚,札幌市豊平区里塚,42.98041396,141.4659691,,
6441331852,北海道開発局 札幌開発建設部,,北広島市大曲中央,42.97325519,141.4752388,,
6441331854,北海道開発局 札幌開発建設部,大曲,北広島市大曲中央２丁目,42.97187358,141.4771271,,
6441331862,札幌市,,札幌市清田区有明,42.92739417,141.3936996,,
6441331867,札幌市,,札幌市清田区里塚緑ヶ丘１丁目,43.00179444,141.4680164,,
6441331870,札幌市,,札幌市清田区里塚,42.96885904,141.4613342,,
6441331871,札幌市,,札幌市清田区里塚,42.96546751,141.4609909,,
6441331872,札幌市,,札幌市清田区里塚,42.96496504,141.4639091,,
6441331873,札幌市,,札幌市清田区真栄,42.98104189,141.4383316,,
6441331891,北海道開発局 札幌開発建設部,柏葉２,北広島市柏葉２,42.9672261,141.4838219,,
6441331894,北海道開発局 札幌開発建設部,里塚,札幌市豊平区里塚,42.97853016,141.4683723,,
6441331905,札幌市,,札幌市清田区里塚緑ヶ丘１０丁目,42.98581389,141.4735222,,
6441331916,空知総合振興局 札幌建設管理部,,北広島市大曲４５６－８,42.98016279,141.4961815,,
6441331926,空知総合振興局 札幌建設管理部,,北広島市大曲幸町七丁目１,42.97124556,141.469574,,
6441331927,空知総合振興局 札幌建設管理部,,北広島市大曲,42.97375759,141.4668274,,
6441331933,空知総合振興局 札幌建設管理部,,北広島市大曲工業団地,42.95554307,141.4767838,,
6441331934,北広島市,,北広島市輪厚,42.94536571,141.4860535,,
6441331936,空知総合振興局 札幌建設管理部,,北広島市大曲工業団地７丁目３－２,42.96370886,141.4740372,,
6441331937,空知総合振興局 札幌建設管理部,,北広島市大曲工業団地八丁目１,42.96672365,141.4730072,,
6441331939,空知総合振興局 札幌建設管理部,,北広島市大曲工業団地八丁目１,42.96584435,141.4736938,,
6441331942,空知総合振興局 札幌建設管理部,,北広島市大曲工業団地７丁目,42.96823099,141.4719772,,
6441331946,北広島市,,北広島市大曲工業団地３丁目４－２,42.9610708,141.4853668,,
6441331949,空知総合振興局 札幌建設管理部,,北広島市大曲末広３丁目,42.97978603,141.4850235,,
6441331951,北広島市,,北広島市大曲緑ヶ丘７丁目９番１,42.98430698,141.4831352,,
6441331954,北広島市,,北広島市大曲７７６,42.99146447,141.4824486,,
6441331955,北広島市,,北広島市大曲７７２番１４,42.99498012,141.4817619,,
6441331957,北広島市,,北広島市大曲７７０番１８,42.99761673,141.4809036,,
6441331959,北広島市,,北広島市大曲光３丁目１番１,42.98267445,141.4834785,,
6441331962,北広島市,,北広島市大曲緑ヶ丘７丁目１８番４,42.98644176,141.4829636,,
6441331963,北広島市,,北広島市大曲緑ヶ丘７丁目９番６,42.98581389,141.4829636,,
6441331965,札幌市,,札幌市清田区里塚,42.99924886,141.4779854,,
6441331968,札幌市,,札幌市里塚緑ケ岡三丁目９,42.99824447,141.4728355,,
6441331970,札幌市,,札幌市清田区里塚緑ヶ丘１２丁目,42.99033439,141.4766121,,
6441331976,札幌市,,札幌市里塚緑ヶ丘五丁目１３,42.99824447,141.4757538,,
6441331992,空知総合振興局 札幌建設管理部,,北広島市大曲工業団地八丁目４,42.95893514,141.4736938,,
6441331995,北広島市,,北広島市大曲工業団地２丁目１－２,42.96471381,141.4850235,,
6441331996,北広島市,,北広島市大曲工業団地２丁目３－１８,42.96195017,141.4865685,,
6441332055,札幌市,,札幌市里塚緑ケ岡九丁目１,42.99435234,141.4723206,,
6441332062,空知総合振興局 札幌建設管理部,,北広島市大曲幸町,42.97011511,141.4745522,,
6441332069,北広島市,,北広島市大曲幸町一丁目３,42.97225038,141.4716339,,
6441332106,札幌市,,札幌市清田区里塚２条４丁目,42.98405583,141.4649391,,
6441332110,空知総合振興局 札幌建設管理部,,北広島市大曲２７９,42.96320638,141.4683723,,
6441332193,札幌市,,札幌市清田九条一丁目５,42.9866929,141.4211655,,
6441332377,札幌市,,札幌市里塚緑ケ岡九丁目１６,42.99284564,141.4697456,,
6441332378,札幌市,,札幌市里塚緑ヶ丘三丁目１９,42.99648677,141.4688873,,
6441332379,札幌市,,札幌市里塚緑ヶ丘三丁目１９,42.99636121,141.4683723,,
6441332380,札幌市,,札幌市里塚四条三丁目５,42.99259452,141.4688873,,
6441332381,札幌市,,札幌市里塚三条五丁目２４,42.98907873,141.4704323,,
6441332382,札幌市,,札幌市清田区里塚３条６丁目,42.98355351,141.4721489,,
6441332383,札幌市,,札幌市里塚三条五丁目２４,42.98895316,141.4697456,,
6441332384,札幌市,,札幌市清田区里塚緑ヶ丘１０丁目,42.98430698,141.4726639,,
6441332387,北広島市,輪厚工業団地,北広島市輪厚,42.94586833,141.4930916,,
6441332388,北広島市,,北広島市輪厚工業団地一丁目２,42.94900965,141.4920616,,
6441332389,北広島市,,北広島市輪厚１４０,42.948884,141.4839935,,
6441332390,北広島市,,北広島市輪厚工業団地１丁目２番地５,42.94976354,141.4937782,,
6441332391,北広島市,,北広島市輪厚工業団地１丁目１番地,42.94737618,141.4927483,,
6441332393,北広島市,,北広島市輪厚工業団地１丁目４番地１,42.95064307,141.4954948,,
6441332394,北広島市,,北広島市輪厚工業団地１丁目３番地１,42.95127129,141.4901733,,
6441332397,空知総合振興局 札幌建設管理部,,北広島市大曲,42.95252773,141.4886284,,
6441332399,空知総合振興局 札幌建設管理部,,北広島市大曲工業団地,42.95177387,141.4821053,,
6441332401,北海道開発局 札幌開発建設部,,北広島市輪厚元町,42.95617124,141.4958382,,
6441332438,札幌市,,札幌市里塚緑ケ岡九丁目１１,42.99322232,141.4706039,,
6441332492,札幌市,,札幌市真栄四条一丁目１３,42.98480929,141.4369583,,
6441332532,札幌市,,札幌市里塚緑ケ岡三丁目１３,42.99636121,141.4728355,,
6441332541,札幌市,,札幌市里塚緑ケ丘一丁目２０,42.99987659,141.4728355,,
6441332542,札幌市,,札幌市里塚緑ケ岡二丁目７,42.99824447,141.4740372,,
644133F001,札幌市,,札幌市清田区里塚緑ヶ丘７丁目,42.99058552,141.4769554,,
644133F002,北海道開発局 札幌開発建設部,,北広島市大曲,42.95855826,141.4948082,,
644133F003,北広島市,,北広島市大曲中央１丁目,42.97488797,141.4783287,,
644133F004,NEXCO東日本 北広島管理事務所0,,北広島市大曲,42.97413438,141.4743805,,
6441340039,北広島市,,北広島市富ヶ岡,42.95604561,141.5411568,,
6441340057,北広島市,,北広島市共栄５４番１４,42.99523123,141.5514565,,
6441340058,北広島市,,北広島市共栄１５１－５,42.99749118,141.5517998,,
6441340061,北広島市,,北広島市共栄５４－１５,42.99498012,141.5540314,,
6441340064,北広島市,,北広島市共栄５４－２,42.99711452,141.5555763,,
6441340081,空知総合振興局 札幌建設管理部,,北広島市新富町３丁目,42.96961269,141.5694809,,
6441340086,恵庭市,島松寿町１,恵庭市島松寿町,42.91934926,141.5696526,,
6441340096,空知総合振興局 札幌建設管理部,,恵庭市島松,42.92173771,141.5737724,,
6441340112,北広島市,,北広島市南の里９７１,42.94988919,141.578064,,
6441340113,空知総合振興局 札幌建設管理部,島松本町１,恵庭市島松,42.92035494,141.578064,,
6441340114,恵庭市,,恵庭市下島松,42.93292443,141.5787506,,
6441340118,北広島市,,北広島市東の里９８３,42.9923434,141.5808105,,
6441340119,北広島市,,北広島市中の沢７３５,42.97940927,141.5811539,,
6441340123,北広島市,,北広島市東の里９８３,42.99334788,141.5830421,,
6441340126,恵庭市,,恵庭市下島松６５９,42.93066211,141.5849304,,
6441340130,北広島市,,北広島市富ヶ岡１１１１,42.97865574,141.5875053,,
6441340132,北海道開発局 札幌開発建設部,西１２南７,長沼町西長沼,42.99698897,141.5890503,,
6441340133,空知総合振興局 札幌建設管理部,,長沼町字馬追原野,42.99711452,141.5911102,,
6441340135,恵庭市,,恵庭市中島松２２８,42.92789694,141.5926552,,
6441340137,恵庭市,,恵庭市下島松,42.94423479,141.5940285,,
6441340139,恵庭市,,恵庭市北島,42.97702307,141.5967751,,
6441340143,恵庭市,,恵庭市北島１００,42.97137116,141.6123962,,
6441340171,北広島市,,北広島市島松２５６,42.93581505,141.5059662,,
6441340466,北広島市,,北広島市北の里３－２,43.00213636,141.5572929,,
6441340523,北広島市,,北広島市富ヶ岡,42.96358324,141.5593529,,
6441340599,北広島市,,北広島市共栄町一丁目７,42.99159003,141.5615845,,
6441340610,北広島市,,北広島市共栄町一丁目７,42.99171559,141.5617561,,
6441340629,北広島市,,北広島市南の里２６２,42.9521508,141.5626144,,
6441340663,北広島市,,北広島市青葉町,42.96747733,141.5646744,,
6441340718,北広島市,,北広島市新富町西,42.9683566,141.5672493,,
6441340740,北広島市,,北広島市新富町西,42.96860782,141.5679359,,
6441340763,北広島市,新富町,北広島市新富町,42.96898465,141.5686226,,
6441340848,空知総合振興局 札幌建設管理部,,北広島市南の里５２６,42.95504052,141.5727425,,
6441340901,北広島市,,北広島市南の里７４５,42.96169892,141.5801239,,
6441340936,恵庭市,,恵庭市中島松２７４,42.92613722,141.59729,,
6441340944,恵庭市,,恵庭市北島,42.98041396,141.618576,,
6441340977,恵庭市,,恵庭市穂栄,42.94486308,141.5945435,,
6441340998,北海道開発局 札幌開発建設部,,北広島市島松２８５,42.9400879,141.5063095,,
6441341006,北海道開発局 札幌開発建設部,,北広島市輪厚元町一丁目１,42.94787879,141.4994431,,
6441341036,空知総合振興局 札幌建設管理部,,北広島市中の沢,42.98405583,141.5588379,,
6441341073,北海道開発局 札幌開発建設部,共栄３５,北広島市共栄,42.99849557,141.5564346,,
6441341076,北海道開発局 札幌開発建設部,共栄１５２,北広島市共栄,42.99912331,141.5519714,,
6441341077,北海道開発局 札幌開発建設部,,北広島市西の里,42.99924886,141.5464783,,
6441341104,北海道開発局 札幌開発建設部,共栄,北広島市共栄,42.99749118,141.5619278,,
6441341117,空知総合振興局 札幌建設管理部,,北広島市中の沢,42.9791581,141.5480232,,
6441341118,空知総合振興局 札幌建設管理部,,北広島市中の沢,42.9791581,141.5480232,,
6441341154,空知総合振興局 札幌建設管理部,中央６丁目・中央５丁目,北広島市中央６丁目,42.98028838,141.5655327,,
6441341155,空知総合振興局 札幌建設管理部,,北広島市大曲,42.9866929,141.5645027,,
6441341158,空知総合振興局 札幌建設管理部,,北広島市共栄町一丁目１３,42.99184115,141.5633011,,
6441341193,空知総合振興局 札幌建設管理部,,恵庭市下島松,42.93543802,141.5706825,,
6441341201,空知総合振興局 札幌建設管理部,島松寿町１丁目,恵庭市島松寿町１丁目,42.9214863,141.5711975,,
6441341206,北広島市,,北広島市富ヶ岡,42.95554307,141.5473366,,
6441341226,恵庭市,,恵庭市北島,42.96232703,141.6063881,,
6441341232,恵庭市,,恵庭市中島松３０９,42.92387465,141.6034698,,
6441341233,恵庭市,,恵庭市林田２０１,42.93744882,141.6127396,,
6441341239,北広島市,,北広島市共栄５４－２７,42.99560789,141.5473366,,
6441341256,北広島市,,北広島市輪厚中央二丁目２,42.94951224,141.5042496,,
6441341258,恵庭市,,恵庭市中島松２２８,42.92839971,141.5911102,,
6441341339,空知総合振興局 札幌建設管理部,,北広島市上中の里,42.98053955,141.521759,,
6441341352,北海道開発局 札幌開発建設部,,北広島市輪厚元町,42.95127129,141.4970398,,
644134F001,北広島市,中の沢,北広島市中の沢,42.98430698,141.5586662,,
644134F002,北広島市,中の沢,北広島市中の沢,42.97853016,141.5483665,,
644134F003,北広島市,中の沢,北広島市中の沢,42.97853016,141.5483665,,
644134F004,北広島市,上中の沢,北広島市上中の沢,42.97991162,141.521759,,
6441350008,恵庭市,,恵庭市北島１１５,42.96697488,141.6247559,,
6441350023,空知総合振興局 札幌建設管理部,,長沼町東２線南,42.9426012,141.6542816,,
6441350028,空知総合振興局 札幌建設管理部,,長沼町東５線南,42.93832853,141.6671562,,
6441350031,北海道開発局 札幌開発建設部,東３南７,長沼町南長沼,42.96710049,141.6711044,,
6441350032,空知総合振興局 札幌建設管理部,,長沼町東６線南,42.93066211,141.6772842,,
6441350057,北海道開発局 札幌開発建設部,幌内,長沼町幌内,42.94059057,141.7220879,,
6441350119,空知総合振興局 札幌建設管理部,,長沼町東４線南,42.93895688,141.6650963,,
6441350164,北海道開発局 札幌開発建設部,,長沼町幌内,42.948884,141.7148781,,
6441350165,北海道開発局 札幌開発建設部,字馬追原野（南長沼ＩＣ　ランプ）,長沼町字馬追原野,42.95076871,141.7153931,,
6441360036,北海道開発局 札幌開発建設部,三川,由仁町三川,42.94549137,141.803627,,
6441360050,北海道開発局 札幌開発建設部,,由仁町中三川,42.95026613,141.846714,,
6441360076,北海道開発局 札幌開発建設部,,由仁町中三川,42.94800444,141.8233681,,
6441360083,北海道開発局 札幌開発建設部,三川,由仁町三川,42.95026613,141.802597,,
6441410009,札幌市,,札幌市西区平和,43.05468049,141.2376595,,
644141F001,札幌市,,札幌市西区平和４２３番地,43.05421371,141.2246132,,
6441420046,札幌市,,札幌市西区平和２条８丁目,43.05822748,141.2508774,,
6441420106,札幌市,,札幌市平和一条五丁目５,43.05960715,141.2546539,,
6441420109,札幌市,,札幌市平和一条五丁目３,43.05872918,141.2548256,,
6441420110,札幌市,,札幌市平和一条六丁目７,43.05898003,141.2548256,,
6441420111,札幌市,,札幌市平和一条五丁目３,43.05847833,141.2548256,,
6441420118,札幌市,,札幌市西区福井,43.04279812,141.2556839,,
6441420174,札幌市,,札幌市西野十条七丁目１４,43.06412222,141.2592888,,
6441420187,札幌市,,札幌市西野九条七丁目３,43.06374598,141.2598038,,
6441420193,札幌市,,札幌市西野九条六丁目７,43.06349515,141.2601471,,
6441420214,札幌市,,札幌市西野九条五丁目９,43.06286807,141.2611771,,
6441420224,札幌市,,札幌市西野十条六丁目２,43.06261724,141.261692,,
6441420279,札幌市,,札幌市西野九条五丁目６,43.06186473,141.2639236,,
6441420307,札幌市,,札幌市西区西野６条９丁目,43.07478149,141.264782,,
6441420397,札幌市,,札幌市西区西野４条８丁目,43.07754006,141.2677002,,
6441420501,札幌市,西野３－１０・西野２－９,札幌市西区西野３条９丁目,43.08230457,141.2701035,,
6441420575,札幌市,,札幌市西区福井１丁目,43.06023426,141.2719917,,
6441420590,札幌市,,札幌市宮の沢二条一丁目１０,43.08531354,141.2726784,,
6441420621,札幌市,,札幌市西区西野６条２丁目,43.0672575,141.2735367,,
6441420624,札幌市,,札幌市西野一条九丁目１０,43.08481206,141.2737083,,
6441420652,札幌市,,札幌市西野一条九丁目８,43.08418519,141.2745667,,
6441420684,札幌市,,札幌市西区西野６条２丁目,43.06826075,141.2755966,,
6441420711,札幌市,,札幌市西野一条八丁目１,43.08305683,141.2766266,,
6441420725,札幌市,,札幌市西野一条七丁目７,43.0826807,141.2771416,,
6441420742,札幌市,,札幌市西野一条七丁目１,43.08217919,141.2779999,,
6441420762,札幌市,,札幌市西町南十五丁目４,43.08180306,141.2786865,,
6441420799,札幌市,,札幌市西野一条六丁目１,43.08054927,141.2805748,,
6441420800,札幌市,西野４条２・西野４－２,札幌市西区西野３条３丁目,43.07277519,141.2807465,,
6441420809,札幌市,,札幌市西町南十二丁目３,43.08092541,141.2810898,,
6441420812,札幌市,,札幌市西町南十二丁目３,43.08130155,141.2814331,,
6441420814,札幌市,,札幌市西町南十二丁目５,43.08004774,141.2814331,,
6441420820,札幌市,,札幌市西町南十三丁目１,43.08167768,141.2819481,,
6441420831,札幌市,西野２条３・西野３条２,札幌市西区西野３条３丁目,43.07478149,141.2828064,,
6441420832,札幌市,,札幌市西町北十四丁目１,43.08255532,141.2828064,,
6441420861,札幌市,,札幌市発寒四条七丁目３,43.08556428,141.2846947,,
6441420903,札幌市,西町北８・西町南７,札幌市西区西町南７丁目,43.0796716,141.2877846,,
6441420990,札幌市,,札幌市宮の森四条十二丁目１０,43.05484088,141.2917328,,
6441421014,札幌市,,札幌市宮の森二条十六丁目４,43.04693809,141.2925911,,
6441421025,札幌市,,札幌市宮の森二条十六丁目３,43.04731443,141.2927628,,
6441421062,札幌市,山の手３－６,札幌市西区山の手３条７丁目,43.06813534,141.2943077,,
6441421063,札幌市,,札幌市宮の森四条十三丁目４,43.05459001,141.2944794,,
6441421115,札幌市,,札幌市宮の森四条十二丁目１,43.05546804,141.2965393,,
6441421130,札幌市,,札幌市宮の森二条十五丁目１,43.05057601,141.2975693,,
6441421158,札幌市,,札幌市宮の森三条十二丁目３,43.0557189,141.2980843,,
6441421198,札幌市,琴似２－７,札幌市西区琴似１条５丁目,43.07290058,141.2996292,,
6441421243,札幌市,,札幌市西区発寒３条１丁目,43.08305683,141.3011742,,
6441421262,札幌市,,札幌市宮の森一条十四丁目１,43.05157953,141.3018608,,
6441421273,札幌市,,札幌市琴似二条五丁目４,43.07678774,141.3022041,,
6441421288,札幌市,,札幌市宮の森一条十四丁目１,43.05157953,141.3025475,,
6441421301,札幌市,,札幌市西区八軒１条西４丁目,43.08456131,141.3027191,,
6441421311,札幌市,,札幌市南区北ノ沢,43.01345431,141.3030018,,
6441421313,札幌市,,札幌市琴似二条五丁目１,43.07616079,141.3032341,,
6441421346,札幌市,,札幌市琴似一条五丁目１,43.07553384,141.3040924,,
6441421379,札幌市,,札幌市二十四軒四条四丁目１２,43.07503228,141.3051224,,
6441421386,札幌市,宮の森１－１１,札幌市中央区宮の森１条１０丁目,43.0560952,141.3054657,,
6441421425,札幌市,琴似２－２・琴似１－１,札幌市西区琴似２条２丁目,43.07954622,141.306839,,
6441421484,札幌市,八軒１－西１,札幌市西区八軒１条西１丁目,43.08105079,141.3085556,,
6441421672,札幌市,二十四軒１－７,札幌市中央区北６条西２７丁目,43.06512553,141.3140488,,
6441421677,札幌市,北５西２８・北５西２７,札幌市中央区北４条西２７丁目,43.06186473,141.3143921,,
6441421702,札幌市,北１西２８・北１西２７,札幌市中央区北１条西２７丁目,43.05772577,141.3152504,,
6441421745,札幌市,二十四軒１－２・二十四軒２－１,札幌市西区二十四軒２条１丁目,43.07390374,141.3166237,,
6441421819,札幌市,,札幌市中央区北４条西２５丁目,43.06249182,141.3186836,,
6441421849,札幌市,北１西２５,札幌市中央区北１条西２５丁目,43.0583529,141.3197136,,
6441421925,札幌市,,札幌市北九条西二十一丁目１,43.06750831,141.3216019,,
6441421931,札幌市,,札幌市北八条西二十二丁目２,43.06700668,141.3217735,,
6441421948,札幌市,北１１西２１,札幌市中央区北１１条西２１丁目,43.0700164,141.3222885,,
6441421973,札幌市,,札幌市北八条西二十一丁目２,43.06775912,141.3228035,,
6441421978,札幌市,北１３西２０・北１３西１９,札幌市中央区北１４条西１９丁目,43.07365295,141.3229752,,
6441422016,札幌市,北１１西１９,札幌市中央区北１１条西２０丁目,43.07026721,141.3238335,,
6441422029,札幌市,,札幌市中央区北１６条西１６丁目,43.07503228,141.3240051,,
6441422035,札幌市,北１０西１９・北９西２０,札幌市中央区北１０条西１９丁目,43.06901318,141.3241768,,
6441422050,札幌市,,札幌市北八条西十九丁目３５,43.06788453,141.3243484,,
6441422054,札幌市,,札幌市旭ケ丘四丁目４,43.03752867,141.3245201,,
6441422096,札幌市,,札幌市伏見二丁目２,43.03727774,141.3253784,,
6441422111,札幌市,北４西２０,札幌市中央区北５条西２０丁目,43.06336974,141.3255501,,
6441422128,札幌市,,札幌市北九条西十八丁目３５,43.06813534,141.3258934,,
6441422162,札幌市,,札幌市中央区北１条西２０丁目,43.05860376,141.3267517,,
6441422196,札幌市,,札幌市北九条西十七丁目２,43.06838615,141.3274384,,
6441422207,札幌市,,札幌市中央区南３条西２０丁目,43.05396284,141.3277817,,
6441422219,札幌市,,札幌市伏見一丁目４,43.03627398,141.3282967,,
6441422228,札幌市,,札幌市中央区北１１条西１７丁目,43.07139581,141.3282967,,
6441422231,札幌市,,札幌市中央区北１１条西１７丁目,43.07089421,141.3284683,,
6441422234,札幌市,,札幌市中央区南９条西２０丁目,43.04756533,141.32864,,
6441422238,札幌市,,札幌市中央区北１０条西１６丁目,43.0697656,141.3288116,,
6441422250,札幌市,,札幌市北九条西十七丁目１,43.06851156,141.3289833,,
6441422265,札幌市,北１０西１６,札幌市中央区北１１条１６丁目,43.07089421,141.3293266,,
6441422301,札幌市,,札幌市中央区北１０条西１５丁目,43.07051801,141.3305283,,
6441422302,札幌市,,札幌市伏見四丁目１,43.0352702,141.3300133,,
6441422306,札幌市,北４西１７・北５西１６,札幌市中央区北５条西１７丁目,43.06399681,141.3301849,,
6441422311,札幌市,,札幌市中央区北１０条西１５丁目,43.069891,141.3303566,,
6441422321,札幌市,,札幌市北八条西十五丁目２８,43.06876237,141.3305283,,
6441422334,札幌市,,札幌市中央区北９条西１５丁目,43.069891,141.3319016,,
6441422340,札幌市,,札幌市中央区南３条西１７丁目,43.05408828,141.3312149,,
6441422348,札幌市,北１西１６,札幌市中央区北１条西１６丁目,43.05923088,141.3313866,,
6441422360,札幌市,北５西１５,札幌市中央区北５条西１６丁目,43.06424764,141.3317299,,
6441422369,札幌市,,札幌市中央区南９条西１７丁目,43.04769078,141.3320732,,
6441422389,札幌市,,札幌市南十九条西十六丁目５,43.03351355,141.3327599,,
6441422392,札幌市,,札幌市中央区北１１条西１３丁目,43.07101961,141.3331032,,
6441422399,札幌市,,札幌市中央区南１４条西１７丁目,43.04003799,141.3331032,,
6441422404,札幌市,,札幌市中央区北５条西１５丁目,43.06437305,141.3332748,,
6441422405,札幌市,,札幌市南十九条西十六丁目５,43.03338807,141.3334465,,
6441422435,札幌市,北１西１５,札幌市中央区北１条西１４丁目,43.05973257,141.3344765,,
6441422441,札幌市,,札幌市中央区南３条西１５丁目,43.05433915,141.3346481,,
6441422442,札幌市,南１９西１６・南１９西１５,札幌市南十九条西十六丁目８,43.03338807,141.3346481,,
6441422447,札幌市,,札幌市大通西十四丁目８,43.05860376,141.3348198,,
6441422462,札幌市,,札幌市南一条西十四丁目２９１,43.05659692,141.3353348,,
6441422466,札幌市,南８西１５,札幌市中央区南９条西１４丁目,43.04794167,141.3355064,,
6441422475,札幌市,,札幌市南一条西十四丁目１,43.05672235,141.3358498,,
6441422485,札幌市,,札幌市北一条西十四丁目７,43.05998342,141.3360214,,
6441422493,札幌市,,札幌市大通西十四丁目３,43.05872918,141.3363647,,
6441422496,札幌市,,札幌市大通西十四丁目１,43.05810205,141.3365364,,
6441422501,札幌市,,札幌市南一条西十三丁目４,43.05747492,141.3367081,,
6441422506,札幌市,,札幌市南一条西十四丁目２９１,43.05684778,141.3368797,,
6441422513,札幌市,南１９西１５,札幌市中央区南１９条西１５丁目,43.03363903,141.3372231,,
6441422522,札幌市,,札幌市北二条西十二丁目２,43.06123763,141.3373947,,
6441422534,札幌市,南２１西１５・南２２西１４,札幌市中央区南２２条西１５丁目,43.03037655,141.337738,,
6441422542,札幌市,,札幌市大通西十三丁目５,43.05898003,141.3379097,,
6441422546,札幌市,,札幌市大通西十二丁目４,43.05822748,141.3380814,,
6441422547,札幌市,,札幌市南一条西十三丁目３１７,43.0569732,141.3380814,,
6441422557,札幌市,,札幌市南一条西十三丁目３１７,43.05709863,141.3384247,,
6441422568,札幌市,,札幌市南六条西十二丁目１３０２,43.05157953,141.338768,,
6441422574,札幌市,,札幌市北二条西十二丁目２,43.06148847,141.3389397,,
6441422597,札幌市,,札幌市大通西十二丁目４,43.05923088,141.3394547,,
6441422603,札幌市,,札幌市大通西十一丁目４,43.05847833,141.3396263,,
6441422613,札幌市,,札幌市南一条西十一丁目１,43.05734949,141.3399696,,
6441422624,札幌市,,札幌市中央区南３条西１２丁目,43.05496631,141.3404846,,
6441422627,札幌市,,札幌市南六条西十二丁目１３０１,43.05170497,141.3406563,,
6441422679,札幌市,,札幌市北一条西十丁目１,43.06186473,141.3420296,,
6441422685,北海道開発局 札幌開発建設部,,札幌市北一条西十丁目１,43.06073595,141.3423729,,
6441422704,札幌市,,札幌市大通西九丁目１,43.05885461,141.3427162,,
6441422709,札幌市,,札幌市中央区南１条西１０丁目,43.0583529,141.3428879,,
6441422757,札幌市,,札幌市中央区南１０条西１０丁目,43.04656174,141.3442612,,
6441422758,札幌市,,札幌市大通西八丁目１,43.05910546,141.3444328,,
6441422783,札幌市,北８西７,札幌市北区北８条西７丁目,43.06951479,141.3449478,,
6441422791,札幌市,,札幌市北区北１８条西５丁目,43.08142692,141.3451195,,
6441422805,北海道開発局 札幌開発建設部,,札幌市北一条西七丁目４,43.06123763,141.3454628,,
6441422812,札幌市,,札幌市北一条西七丁目４,43.06061053,141.3456345,,
