交差点番号,管理者名,交差点名,地先名,緯度,経度,整理番号,備考
6643240018,1040810037,,湧別町北浜村三区,44.19712078,143.600131,,
6643240021,1040810037,,湧別町錦町,44.21089023,143.6086668,,
6643240022,201058,,湧別町栄町,44.22002265,143.6143031,,
6643240023,201058,,湧別町緑町,44.22465552,143.6171484,,
6643240025,201058,,湧別町港町,44.23023829,143.6205269,,
6643240046,201058,,湧別町字旭,44.20326519,143.5809323,,
6643240047,201559,,湧別町字川防風林,44.20785223,143.5836984,,
6643240051,1040810037,,湧別町錦町,44.21703881,143.5894681,,
6643240054,201559,,湧別町川西,44.22617122,143.595117,,
6643240056,1040810037,,湧別町字錦,44.20627403,143.6058423,,
6643240057,201559,,湧別町緑町,44.22669671,143.6106905,,
6643240060,201058,,湧別町曙町,44.22669698,143.6183981,,
6643240061,201058,,湧別町栄町,44.21798979,143.6207277,,
6643240071,201559,,湧別町緑町２６８,44.22590133,143.6209021,,
6643240090,201058,,湧別町栄町,44.21919784,143.6168404,,
6643240095,201559,,湧別町川西,44.22162168,143.59228,,
6643240096,201559,,湧別町緑町,44.2307291,143.5978539,,
6643240099,1040810037,,紋別市沼の上,44.24028761,143.5175273,,
6643240100,201219,,紋別市沼の上,44.24028761,143.5175273,,
6643240102,201219,,紋別市沼の上,44.23921346,143.5164709,,
6643240103,201219,,紋別市沼の上,44.23637128,143.5134779,,
6643240111,201219,,紋別市沼の上,44.21861036,143.4965307,,
6643250021,201058,,湧別町栄町,44.21589027,143.6272022,,
6643250025,201058,,湧別町東,44.21382825,143.6336018,,
6643250031,201058,,湧別町東,44.20978335,143.6462759,,
6643250032,1040810037,,湧別町芭露,44.17847506,143.657302,,
6643250033,201058,,湧別町東,44.20568847,143.6590208,,
6643250035,201058,,湧別町東,44.20161441,143.6717866,,
6643250036,201559,,湧別町東,44.19993985,143.6784111,,
6643250037,201559,東８線２４０号,湧別町字東１０６４番地２地先,44.18889473,143.6602135,,
6643250038,201559,,湧別町東１１２４,44.18889473,143.6602135,,
6643250041,201559,,湧別町曙町,44.22053147,143.6300641,,
6643250042,201559,,湧別町港町,44.22612257,143.6331343,,
6643250045,201559,,湧別町曙町１４２－３,44.22852193,143.6232892,,
6643250060,201058,,湧別町東,44.20030222,143.6758905,,
6643250061,201058,,湧別町東,44.20030222,143.6758905,,
6643250062,201559,,湧別町東,44.19985314,143.6773767,,
6643260002,201058,,湧別町字登栄床,44.18636533,143.7635417,,
6643320004,1040810037,,紋別市上渚滑町,44.26415125,143.2759604,,
6643320007,1040810037,,紋別市中諸滑,44.30475938,143.2930978,,
6643320012,201058,,紋別市元紋別,44.32877162,143.3696807,,
6643320018,1040810037,,紋別市新生,44.33038318,143.3484576,,
6643320023,201058,,紋別市新生２５５,44.32375844,143.3326928,,
6643320024,201058,,紋別市新生１００,44.3252376,143.3376798,,
6643320025,201219,,紋別市新生１００,44.32697915,143.3404461,,
6643320026,201058,,紋別市新生９９,44.32697915,143.3404461,,
6643320027,201058,,紋別市大山町二丁目６,44.33352456,143.3511613,,
6643320037,201219,,紋別市大山町二丁目４,44.33531593,143.3491239,,
6643320050,201058,,紋別市南ケ丘町７丁目,44.33282918,143.361877,,
6643320071,201058,,紋別市新生,44.32265438,143.331793,,
6643320072,201058,,紋別市新生,44.32393759,143.3329053,,
6643320074,201219,,紋別市新生９６,44.32662912,143.3385379,,
6643320076,1040810037,,紋別市大山町３丁目,44.3306872,143.3452704,,
6643320078,1040810037,,紋別市元紋別５９番地４,44.32769669,143.3680768,,
6643320079,1040810037,,紋別市新生,44.32967953,143.3609107,,
6643320089,201219,,紋別市南が丘町七丁目４８,44.33446669,143.3677805,,
6643320092,201219,,紋別市新生,44.32660876,143.3520117,,
6643320111,201058,,紋別市新生,44.32896243,143.3457663,,
664332F001,201219,,紋別市新生,44.32332928,143.3313055,,
6643330005,1040810037,,紋別市元紋別,44.32598035,143.3712891,,
6643330012,1040810037,,紋別市小向,44.2781265,143.4511433,,
6643330016,201058,,紋別市元紋別１３１,44.32186438,143.3767806,,
6643330022,201058,,紋別市元紋別,44.31454008,143.3712899,,
6643330023,201058,,紋別市元紋別,44.3303507,143.3727304,,
6643330042,201058,,紋別市元紋別,44.32122298,143.3821884,,
6643330049,201058,,紋別市元紋別９１,44.32265597,143.3773846,,
6643330050,1040810037,,紋別市小向,44.32265597,143.3773846,,
6643330051,1040810037,新紋別空港前,紋別市小向,44.30781306,143.4089285,,
6643330061,201058,,紋別市小向４７２番２,44.30781306,143.4089285,,
6643330071,201219,,紋別市小向,44.26980226,143.4437654,,
6643330078,201219,,紋別市海洋公園,44.33244205,143.3710595,,
6643340005,201219,,紋別市沼の上,44.25800675,143.530904,,
6643400003,1040810037,,西興部村中興部,44.39568432,143.0128467,,
6643420010,201219,,紋別市渚滑町川向１１番地,44.37147215,143.2959888,,
6643420012,1040810037,,紋別市渚滑町９丁目,44.36879758,143.2990595,,
6643420013,1040810037,渚滑町５丁目・渚滑町７丁目,紋別市渚滑町,44.37532215,143.3094998,,
6643420014,201058,渚滑町４丁目・渚滑町７丁目,紋別市渚滑町５丁目,44.37280589,143.3124205,,
6643420015,201058,,紋別市渚滑町６丁目,44.37168525,143.3140788,,
6643420017,201058,,紋別市渚滑町３丁目,44.37456859,143.324411,,
6643420018,201058,,紋別市渚滑町３丁目,44.37456859,143.324411,,
6643420019,201219,,紋別市花園町,44.35286334,143.3363738,,
6643420021,201219,,紋別市落石町３丁目８番地,44.36360801,143.3406769,,
6643420022,201219,,紋別市緑町５丁目１２番地,44.34781829,143.3412904,,
6643420027,201219,,紋別市緑町４丁目２６番地,44.34269825,143.3460195,,
6643420029,201219,,紋別市緑町４丁目９番地１,44.34765599,143.3463233,,
6643420030,201219,,紋別市落石町３丁目１番２,44.36064608,143.346639,,
6643420031,201219,,紋別市大山町一丁目７,44.3376531,143.347703,,
6643420034,201219,,紋別市花園町２丁目２８番地,44.35065568,143.3480021,,
6643420035,201058,,紋別市北浜町１丁目,44.36808689,143.3483384,,
6643420041,201058,,紋別市南が丘町４丁目,44.33774907,143.3520026,,
6643420043,201058,南が丘町３丁目・南が丘町４丁目,紋別市南ケ丘町,44.33965718,143.3523816,,
6643420046,201058,北浜１丁目・真砂町５丁目,紋別市真砂町５丁目,44.3640542,143.3524924,,
6643420047,201058,南が丘町２丁目・南が丘町３丁目,紋別市南ケ丘町３丁目,44.34243601,143.3525939,,
6643420050,201219,,紋別市幸町六丁目４,44.34931435,143.3528642,,
6643420051,201219,,紋別市幸町八丁目３,44.34745624,143.352806,,
6643420052,201058,,紋別市幸町五丁目１,44.35258479,143.353089,,
6643420053,201219,,紋別市幸町２丁目２６番地,44.3572384,143.353522,,
6643420055,201058,,紋別市南ケ丘町７丁目,44.33769496,143.3536233,,
6643420057,201058,本町４丁目・本町５丁目,紋別市本町四丁目１,44.35234737,143.354593,,
6643420058,201058,,紋別市本町６丁目,44.34933524,143.3545349,,
6643420059,201058,本町７丁目・本町８丁目,紋別市本町７丁目,44.34735216,143.354935,,
6643420061,201219,,紋別市幸町２丁目１５番地,44.35652188,143.3552385,,
6643420064,201058,,紋別市港町４丁目,44.35214744,143.3559721,,
6643420065,201058,,紋別市港町６丁目１１番地９,44.34949361,143.3561472,,
6643420066,201058,,紋別市港町４丁目,44.35335148,143.3563595,,
6643420067,201058,,紋別市幸町１丁目,44.35796758,143.3565425,,
6643420068,201058,,紋別市港町７丁目,44.34838126,143.3565348,,
6643420069,201058,,紋別市港町７丁目５２番地７,44.34838126,143.3565348,,
6643420070,201058,本町１丁目・本町２丁目,紋別市本町２丁目,44.35608865,143.3565384,,
6643420071,201219,,紋別市南が丘町５丁目１８番地,44.34231117,143.3564894,,
6643420073,201058,,紋別市港町８丁目,44.34671896,143.3566349,,
6643420074,201058,弁天町３丁目,紋別市本町１丁目,44.357501,143.3573841,,
6643420075,201219,,紋別市港町６丁目５番地６,44.34975196,143.3575721,,
6643420076,201058,,紋別市港町２丁目４番地,44.35489717,143.3577801,,
6643420077,201219,,紋別市港町７丁目,44.34859378,143.357843,,
6643420078,201058,,紋別市南が丘町２丁目,44.34321527,143.3579683,,
6643420081,201219,,紋別市港町８丁目,44.34703565,143.3582306,,
6643420083,201219,,紋別市新港町２丁目,44.34354862,143.3594473,,
6643420084,201219,,紋別市新港町２丁目,44.34239878,143.3601682,,
6643420086,201219,,紋別市新港町２丁目,44.34554008,143.3604888,,
6643420089,201219,,紋別市新港町２丁目,44.34425277,143.361393,,
6643420090,201058,,紋別市南が丘町７丁目９７番地,44.33780356,143.3615642,,
6643420091,201219,,紋別市新港町２丁目,44.34313626,143.3622013,,
6643420092,201219,,紋別市新港町２丁目,44.34503608,143.3635344,,
6643420095,1040810037,渚滑交差点,紋別市紋別市渚滑町３丁目,44.37653482,143.318728,,
6643420097,1040810037,,紋別市渚滑町２丁目,44.37081078,143.3261569,,
6643420098,1040810037,,紋別市渚滑町１丁目,44.36662823,143.3338981,,
6643420102,201219,,紋別市渚滑町３丁目,44.37719728,143.3198737,,
6643420103,201219,,紋別市渚滑町３丁目,44.37719728,143.3198737,,
6643420108,1040810037,北１３線交差点,紋別市紋別市大山町４丁目,44.34869718,143.3362408,,
6643420119,1040810037,,紋別市大山町２丁目,44.33794025,143.338683,,
6643420143,201058,,紋別市北浜町２丁目,44.37051552,143.3415597,,
6643420180,201219,,紋別市大山町１丁目２４番４,44.33773218,143.3457198,,
6643420268,201058,,紋別市北浜町１丁目,44.36461244,143.3519674,,
6643420275,201219,,紋別市幸町七丁目５,44.348027,143.3528143,,
6643420300,201219,,紋別市港町５丁目,44.3520683,143.3563679,,
6643420303,201219,,紋別市港町４丁目,44.35325567,143.3567053,,
6643420305,201219,,紋別市港町２丁目,44.3557387,143.3569134,,
6643420311,201058,,紋別市港町３丁目,44.35455553,143.3572885,,
6643420315,201219,,紋別市港町３丁目,44.35455553,143.3572885,,
6643420316,201219,,紋別市港町８丁目,44.34691898,143.3576681,,
6643420319,201219,,紋別市港町６丁目,44.35084351,143.3579887,,
6643420320,201219,,紋別市港町７丁目５０番地６,44.34759807,143.3580889,,
6643420321,201219,,紋別市港町６丁目,44.34982281,143.3582429,,
6643420322,201219,,紋別市港町７丁目,44.34873545,143.3585137,,
6643420323,201219,,紋別市港町７丁目,44.34873545,143.3585137,,
6643420326,201219,,紋別市港町７丁目,44.34861913,143.3585425,,
6643420327,201219,,紋別市港町８丁目,44.34774449,143.358749,,
6643420331,201219,,紋別市新港町二丁目２５,44.3453109,143.3593764,,
6643420335,201219,,紋別市新港町２丁目,44.3453109,143.3593764,,
6643420336,201219,,紋別市新港町二丁目２５,44.34388194,143.3603764,,
6643420338,201219,,紋別市港町７丁目,44.3482606,143.3612219,,
6643420342,201058,,紋別市南が丘町７丁目,44.33605386,143.3640474,,
6643420343,201219,,紋別市新港町２丁目７番２,44.34390291,143.3643635,,
6643420351,1040810037,,紋別市落石町,44.36089981,143.3351776,,
6643420354,1040810037,,紋別市落石町５丁目,44.35519633,143.3349322,,
6643420359,201219,,紋別市渚滑町元新五丁目４５,44.3707857,143.3237821,,
6643420360,1040810037,,紋別市渚滑町元新５丁目,44.3707857,143.3237821,,
6643420369,201219,,紋別市渚滑町７丁目２８番３,44.36964359,143.3070171,,
6643420370,1040810037,,紋別市渚滑町９丁目,44.37217235,143.3041505,,
6643420372,201219,,紋別市北浜町,44.36434579,143.3514842,,
6643420385,201219,,紋別市落石町２丁目,44.36604503,143.3357063,,
6643420403,201219,,紋別市海洋公園１,44.33706647,143.3705926,,
6643420406,201219,,紋別市南が丘町七丁目３４,44.33603308,143.3655056,,
6643420435,201219,,紋別市渚滑町元新４丁目,44.36821945,143.3266904,,
6643420455,201219,,紋別市港町７丁目,44.34899799,143.3604594,,
6643420456,201219,,紋別市港町７丁目,44.34899799,143.3604594,,
6643420462,201219,,紋別市新港町１丁目,44.34619828,143.359143,,
6643420465,201058,,紋別市南が丘町１丁目,44.34619828,143.359143,,
6643420467,201219,,紋別市新港町四丁目,44.33719548,143.3667554,,
6643420474,201219,,紋別市海洋公園１,44.33719548,143.3667554,,
6643420488,201219,,紋別市新港町四丁目,44.33582491,143.3692386,,
6643420499,201219,,紋別市大山町二丁目２,44.33679904,143.3477739,,
6643420502,201219,,紋別市大山町二丁目１８,44.33679904,143.3477739,,
6643420554,201219,,紋別市緑町四丁目４,44.34623542,143.3488606,,
6643420577,201219,,紋別市緑町一丁目１,44.34758526,143.3489147,,
6643420578,201058,,紋別市幸町四丁目２,44.35245983,143.3538098,,
6643420705,201219,,紋別市渚滑町元新五丁目４５,44.37004825,143.3225823,,
6643420892,201219,,紋別市渚滑町五丁目１６,44.37548893,143.3133953,,
6643420893,201058,,紋別市渚滑町五丁目２５,44.37403902,143.3110164,,
6643430004,201219,,紋別市海洋公園１,44.33839969,143.3720257,,
6643500018,1040810037,興部幸町,興部町興部幸町,44.46539579,143.1094164,,
6643500027,1040810037,興部本町,興部町興部本町,44.47269113,143.120869,,
6643500049,1040810037,,興部町字,44.47024962,143.1169778,,
6643500057,201561,,興部町興部６１０,44.47024962,143.1169778,,
6643510006,1040810037,,興部町本町,44.47357023,143.1222479,,
6643510008,1040810037,興部,興部町字興部,44.47017081,143.1266936,,
6643510016,1040810037,,興部町秋里一区,44.46185205,143.1571372,,
6643510021,1040810037,,興部町沙留,44.42863769,143.2258289,,
6643510024,201058,,興部町字沙留,44.43527442,143.2269117,,
6643510067,201561,,興部町興部６１０,44.47164547,143.1221314,,
6643510069,201561,,興部町興部,44.474591,143.1240477,,
6643600009,1040810037,,雄武町沢木,44.51640042,143.0631463,,
664360F006,201058,,雄武町字上沢木,44.5045141,143.0552937,,
6644000010,1040810037,,網走市卯原内,44.01174479,144.11403,,
6644010002,1040810037,,網走市二見ケ岡,44.01083695,144.1248666,,
6644010008,201058,,網走市字二見ケ岡２０番地４,44.03060755,144.1859389,,
6644010012,1040810037,,網走市大曲,44.01316544,144.2312276,,
6644010021,1040810037,,網走市二見ケ岡,44.01170898,144.1615174,,
6644010033,201211,,網走市能取港町１丁目,44.04385594,144.1861296,,
6644010034,201211,,網走市能取港町３丁目,44.04088551,144.1870506,,
6644010048,201211,,網走市能取港町１丁目,44.04027713,144.1837801,,
6644010052,201211,,網走市能取港町３丁目,44.04027713,144.1837801,,
6644010059,1040810037,,網走市大曲１丁目,44.01275291,144.2289403,,
6644010064,1040810037,,網走市字三眺,44.01101099,144.2158916,,
6644010080,201211,,網走市能取港町３丁目,44.03361533,144.180685,,
6644010084,201211,,網走市能取港町１丁目,44.03482761,144.1786101,,
6644010092,201211,,網走市能取港町１丁目,44.04076035,144.1823593,,
6644020004,201211,,網走市三眺法務省用地,44.02219832,144.249267,,
6644020009,201211,新町,網走市新町１丁目１９－３地先,44.02219832,144.249267,,
6644020011,201211,,網走市新町,44.02139929,144.2519273,,
6644020017,201058,,網走市南２条西５丁目,44.02097798,144.2592412,,
6644020022,201211,,網走市南４条西４丁目,44.01965741,144.2619369,,
6644020027,201058,,網走市南２条西３丁目,44.02154889,144.2632116,,
6644020032,201058,,網走市字潮見,44.00265539,144.2642545,,
6644020049,201058,,網走市南８条西１丁目,44.01861609,144.2682072,,
6644020050,201211,,網走市北３条東２丁目,44.0261193,144.267086,,
6644020053,201211,,網走市南４条東２丁目１０番地,44.02104917,144.2693486,,
6644020065,201058,,網走市南４条東３丁目,44.02104917,144.2693486,,
6644020066,201211,,網走市南３条東４丁目１番地３,44.0219779,144.2723764,,
6644020078,201211,,網走市南３条東６丁目,44.02214509,144.275548,,
6644020087,201058,,網走市南５条東６丁目,44.02214509,144.275548,,
6644020088,1040810037,南６東６,網走市南６条東６丁目,44.02180817,144.2774807,,
6644020089,201211,,網走市南４条東７丁目８－１,44.02193688,144.2783811,,
6644020097,201058,,網走市新町３丁目６９番地,44.01922829,144.2619827,,
6644020098,201058,,網走市字天都山,44.01770347,144.2618495,,
6644020107,201211,,網走市北４条西３丁目９番地１,44.02425683,144.2613616,,
6644020108,201211,,網走市南４条東６丁目８番２１,44.02272427,144.2779852,,
6644020117,201211,,網走市北５条西６丁目,44.02359842,144.2569246,,
6644020133,201211,,網走市北５条西５丁目,44.02501505,144.2608449,,
6644020136,201211,,網走市北５条西３丁目,44.02501505,144.2608449,,
6644020186,201211,,網走市南４条東２丁目,44.02112419,144.2701569,,
6644020187,201211,,網走市南５条東２丁目,44.02112419,144.2701569,,
6644020228,201211,,網走市港町,44.02092455,144.2796477,,
6644020233,201211,,網走市港町５―７,44.01979557,144.2810935,,
6644020234,201211,,網走市港町５―７,44.01979557,144.2810935,,
6644020236,201211,,網走市港町５―７,44.02040791,144.2820056,,
6644020301,201058,,網走市南８条東３丁目,44.01904121,144.2729609,,
6644020318,201211,,網走市北５条西７丁目,44.02260266,144.2557872,,
6644020325,1040810037,,網走市港町,44.01691682,144.2830352,,
6644020337,1040810037,,網走市港町,44.01397959,144.2804398,,
6644020347,201058,,網走市海岸町,44.03680513,144.2565112,,
6644020348,201211,,網走市北１条東２丁目,44.02464461,144.2706316,,
6644020375,201058,,網走市桂町,44.01018398,144.2738198,,
6644020379,1040810037,,網走市新町,44.0202611,144.2505795,,
6644020380,1040810037,網走駅前,網走市新町１丁目,44.0202611,144.2505795,,
6644020381,1040810037,,網走市緑町河川敷地,44.02209851,144.2543916,,
6644020383,1040810037,向陽入口・北６西６,網走市北６条西６丁目,44.02418166,144.2565162,,
6644020387,1040810037,,網走市北６条西３丁目,44.02557747,144.2604699,,
6644020390,1040810037,北６西１,網走市北６条東１丁目,44.02699411,144.2645278,,
6644020391,1040810037,北５東１,網走市北５条東１丁目,44.02699411,144.2645278,,
6644020393,1040810037,北３東１,網走市北３条東１丁目,44.02646968,144.2648341,,
6644020394,1040810037,,網走市北２条東１丁目,44.02552854,144.2654403,,
6644020395,1040810037,,網走市北２条東１丁目,44.02503675,144.265746,,
6644020396,1040810037,南２西１,網走市南２条東１丁目,44.02206981,144.2675612,,
6644020398,1040810037,,網走市南４条東１丁目,44.02088247,144.2677904,,
6644020400,1040810037,南６西１,網走市南６条東１丁目,44.01972845,144.2680072,,
6644020402,1040810037,,網走市南６条東２丁目,44.01972845,144.2680072,,
6644020403,1040810037,,網走市南６条東２丁目,44.01989101,144.2695762,,
6644020406,1040810037,市役所前・南６東４,網走市南６条東４丁目,44.0199778,144.2703648,,
6644020408,1040810037,南８東６,網走市南８条東７丁目,44.01977887,144.2799894,,
6644020413,201211,,網走市港町４－８０,44.01597118,144.2852642,,
6644020447,201211,,網走市港町３－３,44.01853335,144.2847432,,
6644020448,201211,,網走市港町３－３,44.01853335,144.2847432,,
6644020449,201211,,網走市港町５―７,44.01904234,144.2837812,,
6644020458,201211,,網走市港町５―７,44.01922558,144.2831831,,
6644020462,201211,,網走市港町４－１５,44.01703775,144.2862265,,
6644020464,201211,,網走市港町,44.0137589,144.2837603,,
6644020474,201211,,網走市港町３－３,44.01941661,144.2855348,,
6644020475,201211,,網走市港町３－３,44.01941661,144.2855348,,
664402F001,1040810037,,網走市新町１丁目,44.02131108,144.2537833,,
664402F002,201211,北６条東１丁目,網走市北６条東１丁目６－１,44.02767743,144.2664568,,
664402F003,201211,,網走市北５条東２丁目,44.02767743,144.2664568,,
664402F004,201211,,網走市北４条東２丁目,44.02690747,144.2661403,,
664402F005,1040810037,北４東１,網走市北４条東１丁目,44.02656033,144.2666687,,
6644070003,201545,,斜里町ウトロ西,44.06989836,144.9942507,,
6644070009,1040810037,,斜里町ウトロ東,44.0711732,144.9939715,,
6644070012,201545,,斜里町ウトロ西,44.07403109,144.9912798,,
6644070013,201545,,斜里町ウトロ西,44.07403109,144.9912798,,
6644070015,1040810037,ウトロ西,斜里町ウトロ西,44.06679437,144.9886181,,
6644070018,1040810037,,斜里町ウトロ西,44.0654985,144.9833895,,
6644070019,1040810037,,斜里町遠音別,44.06252779,144.9766695,,
6644100011,1040810037,,北見市土佐,44.12221632,144.0422415,,
6644100012,1040810037,,北見市字土佐,44.12204994,144.049895,,
6644100013,1040810037,,北見市常呂町字土佐,44.1181883,144.0609067,,
6644100014,201058,,北見市常呂町字常呂,44.12172963,144.0633938,,
6644100015,1040810037,,北見市字土佐,44.11593047,144.067223,,
6644100016,201058,常呂町字常呂２３０,北見市常呂町字常呂２３０,44.12230068,144.0715805,,
6644100017,201058,豊浜,北見市豊浜,44.12293434,144.0828878,,
6644100018,1040810037,,北見市字東浜,44.12430119,144.0929326,,
6644100019,1040810037,,北見市常呂町字東浜,44.12019791,144.1037069,,
6644100020,201058,,北見市常呂町字東浜,44.12171443,144.1047817,,
6644100026,201058,,北見市常呂町字常呂,44.1204092,144.0703766,,
6644100030,201208,,北見市常呂町字常呂,44.1204092,144.0703766,,
6644100042,201208,,北見市常呂町字土佐,44.10925167,144.0546579,,
6644100044,201058,,北見市常呂町土佐,44.10696884,144.06092,,
6645000004,201545,,斜里町ウトロ中島,44.06415752,144.9977716,,
6645000009,1040810037,,羅臼町斜里町々界,44.05468754,145.1049543,,
6645000015,201545,,斜里町ウトロ西,44.07049437,145.0009292,,
6645000026,201545,,斜里町ウトロ中島,44.06453247,144.9976091,,
6645000030,201545,,斜里町ウトロ西,44.07022358,145.0012042,,
6645000031,201545,,斜里町ウトロ香川,44.07022358,145.0012042,,
6645000036,201545,,斜里町ウトロ香川,44.06914103,145.0022565,,
6645000039,201545,,斜里町ウトロ香川,44.06658656,145.0025627,,
6645010002,1040810039,,羅臼町湯ノ沢,44.02895019,145.1384031,,
6645010004,201060,,羅臼町栄町４－６,44.01984911,145.1931447,,
6645010008,1040810039,,羅臼町栄町,44.02375257,145.1866617,,
6645010009,1040810039,,羅臼町本町,44.01882004,145.1923115,,
6645010010,1040810039,,羅臼町礼文町,44.01449546,145.1896995,,
6645010028,201060,,羅臼町本町,44.01681189,145.1906576,,
6645100002,1040810037,,斜里町遠音別,44.09115521,145.0242549,,
6645110002,201058,,斜里町大字遠音別村国有林,44.15756779,145.1334446,,
6645220002,201060,,羅臼町相泊,44.19092904,145.3248293,,
6741060002,201486,,遠別町字本町三丁目,44.72129385,141.7891812,,
6741060004,201486,,遠別町字本町三丁目,44.72129385,141.7891812,,
6741060008,201486,,遠別町字本町三丁目,44.72136486,141.7902227,,
6741060010,201486,,遠別町字本町五丁目,44.72542678,141.7922556,,
6741060011,201486,,遠別町字本町五丁目,44.72373116,141.7925099,,
6741060012,201486,,遠別町字本町三丁目,44.72373116,141.7925099,,
6741060013,1040810035,,遠別町字本町二丁目,44.72155644,141.792835,,
6741060018,201486,,遠別町字本町五丁目,44.72279801,141.7942723,,
6741060019,1040810035,,遠別町字本町二丁目,44.72167315,141.7944473,,
6741060028,1040810035,,遠別町字北浜,44.72594778,141.7991966,,
6741060036,201056,字久光,遠別町字久光,44.71018455,141.842806,,
6741060065,201486,,遠別町字北浜,44.73040114,141.7914804,,
6741060067,201486,,遠別町字本町五丁目,44.72793062,141.7918638,,
6741060068,1040810035,,遠別町字北浜,44.73095131,141.7984797,,
6741060087,1040810035,,遠別町字本町一丁目,44.71935673,141.7931768,,
6741060088,201486,,遠別町字本町一丁目,44.71935673,141.7931768,,
6741060113,201486,,遠別町字本町五丁目,44.72707657,141.7920014,,
6741060120,201486,,遠別町字本町二丁目,44.72149392,141.7920184,,
6741060145,201486,,遠別町字本町三丁目,44.72119382,141.7879271,,
6741060147,201486,,遠別町字本町三丁目,44.72119382,141.7879271,,
6741070003,201056,,遠別町字清川２２８－５,44.74414412,141.8802335,,
6741070004,201056,,遠別町字清川３０７番１,44.74810248,141.8955235,,
6741160006,1040810035,北里,遠別町字北里,44.80163799,141.7868594,,
6741160007,1040810035,丸松,遠別町字丸松,44.77551222,141.7916898,,
6741160009,1040810035,,遠別町字啓明,44.75565228,141.79462,,
6741160026,201486,,遠別町字北里,44.79036836,141.7812648,,
6741170004,201056,,遠別町字清川８４３番１,44.75348226,141.9331862,,
6741170018,上川総合振興局 旭川建設管理部,,中川町字安川国有林７６林班い小班,44.75462963,141.9824607,,
6741250005,201056,,天塩町山手通十一丁目,44.89152111,141.7406202,,
6741250009,201487,,天塩町海岸通６丁目,44.88494696,141.7417706,,
6741250010,201487,,天塩町山手通十一丁目,44.89171695,141.7416201,,
6741250014,201056,,天塩町海岸通５丁目,44.88501364,141.742358,,
6741250018,201487,,天塩町新栄通十一丁目,44.89201278,141.7425992,,
6741250026,201487,,天塩町新栄通十一丁目,44.89201278,141.7425992,,
6741250041,201056,新栄通５,天塩町新栄通５丁目,44.88545953,141.7454868,,
6741250042,201487,,天塩町新開通十一丁目,44.89237951,141.745853,,
6741250044,201487,,天塩町新栄通４丁目,44.88440967,141.7457827,,
6741250049,201056,新栄通３,天塩町新栄通４丁目,44.88330148,141.7460119,,
6741250056,201056,,天塩町山手通三丁目,44.88330148,141.7460119,,
6741250064,201056,,天塩町字更岸,44.88179324,141.7432165,,
6741250067,201487,,天塩町海岸通一丁目,44.87792285,141.7423251,,
6741250068,201487,,天塩町海岸通二丁目,44.87686445,141.7364424,,
6741250073,201487,,天塩町海岸通四丁目,44.88271806,141.7414582,,
6741260014,201056,,天塩町新開通五丁目,44.88574706,141.7476366,,
6741260015,201056,,天塩町新開通四丁目,44.88357652,141.748195,,
6741260027,201487,,天塩町新開通十丁目,44.89107969,141.7461947,,
6741260029,1040810035,,天塩町字川口,44.89247536,141.7465321,,
6741260030,1040810035,,天塩町字川口,44.88365153,141.7487825,,
6741260031,1040810035,,天塩町字サラキシ,44.87274464,141.7514496,,
6741260034,201487,,天塩町字更岸,44.88220996,141.7463911,,
6741260049,201056,,天塩町新開通四丁目,44.88383072,141.7502657,,
6741260050,1040810035,,天塩町新開通十一丁目,44.89271704,141.7478653,,
6741260052,201487,,天塩町新開通八丁目,44.88896337,141.7488738,,
6741260053,201487,,天塩町字更岸,44.87262797,141.7508997,,
6741260054,1040810035,,天塩町字川口,44.88583041,141.7482324,,
6741260060,1040810035,,天塩町字中川口,44.91465209,141.7557714,,
6741260070,1040810035,,天塩町字天塩,44.86779113,141.7527915,,
6741270004,1040810035,,天塩町字雄興,44.89787629,141.9159865,,
6741270008,1040810035,,幌延町字雄興,44.89746011,141.9285978,,
6741270010,201056,,天塩町字オヌプナイ,44.90892131,141.9321925,,
6741270011,1040810035,,天塩町字オヌプナイ,44.89940167,141.9326681,,
6741270022,1040810035,,幌延町字雄興,44.89682679,141.926723,,
674127F001,201056,,幌延町字雄興,44.90965454,141.9319092,,
6741350002,201057,,幌延町字浜里,44.99375657,141.6860644,,
674135F001,201056,字川口,天塩町字川口,44.92336672,141.7277693,,
6741360005,1040810035,,天塩町字作返,44.98955735,141.8161773,,
6741360006,1040810035,,幌延町字幌延（５２０）,44.99575242,141.8164601,,
6741360009,1040810035,,天塩町字ウブシ,44.93009895,141.8423955,,
6741360018,1040810035,,天塩町字北川口,44.9337164,141.7560118,,
6741360055,1040810035,,天塩町字サクカエシ,44.98889943,141.826043,,
6741360062,1040810035,,幌延町字幌延,44.99130337,141.8279344,,
6741360064,1040810036,幌延南口ＩＣ,幌延町字幌延,44.99654871,141.8325294,,
6741370003,201057,,幌延町字上幌延（５２０）,44.98618076,141.8795381,,
6741450002,201057,,豊富町字上サロベツ,45.08480593,141.6325883,,
6741450005,201057,,幌延町字浜里（５２０）,45.03167611,141.6642889,,
6741460002,1040810035,,幌延町豊富町界,45.07635278,141.753894,,
6741460006,1040810035,,幌延町字幌延,45.00267235,141.8149973,,
6741460016,201057,,幌延町二条南一丁目,45.0152302,141.8465393,,
6741460018,201057,,幌延町字元町２１番９（５２０）,45.01179733,141.8475269,,
6741460019,201057,,幌延町二条北一丁目,45.01540938,141.847585,,
6741460020,201520,,幌延町三条北一丁目,45.01657594,141.8487682,,
