小字名,市区町村名,地番,大字名,center_lng,center_lat
,中川郡幕別町,24-9,忠類晩成,143.449728,42.528103
,中川郡幕別町,25-4,忠類晩成,143.449685,42.532865
,中川郡幕別町,25-7,忠類晩成,143.449503,42.532965
,中川郡幕別町,25-6,忠類晩成,143.449248,42.532734
,中川郡幕別町,25-3,忠類晩成,143.449438,42.53267
,中川郡幕別町,25-2,忠類晩成,143.447348,42.530757
,中川郡幕別町,27-1,忠類晩成,143.446842,42.532034
,中川郡幕別町,27-5,忠類晩成,143.448112,42.531715
,中川郡幕別町,25-1,忠類晩成,143.448823,42.531456
,中川郡幕別町,26-1,忠類晩成,143.449175,42.533077
,中川郡幕別町,26-2,忠類晩成,143.449025,42.532819
,中川郡幕別町,26-3,忠類晩成,143.447922,42.533592
,中川郡幕別町,27-4,忠類晩成,143.447622,42.533335
,中川郡幕別町,27-3,忠類晩成,143.44743,42.533517
,中川郡幕別町,29-5,忠類晩成,143.446557,42.531047
,中川郡幕別町,24-2,忠類晩成,143.445216,42.530633
,中川郡幕別町,24-1,忠類晩成,143.44664,42.528154
,中川郡幕別町,24-8,忠類晩成,143.448169,42.52875
,中川郡幕別町,24-12,忠類晩成,143.448676,42.530382
,中川郡幕別町,23-3,忠類晩成,143.441905,42.527171
,中川郡幕別町,15-35,忠類晩成,143.440746,42.526375
,中川郡幕別町,23-4,忠類晩成,143.441663,42.528048
,中川郡幕別町,23-7,忠類晩成,143.441849,42.528583
,中川郡幕別町,23-6,忠類晩成,143.441578,42.528154
,中川郡幕別町,15-43,忠類晩成,143.441547,42.529066
,中川郡幕別町,22-7,忠類晩成,143.443004,42.532532
,中川郡幕別町,15-48,忠類晩成,143.442092,42.5289
,中川郡幕別町,23-2,忠類晩成,143.443439,42.528023
,中川郡幕別町,23-1,忠類晩成,143.443575,42.529231
,中川郡幕別町,24-11,忠類晩成,143.44248,42.526599
,中川郡幕別町,24-10,忠類晩成,143.445699,42.529498
,中川郡幕別町,23-8,忠類晩成,143.443444,42.530067
,中川郡幕別町,23-5,忠類晩成,143.443533,42.529947
,中川郡幕別町,24-6,忠類晩成,143.443507,42.530741
,中川郡幕別町,24-3,忠類晩成,143.443844,42.53088
,中川郡幕別町,22-2,忠類晩成,143.443852,42.531277
,中川郡幕別町,24-4,忠類晩成,143.443929,42.531557
,中川郡幕別町,22-5,忠類晩成,143.443594,42.531344
,中川郡幕別町,22-4,忠類晩成,143.443167,42.531382
,中川郡幕別町,24-15,忠類晩成,143.443519,42.532499
,中川郡幕別町,28-1,忠類晩成,143.444354,42.532788
,中川郡幕別町,28-3,忠類晩成,143.444095,42.533834
,中川郡幕別町,29-1,忠類晩成,143.446107,42.533477
,中川郡幕別町,29-4,忠類晩成,143.443191,42.534824
,中川郡幕別町,28-4,忠類晩成,143.442837,42.533399
,中川郡幕別町,28-5,忠類晩成,143.442629,42.533533
,中川郡幕別町,24-13,忠類晩成,143.442885,42.533037
,中川郡幕別町,29-6,忠類晩成,143.441779,42.533841
,中川郡幕別町,29-2,忠類晩成,143.442496,42.533584
,中川郡幕別町,29-3,忠類晩成,143.441963,42.533909
,中川郡幕別町,29-7,忠類晩成,143.442621,42.534609
,中川郡幕別町,31-1,忠類晩成,143.441994,42.53508
,中川郡幕別町,31-2,忠類晩成,143.44184,42.533987
,中川郡幕別町,24-14,忠類晩成,143.441667,42.533387
,中川郡幕別町,24-5,忠類晩成,143.44123,42.533109
,中川郡幕別町,29-8,忠類晩成,143.441326,42.533448
,中川郡幕別町,24-7,忠類晩成,143.441021,42.53268
,中川郡幕別町,18-7,忠類晩成,143.442417,42.530567
,中川郡幕別町,18-13,忠類晩成,143.442682,42.530543
,中川郡幕別町,18-8,忠類晩成,143.442781,42.530462
,中川郡幕別町,15-45,忠類晩成,143.442565,42.52985
,中川郡幕別町,17-3,忠類晩成,143.442868,42.530316
,中川郡幕別町,15-44,忠類晩成,143.441761,42.52959
,中川郡幕別町,15-70,忠類晩成,143.442034,42.529991
,中川郡幕別町,15-89,忠類晩成,143.441709,42.52996
,中川郡幕別町,17-2,忠類晩成,143.441672,42.530127
,中川郡幕別町,15-69,忠類晩成,143.441249,42.529895
,中川郡幕別町,15-63,忠類晩成,143.441016,42.529648
,中川郡幕別町,15-88,忠類晩成,143.441192,42.52965
,中川郡幕別町,15-46,忠類晩成,143.440352,42.529763
,中川郡幕別町,18-1,忠類晩成,143.438318,42.530235
,中川郡幕別町,21-1,忠類晩成,143.43962,42.532398
,中川郡幕別町,21-3,忠類晩成,143.439927,42.532191
,中川郡幕別町,22-1,忠類晩成,143.440025,42.531312
,中川郡幕別町,29-9,忠類晩成,143.440963,42.53312
,中川郡幕別町,30-4,忠類晩成,143.440575,42.532955
,中川郡幕別町,30-2,忠類晩成,143.440632,42.533134
,中川郡幕別町,30-6,忠類晩成,143.441093,42.534116
,中川郡幕別町,30-8,忠類晩成,143.441032,42.534327
,中川郡幕別町,31-3,忠類晩成,143.440735,42.535087
,中川郡幕別町,32-6,忠類晩成,143.440922,42.536035
,中川郡幕別町,30-11,忠類晩成,143.438977,42.535528
,中川郡幕別町,30-7,忠類晩成,143.439885,42.53503
,中川郡幕別町,32-4,忠類晩成,143.44004,42.535021
,中川郡幕別町,30-10,忠類晩成,143.439426,42.53523
,中川郡幕別町,30-9,忠類晩成,143.439731,42.534397
,中川郡幕別町,30-1,忠類晩成,143.43958,42.533771
,中川郡幕別町,30-3,忠類晩成,143.438819,42.533212
,中川郡幕別町,30-5,忠類晩成,143.438777,42.533018
,中川郡幕別町,21-2,忠類晩成,143.438299,42.532892
,中川郡幕別町,33-1,忠類晩成,143.438067,42.533915
,中川郡幕別町,33-4,忠類晩成,143.439298,42.535082
,中川郡幕別町,32-5,忠類晩成,143.438516,42.536017
,中川郡幕別町,32-3,忠類晩成,143.438459,42.536048
,中川郡幕別町,36-5,忠類晩成,143.438311,42.536072
,中川郡幕別町,36-4,忠類晩成,143.438266,42.535932
,中川郡幕別町,33-10,忠類晩成,143.438399,42.535453
,中川郡幕別町,33-9,忠類晩成,143.438625,42.534811
,中川郡幕別町,33-8,忠類晩成,143.43808,42.535357
,中川郡幕別町,36-3,忠類晩成,143.4382,42.536013
,中川郡幕別町,36-1,忠類晩成,143.437627,42.536127
,中川郡幕別町,36-2,忠類晩成,143.437577,42.5356
,中川郡幕別町,33-2,忠類晩成,143.437907,42.533282
,中川郡幕別町,33-3,忠類晩成,143.438021,42.533161
,中川郡幕別町,33-7,忠類晩成,143.437889,42.533206
,中川郡幕別町,33-6,忠類晩成,143.437365,42.533689
,中川郡幕別町,22-6,忠類晩成,143.437116,42.532237
,中川郡幕別町,18-10,忠類晩成,143.435242,42.531554
,中川郡幕別町,15-25,忠類晩成,143.438171,42.527094
,中川郡幕別町,15-66,忠類晩成,143.437483,42.527629
,中川郡幕別町,15-26,忠類晩成,143.43822,42.527599
,中川郡幕別町,15-24,忠類晩成,143.438355,42.526368
,中川郡幕別町,15-83,忠類晩成,143.438191,42.528099
,中川郡幕別町,15-41,忠類晩成,143.438243,42.528611
,中川郡幕別町,15-61,忠類晩成,143.439373,42.528782
,中川郡幕別町,15-47,忠類晩成,143.439343,42.529257
,中川郡幕別町,15-82,忠類晩成,143.439831,42.528963
