小字名,QGIS_ID,地番,version,大字名,市町村C,測地判別,予備名,丁目名,市町村名,center_lng,center_lat
字南兵村一区,01558道-2,道-2,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.549944,44.097811
字南兵村一区,01558道-3,道-3,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.547402,44.129738
字南兵村一区,01558道-5,道-5,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.55799,44.123752
字南兵村一区,01558道-7,道-7,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.559302,44.124532
字南兵村一区,01558道-8,道-8,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.56328,44.124443
字南兵村一区,01558道-9,道-9,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.563852,44.125752
字南兵村一区,01558道-10,道-10,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.56363,44.123146
字南兵村一区,01558道-11,道-11,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.562335,44.123295
字南兵村一区,01558道-12,道-12,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.566616,44.122748
字南兵村一区,01558道-13,道-13,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.558881,44.125184
字南兵村一区,01558道-14,道-14,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.565291,44.122614
字南兵村一区,01558道-15,道-15,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.562069,44.119123
字南兵村一区,01558道-16,道-16,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.579091,44.12482
字南兵村一区,01558水-2,水-2,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.539445,44.131328
字南兵村一区,01558水-3,水-3,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.567992,44.123486
字南兵村一区,01558水-4,水-4,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.578971,44.123211
字南兵村一区,01558水-5,水-5,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.583474,44.114161
字南兵村一区,01558水-6,水-6,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.581321,44.114171
字南兵村一区,01558水-7,水-7,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.579371,44.110457
字南兵村一区,01558水-8,水-8,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.584693,44.110156
字南兵村一区,01558水-9,水-9,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.582165,44.107421
字南兵村一区,01558水-10,水-10,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.582596,44.107625
字南兵村一区,01558水-11,水-11,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.584788,44.104864
字南兵村一区,01558長狭物不明-2,長狭物不明-2,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.544887,44.129439
字南兵村一区,01558無地番-8,無地番-8,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.555978,44.126072
字開盛,01558無地番-3,無地番-3,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.531166,44.093989
字南兵村一区,01558道-6,道-6,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.567807,44.119543
字南兵村一区,01558道-4,道-4,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.54861,44.125697
字南兵村一区,01558水-1,水-1,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.583718,44.098566
字上富美,01558無地番-1,無地番-1,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.469817,44.118295
字上富美,01558無地番-19,無地番-19,ver1.0,None,01558,変換,None,None,紋別郡上湧別町,143.451691,44.108546
