小字名,市区町村名,地番,大字名,center_lng,center_lat
,古宇郡泊村,677,大字堀株村,140.535083,43.035567
,古宇郡泊村,674-1,大字堀株村,140.535623,43.033338
字小萩野,古宇郡泊村,597,大字堀株村,140.535309,43.033282
,古宇郡泊村,602-5,大字堀株村,140.535128,43.033223
字小萩野,古宇郡泊村,596-2,大字堀株村,140.534827,43.033289
字古川,古宇郡泊村,45-2,大字堀株村,140.531692,43.031814
字古川,古宇郡泊村,45-1,大字堀株村,140.532071,43.032179
,古宇郡泊村,602-4,大字堀株村,140.533252,43.033041
,古宇郡泊村,1035,大字堀株村,140.533168,43.032896
,古宇郡泊村,8-8,大字堀株村,140.532903,43.032915
,古宇郡泊村,8-16,大字堀株村,140.532938,43.032907
,古宇郡泊村,791-3,大字堀株村,140.532684,43.032957
,古宇郡泊村,604-2,大字堀株村,140.532826,43.033146
,古宇郡泊村,108-3,大字堀株村,140.531969,43.033305
,古宇郡泊村,108-4,大字堀株村,140.532149,43.033154
,古宇郡泊村,108-6,大字堀株村,140.532457,43.033007
,古宇郡泊村,791-2,大字堀株村,140.532232,43.033022
,古宇郡泊村,8-3,大字堀株村,140.532362,43.032693
,古宇郡泊村,791-1,大字堀株村,140.5313,43.031875
,古宇郡泊村,8-13,大字堀株村,140.531856,43.032906
,古宇郡泊村,108-2,大字堀株村,140.531699,43.033178
,古宇郡泊村,108-1,大字堀株村,140.531947,43.033113
,古宇郡泊村,108-5,大字堀株村,140.532132,43.033068
,古宇郡泊村,237,大字堀株村,140.532406,43.033306
,古宇郡泊村,1034,大字堀株村,140.531583,43.033391
,古宇郡泊村,1033,大字堀株村,140.533727,43.032876
,古宇郡泊村,1026,大字堀株村,140.531746,43.033511
,古宇郡泊村,1027,大字堀株村,140.531569,43.033626
,古宇郡泊村,603,大字堀株村,140.531672,43.033673
,古宇郡泊村,1044,大字堀株村,140.531798,43.03381
字小萩野,古宇郡泊村,598,大字堀株村,140.532133,43.033639
,古宇郡泊村,28-3,大字堀株村,140.532095,43.033863
,古宇郡泊村,1074,大字堀株村,140.532338,43.033279
,古宇郡泊村,604-1,大字堀株村,140.532678,43.033226
,古宇郡泊村,28-5,大字堀株村,140.53361,43.03349
,古宇郡泊村,28-2,大字堀株村,140.533622,43.033332
字小萩野,古宇郡泊村,596-1,大字堀株村,140.534345,43.033217
,古宇郡泊村,602-1,大字堀株村,140.533047,43.033228
,古宇郡泊村,602-2,大字堀株村,140.533377,43.033011
,古宇郡泊村,8-7,大字堀株村,140.533512,43.032819
,古宇郡泊村,8-14,大字堀株村,140.533468,43.0327
,古宇郡泊村,8-9,大字堀株村,140.533802,43.032766
,古宇郡泊村,602-3,大字堀株村,140.533913,43.032901
,古宇郡泊村,238-2,大字堀株村,140.533779,43.03293
,古宇郡泊村,238-1,大字堀株村,140.533867,43.032959
,古宇郡泊村,28-7,大字堀株村,140.534794,43.033661
,古宇郡泊村,28-6,大字堀株村,140.534142,43.034296
,古宇郡泊村,28-8,大字堀株村,140.534304,43.033946
,古宇郡泊村,28-4,大字堀株村,140.533302,43.033865
,古宇郡泊村,28-1,大字堀株村,140.53228,43.034218
字山ノ上,古宇郡泊村,522,大字堀株村,140.534874,43.034803
字山ノ上,古宇郡泊村,159,大字堀株村,140.534342,43.035474
字山ノ上,古宇郡泊村,217-2,大字堀株村,140.53449,43.036416
字山ノ上,古宇郡泊村,550,大字堀株村,140.533824,43.03625
,古宇郡泊村,675,大字堀株村,140.533864,43.036416
字山ノ上,古宇郡泊村,217-11,大字堀株村,140.533863,43.036921
字山ノ上,古宇郡泊村,193-2,大字堀株村,140.533461,43.036
字山ノ上,古宇郡泊村,193-1,大字堀株村,140.532736,43.035575
字山ノ上,古宇郡泊村,217-3,大字堀株村,140.532249,43.036553
,古宇郡泊村,道-8,大字堀株村,140.532111,43.036181
字山ノ上,古宇郡泊村,781,大字堀株村,140.532133,43.035498
字山ノ上,古宇郡泊村,232-1,大字堀株村,140.531556,43.035739
字山ノ上,古宇郡泊村,133,大字堀株村,140.531385,43.035248
字山ノ上,古宇郡泊村,44-1,大字堀株村,140.53185,43.034689
字山ノ上,古宇郡泊村,783,大字堀株村,140.532002,43.035023
字山ノ上,古宇郡泊村,232-3,大字堀株村,140.532323,43.034799
字山ノ上,古宇郡泊村,782,大字堀株村,140.532724,43.034745
