小字名,市区町村名,地番,大字名,丁目名,center_lng,center_lat
,苫前郡羽幌町,長狭物不明-3005,字平,,141.80371,44.305099
,苫前郡羽幌町,133,字平,,141.803832,44.304952
,苫前郡羽幌町,筆界未定地-3,字平,,141.80497,44.305297
,苫前郡羽幌町,128,字平,,141.810143,44.305004
,苫前郡羽幌町,100-1,字平,,141.815426,44.307978
,苫前郡羽幌町,長狭物不明-3007,字平,,141.815096,44.308203
,苫前郡羽幌町,100-3,字平,,141.815433,44.308195
,苫前郡羽幌町,100-5,字平,,141.815192,44.308179
,苫前郡羽幌町,100-2,字平,,141.815569,44.308245
,苫前郡羽幌町,100-4,字平,,141.815578,44.308198
,苫前郡羽幌町,120-3,字平,,141.813291,44.308319
,苫前郡羽幌町,120-2,字平,,141.814907,44.308258
,苫前郡羽幌町,120-1,字平,,141.814902,44.308089
,苫前郡羽幌町,142,字平,,141.803171,44.307509
,苫前郡羽幌町,141,字平,,141.803402,44.307339
,苫前郡羽幌町,140,字平,,141.803779,44.307157
,苫前郡羽幌町,139,字平,,141.805028,44.306826
,苫前郡羽幌町,138,字平,,141.805933,44.307177
,苫前郡羽幌町,126,字平,,141.808411,44.306859
,苫前郡羽幌町,135,字平,,141.807596,44.306859
,苫前郡羽幌町,136,字平,,141.806704,44.3063
,苫前郡羽幌町,137,字平,,141.806186,44.305958
,苫前郡羽幌町,134,字平,,141.807557,44.306338
,苫前郡羽幌町,127,字平,,141.809431,44.306281
,苫前郡羽幌町,長狭物不明-3004,字平,,141.807842,44.304726
,苫前郡羽幌町,132-1,字平,,141.803827,44.306032
,苫前郡羽幌町,長狭物不明-3006,字平,,141.803692,44.305755
,苫前郡羽幌町,水-3005,字平,,141.803917,44.304722
,苫前郡羽幌町,591,字平,,141.803111,44.305997
,苫前郡羽幌町,132-2,字平,,141.803765,44.305667
,苫前郡羽幌町,196,字平,,141.797849,44.307553
,苫前郡羽幌町,195,字平,,141.797646,44.307043
,苫前郡羽幌町,194,字平,,141.798632,44.306885
,苫前郡羽幌町,197,字平,,141.797414,44.307616
,苫前郡羽幌町,201,字平,,141.796446,44.307381
,苫前郡羽幌町,200,字平,,141.796016,44.307545
,苫前郡羽幌町,202,字平,,141.795433,44.307513
,苫前郡羽幌町,205,字平,,141.79533,44.307514
,苫前郡羽幌町,204,字平,,141.795124,44.307606
,苫前郡羽幌町,長狭物不明-3003,字平,,141.79414,44.307584
,苫前郡羽幌町,214,字平,,141.792808,44.307554
,苫前郡羽幌町,215,字平,,141.791949,44.307592
,苫前郡羽幌町,水-3004,字平,,141.792175,44.307603
,苫前郡羽幌町,203,字平,,141.794354,44.307653
,苫前郡羽幌町,199,字平,,141.796344,44.307664
,苫前郡羽幌町,198,字平,,141.79682,44.307659
,苫前郡羽幌町,25,字平,,141.799889,44.311109
,苫前郡羽幌町,20,字平,,141.799387,44.31265
,苫前郡羽幌町,416-2,字中央,,141.784335,44.314254
,苫前郡羽幌町,無地番-2,字朝日,,141.796216,44.31468
,苫前郡羽幌町,19,字平,,141.795501,44.313666
,苫前郡羽幌町,筆界未定地-4,字平,,141.796155,44.312995
,苫前郡羽幌町,15,字平,,141.796521,44.312618
,苫前郡羽幌町,18,字平,,141.795527,44.313135
,苫前郡羽幌町,水-3002,字平,,141.795431,44.313259
,苫前郡羽幌町,36,字平,,141.812713,44.312345
,苫前郡羽幌町,筆界未定地-1V1,字平,,141.817538,44.312016
,苫前郡羽幌町,長狭物不明-3009,字平,,141.816866,44.313366
,苫前郡羽幌町,39,字平,,141.814881,44.312619
,苫前郡羽幌町,40,字平,,141.815237,44.312554
,苫前郡羽幌町,長狭物不明-3008,字平,,141.815472,44.313089
,苫前郡羽幌町,41,字平,,141.815755,44.312333
,苫前郡羽幌町,38,字平,,141.814293,44.312833
,苫前郡羽幌町,37,字平,,141.81349,44.312606
,苫前郡羽幌町,筆界未定地-1V2,字平,,141.819334,44.313662
,苫前郡羽幌町,62,字平,,141.821442,44.313833
,苫前郡羽幌町,水-1,字平,,141.820596,44.314336
,苫前郡羽幌町,61,字平,,141.820097,44.314149
,苫前郡羽幌町,水-4,字朝日,,141.815053,44.329038
,苫前郡羽幌町,水-7,字朝日,,141.80185,44.327735
,苫前郡羽幌町,1107,字朝日,,141.823487,44.333202
,苫前郡羽幌町,673,字朝日,,141.80672,44.332594
,苫前郡羽幌町,水-3069,字朝日,,141.80581,44.333017
,苫前郡羽幌町,水-3067,字朝日,,141.804689,44.329513
,苫前郡羽幌町,674,字朝日,,141.806051,44.330472
,苫前郡羽幌町,無地番-3010,字朝日,,141.805753,44.329568
,苫前郡羽幌町,675,字朝日,,141.804136,44.32943
,苫前郡羽幌町,水-3068,字朝日,,141.802648,44.329433
