面積,管理区,小班,森林の種類６コード,森林の種類３コード,複層区分,振興局,枝番,林種,林齢,森林の種類５コード,KEYCODE,森林の種類４コード,RINSYO_ID,林班,森林の種類２コード,樹種,市町村,森林の種類１コード,center_lng,center_lat
41.88,14,0011,None,None,0,05,00,2,133,None,99140001430011,None,14143110,0143,None,98.0,09,11,143.191257,42.133976
23.64,14,0006,None,None,0,05,00,2,133,None,99140001430006,None,14143060,0143,None,98.0,09,11,143.19994,42.135113
37.15,14,0012,None,None,0,05,00,2,133,None,99140001430012,None,14143120,0143,None,98.0,09,11,143.196569,42.13384
23.64,14,0006,None,None,0,05,00,2,133,None,99140001430006,None,14143060,0143,None,98.0,09,11,143.193699,42.131579
17.41,14,0005,None,None,0,05,00,2,133,None,99140001430005,None,14143050,0143,None,98.0,09,11,143.203798,42.128784
39.48,14,0004,None,None,0,05,00,2,133,None,99140001430004,None,14143040,0143,None,98.0,09,11,143.207868,42.125156
17.21,14,0003,None,None,0,05,00,2,133,None,99140001430003,None,14143030,0143,None,99.0,09,11,143.207138,42.120835
27.48,14,0001,None,None,0,05,00,2,133,None,99140001430001,None,14143010,0143,None,99.0,09,11,143.205126,42.120466
7.01,14,0009,None,None,0,05,00,6,122,None,99140001430009,None,14143090,0143,None,None,09,11,143.200618,42.119862
39.48,14,0004,None,None,0,05,00,2,133,None,99140001430004,None,14143040,0143,None,98.0,09,11,143.204349,42.125057
27.48,14,0001,None,None,0,05,00,2,133,None,99140001430001,None,14143010,0143,None,99.0,09,11,143.203525,42.122191
17.21,14,0003,None,None,0,05,00,2,133,None,99140001430003,None,14143030,0143,None,99.0,09,11,143.20083,42.122074
23.71,14,0007,None,None,0,05,00,2,133,None,99140001430007,None,14143070,0143,None,98.0,09,11,143.198662,42.120817
23.71,14,0007,None,None,0,05,00,2,133,None,99140001430007,None,14143070,0143,None,98.0,09,11,143.205794,42.118729
8.72,14,0008,None,None,0,05,00,6,122,None,99140001430008,None,14143080,0143,None,None,09,11,143.199487,42.123332
39.48,14,0004,None,None,0,05,00,2,133,None,99140001430004,None,14143040,0143,None,98.0,09,11,143.199833,42.12671
17.21,14,0003,None,None,0,05,00,2,133,None,99140001430003,None,14143030,0143,None,99.0,09,11,143.196746,42.123534
27.48,14,0001,None,None,0,05,00,2,133,None,99140001430001,None,14143010,0143,None,99.0,09,11,143.195064,42.12441
23.71,14,0007,None,None,0,05,00,2,133,None,99140001430007,None,14143070,0143,None,98.0,09,11,143.195758,42.121727
29.73,14,0003,None,None,0,05,00,2,133,None,99140001440003,None,14144030,0144,None,98.0,09,11,143.193878,42.125896
27.48,14,0001,None,None,0,05,00,2,133,None,99140001430001,None,14143010,0143,None,99.0,09,11,143.194787,42.128895
24.21,14,0001,None,None,0,05,00,2,133,None,99140001440001,None,14144010,0144,None,39.0,09,11,143.192136,42.127392
29.73,14,0003,None,None,0,05,00,2,133,None,99140001440003,None,14144030,0144,None,98.0,09,11,143.189783,42.128776
2.0,14,0004,None,None,0,05,00,6,122,None,99140001440004,None,14144040,0144,None,None,09,11,143.186,42.129144
24.01,14,0006,None,None,0,05,00,2,133,None,99140001440006,None,14144060,0144,None,98.0,09,11,143.18211,42.127276
29.73,14,0003,None,None,0,05,00,2,133,None,99140001440003,None,14144030,0144,None,98.0,09,11,143.184552,42.124492
24.01,14,0006,None,None,0,05,00,2,133,None,99140001440006,None,14144060,0144,None,98.0,09,11,143.187112,42.123194
26.5,14,0002,None,None,0,05,00,2,133,None,99140001440002,None,14144020,0144,None,98.0,09,11,143.185436,42.120413
23.74,14,0010,None,None,0,05,00,2,133,None,99140001430010,None,14143100,0143,None,99.0,09,11,143.196463,42.118582
196.73,14,0005,None,None,0,05,00,2,133,None,99140001440005,None,14144050,0144,None,99.0,09,11,143.179058,42.118344
1.22,14,0049,None,None,0,05,00,1,56,None,99140001730049,None,14173490,0173,None,27.0,04,11,142.471584,42.445042
19.8,14,0060,None,None,0,05,00,1,47,None,99140001750060,None,14175600,0175,None,23.0,04,11,142.469923,42.451587
9.27,14,0001,None,None,0,05,00,2,133,None,99140001730001,None,14173010,0173,None,98.0,04,11,142.473975,42.451974
22.92,14,0001,None,None,0,05,00,2,133,None,99140001750001,None,14175010,0175,None,98.0,04,11,142.453238,42.450983
2.82,14,0065,None,None,0,05,00,1,45,None,99140001750065,None,14175650,0175,None,23.0,04,11,142.450222,42.448969
2.27,14,0066,None,None,0,05,00,1,42,None,99140001770066,None,14177660,0177,None,23.0,04,11,142.46594,42.459189
9.27,14,0001,None,None,0,05,00,2,133,None,99140001730001,None,14173010,0173,None,98.0,04,11,142.466433,42.446801
0.99,14,0063,None,None,0,05,00,1,38,None,99140001780063,None,14178630,0178,None,23.0,04,11,142.476814,42.457822
1.19,14,0050,None,None,0,05,00,1,37,None,99140001730050,None,14173500,0173,None,23.0,04,11,142.464402,42.444459
0.4,14,0060,None,None,0,05,00,1,53,None,99140001730060,None,14173600,0173,None,8.0,04,11,142.464287,42.44621
2.03,14,0073,None,None,0,05,00,1,40,None,99140001750073,None,14175730,0175,None,23.0,04,11,142.456234,42.450661
14.18,14,0042,None,None,2,05,00,2,133,None,99140001780042,None,14178420,0178,None,98.0,04,11,142.48887,42.467109
1.67,14,0065,None,None,0,05,00,1,18,None,99140001780065,None,14178650,0178,None,26.0,04,11,142.473771,42.457778
0.24,14,0057,None,None,0,05,00,1,55,None,99140001750057,None,14175570,0175,None,10.0,04,11,142.475886,42.454745
21.85,14,0003,None,None,0,05,00,2,133,None,99140001760003,None,14176030,0176,None,98.0,04,11,142.453776,42.45299
0.69,14,0063,None,None,0,05,00,1,54,None,99140001730063,None,14173630,0173,None,23.0,04,11,142.466345,42.447433
