面積,管理区,小班,森林の種類６コード,森林の種類３コード,複層区分,振興局,枝番,林種,林齢,森林の種類５コード,KEYCODE,森林の種類４コード,RINSYO_ID,林班,森林の種類２コード,樹種,市町村,森林の種類１コード,center_lng,center_lat
4.46,12,0059,None,None,0,04,00,1,34,None,99120000960059,None,12096590,0096,None,23.0,01,12,140.613185,42.589008
15.78,12,0058,None,None,0,04,00,1,35,None,99120000960058,None,12096580,0096,None,23.0,01,12,140.616548,42.590031
15.78,12,0058,None,None,0,04,00,1,35,None,99120000960058,None,12096580,0096,None,23.0,01,12,140.615279,42.588154
1.13,12,0056,None,None,0,04,00,1,56,None,99120000970056,None,12097560,0097,None,2.0,01,12,140.605161,42.581756
4.46,12,0059,None,None,0,04,00,1,34,None,99120000960059,None,12096590,0096,None,23.0,01,12,140.612203,42.589454
4.46,12,0059,None,None,0,04,00,1,34,None,99120000960059,None,12096590,0096,None,23.0,01,12,140.608071,42.582905
1.08,12,0057,None,None,0,04,00,1,56,None,99120000970057,None,12097570,0097,None,2.0,01,12,140.600173,42.583877
0.76,12,0051,None,None,0,04,00,1,82,None,99120000970051,None,12097510,0097,None,23.0,01,12,140.599606,42.581725
0.42,12,0052,None,None,0,04,00,1,79,None,99120000970052,None,12097520,0097,None,23.0,01,12,140.600235,42.582086
3.49,12,0053,None,None,0,04,00,1,70,None,99120000970053,None,12097530,0097,None,23.0,01,12,140.602241,42.582553
0.43,12,0048,None,None,0,04,00,6,122,None,99120000970048,None,12097480,0097,None,None,01,1,140.59628,42.580086
2.06,12,0049,None,None,0,04,00,6,122,None,99120000970049,None,12097490,0097,None,None,01,1,140.597373,42.580181
0.31,12,0055,None,None,0,04,00,1,56,None,99120000970055,None,12097550,0097,None,2.0,01,12,140.598174,42.579223
0.31,12,0055,None,None,0,04,00,1,56,None,99120000970055,None,12097550,0097,None,2.0,01,12,140.600351,42.578241
4.37,12,0054,None,None,0,04,00,1,59,None,99120000970054,None,12097540,0097,None,2.0,01,12,140.601056,42.579103
78.18,12,0001,None,None,0,04,00,2,133,None,99120000960001,None,12096010,0096,None,98.0,01,12,140.610531,42.584151
15.78,12,0058,None,None,0,04,00,1,35,None,99120000960058,None,12096580,0096,None,23.0,01,12,140.611385,42.586536
5.64,12,0051,None,None,0,04,00,1,66,None,99120000960051,None,12096510,0096,None,23.0,01,12,140.614,42.586731
1.93,12,0059,None,None,0,04,00,1,34,None,99120000970059,None,12097590,0097,None,23.0,01,12,140.610119,42.587198
85.33,12,0001,None,None,0,04,00,2,133,None,99120000970001,None,12097010,0097,None,98.0,01,12,140.606005,42.591144
78.18,12,0001,None,None,0,04,00,2,133,None,99120000960001,None,12096010,0096,None,98.0,01,12,140.612665,42.591725
15.78,12,0058,None,None,0,04,00,1,35,None,99120000960058,None,12096580,0096,None,23.0,01,12,140.609323,42.584609
