ファイル名,地番区域,緯度,経度
二海郡八雲町/01346-4402-27.topojson,二海郡八雲町上八雲,42.287354,140.155289
二海郡八雲町/01346-4402-49.topojson,二海郡八雲町桜野,42.131264,140.280746
二海郡八雲町/01346-4402-49.topojson,二海郡八雲町,42.256008,140.265259
二海郡八雲町/01346-4402-71.topojson,二海郡八雲町上の湯,42.122105,140.37352
