ファイル名,地番区域,緯度,経度
厚岸郡厚岸町/01662-4600-1.topojson,厚岸郡厚岸町港町１丁目,43.056164,144.848541
厚岸郡厚岸町/01662-4600-1.topojson,厚岸郡厚岸町港町２丁目,43.05394,144.850464
厚岸郡厚岸町/01662-4600-1.topojson,厚岸郡厚岸町港町３丁目,43.052448,144.852829
厚岸郡厚岸町/01662-4600-1.topojson,厚岸郡厚岸町港町４丁目,43.04998,144.856354
厚岸郡厚岸町/01662-4600-1.topojson,厚岸郡厚岸町住の江１丁目,43.058617,144.847839
厚岸郡厚岸町/01662-4600-2.topojson,厚岸郡厚岸町東梅,43.01952,144.918274
厚岸郡厚岸町/01662-4600-3.topojson,厚岸郡厚岸町片無去,43.110378,144.709167
厚岸郡厚岸町/01662-4600-4.topojson,厚岸郡厚岸町トライベツ,43.222897,144.920822
厚岸郡厚岸町/01662-4600-6.topojson,厚岸郡厚岸町,43.05196,144.847473
厚岸郡厚岸町/01662-4600-6.topojson,厚岸郡厚岸町末広,42.990036,144.906891
厚岸郡厚岸町/01662-4600-6.topojson,厚岸郡厚岸町登喜岱,43.025532,144.969604
厚岸郡厚岸町/01662-4600-11.topojson,厚岸郡厚岸町小島,42.974819,144.879364
厚岸郡厚岸町/01662-4600-12.topojson,厚岸郡厚岸町大黒島,42.955402,144.873199
厚岸郡厚岸町/01662-4600-13.topojson,厚岸郡厚岸町愛冠,43.023056,144.842422
