A45_031,A45_015,A45_028,A45_029,A45_009,A45_004,A45_010,A45_027,A45_030,A45_014,A45_021,A45_018,A45_026,A45_007,center_lng,center_lat
None,天トドマツ,水涵保,None,根釧西部,138,り,8.66,None,鶴居村,ダケカンバ,天エゾマツ,水源涵養,0,144.279428,43.427364
None,天エゾマツ,水涵保,None,根釧西部,138,と,16.11,None,鶴居村,ダケカンバ,天トドマツ,水源涵養,0,144.28086,43.426498
None,None,None,None,根釧西部,138,イ,2.98,None,鶴居村,None,None,水源涵養,0,144.28421,43.42382
None,トドマツ,水涵保,None,根釧西部,138,と,2.13,None,鶴居村,シナノキ,ダケカンバ,水源涵養,1,144.279759,43.426204
None,天エゾマツ,水涵保,None,根釧西部,138,に,4.45,None,鶴居村,他Ｌ,天トドマツ,水源涵養,0,144.274392,43.430431
None,ダケカンバ,水涵保,None,根釧西部,138,る,17.21,None,鶴居村,天トドマツ,他Ｌ,水源涵養,0,144.273207,43.430567
None,ダケカンバ,水涵保,None,根釧西部,138,お,9.03,None,鶴居村,天トドマツ,他Ｌ,水源涵養,0,144.272611,43.430619
None,None,None,None,根釧西部,139,イ,0.17,None,鶴居村,None,None,水源涵養,0,144.272227,43.430806
None,トドマツ,水涵保,None,根釧西部,138,は,6.95,None,鶴居村,ダケカンバ,シナノキ,水源涵養,0,144.274283,43.428601
None,天トドマツ,水涵保,None,根釧西部,138,ち,20.09,None,鶴居村,他Ｌ,天エゾマツ,水源涵養,0,144.275313,43.424548
None,天トドマツ,水涵保,None,根釧西部,138,り,8.66,None,鶴居村,ダケカンバ,天エゾマツ,水源涵養,0,144.272363,43.427177
None,ダケカンバ,水涵保,None,根釧西部,138,お,9.03,None,鶴居村,天トドマツ,他Ｌ,水源涵養,0,144.266798,43.429953
None,アカエゾマツ,水涵保,None,根釧西部,139,い,6.06,None,鶴居村,ダケカンバ,天トドマツ,水源涵養,0,144.263371,43.432477
None,ダケカンバ,水涵保,None,根釧西部,138,る,17.21,None,鶴居村,天トドマツ,他Ｌ,水源涵養,0,144.267761,43.428123
